,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell,inst_sell,cost
sz000719,7.09,707157.0,0.0,0.0,0.0,0.0,7.112590926134234
sz300139,14.96,7086552.0,0.0,0.0,0.0,0.0,15.493412422553261
sh600728,9.05,390960.0,0.0,0.0,0.0,0.0,9.154505801540889
sz300294,36.62,340566.0,0.0,0.0,0.0,0.0,37.205737191494464
sh601658,4.78,2375660.0,0.0,0.0,0.0,0.0,4.755141207971586
sz300801,26.17,437039.0,0.0,0.0,0.0,0.0,26.78719284179468
sh600543,7.01,248154.0,0.0,0.0,0.0,0.0,7.0108885798354095
sz002041,17.25,538200.0,0.0,0.0,0.0,0.0,17.394439652418377
sh600337,4.8,124800.0,0.0,0.0,0.0,0.0,4.829735917011733
sz300236,56.31,7083798.0,0.0,0.0,0.0,0.0,58.025303062746154
sz002473,0.0,0.0,0.0,0.0,0.0,0.0,6.217289423685878
sz300873,58.18,4002784.0,0.0,0.0,0.0,0.0,58.45987540817298
sz002748,6.76,144664.0,0.0,0.0,0.0,0.0,6.91944316526479
sz002087,3.93,1133412.0,0.0,0.0,0.0,0.0,3.963213385848573
sz002112,10.0,328000.0,0.0,0.0,0.0,0.0,9.868582386474815
sz002420,4.41,117306.0,0.0,0.0,0.0,0.0,4.375356500128545
sz002830,12.08,96640.0,0.0,0.0,0.0,0.0,12.275344557426239
sh603666,87.44,279808.0,0.0,0.0,0.0,0.0,89.23299686167971
sz002236,23.93,10324766.0,0.0,0.0,0.0,0.0,23.998060060434252
sh600161,34.98,836022.0,0.0,0.0,0.0,0.0,35.598373025821004
sh600458,7.46,273782.0,0.0,0.0,0.0,0.0,7.57668638793164
sz002282,11.5,179400.0,0.0,0.0,0.0,0.0,11.267294568633131
sz002479,6.98,147976.0,0.0,0.0,0.0,0.0,6.994576303865806
sh603515,31.02,868560.0,0.0,0.0,0.0,0.0,30.96053176375076
sh600847,9.94,89460.0,0.0,0.0,0.0,0.0,10.169176807444524
sz002059,4.81,1924.0,0.0,0.0,0.0,0.0,4.8431745910605715
sh600623,5.8,283040.0,0.0,0.0,0.0,0.0,5.808576121515564
sh603355,38.4,1474560.0,0.0,0.0,0.0,0.0,36.49597172595929
sz002128,10.39,2166315.0,0.0,0.0,0.0,0.0,10.555954949534327
sh600706,7.33,44713.0,0.0,0.0,0.0,0.0,7.415077954959358
sh603131,21.0,1446900.0,0.0,0.0,0.0,0.0,21.429310031687145
sz002760,18.99,55071.0,0.0,0.0,0.0,0.0,19.195213805079227
sz300260,22.54,687470.0,0.0,0.0,0.0,0.0,23.359672130050843
sz002522,7.07,1333402.0,0.0,0.0,0.0,0.0,7.0758954083739365
sh603823,0.0,0.0,0.0,0.0,0.0,0.0,14.464045294165915
sz300130,13.65,202020.0,0.0,0.0,0.0,0.0,13.907566449883909
sz002645,8.56,330416.0,0.0,0.0,0.0,0.0,8.644465916700147
sz000633,3.99,55860.0,0.0,0.0,0.0,0.0,4.0810493351921595
sh603676,10.39,2078.0,0.0,0.0,0.0,0.0,10.510164105864371
sz002853,24.18,135408.0,0.0,0.0,0.0,0.0,24.77975251353442
sz002700,3.78,1572480.0,0.0,0.0,0.0,0.0,3.823732929309701
sz300826,41.65,1007930.0,0.0,0.0,0.0,0.0,42.12556352891515
sz300719,21.24,3062808.0,0.0,0.0,0.0,0.0,21.720086529673633
sz300105,5.05,74740.0,0.0,0.0,0.0,0.0,5.104117079078292
sz300404,12.81,285663.0,0.0,0.0,0.0,0.0,13.344701649075045
sh600081,12.98,1739320.0,0.0,0.0,0.0,0.0,12.810024772328092
sz002908,13.65,25935.0,0.0,0.0,0.0,0.0,13.871046506024095
sz300632,21.96,469944.0,0.0,0.0,0.0,0.0,22.86910894429869
sh601882,12.23,147983.0,0.0,0.0,0.0,0.0,12.30204059530464
sz000848,7.13,189658.0,0.0,0.0,0.0,0.0,7.125572285411474
sh603569,8.76,208672.0,0.0,0.0,0.0,0.0,8.830162195082861
sz002166,8.42,1145962.0,0.0,0.0,0.0,0.0,8.45089322343984
sz002017,11.19,175683.0,0.0,0.0,0.0,0.0,11.237452501307303
sz002089,2.32,42688.0,0.0,0.0,0.0,0.0,2.314634865335656
sh600152,6.34,31700.0,0.0,0.0,0.0,0.0,6.412667011842176
sz300050,6.9,162840.0,0.0,0.0,0.0,0.0,7.016092658230082
sz300367,3.88,2317912.0,0.0,0.0,0.0,0.0,3.8563522420888314
sh600252,3.21,240429.0,0.0,0.0,0.0,0.0,3.2287539082273766
sh603256,10.21,137835.0,0.0,0.0,0.0,0.0,10.376028696211
sz300527,11.57,2884401.0,0.0,0.0,0.0,0.0,11.826118622765902
sh601038,11.5,158700.0,0.0,0.0,0.0,0.0,11.57059430536977
sz300604,25.35,1379040.0,0.0,0.0,0.0,0.0,26.32269954468564
sh600107,9.79,72446.0,0.0,0.0,0.0,0.0,9.822174783549784
sz300111,3.74,155210.0,0.0,0.0,0.0,0.0,3.8525778085567266
sh603466,24.6,1170960.0,0.0,0.0,0.0,0.0,24.37976524795002
sh600188,9.36,989352.0,0.0,0.0,0.0,0.0,9.416244517198683
sz002903,15.91,82732.0,0.0,0.0,0.0,0.0,16.34499628290474
sz002062,4.38,127458.0,0.0,0.0,0.0,0.0,4.373441449259641
sz002012,5.9,145140.0,0.0,0.0,0.0,0.0,5.910096080117109
sz002149,8.81,1982250.0,0.0,0.0,0.0,0.0,8.960827112313549
sz300830,16.78,2377726.0,0.0,0.0,0.0,0.0,17.036445024195245
sz001896,3.76,305312.0,0.0,0.0,0.0,0.0,3.7834034034922635
sz002045,9.4,98700.0,0.0,0.0,0.0,0.0,9.41321410919635
sz002610,2.41,551890.0,0.0,0.0,0.0,0.0,2.3975161806619085
sz002801,32.3,67830.0,0.0,0.0,0.0,0.0,32.61539751430262
sz000533,3.49,1057470.0,0.0,0.0,0.0,0.0,3.514014421616437
sz002155,9.01,2153390.0,0.0,0.0,0.0,0.0,8.978356231872883
sh600084,2.23,3122.0,0.0,0.0,0.0,0.0,2.2369725450503375
sz002728,13.06,246834.0,0.0,0.0,0.0,0.0,13.06989898517514
sh603767,9.74,5258626.0,0.0,0.0,0.0,0.0,9.6873676881233
sh600121,2.12,319484.0,0.0,0.0,0.0,0.0,2.1452952793499773
sh600746,6.11,23218.0,0.0,0.0,0.0,0.0,6.193480496303221
sz000006,5.83,302577.0,0.0,0.0,0.0,0.0,5.8919165890479785
sh600196,49.75,27089771.0,0.0,0.0,0.0,0.0,51.0289752233096
sz300489,42.57,127710.0,0.0,0.0,0.0,0.0,43.83735473029742
sh600808,2.7,2749410.0,0.0,0.0,0.0,0.0,2.7410014962247575
sz300092,12.11,394786.0,0.0,0.0,0.0,0.0,12.364833826794966
sz300550,22.55,101475.0,0.0,0.0,0.0,0.0,23.24845634133803
sz300767,72.27,303534.0,0.0,0.0,0.0,0.0,73.28869774264527
sh600829,6.9,32430.0,0.0,0.0,0.0,0.0,6.948152329344473
sh600691,2.08,97136.0,0.0,0.0,0.0,0.0,2.1113903587729346
sz300278,6.06,145440.0,0.0,0.0,0.0,0.0,6.179867073322069
sz000520,3.47,276559.0,0.0,0.0,0.0,0.0,3.517629153867635
sz002840,0.0,0.0,0.0,0.0,0.0,0.0,10.06445943618304
sz002960,31.99,377482.0,0.0,0.0,0.0,0.0,33.46468850113021
sz000868,3.95,462150.0,0.0,0.0,0.0,0.0,3.9252914340766765
sh600567,3.15,1058602.0,0.0,0.0,0.0,0.0,3.191380349169529
sz000778,3.73,779950.0,0.0,0.0,0.0,0.0,3.779964231508651
sz000786,37.49,2736770.0,0.0,0.0,0.0,0.0,37.556603213319896
sh603118,12.2,599020.0,0.0,0.0,0.0,0.0,12.282653113119197
sh600023,3.69,500733.0,0.0,0.0,0.0,0.0,3.715000404511108
sz000590,9.62,41366.0,0.0,0.0,0.0,0.0,9.695151985289892
sz002580,6.39,385956.0,0.0,0.0,0.0,0.0,6.443761245641869
sz002266,4.99,219061.0,0.0,0.0,0.0,0.0,5.075624190595765
sh600880,3.84,405120.0,0.0,0.0,0.0,0.0,3.8749857948581585
sh601965,14.15,1577725.0,0.0,0.0,0.0,0.0,13.804308651957953
sz300175,5.34,1063194.0,0.0,0.0,0.0,0.0,5.417739226155393
sz000559,6.26,589066.0,0.0,0.0,0.0,0.0,6.291463090880502
sh600517,6.67,120727.0,0.0,0.0,0.0,0.0,6.741526069187581
sh603819,14.0,113400.0,0.0,0.0,0.0,0.0,14.021438613699525
sz000612,7.29,5110997.0,0.0,0.0,0.0,0.0,7.477785924945753
sz000851,6.29,111333.0,0.0,0.0,0.0,0.0,6.361380565418271
sh600926,13.27,2344809.0,0.0,0.0,0.0,0.0,13.203060850818014
sh603662,29.66,237280.0,0.0,0.0,0.0,0.0,29.85092224306858
sz002797,10.44,7969896.0,0.0,0.0,0.0,0.0,10.601102872902356
