,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell,inst_sell
sz000719,6.83,15026.0,0.0,0.0,0.0,0.0
sz300139,8.34,176808.0,0.0,0.0,0.0,0.0
sh600728,8.83,545694.0,0.0,0.0,0.0,0.0
sz300294,30.91,132913.0,0.0,0.0,0.0,0.0
sh601658,0,0,0,0,0,0
sz300801,39.31,5033921.0,0.0,0.0,0.0,0.0
sh600543,5.5,13750.0,0.0,0.0,0.0,0.0
sz002041,7.45,589295.0,0.0,0.0,0.0,0.0
sh600337,3.88,5432.0,0.0,0.0,0.0,0.0
sz300236,23.25,1218300.0,0.0,0.0,0.0,0.0
sz300104,0,0,0,0,0,0
sz002473,7.79,37392.0,0.0,0.0,0.0,0.0
sz002748,0,0,0,0,0,0
sz002087,3.42,165870.0,0.0,0.0,0.0,0.0
sz002112,6.54,16350.0,0.0,0.0,0.0,0.0
sz002420,3.77,188877.0,0.0,0.0,0.0,0.0
sz002830,13.65,136500.0,0.0,0.0,0.0,0.0
sh603666,60.22,18066.0,0.0,0.0,0.0,0.0
sz002236,16.84,1269736.0,0.0,0.0,0.0,0.0
sh600161,25.81,410379.0,0.0,0.0,0.0,0.0
sh600458,6.72,117600.0,0.0,0.0,0.0,0.0
sz002282,8.01,4005.0,0.0,0.0,0.0,0.0
sz002479,8.16,137904.0,0.0,0.0,0.0,0.0
sh603515,26.43,148008.0,0.0,0.0,0.0,0.0
sh600847,10.19,276149.0,0.0,0.0,0.0,0.0
sz002059,4.72,22184.0,0.0,0.0,0.0,0.0
sh600623,6.59,65900.0,0.0,0.0,0.0,0.0
sh603355,20.6,45320.0,0.0,0.0,0.0,0.0
sz002128,8.26,499730.0,0.0,0.0,0.0,0.0
sh600706,0,0,0,0,0,0
sh603131,12.76,25520.0,0.0,0.0,0.0,0.0
sz002760,16.64,44928.0,0.0,0.0,0.0,0.0
sz300260,10.58,38088.0,0.0,0.0,0.0,0.0
sz002522,5.69,31864.0,0.0,0.0,0.0,0.0
sh603823,21.4,102720.0,0.0,0.0,0.0,0.0
sz300130,15.52,523024.0,0.0,0.0,0.0,0.0
sz002645,8.0,73600.0,0.0,0.0,0.0,0.0
sz000633,3.94,27186.0,0.0,0.0,0.0,0.0
sh603676,10.14,188604.0,0.0,0.0,0.0,0.0
sz002853,16.55,52960.0,0.0,0.0,0.0,0.0
sz002700,7.48,85272.0,0.0,0.0,0.0,0.0
sz300719,11.0,12100.0,0.0,0.0,0.0,0.0
sz300105,0,0,0,0,0,0
sz300404,13.0,707200.0,0.0,0.0,0.0,0.0
sh600081,10.4,214240.0,0.0,0.0,0.0,0.0
sz002908,12.17,714379.0,0.0,0.0,0.0,0.0
sz300632,24.7,869440.0,0.0,0.0,0.0,0.0
sh601882,6.94,29842.0,0.0,0.0,0.0,0.0
sz000848,7.54,189254.0,0.0,0.0,0.0,0.0
sh603569,0,0,0,0,0,0
sz002166,6.95,20850.0,0.0,0.0,0.0,0.0
sz002017,15.35,2199655.0,0.0,0.0,0.0,0.0
sz002089,1.69,882180.0,0.0,0.0,0.0,0.0
sh600152,5.38,61332.0,0.0,0.0,0.0,0.0
sz300050,5.56,398096.0,0.0,0.0,0.0,0.0
sz300367,4.21,445839.0,0.0,0.0,0.0,0.0
sh600252,2.9,50170.0,0.0,0.0,0.0,0.0
sh603256,14.5,997600.0,0.0,0.0,0.0,0.0
sz300527,11.1,702630.0,0.0,0.0,0.0,0.0
sh601038,5.88,266364.0,0.0,0.0,0.0,0.0
sz300604,20.52,943920.0,0.0,0.0,0.0,0.0
sh600107,6.45,52890.0,0.0,0.0,0.0,0.0
sz300111,2.35,1321877.0,13.75,0.01336079,0.29284812,0.0521424
sh603466,13.65,514605.0,0.0,0.0,0.0,0.0
sh600188,9.27,577521.0,0.0,0.0,0.0,0.0
sz002903,13.05,187920.0,0.0,0.0,0.0,0.0
sz002062,3.46,12456.0,0.0,0.0,0.0,0.0
sz002012,4.9,239120.0,0.0,0.0,0.0,0.0
sz002149,7.0,40600.0,0.0,0.0,0.0,0.0
sz001896,3.46,190992.0,0.0,0.0,0.0,0.0
sz002045,12.2,5687640.0,0.0,0.0,0.0,0.0
sz002610,1.55,69285.0,0.0,0.0,0.0,0.0
sz002801,32.5,61750.0,0.0,0.0,0.0,0.0
sz000533,2.72,70720.0,0.0,0.0,0.0,0.0
sz002155,7.37,2838187.0,0.0,0.0,0.0,0.0
sh600084,2.58,15480.0,0.0,0.0,0.0,0.0
sz002728,16.06,40150.0,0.0,0.0,0.0,0.0
sh603767,0,0,0,0,0,0
sh600121,2.28,68172.0,0.0,0.0,0.0,0.0
sh600746,6.44,57960.0,0.0,0.0,0.0,0.0
sz000006,5.13,44118.0,0.0,0.0,0.0,0.0
sh600196,24.88,888216.0,0.0,0.0,0.0,0.0
sz300489,17.45,5235.0,0.0,0.0,0.0,0.0
sh600808,2.72,489872.0,0.0,0.0,0.0,0.0
sz300092,6.75,31050.0,0.0,0.0,0.0,0.0
sz300550,26.81,469175.0,0.0,0.0,0.0,0.0
sz300767,50.42,549578.0,0.0,0.0,0.0,0.0
sh600829,6.37,10829.0,0.0,0.0,0.0,0.0
sh600691,2.06,42848.0,0.0,0.0,0.0,0.0
