,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell,inst_sell
sz000719,0.0,0.0,0.0,0.0,0.0,0.0
sz300139,8.49,393936.0,0.0,0.0,0.0,0.0
sh600728,8.97,763347.0,0.0,0.0,0.0,0.0
sz300294,31.0,114700.0,0.0,0.0,0.0,0.0
sh601658,0.0,0.0,0.0,0.0,0.0,0.0
sz300801,38.65,693265.0,0.0,0.0,0.0,0.0
sh600543,5.6,560.0,0.0,0.0,0.0,0.0
sz002041,7.75,396025.0,0.0,0.0,0.0,0.0
sh600337,3.96,23760.0,0.0,0.0,0.0,0.0
sz300236,24.09,1250102.0,0.0,0.0,0.0,0.0
sz300104,0.0,0.0,0.0,0.0,0.0,0.0
sz002473,0.0,0.0,0.0,0.0,0.0,0.0
sz002748,7.11,4266.0,0.0,0.0,0.0,0.0
sz002087,3.47,248452.0,0.0,0.0,0.0,0.0
sz002112,6.62,23170.0,0.0,0.0,0.0,0.0
sz002420,3.77,377.0,0.0,0.0,0.0,0.0
sz002830,13.86,23562.0,0.0,0.0,0.0,0.0
sh603666,60.53,6053.0,0.0,0.0,0.0,0.0
sz002236,17.22,2293704.0,0.0,0.0,0.0,0.0
sh600161,26.69,69394.0,0.0,0.0,0.0,0.0
sh600458,6.86,65170.0,0.0,0.0,0.0,0.0
sz002282,8.07,4842.0,0.0,0.0,0.0,0.0
sz002479,8.2,490360.0,0.0,0.0,0.0,0.0
sh603515,26.85,204060.0,0.0,0.0,0.0,0.0
sh600847,10.2,137700.0,0.0,0.0,0.0,0.0
sz002059,4.99,312374.0,0.0,0.0,0.0,0.0
sh600623,6.6,71940.0,0.0,0.0,0.0,0.0
sh603355,20.85,2085.0,0.0,0.0,0.0,0.0
sz002128,8.21,509020.0,0.0,0.0,0.0,0.0
sh600706,0.0,0.0,0.0,0.0,0.0,0.0
sh603131,13.08,19620.0,0.0,0.0,0.0,0.0
sz002760,0.0,0.0,0.0,0.0,0.0,0.0
sz300260,0.0,0.0,0.0,0.0,0.0,0.0
sz002522,5.81,121429.0,0.0,0.0,0.0,0.0
sh603823,22.65,70215.0,0.0,0.0,0.0,0.0
sz300130,15.94,227942.0,0.0,0.0,0.0,0.0
sz002645,8.32,21632.0,0.0,0.0,0.0,0.0
sz000633,3.95,395.0,0.0,0.0,0.0,0.0
sh603676,10.18,2036.0,0.0,0.0,0.0,0.0
sz002853,16.86,15174.0,0.0,0.0,0.0,0.0
sz002700,7.6,68400.0,0.0,0.0,0.0,0.0
sz300719,11.25,76500.0,0.0,0.0,0.0,0.0
sz300105,0.0,0.0,0.0,0.0,0.0,0.0
sz300404,13.9,303076.0,0.0,0.0,0.0,0.0
sh600081,10.68,147384.0,0.0,0.0,0.0,0.0
sz002908,12.17,58416.0,0.0,0.0,0.0,0.0
sz300632,25.96,2985400.0,0.0,0.0,0.0,0.0
sh601882,7.14,44268.0,0.0,0.0,0.0,0.0
sz000848,7.64,258820.0,0.0,0.0,0.0,0.0
sh603569,10.19,102919.0,0.0,0.0,0.0,0.0
sz002166,6.99,49629.0,0.0,0.0,0.0,0.0
sz002017,15.27,1546851.0,0.0,0.0,0.0,0.0
sz002089,1.71,107901.0,0.0,0.0,0.0,0.0
sh600152,5.64,415104.0,0.0,0.0,0.0,0.0
sz300050,5.6,176960.0,0.0,0.0,0.0,0.0
sz300367,4.23,107865.0,0.0,0.0,0.0,0.0
sh600252,2.91,291.0,0.0,0.0,0.0,0.0
sh603256,14.98,1572900.0,0.0,0.0,0.0,0.0
sz300527,11.17,107232.0,0.0,0.0,0.0,0.0
sh601038,6.05,35695.0,0.0,0.0,0.0,0.0
sz300604,21.35,1897097.0,0.0,0.0,0.0,0.0
sh600107,6.63,157131.0,0.0,0.0,0.0,0.0
sz300111,2.33,451554.0,0.0,0.0,0.0,0.0
sh603466,13.64,77748.0,0.0,0.0,0.0,0.0
sh600188,9.29,464500.0,0.0,0.0,0.0,0.0
sz002903,15.08,4477252.0,0.0,0.0,0.0,0.0
sz002062,0.0,0.0,0.0,0.0,0.0,0.0
sz002012,4.98,199200.0,0.0,0.0,0.0,0.0
sz002149,7.19,47454.0,0.0,0.0,0.0,0.0
sz001896,3.47,164478.0,0.0,0.0,0.0,0.0
sz002045,13.8,12411720.0,0.0,0.0,0.0,0.0
sz002610,1.57,638676.0,0.0,0.0,0.0,0.0
sz002801,33.58,6716.0,0.0,0.0,0.0,0.0
sz000533,2.75,24200.0,0.0,0.0,0.0,0.0
sz002155,7.37,1127610.0,0.0,0.0,0.0,0.0
sh600084,2.59,36263.0,0.0,0.0,0.0,0.0
sz002728,16.18,1618.0,0.0,0.0,0.0,0.0
sh603767,0.0,0.0,0.0,0.0,0.0,0.0
sh600121,2.31,27258.0,0.0,0.0,0.0,0.0
sh600746,0.0,0.0,0.0,0.0,0.0,0.0
sz000006,5.15,200850.0,0.0,0.0,0.0,0.0
sh600196,25.37,652009.0,0.0,0.0,0.0,0.0
sz300489,0.0,0.0,0.0,0.0,0.0,0.0
