,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell
sh603076,28.91,12821585.0,202.25,0.062426720000000005,0.88433923
sz300240,8.23,530012.0,0.0,0.0,0.00530012
sz000893,5.23,243718.0,0.25,0.0060941,0.00969398
sh600185,4.91,297546.0,0.0,0.0,0.00297546
sz002468,21.0,1614900.0,0.1,8.644e-05,0.0013186
sh601225,8.79,8288970.0,0.6333333333333333,0.03512146,0.0198201
sz000966,4.2,507360.0,0.0,0.0,0.0050736
sz002424,10.59,814371.0,0.1,0.00396673,0.00457888
sz002305,3.41,1604405.0,0.0,0.0067008,0.00045708
sh600157,2.6,110401486.0,0.0,0.28682109,0.0325642
sh603918,15.0,264000.0,0.0,0.001924,0.001924
sz300701,37.2,1142040.0,0.2,0.00159518,0.00292467
sz000403,27.7,310240.0,0.0,0.0,0.0031024
sz300717,16.78,276870.0,0.0,0.00018481,1.681e-05
sh600536,43.53,110396433.0,231.43333333333334,0.56095569,4.84881374
sh603477,8.94,1011114.0,0.6333333333333333,0.00203422,0.00693146
sz000996,14.93,46677152.0,0.35,0.19353065,0.61521336
sz002524,5.25,662550.0,0.45,0.00618363,0.00186539
sh600896,5.15,43775.0,0.8,0.00358416,0.00213012
sz002606,7.1,3194290.0,0.0,0.00090995,0.00178517
sh600487,21.5,12351750.0,0.0,0.02744974,0.02744974
sz300094,6.61,883757.0,0.95,0.0006044,0.00461388
sz000766,8.0,710400.0,0.0,0.0,0.007104
sz002791,13.17,201501.0,0.0,0.00196681,2.642e-05
sh600313,2.96,1296776.0,2.9833333333333334,0.00853648,0.01502343
sh600186,2.37,2758917.0,1.1,0.00808192,0.01325078
sh600196,28.0,19684000.0,0.0,0.01108508,0.00405841
sh600137,15.39,323190.0,0.0,0.0,0.0032319
sz000528,7.49,5473692.0,0.0,0.0,0.05751444
sh600612,40.8,481440.0,0.0,0.00462118,0.00358064
sh600814,6.0,163800.0,2.2666666666666666,0.00071023,0.00481735
sz000639,8.76,896148.0,0.0,0.0042814,0.00077649
sz002845,20.0,1350000.0,0.0,0.00274379,0.00051984
sh603818,8.41,278371.0,0.0,0.004556,8.53e-05
sh600520,15.09,1816836.0,195.31666666666666,0.16108782,0.90569443
sz002680,0,0,0,0,0
sz000564,3.78,5391792.0,0.0,0.02291168,0.01706748
sh601969,5.49,944829.0,0.0,0.00529941,0.00501795
sh603518,16.21,402008.0,0.0,0.00363743,3.26e-05
