,kaipan_price,kaipan_money
sz300877,76.01,8475115.0
sz300867,41.11,5278524.0
sh605123,85.08,1123056.0
sh605255,17.47,246327.0
sz300873,55.9,1621100.0
sz300876,55.25,1701700.0
sz300865,57.7,669320.0000000001
sz300871,53.5,1471250.0
sz300878,73.5,4498200.0
sz300862,58.0,3045000.0
sz300106,13.99,752662.0
sz300857,37.45,719040.0
sz300446,7.98,86982.0
sz300176,8.64,53568.00000000001
sz300368,20.61,2102220.0
sz300313,23.01,1734954.0
sz300116,3.78,6182568.0
sz300269,5.19,241335.00000000003
sz300152,4.32,648864.0
sz300064,6.55,5192840.0
sz300801,29.83,423585.99999999994
sz300261,8.88,2949048.0000000005
sz300869,155.2,14216319.999999998
sz300870,82.99,1029076.0
sz300135,3.53,302874.0
sz300386,27.38,761164.0
sz300131,8.01,7815356.999999999
sz300868,55.4,2675820.0
sz300240,8.02,1144454.0
sz300185,5.07,4877340.0
sz300051,6.91,393870.0
sz300343,3.54,583038.0
sz300350,6.31,613332.0
sz300798,16.5,1143450.0
sz300875,117.9,365490.0
sz300861,56.54,989450.0
sz300071,3.88,212236.0
sz300526,97.7,0.0
sz300866,152.0,2736000.0
sz300248,13.75,473000.0
sz300475,12.42,13662.0
sz300301,5.54,3937278.0
sz300791,110.63,199134.0
sz300588,13.62,1480493.9999999998
sh600823,6.3,173880.0
sz002537,7.23,500000.0
sh600321,2.06,139462.0
sh600189,6.77,926135.9999999999
sh603683,16.13,174204.0
sh603161,16.52,213108.0
sh605333,16.69,552439.0
sz002885,16.78,140000.0
sh603663,15.6,23400.0
sh600976,25.5,137700.0
sh603688,21.9,201480.0
sh603709,25.01,67527.00000000001
sz002903,14.8,290000.0
sz300654,11.26,119356.0
sz000881,9.86,210000.0
sh603826,30.75,147600.0
sh603931,49.6,188480.0
sh603226,10.64,192584.0
sh603595,26.94,191274.0
sh605008,20.29,241450.99999999997
sz002855,11.32,180000.0
sz002677,18.21,900000.0
sz000755,3.74,2618.0
sh605388,20.93,789061.0
sz002993,87.17,3970000.0
sh603787,31.0,703700.0
sh600158,12.82,2842194.0
sz002534,9.54,100000.0
sh603848,15.13,786760.0
sz000897,2.61,120000.0
sz002429,6.73,600000.0
sz002327,8.14,240000.0
sz300317,8.35,5610364.999999999
sz300178,5.8,886240.0
sz300280,50.94,331110.0
sz300108,5.05,3221900.0
sz300237,3.53,1613563.0
sz300076,6.3,106470.0
