,kaipan_price,kaipan_money
sh600000,10.71,6789069.0
sh600004,13.49,1118321.0
sh600006,7.07,4971624.000000001
sh600007,11.98,94642.0
sh600008,2.89,622795.0
sh600009,60.91,13777841.999999998
sh600010,1.35,149802885.0
sh600011,4.25,3081675.0
sh600012,6.25,108750.0
sh600015,6.35,3514090.0
sh600016,5.25,4750725.0
sh600017,2.79,42687.0
sh600018,4.73,1239260.0
sh600019,8.09,85337365.0
sh600020,3.23,245803.00000000003
sh600021,6.88,90128.0
sh600022,1.43,1630057.0
sh600023,3.55,346835.0
sh600025,4.65,853275.0
sh600026,6.59,876469.9999999999
sh600027,3.25,210275.0
sh600028,4.76,51969204.0
sh600029,6.31,2310721.9999999995
sh600030,27.8,17008040.0
sh600031,43.2,36110880.00000001
sh600033,2.62,29344.0
sh600035,2.75,63525.0
sh600036,54.2,28070180.0
sh600037,8.55,125685.00000000001
sh600038,53.5,2000900.0
sh600039,5.33,571909.0
sh600048,14.56,6777680.0
sh600050,4.42,11289564.0
sh600051,8.2,130380.0
sh600052,2.7,73170.0
sh600053,18.01,151284.0
sh600054,10.73,475339.00000000006
sh600055,13.29,4054779.0
sh600056,13.77,448901.99999999994
sh600057,6.08,670624.0
sh600058,7.71,2487246.0
sh600059,11.9,3035690.0
sh600060,12.45,3041535.0
sh600061,12.68,1420160.0
sh600062,11.63,295402.0
sh600063,4.51,4432428.0
sh600064,10.08,272160.0
sh600066,16.2,8279820.0
sh600067,3.53,141906.0
sh600068,6.85,1223409.9999999998
sh600070,7.31,293862.0
sh600071,15.91,2560000.0
sh600072,11.44,321464.0
sh600073,9.2,616399.9999999999
sh600075,7.55,11391440.0
sh600076,3.49,243951.00000000003
sh600077,2.67,425064.00000000006
sh600078,3.65,544945.0
sh600079,28.0,1349600.0
sh600080,5.57,16710.000000000004
sh600081,12.11,345135.0
sh600082,2.89,67915.0
sh600083,5.88,588.0
sh600084,2.42,212717.99999999997
sh600085,25.18,22578906.0
sh600086,0.19,180443.0
sh600088,10.4,0.0
sh600089,13.6,30320000.0
sh600090,1.59,588777.0
sh600091,1.7,2890.0
sh600093,7.87,1693624.0000000002
sh600094,3.95,201845.0
sh600095,9.75,2377050.0
sh600096,8.32,6437184.0
sh600097,9.31,195510.0
sh600098,5.73,241806.00000000003
sh600099,5.93,22533.999999999996
sh600100,5.65,308490.0
sh600101,5.3,24910.0
sh600103,2.08,1166672.0
sh600104,22.07,9991089.0
sh600105,3.18,433116.0
sh600106,2.6,35880.0
sh600107,8.23,238670.00000000003
sh600108,2.88,784800.0
sh600109,13.27,4740000.0
sh600110,9.01,2536315.0
sh600111,21.39,119619297.0
sh600112,1.05,751275.0
sh600113,6.18,223098.0
sh600114,8.7,4537920.0
sh600115,4.91,1263343.0
sh600116,8.85,669060.0
sh600117,3.51,546507.0
sh600118,32.26,864568.0
sh600119,7.63,0.0
sh600120,5.67,250614.0
sh600121,5.12,4247552.0
sh600122,1.02,65586.0
sh600123,5.21,1090974.0
sh600125,5.23,106169.0
sh600126,5.58,472626.0
sh600127,9.46,533544.0
sh600128,5.99,25158.0
sh600129,14.35,202335.0
sh600130,3.3,43890.0
sh600131,14.42,211973.99999999997
sh600132,142.04,1505624.0
sh600133,5.7,324330.0
sh600135,5.9,83780.0
sh600136,6.09,77343.0
sh600137,12.84,0.0
sh600138,11.11,1097668.0
sh600139,3.25,949975.0
sh600141,14.4,10399680.0
sh600143,27.9,19320000.0
sh600145,1.16,687299.9999999999
sh600146,1.14,369360.0
sh600148,12.99,2598.0
sh600149,4.39,877.9999999999999
sh600150,15.73,391677.0
sh600151,9.02,1316017.9999999998
sh600152,6.49,194051.0
sh600153,8.22,560604.0000000001
sh600155,11.53,541910.0
sh600156,3.8,19380.0
sh600157,1.37,1135045.0
sh600158,11.76,804384.0
sh600159,2.38,72590.0
sh600160,9.6,2064000.0
sh600161,39.01,577348.0
sh600162,1.77,178239.0
sh600163,4.51,2061070.0
sh600165,6.2,193440.0
sh600166,3.87,2696616.0
sh600167,10.35,612720.0
sh600168,6.54,19620.0
sh600169,2.35,901225.0
sh600170,2.98,612092.0
sh600171,14.37,1957193.9999999998
sh600172,2.86,67495.99999999999
sh600173,4.45,445.0
sh600176,24.68,8460304.0
sh600177,8.4,980280.0000000001
sh600178,6.51,3254.9999999999995
sh600179,3.99,3990.0000000000005
sh600180,5.33,208936.0
sh600182,14.38,79090.00000000001
sh600183,24.52,1346148.0
sh600184,10.61,293897.0
sh600185,6.67,1273303.0
sh600186,2.78,16402.0
sh600187,2.29,194879.0
sh600188,9.75,1945125.0
sh600189,12.58,1927256.0000000002
sh600190,2.89,91902.00000000001
sh600191,3.62,3984896.0
sh600192,3.96,44748.0
sh600193,5.05,4040.0
sh600195,14.35,2004695.0
sh600196,46.73,3182312.9999999995
sh600197,20.85,575460.0
sh600198,6.96,3808512.0000000005
sh600199,12.7,1029969.9999999999
sh600200,5.05,127764.99999999999
sh600201,23.62,1240050.0
sh600202,3.67,0.0
sh600203,8.23,104521.0
sh600206,12.51,1177191.0
sh600207,6.33,491208.0
sh600208,3.15,1086120.0
sh600209,4.21,4210.0
sh600210,4.73,759638.0000000001
sh600211,54.01,361867.0
sh600212,3.67,151571.0
sh600213,6.41,264092.0
sh600215,5.07,6591.0
sh600216,15.6,8227439.999999999
sh600217,5.19,445821.0
sh600218,9.06,368742.0
sh600219,4.49,21151492.0
sh600220,2.48,801288.0
sh600221,1.38,4631832.0
sh600222,5.34,30438.0
sh600223,14.08,7151232.000000001
sh600225,1.74,700002.0
sh600226,1.91,802582.0
sh600227,2.83,237154.0
sh600228,10.33,14462.0
sh600229,6.17,37020.0
sh600230,13.46,10606480.0
sh600231,2.45,320705.0
sh600232,5.02,9538.0
sh600233,12.04,1176308.0
sh600234,9.13,0.0
sh600235,5.4,638280.0
sh600236,4.57,68093.0
sh600237,5.3,1471810.0
sh600238,7.92,15840.0
sh600239,2.54,2970276.0
sh600241,2.85,0.0
sh600242,2.35,60160.0
sh600243,3.03,0.0
sh600246,6.83,545717.0
sh600247,0.68,18088.000000000004
sh600248,3.98,9552.0
sh600249,4.9,184240.0
sh600250,4.66,41940.0
sh600251,6.3,879479.9999999999
sh600252,2.88,277344.0
sh600255,1.96,402584.0
sh600256,2.8,1347359.9999999998
sh600257,4.99,789917.0
sh600258,24.0,5056800.0
sh600259,39.3,8665650.0
sh600260,9.09,964449.0
sh600261,3.77,117624.0
sh600262,16.38,1638.0
sh600265,15.93,19116.0
sh600266,4.82,227986.0
sh600267,17.35,402520.0
sh600268,6.21,317331.0
sh600269,3.44,197112.0
sh600271,11.38,507548.00000000006
sh600272,7.2,95040.0
sh600273,9.6,1122240.0
sh600275,2.53,0.0
sh600276,99.34,26464176.0
sh600277,3.02,1010190.0
sh600278,8.88,73704.00000000001
sh600279,3.49,42229.0
sh600280,2.81,388623.0
sh600281,3.7,97310.0
sh600282,3.52,2304544.0
sh600283,10.48,303920.0
sh600284,5.79,242021.99999999997
sh600285,8.75,119000.0
sh600287,5.33,0.0
sh600288,9.68,39688.0
sh600289,4.02,0.0
sh600290,3.25,545350.0
sh600291,3.52,1260000.0
sh600292,7.07,4640000.0
sh600293,2.37,331089.00000000006
sh600295,17.92,14095872.0
sh600297,2.67,1061325.0
sh600298,53.85,3694110.0
sh600299,15.06,1891536.0
sh600300,3.93,371385.00000000006
sh600301,7.01,386251.0
sh600302,4.22,3376.0
sh600303,3.86,22773.999999999996
sh600305,23.02,1091148.0
sh600306,4.93,0.0
sh600307,1.6,1334720.0
sh600308,6.13,5393787.0
sh600309,135.63,31493286.0
sh600310,3.93,40872.0
sh600311,1.43,548977.0
sh600312,6.48,173664.0
sh600313,5.7,4501290.0
sh600315,50.5,2075550.0
sh600316,41.51,10933734.0
sh600317,2.6,0.0
sh600318,7.78,2730780.0
sh600319,5.07,63375.0
sh600320,3.28,365064.0
sh600321,2.0,246600.0
sh600322,2.04,62424.0
sh600323,24.95,753490.0
sh600325,6.25,991875.0
sh600326,7.45,2356435.0
sh600327,4.04,277144.0
sh600328,8.5,97750000.0
sh600329,18.03,274056.00000000006
sh600330,9.73,909755.0000000001
sh600331,2.44,33109092.0
sh600332,29.07,645354.0
sh600333,4.83,810957.0
sh600335,4.98,310752.00000000006
sh600336,7.19,181188.0
sh600337,5.79,508362.0
sh600338,10.35,4007519.9999999995
sh600339,2.91,1438122.0
sh600340,6.89,82217681.0
sh600343,9.98,520956.00000000006
sh600345,14.75,25075.0
sh600346,44.0,7902400.0
sh600348,5.03,1292207.0000000002
sh600350,6.33,322830.0
sh600351,4.89,567240.0
sh600352,18.2,39799760.0
sh600353,4.64,36656.0
sh600354,4.46,2247840.0
sh600355,2.16,133920.0
sh600356,8.25,118800.0
sh600358,3.01,602.0
sh600359,8.02,1184554.0
sh600360,6.68,611220.0
sh600361,3.78,38934.0
sh600362,29.63,81470648.0
sh600363,22.09,2434318.0
sh600365,2.07,12834.0
sh600366,6.93,4537071.0
sh600367,7.13,253115.0
sh600368,3.4,30259.999999999996
sh600369,4.85,694035.0
sh600370,3.41,67518.0
sh600371,13.05,711225.0
sh600372,16.84,639920.0
sh600373,10.13,494344.00000000006
sh600375,7.73,408917.0
sh600376,5.77,61739.0
sh600377,9.42,477593.99999999994
sh600378,20.68,140000.0
sh600379,7.44,636864.0
sh600380,12.88,1528856.0000000002
sh600381,5.68,219248.0
sh600382,6.21,816615.0
sh600383,12.26,2385796.0
sh600385,4.52,24859.999999999996
sh600386,3.38,22308.0
sh600387,5.92,56831.99999999999
sh600388,9.02,667479.9999999999
sh600389,21.48,135324.0
sh600390,6.54,593832.0
sh600391,20.5,699050.0
sh600392,22.9,129611709.99999999
sh600393,1.79,257223.0
sh600395,7.63,753081.0
sh600396,2.22,72372.0
sh600397,2.5,459250.0
sh600398,6.86,205114.0
sh600399,15.76,876256.0
sh600400,3.12,28080.0
sh600403,3.86,2390000.0
sh600405,5.08,375920.0
sh600406,30.81,2480205.0
sh600408,3.4,18370200.0
sh600409,15.23,3155656.0
sh600410,7.47,262197.0
sh600415,5.39,1635865.0
sh600416,18.7,1767150.0
sh600418,9.19,1865570.0
sh600419,15.83,432159.0
sh600420,8.9,139730.0
sh600421,10.25,0.0
sh600422,8.4,81480.0
sh600423,2.66,0.0
sh600425,3.7,429940.00000000006
sh600426,48.85,3321800.0
sh600428,4.1,885190.0
sh600429,4.38,78402.0
sh600433,5.5,1023000.0
sh600435,8.07,133962.0
sh600436,344.0,27795200.0
sh600438,48.29,37221932.0
sh600439,2.55,188444.99999999997
sh600444,8.76,3504.0
sh600446,16.09,965400.0
sh600448,3.32,28552.0
sh600449,14.19,736461.0
sh600452,16.45,266490.0
sh600455,18.2,20020.0
sh600456,46.05,1966334.9999999998
sh600458,7.82,776526.0
sh600459,25.0,2695000.0
sh600460,27.13,15445109.0
sh600461,6.02,346751.99999999994
sh600462,2.11,844.0
sh600463,6.0,6000.0
sh600466,4.48,0.0
sh600467,2.68,400124.0
sh600468,4.19,147907.00000000003
sh600469,5.16,292056.0
sh600470,4.3,426559.99999999994
sh600475,11.22,123420.0
sh600476,9.35,43010.0
sh600477,4.08,336192.0
sh600478,4.03,276055.0
sh600479,8.68,402752.0
sh600480,8.4,113400.0
sh600481,4.64,8938496.0
sh600482,17.22,537264.0
sh600483,8.16,278256.0
sh600485,1.39,0.0
sh600486,146.97,1205154.0
sh600487,12.87,2281851.0
sh600488,5.04,278208.0
sh600489,9.39,32657481.0
sh600490,4.38,5086494.0
sh600491,5.36,17152.0
sh600493,4.65,12090.0
sh600495,3.93,221652.0
sh600496,5.78,3117732.0
sh600497,6.05,17578275.0
sh600498,19.61,445147.0
sh600499,8.92,547688.0
sh600500,5.5,1493800.0
sh600501,9.05,42535.0
sh600502,3.76,134608.0
sh600503,3.61,368220.0
sh600505,6.01,53489.0
sh600506,7.51,84863.0
sh600507,7.59,2147211.0
sh600508,9.08,848979.9999999999
sh600509,4.78,411080.0
sh600510,6.48,65448.0
sh600511,39.1,1040060.0
sh600512,2.71,228723.99999999997
sh600513,8.56,41944.0
sh600515,6.51,8188278.0
sh600516,7.27,8140219.0
sh600517,5.99,773309.0
sh600518,2.14,15819308.000000002
sh600519,2265.14,436945505.99999994
sh600520,6.85,67130.0
sh600521,27.54,1520208.0
sh600522,10.49,1369994.0
sh600523,14.17,60930.99999999999
sh600525,5.72,128128.0
sh600526,4.26,426.0
sh600527,2.8,1128120.0
sh600528,8.75,277375.0
sh600529,39.52,3564704.0
sh600530,2.6,9880.0
sh600531,6.31,13136788.999999998
sh600532,15.25,271450.0
sh600533,3.05,215329.99999999997
sh600535,14.3,341770.0
sh600536,58.03,4636597.0
sh600537,4.23,318942.00000000006
sh600538,6.65,385700.0
sh600539,6.28,0.0
sh600540,4.87,3904279.0
sh600543,7.1,444459.99999999994
sh600545,3.23,319124.0
sh600546,6.93,3530142.0
sh600547,24.0,21962400.0
sh600548,8.77,28940.999999999996
sh600549,20.98,46382584.0
sh600550,4.16,55328.0
sh600551,7.18,0.0
sh600552,7.46,589340.0
sh600555,1.48,16576.0
sh600556,12.5,42500.0
sh600557,10.65,1363200.0
sh600558,2.92,1460.0
sh600559,23.0,3298200.0
sh600560,8.24,468856.00000000006
sh600561,4.0,99200.0
sh600562,14.7,144060.0
sh600563,94.42,528752.0
sh600565,2.56,57344.00000000001
sh600566,20.31,619454.9999999999
sh600567,3.79,67539695.0
sh600568,1.59,39114.00000000001
sh600569,2.43,448821.0
sh600570,96.19,8637862.0
sh600571,7.29,63423.0
sh600572,4.42,770406.0
sh600573,8.25,222750.0
sh600575,2.08,159744.0
sh600576,3.66,450912.0
sh600577,3.44,2462696.0
sh600578,2.91,88464.00000000001
sh600579,4.63,37040.0
sh600580,12.33,303318.0
sh600581,3.75,2313000.0
sh600582,3.15,1154790.0
sh600583,5.2,3745040.0
