,kaipan_price,kaipan_money
sh600000,9.83,3710000.0
sh600004,13.01,1004371.9999999999
sh600006,8.19,4660000.0
sh600007,12.38,50000.0
sh600008,2.87,1414623.0000000002
sh600009,76.09,10820000.0
sh600010,1.17,2050000.0
sh600011,4.47,1060000.0
sh600012,6.1,110000.0
sh600015,6.23,618639.0
sh600016,5.21,3230000.0
sh600017,2.85,270000.0
sh600018,4.85,6200000.0
sh600019,6.58,12570000.0
sh600020,3.28,160000.0
sh600021,7.19,410000.0
sh600022,1.39,850000.0
sh600023,3.58,170000.0
sh600025,4.38,300000.0
sh600026,7.01,1600000.0
sh600027,3.33,180000.0
sh600028,4.19,11030000.0
sh600029,5.64,1670000.0
sh600030,30.29,53880000.0
sh600031,40.3,33530000.0
sh600033,2.65,50000.0
sh600035,2.85,190000.0
sh600036,46.58,39040000.0
sh600037,9.01,530000.0
sh600038,67.9,3490000.0
sh600039,4.71,2450000.0
sh600048,15.19,16550000.0
sh600050,4.34,8910000.0
sh600051,8.22,110000.0
sh600052,2.83,100000.0
sh600053,18.7,120000.0
sh600054,8.64,40000.0
sh600055,10.21,80000.0
sh600056,14.47,600000.0
sh600057,5.85,350000.0
sh600058,6.77,230000.0
sh600059,17.33,40120000.0
sh600060,10.83,1530000.0
sh600061,13.89,1850000.0
sh600062,11.97,110000.0
sh600063,3.71,200000.0
sh600064,10.05,240000.0
sh600066,15.0,1050000.0
sh600067,3.58,410000.0
sh600068,6.65,930000.0
sh600070,8.05,190000.0
sh600071,13.57,450000.0
sh600072,13.9,3500000.0
sh600073,10.7,1320000.0
sh600075,5.65,180000.0
sh600076,3.45,40000.0
sh600077,3.0,150000.0
sh600078,3.55,7100.0
sh600079,31.55,1510000.0
sh600080,5.52,552.0
sh600081,15.32,1560000.0
sh600082,2.83,17546.0
sh600083,5.48,240000.0
sh600084,2.29,50000.0
sh600085,25.17,1537887.0
sh600086,0.86,0.0
sh600088,10.9,451260.00000000006
sh600089,10.15,6160000.0
sh600090,1.28,280000.0
sh600091,1.49,156003.0
sh600093,7.98,3610000.0
sh600094,3.77,430000.0
sh600095,13.93,860000.0
sh600096,5.86,180000.0
sh600097,11.8,1450000.0
sh600098,6.36,640000.0
sh600099,5.71,30000.0
sh600100,6.16,420112.0
sh600101,5.63,80000.0
sh600103,2.05,4402580.0
sh600104,26.0,132050000.0
sh600105,3.18,510000.0
sh600106,2.64,30000.0
sh600107,9.05,120000.0
sh600108,3.29,6210000.0
sh600109,16.65,6980000.0
sh600110,11.09,10310000.0
sh600111,13.85,11730000.0
sh600113,6.1,67709.99999999999
sh600114,7.16,270000.0
sh600115,4.55,670000.0
sh600116,8.34,108420.0
sh600117,3.64,658476.0
sh600118,37.03,9740000.0
sh600119,6.89,169493.99999999997
sh600120,5.79,360000.0
sh600121,8.1,27510000.0
sh600122,0.96,613536.0
sh600123,5.4,1361880.0
sh600125,5.79,1340000.0
sh600126,5.18,400000.0
sh600127,11.05,1030000.0
sh600128,5.91,50000.0
sh600129,12.96,60000.0
sh600130,3.54,80000.0
sh600131,15.0,8080000.0
sh600132,130.19,790000.0
sh600133,5.28,10000.0
sh600135,6.68,120000.0
sh600136,5.77,47891.0
sh600137,12.69,280000.0
sh600138,9.65,3030000.0
sh600139,3.26,530000.0
sh600141,11.93,2228524.0
sh600143,20.45,58800000.0
sh600145,1.15,600000.0
sh600146,0.86,1250000.0
sh600148,13.14,130000.0
sh600149,4.35,10000.0
sh600150,18.23,800000.0
sh600151,9.32,930000.0
sh600152,6.64,1254959.9999999998
sh600153,8.15,676450.0
sh600155,12.45,1450000.0
sh600156,3.81,10000.0
sh600157,1.37,3667353.0000000005
sh600158,11.6,2770000.0
sh600159,2.45,20000.0
sh600160,8.44,4440000.0
sh600161,44.7,15770000.0
sh600162,1.84,70000.0
sh600163,3.94,150000.0
sh600165,6.84,180000.0
sh600166,3.04,2850000.0
sh600167,11.35,2250000.0
sh600168,6.54,170000.0
sh600169,2.07,110000.0
sh600170,3.0,690000.0
sh600171,14.06,730000.0
sh600172,3.08,1250000.0
sh600173,4.8,56160.0
sh600176,21.75,5400000.0
sh600177,7.32,870000.0
sh600178,7.37,2520000.0
sh600179,4.03,40000.0
sh600180,5.13,60000.0
sh600182,14.19,180000.0
sh600183,29.5,14490000.0
sh600184,11.92,1183656.0
sh600185,5.47,2200000.0
sh600186,2.81,490000.0
sh600187,2.61,5508666.0
sh600188,10.24,2110000.0
sh600189,15.93,23515866.0
sh600190,2.99,90000.0
sh600191,6.1,891210.0
sh600192,4.83,68586.0
sh600193,4.72,10000.0
sh600195,12.89,400000.0
sh600196,52.3,6180000.0
sh600197,28.7,7160000.0
sh600198,10.2,830000.0
sh600199,18.6,4050000.0
sh600200,5.1,86190.0
sh600201,19.53,2570000.0
sh600202,3.92,20000.0
sh600203,9.43,50000.0
sh600206,12.91,490000.0
sh600207,6.3,3930000.0
sh600208,3.07,400000.0
sh600209,3.93,30000.0
sh600210,4.33,70000.0
sh600211,66.66,2440000.0
sh600212,3.23,6459.999999999999
sh600213,8.2,2010000.0
sh600215,5.11,21973.0
sh600216,13.87,1006961.9999999999
sh600217,5.58,84258.0
sh600218,8.63,220000.0
sh600219,3.95,13620000.0
sh600220,2.28,180000.0
sh600221,1.42,600000.0
sh600222,4.95,17325.0
sh600223,8.98,10260000.0
sh600225,1.23,80000.0
sh600226,1.66,280000.0
sh600227,2.71,284550.0
sh600228,10.57,50000.0
sh600229,6.38,10000.0
sh600230,8.6,30000.0
sh600231,2.4,161520.0
sh600232,5.35,40000.0
sh600233,12.05,540000.0
sh600234,8.98,44900.0
sh600235,5.22,480762.0
sh600236,4.41,50000.0
sh600237,4.36,190000.0
sh600238,9.3,383160.00000000006
sh600239,2.26,10000.0
sh600241,3.24,32400.0
sh600242,2.02,340000.0
sh600243,2.65,26500.0
sh600246,7.5,365250.0
sh600247,1.06,300000.0
sh600248,4.35,230000.0
sh600249,4.45,20000.0
sh600250,4.98,14940.0
sh600251,6.96,150000.0
sh600252,2.98,120000.0
sh600255,1.72,121948.0
sh600256,2.71,590000.0
sh600257,6.49,6840000.0
sh600258,21.15,1000000.0
sh600259,31.13,831170.9999999999
sh600260,10.58,844284.0
sh600261,3.58,267068.0
sh600262,16.5,130000.0
sh600265,18.21,110000.0
sh600266,4.96,31744.0
sh600267,16.92,950000.0
sh600268,6.88,80000.0
sh600269,3.35,80000.0
sh600271,13.32,800000.0
sh600272,6.69,40000.0
sh600273,8.81,250000.0
sh600275,2.27,20000.0
sh600276,112.32,20050000.0
sh600277,2.84,180000.0
sh600278,9.09,50000.0
sh600279,3.73,20000.0
sh600280,2.23,10000.0
sh600281,3.62,20000.0
sh600282,3.15,290000.0
sh600283,9.95,220000.0
sh600284,5.99,60000.0
sh600285,8.34,130000.0
sh600287,5.6,160000.0
sh600288,9.96,25896.000000000004
sh600289,3.86,140000.0
sh600290,2.63,560000.0
sh600291,5.21,180000.0
sh600292,6.28,7100000.0
sh600293,2.68,330000.0
sh600295,11.08,8832976.0
sh600297,2.81,1972901.0000000002
sh600298,57.5,7580000.0
sh600299,11.52,400000.0
sh600300,4.53,2880000.0
sh600301,6.67,270000.0
sh600302,4.12,30000.0
sh600303,3.95,350000.0
sh600305,23.41,5980000.0
sh600306,4.85,1455.0
sh600307,1.63,1570000.0
sh600308,5.35,1203215.0
sh600309,108.97,24170000.0
sh600310,3.9,190000.0
sh600311,1.49,240000.0
sh600312,6.94,200000.0
sh600313,5.18,1570000.0
sh600315,37.66,1020000.0
sh600316,57.5,40503000.0
sh600317,2.56,550000.0
sh600318,8.95,280000.0
sh600319,6.27,740000.0
sh600320,3.59,1470000.0
sh600321,2.03,220000.0
sh600322,2.15,140000.0
sh600323,24.25,410000.0
sh600325,5.99,370000.0
sh600326,7.1,100000.0
sh600327,3.94,40000.0
sh600328,6.48,110000.0
sh600329,17.9,270000.0
sh600330,10.53,640000.0
sh600331,2.13,130000.0
sh600332,30.2,620000.0
sh600333,7.39,2390000.0
sh600335,4.99,540000.0
sh600336,8.37,560000.0
sh600337,4.76,10000.0
sh600338,9.86,1100000.0
sh600339,3.09,618617.9999999999
sh600340,12.0,3530000.0
sh600343,10.07,750000.0
sh600345,17.26,200000.0
sh600346,32.96,10020000.0
sh600348,5.42,800000.0
sh600350,5.98,440000.0
sh600351,4.83,220000.0
sh600352,14.22,2740000.0
sh600353,5.07,80000.0
sh600354,5.02,450000.0
sh600355,2.2,250000.0
sh600356,8.41,640000.0
sh600358,2.7,19980.0
sh600359,8.61,430000.0
sh600360,8.15,520000.0
sh600361,3.81,10000.0
sh600362,24.0,56600000.0
sh600363,25.68,991248.0
sh600365,2.53,30000.0
sh600366,6.05,540000.0
sh600367,7.19,140000.0
sh600368,3.52,104192.0
sh600369,5.46,1020000.0
sh600370,2.98,10000.0
sh600371,14.32,500000.0
sh600372,22.43,16030000.0
sh600373,9.88,476216.00000000006
sh600375,7.76,2490000.0
sh600376,5.75,9200.0
sh600377,9.28,169823.99999999997
sh600378,22.56,460000.0
sh600379,6.31,4810000.0
sh600380,14.23,1020000.0
sh600381,8.45,7040000.0
sh600382,6.06,1295022.0
sh600383,12.66,2270000.0
sh600385,4.58,20000.0
sh600386,3.41,30000.0
sh600387,6.16,10000.0
sh600388,8.79,160000.0
sh600389,21.32,40000.0
sh600390,6.8,283560.0
sh600391,24.57,1570000.0
sh600392,9.94,16310000.0
sh600393,1.84,1030000.0
sh600395,7.55,1740000.0
sh600396,2.58,450000.0
sh600397,3.08,920000.0
sh600398,6.34,247894.0
sh600399,15.75,1900000.0
sh600400,3.14,110000.0
sh600403,4.85,1590000.0
sh600405,7.6,20040000.0
sh600406,28.0,5240000.0
sh600408,2.43,590000.0
sh600409,11.03,791954.0
sh600410,8.63,174326.00000000003
sh600415,5.91,4901754.0
sh600416,22.36,3880000.0
sh600418,11.58,7320000.0
sh600419,16.55,5170000.0
sh600420,9.33,98898.0
sh600421,9.14,91400.0
sh600422,8.82,100000.0
sh600423,2.4,0.0
sh600425,3.71,160000.0
sh600426,43.0,4130000.0
sh600428,4.6,3270000.0
sh600429,5.1,280000.0
sh600433,4.83,1550000.0
sh600435,8.87,1880000.0
sh600436,292.35,12660000.0
sh600438,42.11,22340000.0
sh600439,2.55,4040000.0
sh600444,8.83,17660.0
sh600446,15.19,160000.0
sh600448,3.37,60000.0
sh600449,13.65,590000.0
sh600452,16.04,240000.0
sh600455,18.25,10000.0
sh600456,54.74,6210000.0
sh600458,8.6,550000.0
sh600459,24.68,1180000.0
sh600460,29.55,25770000.0
sh600461,6.43,39866.0
sh600462,2.12,20000.0
sh600463,5.75,50000.0
sh600466,4.44,210000.0
sh600467,2.92,1050000.0
sh600468,4.1,80000.0
sh600469,5.28,1150000.0
sh600470,3.88,388.0
sh600475,11.27,10000.0
sh600476,9.66,20000.0
sh600477,3.7,50000.0
sh600478,4.37,2550000.0
sh600479,8.53,20000.0
sh600480,8.85,1140000.0
sh600481,3.46,390000.0
sh600482,18.52,750000.0
sh600483,7.66,50000.0
sh600485,1.39,0.0
sh600486,139.0,1340000.0
sh600487,13.83,1140000.0
sh600488,5.01,200000.0
sh600489,8.56,12613160.0
sh600490,4.68,4560000.0
sh600491,5.2,160000.0
sh600493,4.69,10000.0
sh600495,4.25,440000.0
sh600496,4.95,1770000.0
sh600497,5.0,10390000.0
sh600498,24.3,3200000.0
sh600499,9.23,5440000.0
sh600500,5.2,290000.0
sh600501,10.31,170000.0
sh600502,3.73,210000.0
sh600503,3.4,107439.99999999999
sh600505,6.54,6540.000000000001
sh600506,8.8,240000.0
sh600507,6.92,1410000.0
sh600508,9.4,430000.0
sh600509,5.02,1995450.0
sh600510,6.28,70000.0
sh600511,47.59,5510000.0
sh600512,2.83,170000.0
sh600513,10.18,456063.99999999994
sh600515,6.19,460000.0
sh600516,7.14,4030000.0
sh600517,5.86,680000.0
sh600518,2.46,490000.0
sh600519,2090.0,120590000.0
sh600520,6.2,29140.000000000004
sh600521,31.43,477735.99999999994
sh600522,11.36,9550000.0
sh600523,14.67,50000.0
sh600525,6.04,60000.0
sh600526,4.21,30000.0
sh600527,2.71,490000.0
sh600528,8.93,298262.0
sh600529,45.45,3410000.0
sh600530,2.62,140000.0
sh600531,5.3,4010000.0
sh600532,13.11,30000.0
sh600533,3.08,200000.0
sh600535,14.65,4157670.0000000005
sh600536,76.35,5620000.0
sh600537,4.85,1250000.0
sh600538,5.98,10000.0
sh600539,6.86,66542.0
sh600540,4.95,150000.0
sh600543,8.01,1910000.0
sh600545,3.19,110000.0
sh600546,7.73,1430000.0
sh600547,23.5,38660000.0
sh600548,8.69,1738.0
sh600549,16.0,7170000.0
sh600550,4.7,310000.0
sh600551,6.95,40000.0
sh600552,6.74,1240000.0
sh600555,1.48,1480.0
sh600556,11.56,310000.0
sh600557,10.07,42294.0
sh600558,3.04,40000.0
sh600559,35.19,29204181.0
sh600560,8.71,93197.00000000001
sh600561,3.95,160000.0
sh600562,17.29,2780000.0
sh600563,106.6,1500000.0
sh600565,2.62,100000.0
sh600566,20.42,600000.0
sh600567,3.17,2650000.0
sh600568,1.56,40000.0
sh600569,2.52,780000.0
sh600570,99.4,9650000.0
sh600571,7.12,100000.0
sh600572,4.59,250000.0
sh600573,10.41,780000.0
sh600575,2.19,110000.0
sh600576,3.36,30000.0
sh600577,3.13,60000.0
sh600578,2.94,196980.0
sh600579,4.68,30000.0
sh600580,15.4,3460000.0
sh600581,3.62,170000.0
sh600582,3.08,300000.0
sh600583,4.5,190000.0
sh600584,42.04,10410000.0
sh600585,57.6,58870000.0
sh600586,7.24,4790000.0
sh600587,13.58,260000.0
sh600588,43.3,3390000.0
sh600589,2.99,12259.0
sh600590,5.4,130000.0
sh600592,9.98,9980.000000000002
sh600593,18.93,130000.0
sh600594,5.29,60000.0
sh600595,2.13,19595.999999999996
sh600596,11.31,14840000.0
sh600597,17.66,2251650.0
sh600598,18.77,1235066.0
sh600599,4.22,40000.0
sh600600,106.1,2620000.0
sh600601,3.91,510000.0
sh600602,5.35,80000.0
sh600603,4.63,60000.0
sh600604,6.49,220000.0
sh600605,11.44,1144.0
sh600606,5.77,2520000.0
sh600608,3.93,90000.0
sh600609,5.09,580000.0
sh600610,4.9,100000.0
sh600611,3.63,30000.0
sh600612,45.86,870000.0
sh600613,4.56,10000.0
sh600614,0.74,0.0
sh600615,6.05,30000.0
sh600616,9.95,3920000.0
sh600617,4.18,10000.0
sh600618,7.12,712.0
sh600619,7.81,2640000.0
sh600620,6.25,23750.0
sh600621,21.12,3187008.0
sh600622,3.18,60000.0
sh600623,5.52,100000.0
sh600624,7.86,180000.0
sh600626,3.81,56769.00000000001
sh600628,7.8,70000.0
sh600629,7.68,23039.999999999996
sh600630,5.59,35776.0
sh600633,8.15,1260000.0
sh600634,0.82,0.0
sh600635,4.06,230000.0
sh600636,13.7,30000.0
sh600637,9.07,1890000.0
sh600638,6.35,510000.0
sh600639,12.37,60000.0
sh600640,12.1,70000.0
sh600641,16.27,920000.0
sh600642,5.22,750000.0
sh600643,7.25,210000.0
sh600644,5.49,450000.0
sh600645,18.67,200000.0
sh600647,10.42,10000.0
sh600648,14.05,640000.0
sh600649,5.36,170000.0
sh600650,8.71,30000.0
sh600651,3.46,170000.0
sh600652,1.63,11572.999999999998
sh600653,1.7,77690.0
sh600654,1.66,100000.0
sh600655,15.09,89390000.0
sh600657,3.82,171517.99999999997
sh600658,5.15,60000.0
sh600660,52.78,13360000.0
sh600661,14.72,40000.0
sh600662,7.95,320000.0
sh600663,10.71,90000.0
sh600664,3.1,240000.0
sh600665,3.01,70000.0
sh600666,1.01,330000.0
sh600667,9.32,660788.0
sh600668,13.91,50000.0
sh600671,7.6,0.0
sh600673,5.03,660000.0
sh600674,10.0,210000.0
sh600675,3.26,30000.0
sh600676,4.32,270000.0
sh600677,3.01,0.0
sh600678,5.95,340000.0
sh600679,12.82,200000.0
sh600681,5.21,80000.0
sh600682,10.14,590000.0
sh600683,3.89,10000.0
sh600684,2.84,568.0
sh600685,32.6,9810000.0
sh600686,7.49,710000.0
sh600687,0.37,20000.0
sh600688,3.59,560000.0
sh600689,6.65,21280.0
sh600690,33.0,7025700.0
sh600691,2.18,220000.0
sh600692,6.55,30000.0
sh600693,4.25,60000.0
sh600694,19.58,60000.0
sh600695,6.13,150000.0
sh600696,14.68,1312392.0
sh600697,13.33,10000.0
sh600698,2.37,290000.0
sh600699,26.75,4570000.0
sh600701,1.17,0.0
sh600702,90.28,22420000.0
sh600703,32.7,75010000.0
sh600704,4.46,510000.0
sh600705,4.7,800000.0
sh600706,6.78,1356.0
sh600707,5.96,2170000.0
sh600708,2.46,63467.99999999999
sh600710,5.28,513216.0
sh600711,9.3,33590000.0
sh600712,4.12,60000.0
sh600713,4.4,60000.0
sh600714,5.15,10000.0
sh600715,2.1,70000.0
sh600716,3.97,30000.0
sh600717,4.67,270000.0
sh600718,9.7,530000.0
sh600719,3.65,60000.0
sh600720,14.46,1430000.0
sh600721,3.7,16650.0
sh600722,4.2,130000.0
sh600723,8.07,160000.0
sh600724,3.52,33792.0
sh600725,1.43,45045.0
sh600726,2.26,60000.0
sh600727,6.77,160000.0
sh600728,7.49,210000.0
sh600729,28.0,2190000.0
sh600730,4.19,4190.000000000001
sh600731,8.11,640000.0
sh600732,18.68,5880000.0
sh600733,9.23,63860000.0
sh600734,1.08,230000.0
sh600735,5.0,60000.0
sh600736,4.53,130000.0
sh600737,10.22,4140000.0
sh600738,6.68,102204.0
sh600739,24.0,2660000.0
sh600740,6.53,2360000.0
sh600741,32.2,6460000.0
sh600742,9.66,140000.0
sh600743,2.09,560000.0
sh600744,3.16,3850000.0
sh600745,106.95,12810000.0
sh600746,6.1,70000.0
sh600748,4.66,50000.0
sh600749,8.3,9130.000000000002
sh600750,10.74,260000.0
sh600751,2.7,5654340.0
sh600753,17.49,0.0
sh600754,51.53,1250000.0
sh600755,6.55,380555.0
sh600756,15.51,2365275.0
sh600757,5.2,120000.0
sh600758,3.17,1430000.0
sh600759,1.77,386745.0
sh600760,97.9,35260000.0
sh600761,14.0,110000.0
