,kaipan_price,kaipan_money
sh600000,9.6,981119.9999999999
sh600004,13.39,511498.00000000006
sh600006,9.98,65137464.0
sh600007,12.6,105839.99999999999
sh600008,2.88,281376.0
sh600009,72.61,2555872.0
sh600010,1.16,2584364.0
sh600011,4.5,610650.0
sh600012,5.91,199758.00000000003
sh600015,6.18,325068.0
sh600016,5.13,1646216.9999999998
sh600017,2.77,406636.0
sh600018,4.45,1799580.0
sh600019,5.92,4335808.0
sh600020,3.27,196854.0
sh600021,7.09,24106.0
sh600022,1.42,273918.0
sh600023,3.63,290037.0
sh600025,4.42,621894.0
sh600026,6.39,540594.0
sh600027,3.3,154110.0
sh600028,3.99,4063815.0
sh600029,5.86,1946692.0000000002
sh600030,28.02,11260000.0
sh600031,31.32,7529328.0
sh600033,2.62,38776.0
sh600035,2.87,13489.000000000002
sh600036,41.71,23628715.0
sh600037,9.93,5367165.0
sh600038,56.19,1022658.0
sh600039,4.44,51060.0
sh600048,15.98,2761344.0
sh600050,4.53,2019927.0
sh600051,8.91,40986.0
sh600052,2.98,8940.0
sh600053,19.15,45960.0
sh600054,8.6,172860.0
sh600055,11.13,387324.0
sh600056,14.8,1262440.0000000002
sh600057,6.06,797495.9999999999
sh600058,6.96,188616.0
sh600059,16.89,32906787.0
sh600060,11.12,964103.9999999999
sh600061,13.37,1244747.0
sh600062,12.11,44807.0
sh600063,3.64,540000.0
sh600064,10.15,255780.00000000003
sh600066,16.0,3208000.0
sh600067,3.76,90616.0
sh600068,6.5,1261000.0
sh600070,8.49,730000.0
sh600071,11.77,838024.0
sh600072,13.29,1670000.0
sh600073,10.65,2869110.0
sh600075,5.71,89076.0
sh600076,3.58,4654.0
sh600077,3.26,68133.99999999999
sh600078,4.11,74802.00000000001
sh600079,32.08,2489408.0
sh600080,5.42,11924.0
sh600081,13.88,7370280.0
sh600082,3.0,16200.0
sh600083,6.33,0.0
sh600084,2.52,756000.0
sh600085,24.63,1034460.0
sh600086,0.86,0.0
sh600088,11.89,980925.0
sh600089,9.55,17725755.0
sh600090,1.43,552409.0
sh600091,1.79,7159.999999999999
sh600093,8.25,320925.0
sh600094,4.11,87132.0
sh600095,14.06,1840454.0
sh600096,5.89,375782.0
sh600097,11.01,813639.0
sh600098,6.1,1032119.9999999999
sh600099,6.26,18780.0
sh600100,6.23,252315.0
sh600101,5.72,48047.99999999999
sh600103,1.94,130174.0
sh600104,23.2,7203600.0
sh600105,3.38,317720.0
sh600106,2.61,0.0
sh600107,8.58,3432.0
sh600108,3.5,1256850.0
sh600109,15.53,6062912.0
sh600110,8.67,13741082.999999998
sh600111,11.82,3787128.0
sh600112,1.25,0.0
sh600113,6.55,70740.0
sh600114,7.85,132665.0
sh600115,4.52,1048640.0
sh600116,8.21,74711.00000000001
sh600117,3.89,2132887.0
sh600118,30.17,666757.0000000001
sh600119,7.72,0.0
sh600120,6.11,185744.0
sh600121,5.75,30792400.0
sh600122,1.11,1609278.0
sh600123,5.59,376766.0
sh600125,5.12,3588096.0
sh600126,5.2,328640.0
sh600127,11.33,1659845.0
sh600128,6.53,67259.0
sh600129,13.66,30052.0
sh600130,3.74,63954.00000000001
sh600131,14.62,232458.0
sh600132,117.03,351090.0
sh600133,5.63,78257.0
sh600135,6.74,292516.00000000006
sh600136,6.82,159588.0
sh600137,13.89,0.0
sh600138,10.24,604160.0
sh600139,3.1,122140.00000000001
sh600141,11.73,505563.0
sh600143,17.23,4864029.0
sh600145,1.3,127270.0
sh600146,1.12,135968.0
sh600148,14.28,0.0
sh600149,4.73,0.0
sh600150,17.61,334590.0
sh600151,7.87,714596.0
sh600152,6.95,133440.0
sh600153,8.59,332433.0
sh600155,12.02,1736889.9999999998
sh600156,4.21,125036.99999999999
sh600157,1.34,4474796.0
sh600158,14.4,5981760.0
sh600159,2.48,35216.0
sh600160,7.91,335384.0
sh600161,40.5,2000700.0
sh600162,1.91,21583.0
sh600163,3.78,1272348.0
sh600165,7.21,472976.0
sh600166,3.3,2857469.9999999995
sh600167,11.93,42948.0
sh600168,6.76,70980.0
sh600169,2.03,19285.0
sh600170,3.0,162900.0
sh600171,14.3,1278420.0
sh600172,3.12,50856.0
sh600173,4.68,0.0
sh600176,17.48,377568.0
sh600177,7.07,329462.00000000006
sh600178,8.72,879848.0000000001
sh600179,4.22,0.0
sh600180,5.68,56800.0
sh600182,15.45,30900.0
sh600183,26.35,1320000.0
sh600184,10.39,80003.00000000001
sh600185,7.37,3893571.0
sh600186,2.85,86355.0
sh600187,2.36,52155.99999999999
sh600188,9.9,3256110.0
sh600189,10.82,9244608.0
sh600190,2.89,10982.0
sh600191,5.99,639732.0000000001
sh600192,4.8,78720.0
sh600193,4.77,0.0
sh600195,12.81,593103.0000000001
sh600196,56.99,28791348.0
sh600197,32.33,11784285.0
sh600198,11.24,432739.99999999994
sh600199,21.0,38952900.0
sh600200,5.53,429128.0
sh600201,21.42,290000.0
sh600202,4.11,411.00000000000006
sh600203,9.6,97920.0
sh600206,13.65,697515.0
sh600207,6.14,1083709.9999999998
sh600208,3.14,340062.00000000006
sh600209,4.68,14039.999999999998
sh600210,4.27,156282.0
sh600211,70.27,6183760.0
sh600212,3.08,0.0
sh600213,8.61,1517942.9999999998
sh600215,5.3,0.0
sh600216,13.94,560388.0
sh600217,5.61,92565.00000000001
sh600218,9.42,1228368.0
sh600219,2.67,811146.0
sh600220,3.1,225990.0
sh600221,1.5,578400.0
sh600222,5.3,144690.0
sh600223,9.99,1886112.0
sh600225,1.32,612480.0
sh600226,1.7,168980.0
sh600227,2.78,25853.999999999996
sh600228,12.01,321868.0
sh600229,6.84,158004.0
sh600230,9.07,19047.0
sh600231,2.5,6312500.0
sh600232,5.69,118921.0
sh600233,12.18,1051134.0
sh600234,9.09,0.0
sh600235,5.43,1188084.0
sh600236,4.41,26901.0
sh600237,4.36,148240.0
sh600238,7.76,869119.9999999999
sh600239,2.56,42752.0
sh600241,3.1,27900.0
sh600242,2.47,57551.0
sh600243,2.65,0.0
sh600246,6.81,15663.0
sh600247,1.14,1141709.9999999998
sh600248,4.47,673182.0
sh600249,5.04,493920.0
sh600250,5.44,10336.000000000002
sh600251,7.54,4151524.0
sh600252,3.13,36934.0
sh600255,2.09,130833.99999999999
sh600256,2.9,225910.0
sh600257,6.05,6061495.0
sh600258,21.68,1008120.0000000001
sh600259,29.86,140342.0
sh600260,11.28,1082880.0
sh600261,3.81,115062.00000000001
sh600262,16.8,0.0
sh600265,16.68,0.0
sh600266,5.22,112230.0
sh600267,18.39,5030000.0
sh600268,7.41,10449582.0
sh600269,3.36,34272.0
sh600271,12.4,323640.0
sh600272,7.26,0.0
sh600273,9.86,116348.0
sh600275,2.55,88995.0
sh600276,107.39,29542989.0
sh600277,3.03,93930.0
sh600278,8.79,14063.999999999998
sh600279,3.7,4070.0000000000005
sh600280,2.3,3909.9999999999995
sh600281,3.81,1524.0
sh600282,3.19,764324.0
sh600283,10.03,6017.999999999999
sh600284,6.19,15475.0
sh600285,9.05,172855.00000000003
sh600287,6.17,19127.0
sh600288,10.58,30000.0
sh600289,4.89,1325679.0
sh600290,2.46,1849428.0
sh600291,5.4,192240.0
sh600292,6.69,28372959.000000004
sh600293,2.52,942479.9999999999
sh600295,10.25,1324300.0
sh600297,3.01,729624.0
sh600298,46.77,2581704.0
sh600299,12.22,475358.0
sh600300,5.01,22188789.0
sh600301,6.89,0.0
sh600302,4.38,365730.0
sh600303,4.71,781389.0
sh600305,22.6,1403460.0
sh600306,5.96,1192.0
sh600307,1.66,1435401.9999999998
sh600308,5.13,782838.0
sh600309,86.08,2479104.0
sh600310,3.99,46284.0
sh600311,1.62,965034.0
sh600312,7.3,1314730.0
sh600313,5.62,22199000.0
sh600315,37.44,898559.9999999999
sh600316,41.2,7819760.000000001
sh600317,2.52,1512.0
sh600318,9.69,638571.0
sh600319,5.39,454916.0
sh600320,2.96,177304.0
sh600321,2.14,165636.0
sh600322,2.35,26320.0
sh600323,22.48,449600.0
sh600325,6.29,224553.00000000003
sh600326,7.25,0.0
sh600327,4.38,395952.0
sh600328,6.61,294806.0
sh600329,18.18,189072.0
sh600330,9.45,1727459.9999999998
sh600331,2.1,11502540.0
sh600332,30.28,866008.0
sh600333,5.55,4437225.0
sh600335,6.1,407480.0
sh600336,9.9,6014250.0
sh600337,4.68,210131.99999999997
sh600338,10.17,1060000.0
sh600339,2.86,902329.9999999999
sh600340,13.39,291902.0
sh600343,9.09,399051.0
sh600345,18.48,31416.000000000004
sh600346,24.89,2133073.0
sh600348,5.57,2580000.0
sh600350,6.22,348942.0
sh600351,5.2,183040.0
sh600352,13.79,3549546.0
sh600353,5.3,105470.0
sh600354,4.06,547287.9999999999
sh600355,2.55,29325.0
sh600356,8.04,0.0
sh600358,2.92,78256.0
sh600359,8.72,636560.0
sh600360,8.19,1865682.0
sh600361,4.09,49897.99999999999
sh600362,19.65,23340000.0
sh600363,24.03,322002.0
sh600365,2.86,2623764.0
sh600366,6.18,24720.0
sh600367,7.15,103675.0
sh600368,3.55,65675.0
sh600369,5.04,733320.0
sh600370,3.16,10000.0
sh600371,14.59,1580097.0
sh600372,17.72,279976.0
sh600373,10.61,161271.99999999997
sh600375,8.22,521970.00000000006
sh600376,6.12,176256.0
sh600377,9.21,192489.0
sh600378,19.98,217782.00000000003
sh600379,5.32,32984.0
sh600380,14.78,799598.0
sh600381,6.34,1689609.9999999998
sh600382,6.51,5767209.0
sh600383,13.4,1124260.0
sh600385,5.19,0.0
sh600386,3.61,48013.0
sh600387,6.41,68587.0
sh600388,8.87,313110.99999999994
sh600389,22.1,335920.0
sh600390,6.83,183044.0
sh600391,22.62,352872.0
sh600392,8.4,1593480.0
sh600393,2.03,315258.99999999994
sh600395,8.33,3701851.9999999995
sh600396,2.45,312865.0
sh600397,3.05,3815244.9999999995
sh600398,6.43,180040.0
sh600399,14.48,6507312.0
sh600400,3.19,35090.0
sh600403,4.17,2114607.0
sh600405,5.44,138720.0
sh600406,24.88,1410696.0
sh600408,2.47,1487928.0
sh600409,8.75,653625.0
sh600410,8.98,203846.0
sh600415,4.84,28556.0
sh600416,18.01,4347614.000000001
sh600418,12.6,14370000.0
sh600419,16.23,787155.0
sh600420,9.91,428112.0
sh600421,9.88,0.0
sh600422,9.11,150315.0
sh600423,2.53,0.0
sh600425,3.76,121824.0
sh600426,34.6,1837260.0000000002
sh600428,3.91,538798.0
sh600429,5.08,261112.0
sh600433,4.3,918050.0
sh600435,8.21,238911.0
sh600436,244.01,5099809.0
sh600438,35.28,44198784.0
sh600439,2.67,54735.0
sh600444,10.11,0.0
sh600446,16.18,275060.0
sh600448,3.77,496509.0
sh600449,13.58,249871.99999999997
sh600452,16.75,3350.0
sh600455,20.32,4064.0
sh600456,45.25,1307725.0
sh600458,8.29,572010.0
sh600459,24.34,1555326.0
sh600460,22.48,43626936.0
sh600461,6.67,78039.0
sh600462,2.2,5500.000000000001
sh600463,6.14,614.0
sh600466,4.74,311418.0
sh600467,3.01,4385268.999999999
sh600468,4.52,3163.9999999999995
sh600469,4.9,50960.0
sh600470,3.79,101951.0
sh600475,11.61,15093.0
sh600476,10.92,19656.0
sh600477,3.78,990000.0
sh600478,4.73,1989911.0
sh600479,9.0,119700.0
sh600480,8.34,9174.0
sh600481,3.71,332787.0
sh600482,16.55,140675.0
sh600483,7.51,18775.0
sh600485,1.39,0.0
sh600486,118.67,1340971.0
sh600487,13.91,500760.00000000006
sh600488,5.2,484640.00000000006
sh600489,8.72,2277664.0000000005
sh600490,4.51,11675037.0
sh600491,5.47,73298.0
sh600493,5.2,2600.0
sh600495,3.89,131093.0
sh600496,5.0,622000.0
sh600497,4.61,2446066.0000000005
sh600498,22.82,766752.0
sh600499,7.07,3112214.0000000005
sh600500,5.04,1390536.0
sh600501,9.56,47800.0
sh600502,3.8,106780.0
sh600503,3.65,153300.0
sh600505,6.74,143562.0
sh600506,9.16,54960.0
sh600507,6.6,1720000.0
sh600508,9.99,1976022.0
sh600509,4.64,2001232.0
sh600510,6.83,3415.0
sh600511,45.53,7517003.0
sh600512,2.91,22116.000000000004
sh600513,10.6,1398140.0
sh600515,6.42,1027842.0
sh600516,6.6,1760880.0
sh600517,5.76,4430000.0
sh600518,2.77,590010.0
sh600519,1897.99,103630254.0
sh600520,6.4,0.0
sh600521,33.0,706200.0
sh600522,10.47,673221.0
sh600523,14.96,26928.000000000004
sh600525,6.6,33000.0
sh600526,4.45,47615.0
sh600527,2.73,468741.0
sh600528,8.98,88004.00000000001
sh600529,48.85,6760000.0
sh600530,2.77,135453.0
sh600531,5.55,1828725.0
sh600532,12.59,152339.0
sh600533,3.2,32320.000000000004
sh600535,15.73,193479.0
sh600536,73.44,6730000.0
sh600537,4.58,6050000.0
sh600538,6.0,42600.0
sh600539,6.91,0.0
sh600540,5.32,1093792.0
sh600543,11.46,12371070.000000002
sh600545,3.6,22680.0
sh600546,8.9,11000400.0
sh600547,23.36,3249376.0
sh600548,8.94,188634.0
sh600549,17.32,5412500.0
sh600550,4.89,5604428.999999999
sh600551,7.62,762.0
sh600552,6.78,4323606.000000001
sh600555,1.31,54103.0
sh600556,12.61,262288.0
sh600557,11.03,73901.0
sh600558,3.08,105644.0
sh600559,29.88,18818424.0
sh600560,9.02,902.0
sh600561,4.38,197976.0
sh600562,16.5,650100.0
sh600563,97.69,918286.0
sh600565,2.78,196267.99999999997
sh600566,21.07,627886.0
sh600567,3.07,385285.0
sh600568,1.43,573430.0
sh600569,2.28,1578443.9999999998
sh600570,97.0,5354400.0
sh600571,7.72,27020.0
sh600572,4.98,193224.00000000003
sh600573,12.78,17215938.0
sh600575,2.23,25199.0
sh600576,3.59,2154.0
sh600577,3.25,507325.0
sh600578,2.96,53576.0
sh600579,5.09,309981.0
sh600580,14.89,24310000.0
sh600581,3.56,623712.0
sh600582,3.2,186880.00000000003
sh600583,4.26,284142.0
sh600584,38.26,4185643.9999999995
sh600585,51.5,5067600.0
sh600586,6.19,6280000.0
sh600587,15.34,1032382.0
sh600588,42.51,3609099.0
sh600589,3.25,64350.0
sh600590,5.43,174303.0
sh600592,9.48,116604.0
sh600593,19.03,218845.00000000003
sh600594,5.46,99918.0
sh600595,2.51,27860.999999999996
sh600596,11.53,5119320.0
sh600597,16.93,5827306.0
sh600598,17.58,1967201.9999999998
sh600599,4.71,39564.0
sh600600,100.6,2032119.9999999998
sh600601,3.88,22504.0
sh600602,5.72,143572.0
sh600603,5.0,296500.0
sh600604,6.75,57375.0
sh600605,11.82,0.0
sh600606,5.91,1011201.0
sh600608,4.13,0.0
sh600609,5.35,543560.0
sh600610,5.16,5676.000000000001
sh600611,3.51,34397.99999999999
sh600612,45.8,476320.0
sh600613,5.0,112000.0
sh600614,0.74,0.0
sh600615,6.67,37352.0
sh600616,13.0,58269900.0
sh600617,4.33,7794.0
sh600618,7.37,33902.0
sh600619,7.17,80304.0
sh600620,6.17,41339.0
sh600621,20.15,3796260.0
sh600622,3.43,62083.00000000001
sh600623,5.81,444464.99999999994
sh600624,8.61,631974.0
sh600626,4.04,8080.0
sh600628,7.97,76512.0
sh600629,7.76,4656.0
sh600630,6.06,108474.0
sh600633,8.44,24476.0
sh600634,0.82,0.0
sh600635,4.03,179738.0
sh600636,13.47,10776.0
sh600637,8.91,84645.0
sh600638,7.28,1638728.0
sh600639,12.9,64500.0
sh600640,12.54,127908.0
sh600641,19.55,5233535.0
sh600642,5.29,89930.0
sh600643,7.66,162392.0
sh600644,5.42,60000.0
sh600645,20.75,417075.0
sh600647,13.24,3972.0
sh600648,14.21,731815.0
sh600649,5.5,75900.0
sh600650,8.9,13350.0
sh600651,3.42,0.0
sh600652,1.85,50135.0
sh600653,1.77,82128.0
sh600654,1.72,1891.9999999999998
sh600655,8.76,199728.0
sh600657,4.16,156416.0
sh600658,5.55,5550.0
sh600660,41.96,1414052.0
sh600661,14.91,0.0
sh600662,8.29,654081.0
sh600663,11.08,54291.99999999999
sh600664,3.22,303002.0
sh600665,3.23,103359.99999999999
sh600666,1.24,7812.0
sh600667,9.62,513708.0
sh600668,14.19,76626.0
sh600671,9.45,0.0
sh600673,5.39,1020326.9999999999
sh600674,10.03,541620.0
sh600675,3.59,162267.99999999997
sh600676,5.2,15600.0
sh600677,3.01,0.0
sh600678,6.12,93024.0
sh600679,14.0,347200.0
sh600681,4.98,95118.0
sh600682,13.19,4698278.0
sh600683,4.05,0.0
sh600684,3.18,3180.0
sh600685,23.4,872819.9999999999
sh600686,9.61,41120000.0
sh600687,0.5,0.0
sh600688,3.43,184534.0
sh600689,7.36,0.0
sh600690,26.42,5379112.0
sh600691,2.44,232775.99999999997
sh600692,6.79,42777.0
sh600693,4.54,269676.0
sh600694,20.61,127782.0
sh600695,6.22,646880.0
sh600696,10.13,658450.0000000001
sh600697,13.67,46478.0
sh600698,2.36,14160.0
sh600699,25.05,1470435.0
sh600701,1.17,0.0
sh600702,93.5,13557500.0
sh600703,25.85,5138980.0
