,kaipan_price,kaipan_money
sh600000,10.55,3130185.0
sh600004,13.3,614460.0
sh600006,7.5,53551500.0
sh600007,12.42,18630.0
sh600008,3.08,294448.0
sh600009,56.39,7009277.0
sh600010,1.57,6795117.0
sh600011,4.17,159711.0
sh600012,7.34,140000.0
sh600015,6.3,870000.0
sh600016,4.95,1502820.0
sh600017,2.86,22308.0
sh600018,4.65,700000.0
sh600019,8.14,9400000.0
sh600020,3.35,5695.0
sh600021,7.31,366231.0
sh600022,1.76,2358752.0
sh600023,3.71,213696.0
sh600025,5.88,1194816.0
sh600026,6.52,513775.99999999994
sh600027,3.5,650000.0
sh600028,4.42,2113202.0
sh600029,6.95,1217640.0
sh600030,23.89,10760000.0
sh600031,32.57,18854773.0
sh600033,2.7,20000.0
sh600035,2.9,6959.999999999999
sh600036,51.01,20674353.0
sh600037,9.67,383899.0
sh600038,50.97,366984.0
sh600039,6.8,1770000.0
sh600048,14.39,30627676.0
sh600050,4.23,3341277.0000000005
sh600051,8.07,121050.0
sh600052,3.64,113932.0
sh600053,18.13,1185701.9999999998
sh600054,11.49,1504041.0
sh600055,13.15,190000.0
sh600056,13.08,487884.0
sh600057,6.74,474496.0
sh600058,7.66,14711029.999999998
sh600059,12.1,5290000.0
sh600060,11.9,646170.0
sh600061,13.15,1634545.0
sh600062,11.82,320000.0
sh600063,4.3,480000.0
sh600064,9.85,1132750.0
sh600066,14.99,1582944.0
sh600067,3.41,270000.0
sh600068,7.39,971785.0
sh600070,6.61,44948.0
sh600071,14.2,357839.99999999994
sh600072,12.12,1270000.0
sh600073,8.38,220394.0
sh600075,7.24,146972.0
sh600076,4.31,95250.99999999999
sh600077,2.68,127836.00000000001
sh600078,3.26,1955.9999999999998
sh600079,32.38,190000.0
sh600080,5.94,310000.0
sh600081,13.19,24631006.0
sh600082,2.97,0.0
sh600083,6.86,20000.0
sh600084,2.52,20412.0
sh600085,29.0,771400.0
sh600086,0.16,0.0
sh600088,13.01,3630000.0
sh600089,11.63,3793706.0000000005
sh600090,1.68,160000.0
sh600091,1.89,7748.999999999999
sh600093,8.56,947592.0
sh600094,3.7,64380.00000000001
sh600095,8.51,802492.9999999999
sh600096,7.99,2089385.0000000002
sh600097,10.16,808736.0
sh600098,6.05,40535.0
sh600099,6.48,82944.0
sh600100,6.1,4471910.0
sh600101,5.62,15736.000000000002
sh600103,2.17,417291.0
sh600104,21.25,12873250.0
sh600105,3.5,17310000.0
sh600106,2.7,0.0
sh600107,7.8,299520.0
sh600108,2.77,137115.0
sh600109,12.85,3071150.0
sh600110,7.45,1134635.0
sh600111,19.91,15541746.0
sh600112,1.42,17608.0
sh600113,6.29,41514.0
sh600114,7.65,202725.0
sh600115,5.71,2039612.0
sh600116,9.0,117000.0
sh600117,4.17,376134.0
sh600118,32.54,1643270.0
sh600119,6.65,0.0
sh600120,5.89,522442.99999999994
sh600121,5.68,1872128.0
sh600122,1.26,138726.0
sh600123,5.76,490176.0
sh600125,5.31,460000.0
sh600126,5.91,424338.0
sh600127,9.01,225250.0
sh600128,6.67,119393.0
sh600129,14.92,93996.0
sh600130,3.5,67900.0
sh600131,14.88,113088.00000000001
sh600132,121.5,716850.0
sh600133,5.9,63720.00000000001
sh600135,6.14,23332.0
sh600136,6.69,311085.00000000006
sh600137,13.85,148195.0
sh600138,13.04,2892271.9999999995
sh600139,2.87,119105.0
sh600141,13.97,951357.0
sh600143,20.56,6468175.999999999
sh600145,1.44,85824.0
sh600146,1.42,1089424.0
sh600148,13.51,81060.0
sh600149,5.03,345058.00000000006
sh600150,16.96,1824896.0
sh600151,7.62,394716.0
sh600152,6.59,534449.0
sh600153,8.55,2845440.0
sh600155,10.3,744690.0
sh600156,3.91,26979.000000000004
sh600157,1.75,20433700.0
sh600158,11.93,613202.0
sh600159,2.47,93366.00000000001
sh600160,9.19,3396624.0
sh600161,35.5,2303950.0
sh600162,1.92,3840.0
sh600163,4.78,214622.00000000003
sh600165,5.7,11970.0
sh600166,4.52,9710000.0
sh600167,9.86,323408.0
sh600168,6.96,276312.0
sh600169,2.4,132000.0
sh600170,2.96,980000.0
sh600171,17.0,3893000.0
sh600172,3.37,50000.0
sh600173,4.88,74176.0
sh600176,18.85,2320000.0
sh600177,7.89,361362.0
sh600178,7.83,8360000.0
sh600179,4.89,10310000.0
sh600180,5.43,1086.0
sh600182,14.9,64070.00000000001
