,kaipan_price,kaipan_money
sh600000,10.45,6475864.999999999
sh600004,12.7,364489.99999999994
sh600006,6.2,967200.0
sh600007,12.26,4904.0
sh600008,3.06,222767.99999999997
sh600009,55.95,3105225.0
sh600010,1.57,5973536.0
sh600011,4.11,1081341.0000000002
sh600012,7.28,143416.0
sh600015,6.25,559375.0
sh600016,4.92,1312656.0
sh600017,2.82,66270.0
sh600018,4.56,550000.0
sh600019,8.21,1486831.0000000002
sh600020,3.34,90000.0
sh600021,7.33,381893.0
sh600022,1.75,1103550.0
sh600023,3.7,374440.0
sh600025,6.02,1992619.9999999998
sh600026,6.41,176275.0
sh600027,3.45,170000.0
sh600028,4.38,4019526.0
sh600029,6.68,2541740.0
sh600030,23.41,3290000.0
sh600031,32.48,73719856.0
sh600033,2.68,871536.0
sh600035,2.88,10368.0
sh600036,49.72,23980000.0
sh600037,9.4,389160.00000000006
sh600038,51.62,299396.0
sh600039,6.61,220000.0
sh600048,14.4,3261600.0
sh600050,4.14,1186938.0
sh600051,7.98,49476.00000000001
sh600052,3.39,1071918.0
sh600053,17.33,143839.0
sh600054,10.9,190750.0
sh600055,12.68,100000.0
sh600056,12.9,166410.0
sh600057,6.64,185919.99999999997
sh600058,8.08,426624.0
sh600059,11.25,410000.0
sh600060,11.68,469535.99999999994
sh600061,12.64,466416.0
sh600062,11.56,250000.0
sh600063,4.23,210000.0
sh600064,9.76,347456.0
sh600066,14.5,152250.0
sh600067,3.37,10784.0
sh600068,7.39,305207.0
sh600070,6.48,110160.00000000001
sh600071,13.57,48852.0
sh600072,11.62,380000.0
sh600073,8.24,40376.0
sh600075,7.23,338364.00000000006
sh600076,4.27,48250.99999999999
sh600077,2.63,24722.0
sh600078,3.11,150000.0
sh600079,33.76,310000.0
sh600080,5.99,1198.0
sh600081,10.96,243312.00000000003
sh600082,2.96,29008.0
sh600083,6.5,6500.0
sh600084,2.5,0.0
sh600085,27.94,3886454.0
sh600086,0.16,0.0
sh600088,11.7,595529.9999999999
sh600089,11.13,5311236.0
sh600090,1.66,490000.0
sh600091,1.8,19260.0
sh600093,8.34,447858.0
sh600094,3.6,206640.0
sh600095,8.17,354578.0
sh600096,8.21,6124660.000000001
sh600097,9.85,668815.0
sh600098,6.01,155659.0
sh600099,6.47,277563.0
sh600100,5.78,12138.000000000002
sh600101,5.6,101359.99999999999
sh600103,2.15,162540.0
sh600104,19.78,2274700.0
sh600105,3.12,60840.0
sh600106,2.66,26600.0
sh600107,8.1,622890.0
sh600108,2.75,143275.0
sh600109,12.53,1362010.9999999998
sh600110,6.75,478575.0
sh600111,19.33,8781618.999999998
sh600112,1.39,44897.0
sh600113,6.22,177269.99999999997
sh600114,7.42,18550.0
sh600115,5.58,294066.0
sh600116,8.86,43414.0
sh600117,4.18,1130690.0
sh600118,32.18,2284780.0
sh600119,6.55,0.0
sh600120,5.79,217125.0
sh600121,5.64,5151575.999999999
sh600122,1.22,649528.0
sh600123,5.58,585900.0
sh600125,5.2,70000.0
sh600126,6.11,370877.0
sh600127,8.92,297928.0
sh600128,6.64,683920.0
sh600129,14.63,137522.0
sh600130,3.36,43680.0
sh600131,14.48,37648.0
sh600132,123.4,765080.0
sh600133,5.81,27888.0
sh600135,6.09,280140.0
sh600136,6.15,70110.0
sh600137,13.55,5420.0
sh600138,12.81,821121.0000000001
sh600139,2.8,107800.0
sh600141,14.25,589950.0
sh600143,20.05,5335305.0
sh600145,1.41,19739.999999999996
sh600146,1.39,853737.9999999999
sh600148,13.23,101871.0
sh600149,5.5,5989500.0
sh600150,16.3,3714770.0000000005
sh600151,7.07,53732.00000000001
sh600152,6.2,620.0
sh600153,8.34,99246.0
sh600155,9.96,892416.0
sh600156,3.82,16044.0
sh600157,1.6,15099040.0
sh600158,11.58,419196.0
sh600159,2.45,96530.0
sh600160,8.81,435214.00000000006
sh600161,36.31,1474186.0
sh600162,1.88,96820.0
sh600163,4.63,52318.99999999999
sh600165,5.53,11060.0
sh600166,4.06,1246014.0
sh600167,9.8,1306340.0000000002
sh600168,6.95,68110.0
sh600169,2.29,286021.0
sh600170,2.94,283416.0
sh600171,16.4,3937639.9999999995
sh600172,3.26,319154.0
sh600173,4.81,86580.0
sh600176,18.56,2550144.0
sh600177,7.8,1021800.0
sh600178,6.96,183048.0
sh600179,4.65,69750.0
sh600180,5.28,25344.0
sh600182,14.71,50014.00000000001
sh600183,24.3,2690000.0
sh600184,10.09,15135.0
sh600185,6.33,2002179.0
sh600186,2.74,24386.0
sh600187,2.44,43920.0
sh600188,13.95,2428694.9999999995
sh600189,11.25,1611000.0
sh600190,2.93,54498.0
sh600191,3.18,470640.00000000006
sh600192,4.18,0.0
sh600193,6.72,47712.0
sh600195,11.6,419920.0
sh600196,40.81,2060905.0000000002
sh600197,22.65,4672695.0
sh600198,6.2,93620.0
sh600199,13.01,4969820.0
sh600200,6.3,17544240.0
sh600201,20.16,340000.0
sh600202,4.81,6569017.0
sh600203,8.02,20000.0
sh600206,11.42,830000.0
sh600207,5.55,18315.0
sh600208,3.1,700000.0
sh600209,4.31,12929.999999999998
sh600210,4.69,100366.00000000001
sh600211,46.35,88065.0
sh600212,3.78,39690.0
sh600213,6.5,107250.0
sh600215,6.75,10000.0
sh600216,13.58,236292.0
sh600217,5.12,36352.0
sh600218,9.25,925000.0
sh600219,3.73,11155684.0
sh600220,2.42,1218712.0
sh600221,1.76,2089296.0
sh600222,5.87,162599.0
sh600223,13.4,3458540.0
sh600225,1.69,10000.0
sh600226,2.39,771253.0000000001
sh600227,2.73,37128.0
sh600228,11.77,1051060.9999999998
sh600229,6.33,0.0
sh600230,10.52,275624.0
sh600231,3.17,2153381.0
sh600232,5.05,0.0
sh600233,10.38,160000.0
sh600234,9.71,67970.0
sh600235,5.52,135240.0
sh600236,5.31,11151.0
sh600237,6.04,668628.0
sh600238,9.5,1261600.0
sh600239,2.18,92432.0
sh600241,3.21,642.0
sh600242,2.75,33275.0
sh600243,3.04,304.0
sh600246,7.94,493074.00000000006
sh600247,0.65,0.0
sh600248,4.3,31389.999999999996
sh600249,5.18,261589.99999999997
sh600250,4.9,330000.0
sh600251,6.9,1237860.0
sh600252,2.83,158197.0
sh600255,2.32,140824.0
sh600256,3.08,976976.0
sh600257,7.28,51173304.0
sh600258,26.15,1120000.0
sh600259,36.5,1073100.0
sh600260,8.47,155001.00000000003
sh600261,3.88,97776.0
sh600262,15.4,0.0
sh600265,15.92,11144.0
sh600266,4.98,218622.00000000003
sh600267,14.49,70000.0
sh600268,6.58,118440.00000000001
sh600269,3.68,170000.0
sh600271,12.42,120474.0
sh600272,6.86,85064.0
sh600273,9.47,152467.0
sh600275,2.84,93152.0
sh600276,82.35,30173039.999999996
sh600277,3.12,610000.0
sh600278,8.55,9405.000000000002
sh600279,3.7,1549560.0
sh600280,4.38,31098.0
sh600281,3.75,42000.0
sh600282,4.35,2410000.0
sh600283,10.78,215600.0
sh600284,6.08,124640.00000000001
sh600285,8.9,80000.0
sh600287,5.66,280000.0
sh600288,11.99,110000.0
sh600289,3.83,1532.0
sh600290,3.41,1994850.0
sh600291,2.95,121245.0
sh600292,7.6,4841960.0
sh600293,2.27,529818.0
sh600295,18.01,17919950.000000004
sh600297,3.03,2164935.0
sh600298,58.5,1719900.0
sh600299,12.05,90375.0
sh600300,3.76,1470000.0
sh600301,6.36,0.0
sh600302,4.81,20000.0
sh600303,3.8,104120.0
sh600305,18.36,640000.0
sh600306,8.36,47652.0
sh600307,1.99,775105.0
sh600308,5.73,37245.00000000001
sh600309,104.9,8161220.000000001
sh600310,4.72,798624.0
sh600311,1.52,1337752.0
sh600312,6.46,17442.0
sh600313,4.69,164150.00000000003
sh600315,44.0,1500400.0
sh600316,32.84,410500.0
sh600317,2.6,0.0
sh600318,7.01,100000.0
sh600319,4.36,159140.0
sh600320,3.31,410000.0
sh600321,2.02,492274.0
sh600322,2.1,69090.0
sh600323,25.36,309392.0
sh600325,6.3,1481760.0
sh600326,7.18,280000.0
sh600327,4.21,2040166.0
sh600328,8.34,425339.99999999994
sh600329,18.8,157920.0
sh600330,8.38,257266.00000000003
sh600331,2.03,466087.99999999994
sh600332,27.3,70000.0
sh600333,5.0,51000.0
sh600335,5.27,106981.0
sh600336,6.75,220000.0
sh600337,5.16,480000.0
sh600338,10.55,1200000.0
sh600339,2.88,796032.0
sh600340,6.4,936320.0000000001
sh600343,9.6,71040.0
sh600345,14.76,109224.0
sh600346,29.72,4793836.0
sh600348,5.33,710000.0
sh600350,6.99,930369.0
sh600351,5.08,155448.0
sh600352,13.8,1052940.0
sh600353,4.88,70000.0
sh600354,4.16,36608.00000000001
sh600355,2.24,70560.0
sh600356,7.87,9444.0
sh600358,3.38,0.0
sh600359,7.69,266074.0
sh600360,6.83,278664.0
sh600361,3.91,220133.0
sh600362,26.2,58850000.0
sh600363,23.1,415800.0
sh600365,2.62,26724.0
sh600366,6.62,70834.0
sh600367,8.19,893528.9999999999
sh600368,3.71,1136002.0
sh600369,4.62,151074.0
sh600370,3.19,638.0
sh600371,11.4,165300.0
sh600372,14.82,394212.0
sh600373,11.08,644856.0
sh600375,6.92,10000.0
sh600376,5.81,36603.0
sh600377,9.97,104685.00000000001
sh600378,21.0,308700.0
sh600379,8.31,455388.0
sh600380,13.24,1034044.0
sh600381,5.74,300000.0
sh600382,5.57,36205.0
sh600383,11.57,1130000.0
sh600385,5.16,516.0
sh600386,3.64,0.0
sh600387,5.8,232579.99999999997
sh600388,8.73,157140.0
sh600389,22.86,683514.0
sh600390,6.31,63100.0
sh600391,17.66,8830.0
sh600392,15.68,5942720.0
sh600393,2.49,61016205.00000001
sh600395,7.06,263337.99999999994
sh600396,2.55,46920.0
sh600397,2.57,120276.0
sh600398,6.6,389400.0
sh600399,13.62,23207118.0
sh600400,3.11,7464.0
sh600403,4.49,1100948.0000000002
sh600405,6.13,10318016.0
sh600406,30.55,1429740.0
sh600408,3.06,126072.0
sh600409,11.0,1802900.0
sh600410,7.06,127785.99999999999
sh600415,4.97,419964.99999999994
sh600416,17.89,139542.0
sh600418,8.29,564549.0
sh600419,13.95,694710.0
sh600420,9.7,607220.0
sh600421,10.03,0.0
sh600422,8.78,2724433.9999999995
sh600423,2.74,2097744.0
sh600425,3.87,650000.0
sh600426,35.64,1910304.0
sh600428,4.14,2375946.0
sh600429,5.15,1620000.0
sh600433,5.02,10040.0
sh600435,7.97,321191.0
sh600436,313.66,4579436.0
sh600438,32.15,8825175.0
sh600439,2.64,331056.0
sh600444,9.13,5478.0
sh600446,13.5,110700.0
sh600448,3.31,30000.0
sh600449,14.39,20000.0
sh600452,18.65,180000.0
sh600455,19.79,15832.0
sh600456,38.05,403330.0
sh600458,8.31,98058.0
sh600459,21.98,470372.0
sh600460,28.01,11509309.000000002
sh600461,6.7,56950.0
sh600462,2.32,0.0
sh600463,6.46,3876.0
sh600466,4.01,625158.9999999999
sh600467,2.72,1091264.0000000002
sh600468,3.99,30000.0
sh600469,5.05,141400.0
sh600470,4.28,133108.00000000003
sh600475,12.61,66833.0
sh600476,9.82,16694.0
sh600477,3.87,110000.0
sh600478,3.76,1015200.0
sh600479,9.31,1652525.0
sh600480,7.9,10270.0
sh600481,4.79,490000.0
sh600482,16.69,65091.00000000001
sh600483,9.3,166470.0
sh600485,1.39,0.0
sh600486,116.3,523350.0
sh600487,12.09,303459.0
sh600488,5.04,425880.0
