,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell,inst_sell
sz000719,0.0,0.0,0.0,0.0,0.0,0.0
sz300139,8.94,828148.0,0.0,0.0,0.0,0.0
sh600728,9.33,1498398.0,0.0,0.0,0.0,0.0
sz300294,32.35,556420.0,0.0,0.0,0.0,0.0
sh601658,5.68,4063472.0,0.0,0.0,0.0,0.0
sz300801,37.21,119072.0,0.0,0.0,0.0,0.0
sh600543,5.7,99180.0,0.0,0.0,0.0,0.0
sz002041,8.23,186821.0,0.0,0.0,0.0,0.0
sh600337,4.28,243104.0,0.0,0.0,0.0,0.0
sz300236,27.34,7846580.0,0.0,0.0,0.0,0.0
sz300104,0.0,0.0,0.0,0.0,0.0,0.0
sz002473,9.09,22725.0,0.0,0.0,0.0,0.0
sz002748,0.0,0.0,0.0,0.0,0.0,0.0
sz002087,3.48,34800.0,0.0,0.0,0.0,0.0
sz002112,6.88,106640.0,0.0,0.0,0.0,0.0
sz002420,4.17,273969.0,0.0,0.0,0.0,0.0
sz002830,13.96,30712.0,0.0,0.0,0.0,0.0
sh603666,67.27,154721.0,0.0,0.0,0.0,0.0
sz002236,19.8,1443420.0,0.0,0.0,0.0,0.0
sh600161,26.7,21360.0,0.0,0.0,0.0,0.0
sh600458,6.91,84993.0,0.0,0.0,0.0,0.0
sz002282,8.26,19824.0,0.0,0.0,0.0,0.0
sz002479,7.02,310284.0,0.0,0.0,0.0,0.0
sh603515,27.43,751582.0,0.0,0.0,0.0,0.0
sh600847,11.99,2378816.0,239.3,0.03821908,0.06680651,0.01148808
sz002059,4.99,95309.0,0.0,0.0,0.0,0.0
sh600623,6.69,6690.0,0.0,0.0,0.0,0.0
sh603355,23.59,14154.0,0.0,0.0,0.0,0.0
sz002128,8.26,115640.0,0.0,0.0,0.0,0.0
sh600706,8.64,36288.0,0.0,0.0,0.0,0.0
sh603131,13.72,2744.0,0.0,0.0,0.0,0.0
sz002760,17.45,20940.0,0.0,0.0,0.0,0.0
sz300260,11.75,224425.0,0.0,0.0,0.0,0.0
sz002522,6.37,189189.0,0.0,0.0,0.0,0.0
sh603823,23.65,141900.0,0.0,0.0,0.0,0.0
sz300130,17.58,205686.0,0.0,0.0,0.0,0.0
sz002645,8.12,34916.0,0.0,0.0,0.0,0.0
sz000633,0.0,0.0,0.0,0.0,0.0,0.0
sh603676,10.3,10300.0,0.0,0.0,0.0,0.0
sz002853,17.68,10608.0,0.0,0.0,0.0,0.0
sz002700,7.57,757.0,0.0,0.0,0.0,0.0
