,kaipan_price,kaipan_money
sh600000,10.31,4700000.0
sh600004,12.14,2097792.0
sh600006,6.99,4580000.0
sh600007,22.44,12590000.0
sh600008,3.02,306832.0
sh600009,49.58,2840000.0
sh600010,1.59,8850000.0
sh600011,4.21,750000.0
sh600012,6.96,200000.0
sh600015,6.48,1080864.0000000002
sh600016,4.72,2740000.0
sh600017,2.75,30000.0
sh600018,4.85,810000.0
sh600019,7.64,7830000.0
sh600020,3.46,50000.0
sh600021,7.22,370000.0
sh600022,1.76,2740000.0
sh600023,3.64,760000.0
sh600025,5.55,860000.0
sh600026,6.21,120000.0
sh600027,3.47,710000.0
sh600028,4.41,4421907.0
sh600029,6.74,3830000.0
sh600030,26.28,25440000.0
sh600031,30.1,41881140.0
sh600033,2.77,70000.0
sh600035,3.06,40000.0
sh600036,57.65,44150000.0
sh600037,10.82,1450000.0
sh600038,54.44,1820000.0
sh600039,7.57,1950000.0
sh600048,13.47,5350000.0
sh600050,4.4,2040000.0
sh600051,6.88,150000.0
sh600052,3.25,94250.0
sh600053,17.42,130000.0
sh600054,9.72,70000.0
sh600055,13.66,670000.0
sh600056,12.93,340000.0
sh600057,6.4,360000.0
sh600058,8.72,1210000.0
sh600059,12.98,4000000.0
sh600060,12.01,370000.0
sh600061,13.7,4890000.0
sh600062,12.09,200000.0
sh600063,4.18,1850000.0
sh600064,10.0,670000.0
sh600066,13.42,1384944.0
sh600067,3.34,10000.0
sh600068,7.11,390000.0
sh600070,7.37,170000.0
sh600071,15.0,1940000.0
sh600072,11.42,220000.0
sh600073,8.71,500825.0000000001
sh600075,7.22,220000.0
sh600076,4.03,9210000.0
sh600077,2.85,50000.0
sh600078,2.23,6360000.0
sh600079,29.5,2110000.0
sh600080,6.92,7198875.999999999
sh600081,13.25,500000.0
sh600082,2.83,3679.0
sh600083,5.31,10000.0
sh600084,3.51,810000.0
sh600085,37.46,7076194.0
sh600086,0.16,0.0
sh600088,15.2,1510880.0
sh600089,12.02,5180000.0
sh600090,1.39,130000.0
sh600091,2.38,40000.0
sh600093,5.93,0.0
sh600094,3.66,132858.00000000003
sh600095,13.5,16750000.0
sh600096,9.32,2600000.0
sh600097,9.19,50000.0
sh600098,6.11,80000.0
sh600099,6.29,18870.0
sh600100,6.06,363599.99999999994
sh600101,5.81,320000.0
sh600103,2.7,14689620.000000002
sh600104,20.22,1820000.0
sh600105,3.5,360000.0
sh600106,2.65,240000.0
sh600107,6.92,170000.0
sh600108,2.83,280000.0
sh600109,13.2,8470000.0
sh600110,7.94,970000.0
sh600111,19.38,6230000.0
sh600112,1.7,470220.0
sh600113,6.11,47047.0
sh600114,7.72,2316.0
sh600115,5.73,1010000.0
sh600116,8.52,163584.0
sh600117,3.97,74636.0
sh600118,30.0,860000.0
sh600119,8.53,62268.99999999999
sh600120,5.71,240000.0
sh600121,5.9,4909980.0
sh600122,1.63,3583718.0
sh600123,7.25,12560000.0
sh600125,5.1,30000.0
sh600126,5.54,690000.0
sh600127,9.25,330000.0
sh600128,6.72,110000.0
sh600129,17.09,1350000.0
sh600130,3.52,350000.0
sh600131,13.81,90000.0
sh600132,173.2,3120000.0
sh600133,5.9,210000.0
sh600135,6.35,45085.0
sh600136,7.76,690640.0
sh600137,15.84,2350000.0
sh600138,11.37,750000.0
sh600139,1.83,150000.0
sh600141,17.16,10771332.0
sh600143,21.0,43590000.0
sh600145,1.15,390000.0
sh600146,1.67,200000.0
sh600148,12.95,10000.0
sh600149,5.5,9900.0
sh600150,17.65,3710000.0
sh600151,9.32,260000.0
sh600152,8.33,4850559.0
sh600153,8.04,317580.0
sh600155,11.77,27490000.0
sh600156,4.37,8554712.0
sh600157,1.63,1813864.0
sh600158,13.23,650000.0
sh600159,2.55,70000.0
sh600160,9.46,697202.0
sh600161,35.74,3210000.0
sh600162,1.95,50000.0
sh600163,4.79,670000.0
sh600165,7.21,2210000.0
sh600166,3.85,740000.0
sh600167,9.73,288008.0
sh600168,6.93,90000.0
sh600169,2.48,280000.0
sh600170,2.93,290000.0
sh600171,17.88,2070000.0
sh600172,5.99,4360000.0
sh600173,5.28,176352.0
sh600176,15.82,6410000.0
sh600177,7.42,550000.0
sh600178,7.79,450000.0
sh600179,4.2,190000.0
sh600180,5.79,30000.0
sh600182,12.91,50000.0
sh600183,23.38,1020000.0
sh600184,10.86,188964.0
sh600185,8.13,9980000.0
sh600186,2.86,190000.0
sh600187,2.34,251550.0
sh600188,13.18,830000.0
sh600189,11.92,12423024.0
sh600190,2.9,50000.0
sh600191,2.67,104663.99999999999
sh600192,4.26,89459.99999999999
sh600193,7.45,590000.0
sh600195,11.38,50000.0
sh600196,62.8,68010000.0
sh600197,30.49,14870000.0
sh600198,5.47,220000.0
sh600199,15.44,5930000.0
sh600200,8.87,6220000.0
sh600201,21.04,1550000.0
sh600202,3.94,100000.0
sh600203,7.65,20000.0
sh600206,12.06,840000.0
sh600207,6.41,940000.0
sh600208,3.22,3570000.0
sh600209,3.77,1420000.0
sh600210,4.98,190000.0
sh600211,67.0,6400000.0
sh600212,3.9,170000.0
sh600213,6.68,390000.0
sh600215,6.57,80000.0
sh600216,17.05,1370000.0
sh600217,5.35,937854.9999999999
sh600218,9.14,280000.0
sh600219,4.04,817292.0
sh600220,2.24,80000.0
sh600221,2.07,49540000.0
sh600222,6.09,35931.0
sh600223,17.0,8590000.0
sh600225,1.91,16235.0
sh600226,2.68,110000.0
sh600227,3.58,1730214.0
sh600228,9.16,30000.0
sh600229,6.55,120000.0
sh600230,10.75,90000.0
sh600231,3.02,341562.0
sh600232,4.98,10000.0
sh600233,11.04,230000.0
sh600234,11.61,320000.0
sh600235,5.6,350000.0
sh600236,5.23,480000.0
sh600237,5.57,200000.0
sh600238,15.09,4453059.0
sh600239,1.8,5040.0
sh600241,4.4,2200.0
sh600242,2.61,110000.0
sh600243,4.05,380000.0
sh600246,7.46,55204.0
sh600247,0.65,0.0
sh600248,4.83,510000.0
sh600249,4.9,10000.0
sh600250,4.89,70000.0
sh600251,7.56,490000.0
sh600252,3.04,100000.0
sh600255,2.09,83808.99999999999
sh600256,3.16,3610000.0
sh600257,6.61,1900000.0
sh600258,24.81,670000.0
sh600259,34.56,919296.0000000001
sh600260,8.13,295932.0
sh600261,4.2,99540.00000000001
sh600262,15.1,9060.0
sh600265,16.8,140000.0
sh600266,5.04,130032.0
sh600267,13.84,640000.0
sh600268,6.7,70000.0
sh600269,3.43,60000.0
sh600271,12.85,650000.0
sh600272,6.94,30000.0
sh600273,8.85,410000.0
sh600275,2.86,10000.0
sh600276,87.08,35310000.0
sh600277,3.18,90000.0
sh600278,8.32,30000.0
sh600279,3.71,60000.0
sh600280,3.97,100000.0
sh600281,4.26,3960000.0
sh600282,3.75,780000.0
sh600283,11.24,220000.0
sh600284,6.3,720000.0
sh600285,10.68,800000.0
sh600287,5.2,10000.0
sh600288,11.81,80000.0
sh600289,3.45,10000.0
sh600290,1.95,8580000.0
sh600291,2.24,200000.0
sh600292,10.02,4740000.0
sh600293,3.36,710000.0
sh600295,18.85,1289340.0000000002
sh600297,2.9,227940.0
sh600298,66.71,2910000.0
sh600299,11.9,110000.0
sh600300,3.59,700000.0
sh600301,6.36,15900.0
sh600302,4.25,36125.0
sh600303,3.76,90000.0
sh600305,21.28,850000.0
sh600306,5.8,400000.0
sh600307,2.32,5090000.0
sh600308,6.24,360000.0
sh600309,109.95,14910000.0
sh600310,4.32,200000.0
sh600311,1.74,60000.0
sh600312,6.03,50000.0
sh600313,4.61,70000.0
sh600315,57.75,2690000.0
sh600316,37.8,26543159.999999996
sh600317,2.6,0.0
sh600318,9.02,13260000.0
sh600319,5.06,733699.9999999999
sh600320,3.19,240000.0
sh600321,2.05,70000.0
sh600322,2.04,10000.0
