,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell,inst_sell,cost
sz000719,7.18,16514.0,0.0,0.0,0.0,0.0,7.219733709613228
sz300139,13.68,757872.0,0.0,0.0,0.0,0.0,13.173886292897851
sh600728,8.86,49616.0,0.0,0.0,0.0,0.0,8.754425353984029
sz300294,35.3,727180.0,0.0,0.0,0.0,0.0,34.287016263421016
sh601658,4.71,1632015.0,0.0,0.0,0.0,0.0,4.701028270225016
sz300801,27.33,1694460.0,0.0,0.0,0.0,0.0,26.831011851971297
sh600543,8.37,4311387.0,0.0,0.0,0.0,0.0,8.792468152754601
sz002041,16.44,139740.0,0.0,0.0,0.0,0.0,16.325659869884813
sh600337,4.91,797875.0,0.0,0.0,0.0,0.0,4.875495583527264
sz300236,53.6,2221827.0,0.0,0.0,0.0,0.0,54.03583495223922
sz002473,0.0,0.0,0.0,0.0,0.0,0.0,6.2162139716658515
sz300873,55.0,2937000.0,0.0,0.0,0.0,0.0,54.287801026163535
sz002748,6.93,41580.0,0.0,0.0,0.0,0.0,6.904394666666667
sz002087,4.06,3924802.0,0.0,0.0,0.0,0.0,4.213764604029662
sz002112,10.05,420090.0,0.0,0.0,0.0,0.0,9.89719082486197
sz002420,0.0,0.0,0.0,0.0,0.0,0.0,4.364637310546997
sz002830,12.19,7314.0,0.0,0.0,0.0,0.0,12.102596932621058
sh603666,83.07,58149.0,0.0,0.0,0.0,0.0,81.7323590225564
sz002236,22.79,1492745.0,0.0,0.0,0.0,0.0,21.665217649426445
sh600161,35.79,1737103.0,0.0,0.0,0.0,0.0,35.1990788196632
sh600458,7.73,174698.0,0.0,0.0,0.0,0.0,7.697529922090655
sz002282,11.1,96570.0,0.0,0.0,0.0,0.0,10.98326401322132
sz002479,7.34,336906.0,0.0,0.0,0.0,0.0,7.215910743034173
sh603515,31.69,865137.0,0.0,0.0,0.0,0.0,32.941882947755474
sh600847,10.12,15180.0,0.0,0.0,0.0,0.0,10.00955866807611
sz002059,4.93,14790.0,0.0,0.0,0.0,0.0,4.9075426075841495
sh600623,6.22,3981422.0,0.0,0.0,0.0,0.0,6.249377014729515
sh603355,36.19,112189.0,0.0,0.0,0.0,0.0,35.48145258172577
sz002128,11.15,7166105.0,0.0,0.0,0.0,0.0,11.28543336864585
sh600706,7.54,9802.0,0.0,0.0,0.0,0.0,7.531187419768935
sh603131,21.67,177694.0,0.0,0.0,0.0,0.0,21.48139108152686
sz002760,21.33,369009.0,0.0,0.0,0.0,0.0,21.6397248606641
sz300260,21.71,56446.0,0.0,0.0,0.0,0.0,21.065929665788822
sz002522,7.29,2470581.0,0.0,0.0,0.0,0.0,7.263957503831889
sh603823,15.86,600777.0,0.0,0.0,0.0,0.0,15.934766079936475
sz300130,13.55,23035.0,0.0,0.0,0.0,0.0,13.306844987576694
sz002645,8.5,306000.0,0.0,0.0,0.0,0.0,8.59582722237693
sz000633,4.61,1393603.0,0.0,0.0,0.0,0.0,4.5595813604814985
sh603676,10.48,5240.0,0.0,0.0,0.0,0.0,10.488957229073735
sz002853,23.98,155870.0,0.0,0.0,0.0,0.0,23.160474313734476
sz002700,4.07,78958.0,0.0,0.0,0.0,0.0,4.003591968096271
sz300826,38.3,260440.0,0.0,0.0,0.0,0.0,37.983671948787915
sz300719,19.39,349020.0,0.0,0.0,0.0,0.0,18.681833181759124
sz300105,4.85,17460.0,0.0,0.0,0.0,0.0,4.737497009456414
sz300404,12.78,89460.0,0.0,0.0,0.0,0.0,12.53525667756114
sh600081,11.88,127116.0,0.0,0.0,0.0,0.0,12.08049579790753
sz002908,13.82,20730.0,0.0,0.0,0.0,0.0,13.516902019925052
sz300632,22.6,596640.0,0.0,0.0,0.0,0.0,22.494205211951144
sh601882,11.8,28320.0,0.0,0.0,0.0,0.0,11.61924129997124
sz000848,7.31,185089.0,0.0,0.0,0.0,0.0,7.345459514392441
sh603569,8.7,4350.0,0.0,0.0,0.0,0.0,8.590627255429434
sz002166,8.27,142244.0,0.0,0.0,0.0,0.0,8.14130130386045
sz002017,10.78,14014.0,0.0,0.0,0.0,0.0,10.599738920375358
sz002089,2.28,105108.0,0.0,0.0,0.0,0.0,2.272705247239792
sh600152,6.49,255057.0,0.0,0.0,0.0,0.0,6.566234323096738
sz300050,6.39,236430.0,0.0,0.0,0.0,0.0,6.225214217902154
sz300367,3.76,1346456.0,0.0,0.0,0.0,0.0,3.789347996694723
sh600252,3.26,14018.0,0.0,0.0,0.0,0.0,3.2639165412075477
sh603256,10.95,280320.0,0.0,0.0,0.0,0.0,10.811448371335505
sz300527,11.17,349621.0,0.0,0.0,0.0,0.0,10.820152833119746
sh601038,11.11,31108.0,0.0,0.0,0.0,0.0,10.902671212650004
