,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell,inst_sell
sh603076,0.0,0.0,0.0,0.0,0.0,0.0
sz300240,6.35,635.0,0.0,0.0,0.0,0.0
sz000893,0.0,0.0,0.0,0.0,0.0,0.0
sh600185,4.97,44730.0,0.0,0.0,0.0,0.0
sz002468,28.55,639520.0,0.0,0.0,0.0,0.0
sh601225,9.07,752810.0,0.0,0.0,0.0,0.0
sz000966,5.04,284760.0,0.0,0.0,0.0,0.0
sz002424,8.93,83049.0,0.0,0.0,0.0,0.0
sz002305,2.43,50544.0,0.0,0.0,0.0,0.0
sh600157,1.58,689354.0,0.0,0.0,0.0,0.0
sh603918,0.0,0.0,0.0,0.0,0.0,0.0
sz300701,21.99,241890.0,0.0,0.0,0.0,0.0
sz000403,0.0,0.0,0.0,0.0,0.0,0.0
sz300717,16.86,615390.0,0.0,0.0,0.0,0.0
sh600536,48.91,1589575.0,0.0,0.0,0.0,0.0
sh603477,7.23,154722.0,0.0,0.0,0.0,0.0
sz000996,12.4,96720.0,0.0,0.0,0.0,0.0
sz002524,4.95,77220.0,0.0,0.0,0.0,0.0
sh600896,4.41,62181.0,0.0,0.0,0.0,0.0
sz002606,5.61,63954.0,0.0,0.0,0.0,0.0
sh600487,15.37,590208.0,0.0,0.0,0.0,0.0
sz300094,4.19,51118.0,0.0,0.0,0.0,0.0
sz000766,6.23,4020842.0,0.0,0.0,0.0,0.0
sz002791,0.0,0.0,0.0,0.0,0.0,0.0
sh600313,3.23,582046.0,0.0,0.0,0.0,0.0
sh600186,1.62,16200.0,0.0,0.0,0.0,0.0
sh600196,26.48,341592.0,0.0,0.0,0.0,0.0
sh600137,16.27,53691.0,0.0,0.0,0.0,0.0
sz000528,6.74,203353.0,0.0,0.0,0.0,0.0
sh600612,45.33,268490.0,0.0,0.0,0.0,0.0
sh600814,5.16,1030452.0,0.0,0.0,0.0,0.0
sz000639,5.3,216240.0,0.0,0.0,0.0,0.0
sz002845,15.91,837359.0,0.0,0.0,0.0,0.0
sh603818,6.86,53508.0,0.0,0.0,0.0,0.0
sh600520,11.81,4724.0,0.0,0.0,0.0,0.0
sz002680,0.0,0.0,0.0,0.0,0.0,0.0
sz000564,2.35,152045.0,0.0,0.0,0.0,0.0
sh601969,6.34,5478394.0,0.0,0.0,0.0,0.0
sh603518,8.27,14886.0,0.0,0.0,0.0,0.0
sz002877,8.35,11690.0,0.0,0.0,0.0,0.0
sz002299,26.3,2332810.0,0.0,0.0,0.0,0.0
sz000998,13.3,458850.0,0.0,0.0,0.0,0.0
sz300347,52.0,863200.0,0.0,0.0,0.0,0.0
sh600826,0.0,0.0,0.0,0.0,0.0,0.0
sh601633,8.01,649611.0,0.0,0.0,0.0,0.0
sh603900,11.37,2274.0,0.0,0.0,0.0,0.0
sz300508,28.7,264040.0,0.0,0.0,0.0,0.0
sz300384,15.81,273513.0,0.0,0.0,0.0,0.0
sz002640,7.17,1222492.0,0.0,0.0,0.0,0.0
sz002415,28.58,21335484.0,0.0,0.0,0.0,0.0
sh600645,15.88,71460.0,0.0,0.0,0.0,0.0
sz002469,4.09,9816.0,0.0,0.0,0.0,0.0
sz002827,10.03,344029.0,0.0,0.0,0.0,0.0
sz300636,19.63,60853.0,0.0,0.0,0.0,0.0
sz000890,4.52,255380.0,87.5,0.11403485,0.29579889,0.07931623
sh603026,31.35,326040.0,0.0,0.0,0.0,0.0
sh600539,6.32,352656.0,0.0,0.0,0.0,0.0
sz000925,7.0,688800.0,0.0,0.0,0.0,0.0
sz002459,11.15,92545.0,0.0,0.0,0.0,0.0
sh603388,7.26,37026.0,0.0,0.0,0.0,0.0
sz300221,6.03,79596.0,0.0,0.0,0.0,0.0
sz000970,9.76,196176.0,0.0,0.0,0.0,0.0
sz002775,5.99,8985.0,0.0,0.0,0.0,0.0
sz300463,24.15,251160.0,0.0,0.0,0.0,0.0
sh603110,14.4,2880.0,0.0,0.0,0.0,0.0
sz000089,8.98,390630.0,0.0,0.0,0.0,0.0
sh603116,0.0,0.0,0.0,0.0,0.0,0.0
sh603500,11.91,1191.0,0.0,0.0,0.0,0.0
sh600854,0.0,0.0,0.0,0.0,0.0,0.0
sh600009,82.0,1164400.0,0.0,0.0,0.0,0.0
sz000936,8.49,3732204.0,0.0,0.0,0.0,0.0
sz300243,8.05,306705.0,0.0,0.0,0.0,0.0
sh600962,8.64,8640.0,0.0,0.0,0.0,0.0
sh600893,22.44,1325508.0,0.0,0.0,0.0,0.0
sh603556,13.57,126201.0,0.0,0.0,0.0,0.0
sz300545,28.3,8153230.0,0.0,0.0,0.0,0.0
sz002037,7.61,11415.0,0.0,0.0,0.0,0.0
sh603021,5.7,6270.0,0.0,0.0,0.0,0.0
sh600619,0.0,0.0,0.0,0.0,0.0,0.0
sh600096,5.85,6169995.0,0.0,0.0,0.0,0.0
sz002537,6.58,177002.0,0.0,0.0,0.0,0.0
sh600059,8.57,219392.0,0.0,0.0,0.0,0.0
sz000957,7.05,123375.0,0.0,0.0,0.0,0.0
sh600217,5.64,540312.0,0.0,0.0,0.0,0.0
sh600023,4.28,252948.0,0.0,0.0,0.0,0.0
sz300543,20.84,933632.0,237.01666666666668,0.01576791,0.55175359,0.09451988
sh600222,4.34,17360.0,0.0,0.0,0.0,0.0
sz300627,17.66,65342.0,0.0,0.0,0.0,0.0
sh603933,14.39,187070.0,0.0,0.0,0.0,0.0
sh601222,4.36,46216.0,0.0,0.0,0.0,0.0
sh603028,9.46,110682.0,0.0,0.0,0.0,0.0
sh600083,12.56,135648.0,0.0,0.0,0.0,0.0
sz300786,31.22,18732.0,0.0,0.0,0.0,0.0
sz300392,6.7,8710.0,0.0,0.0,0.0,0.0
sz002732,19.13,112867.0,0.0,0.0,0.0,0.0
sh601330,11.95,1466265.0,0.0,0.0,0.0,0.0
sz002905,14.47,444229.0,0.0,0.0,0.0,0.0
sz002750,10.42,468900.0,0.0,0.0,0.0,0.0
sz300641,5.61,432868.0,0.0,0.0,0.0,0.0
sz300393,12.33,439010.0,0.0,0.0,0.0,0.0
sh603977,7.99,75106.0,0.0,0.0,0.0,0.0
sz300521,10.11,55605.0,0.0,0.0,0.0,0.0
sh601966,18.5,1047100.0,0.0,0.0,0.0,0.0
sh600668,12.16,1216.0,0.0,0.0,0.0,0.0
sh601015,3.67,41104.0,0.0,0.0,0.0,0.0
sz300012,11.27,800170.0,0.0,0.0,0.0,0.0
sh601398,5.63,5790455.0,0.0,0.0,0.0,0.0
sz300583,0.0,0.0,0.0,0.0,0.0,0.0
sz002056,6.65,190855.0,0.0,0.0,0.0,0.0
sz002499,4.1,4100.0,0.0,0.0,0.0,0.0
sz000628,9.35,102850.0,0.0,0.0,0.0,0.0
sz300026,3.35,73030.0,0.0,0.0,0.0,0.0
sh600302,4.69,28140.0,0.0,0.0,0.0,0.0
sh603035,8.55,84645.0,0.0,0.0,0.0,0.0
sz300578,23.64,153660.0,0.0,0.0,0.0,0.0
sz000895,24.37,1196567.0,0.0,0.0,0.0,0.0
sz300481,14.58,236196.0,0.0,0.0,0.0,0.0
