,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell,inst_sell
sh603076,24.3,2430.0,0.0,0.0,0.0,0.0
sz300240,0,0,0,0,0,0
sz000893,4.3,4300.0,0.0,0.0,0.0,0.0
sh600185,4.06,445788.0,0.0,0.0,0.0,0.0
sz002468,16.3,467810.0,0.0,0.0,0.0,0.0
sh601225,7.46,1753846.0,0.0,0.0,0.0,0.0
sz000966,3.54,347628.0,0.0,0.0,0.0,0.0
sz002424,8.7,390630.0,0.0,0.0,0.0,0.0
sz002305,2.96,1752616.0,0.0,0.0,0.0,0.0
sh600157,1.34,3484268.0,0.0,0.0,0.0,0.0
sh603918,11.88,23760.0,0.0,0.0,0.0,0.0
sz300701,31.1,27990.0,0.0,0.0,0.0,0.0
sz000403,0,0,0,0,0,0
sz300717,0,0,0,0,0,0
sh600536,20.94,2359938.0,0.0,0.0,0.0,0.0
sh603477,7.44,191952.0,0.0,0.0,0.0,0.0
sz000996,8.46,199656.0,0.0,0.0,0.0,0.0
sz002524,4.58,168086.0,0.0,0.0,0.0,0.0
sh600896,3.86,42074.0,0.0,0.0,0.0,0.0
sz002606,6.62,1752652.0,0.0,0.0,0.0,0.0
sh600487,17.2,1369223.0,0.0,0.0,0.0,0.0
sz300094,5.1,49470.0,0.0,0.0,0.0,0.0
sz000766,6.83,187142.0,0.0,0.0,0.0,0.0
sz002791,9.95,9950.0,0.0,0.0,0.0,0.0
sh600313,2.2,127710.0,0.0,0.0,0.0,0.0
sh600186,1.91,195775.0,0.0,0.0,0.0,0.0
sh600196,23.42,639413.0,0.0,0.0,0.0,0.0
sh600137,12.65,53130.0,0.0,0.0,0.0,0.0
sz000528,6.1,276330.0,0.0,0.0,0.0,0.0
sh600612,44.52,209244.0,0.0,0.0,0.0,0.0
sh600814,5.07,3042.0,0.0,0.0,0.0,0.0
sz000639,6.4,31360.0,0.0,0.0,0.0,0.0
sz002845,16.71,2391201.0,0.0,0.0,0.0,0.0
sh603818,0,0,0,0,0,0
sh600520,13.02,190092.0,0.0,0.0,0.0,0.0
sz002680,0,0,0,0,0,0
sz000564,2.54,44450.0,0.0,0.0,0.0,0.0
sh601969,4.55,1365.0,0.0,0.0,0.0,0.0
sh603518,0,0,0,0,0,0
sz002877,14.6,27740.0,0.0,0.0,0.0,0.0
sz002299,16.6,317060.0,0.0,0.0,0.0,0.0
sz000998,14.6,635100.0,0.0,0.0,0.0,0.0
sz300347,0,0,0,0,0,0
sh600826,9.5,241300.0,0.0,0.0,0.0,0.0
sh601633,5.62,256272.0,0.0,0.0,0.0,0.0
sh603900,11.88,2376.0,0.0,0.0,0.0,0.0
sz300508,24.6,103320.0,0.0,0.0,0.0,0.0
sz300384,11.86,80648.0,0.0,0.0,0.0,0.0
sz002640,10.87,1103305.0,0.0,0.0,0.0,0.0
sz002415,25.81,2049314.0,0.0,0.0,0.0,0.0
sh600645,16.49,700825.0,0.0,0.0,0.0,0.0
sz002469,3.84,10752.0,0.0,0.0,0.0,0.0
sz002827,13.97,2794.0,0.0,0.0,0.0,0.0
sz300636,0,0,0,0,0,0
sz000890,4.4,1320.0,0.0,0.0,0.0,0.0
sh603026,19.25,26950.0,0.0,0.0,0.0,0.0
sh600539,0,0,0,0,0,0
sz000925,5.84,224840.0,0.0,0.0,0.0,0.0
sz002459,8.5,959650.0,0.0,0.0,0.0,0.0
sh603388,10.26,115938.0,0.0,0.0,0.0,0.0
sz300221,5.18,120176.0,0.0,0.0,0.0,0.0
sz000970,7.4,503200.0,0.0,0.0,0.0,0.0
sz002775,6.05,39325.0,0.0,0.0,0.0,0.0
sz300463,14.6,29200.0,0.0,0.0,0.0,0.0
sh603110,10.5,2100.0,0.0,0.0,0.0,0.0
sz000089,7.8,160680.0,0.0,0.0,0.0,0.0
sh603116,6.96,32712.0,0.0,0.0,0.0,0.0
sh603500,10.37,316285.0,0.0,0.0,0.0,0.0
sh600854,3.48,1044.0,0.0,0.0,0.0,0.0
sh600009,50.6,1371260.0,0.0,0.0,0.0,0.0
sz000936,6.09,754551.0,0.0,0.0,0.0,0.0
sz300243,7.89,22092.0,0.0,0.0,0.0,0.0
sh600962,7.33,8796.0,0.0,0.0,0.0,0.0
sh600893,21.71,614393.0,0.0,0.0,0.0,0.0
sh603556,13.2,287760.0,0.0,0.0,0.0,0.0
sz300545,20.69,8838768.0,0.35,0.27834162,0.16566239,0.1097032
sz002037,8.08,808.0,0.0,0.0,0.0,0.0
sh603021,5.67,58401.0,0.0,0.0,0.0,0.0
sh600619,8.46,22842.0,0.0,0.0,0.0,0.0
sh600096,4.99,21956.0,0.0,0.0,0.0,0.0
sz002537,10.23,20460.0,0.0,0.0,0.0,0.0
sh600059,6.63,73593.0,0.0,0.0,0.0,0.0
sz000957,4.42,173706.0,0.0,0.0,0.0,0.0
sh600217,4.15,43990.0,0.0,0.0,0.0,0.0
sh600023,4.73,283800.0,0.0,0.0,0.0,0.0
sz300543,16.72,155496.0,0.0,0.0,0.0,0.0
sh600222,3.39,37968.0,0.0,0.0,0.0,0.0
sz300627,16.84,862208.0,0.0,0.0,0.0,0.0
sh603933,18.6,299460.0,0.0,0.0,0.0,0.0
sh601222,4.8,408480.0,0.0,0.0,0.0,0.0
sh603028,7.29,1458.0,0.0,0.0,0.0,0.0
sh600083,17.7,224790.0,0.0,0.0,0.0,0.0
sz300392,7.92,1245024.0,0.0,0.0,0.0,0.0
sz002732,17.1,8550.0,0.0,0.0,0.0,0.0
sh601330,12.46,193130.0,0.0,0.0,0.0,0.0
sz002905,12.98,650298.0,0.0,0.0,0.0,0.0
