,kaipan_price,kaipan_money
sh600000,10.82,4602828.0
sh600004,13.0,10010000.0
sh600006,6.74,2119056.0
sh600007,12.1,8470.0
sh600008,3.02,1395844.0
sh600009,59.5,8425200.0
sh600010,2.15,126289280.0
sh600011,4.36,6840404.000000001
sh600012,6.24,129792.0
sh600015,6.34,3511726.0
sh600016,5.22,3158100.0
sh600017,2.78,257427.99999999997
sh600018,4.74,1248990.0000000002
sh600019,8.22,65035818.00000001
sh600020,3.26,49552.0
sh600021,7.2,622080.0
sh600022,1.58,6373720.0
sh600023,3.54,1537776.0
sh600025,4.53,1935216.0
sh600026,6.43,702156.0
sh600027,3.34,10578114.0
sh600028,4.52,20186320.0
sh600029,6.2,2829060.0
sh600030,24.81,21607028.999999996
sh600031,39.38,44760000.0
sh600033,2.63,176210.0
sh600035,2.74,35894.00000000001
sh600036,51.9,28620000.0
sh600037,8.76,770880.0
sh600038,51.04,4180176.0
sh600039,5.58,890568.0
sh600048,15.49,10235792.0
sh600050,4.37,5915232.0
sh600051,8.34,20850.0
sh600052,2.8,7839.999999999999
sh600053,17.05,78430.0
sh600054,10.91,936078.0000000001
sh600055,12.94,2228268.0
sh600056,13.79,344750.0
sh600057,6.24,126672.0
sh600058,7.85,2335375.0
sh600059,11.12,920735.9999999999
sh600060,12.97,906603.0000000001
sh600061,12.2,595360.0
sh600062,11.63,102344.0
sh600063,4.48,2342144.0
sh600064,10.14,123708.00000000001
sh600066,15.7,2675280.0
sh600067,3.44,54352.0
sh600068,6.83,1578413.0
sh600070,7.16,3579.9999999999995
sh600071,14.29,190057.0
sh600072,11.58,960000.0
sh600073,8.83,719645.0
sh600075,7.6,8730880.0
sh600076,3.86,587878.0
sh600077,2.69,71285.0
sh600078,3.73,57441.99999999999
sh600079,27.65,414750.0
sh600080,5.31,6903.0
sh600081,12.41,353685.0
sh600082,2.95,24780.0
sh600083,5.87,20545.0
sh600084,2.53,458183.0
sh600085,25.83,1627290.0
sh600086,0.18,120924.0
sh600088,9.74,133438.0
sh600089,11.12,11171151.999999998
sh600090,1.67,101870.0
sh600091,1.83,23058.0
sh600093,8.08,494496.0
sh600094,3.9,527280.0
sh600095,9.25,530025.0
sh600096,8.2,1978659.9999999998
sh600097,9.55,238750.0
sh600098,5.83,106689.00000000001
sh600099,6.17,186951.0
sh600100,5.91,436158.0
sh600101,5.38,123202.0
sh600103,2.13,1209840.0
sh600104,20.58,10547249.999999998
sh600105,3.33,631035.0
sh600106,2.62,332216.00000000006
sh600107,8.01,22428.0
sh600108,2.91,378300.0
sh600109,12.41,6036224.0
sh600110,8.0,4708000.0
sh600111,22.0,107300000.0
sh600112,1.59,4273284.0
sh600113,6.16,5544.0
sh600114,8.69,396264.0
sh600115,4.89,1124700.0
sh600116,8.92,295252.0
sh600117,3.71,1751862.0
sh600118,31.75,2019300.0
sh600119,7.03,1406.0
sh600120,5.64,212064.0
sh600121,5.57,32520000.0
sh600122,1.23,643905.0
sh600123,5.29,538522.0
sh600125,5.3,345030.0
sh600126,5.48,2893440.0
sh600127,9.96,7328568.000000001
sh600128,6.07,1214.0
sh600129,14.15,56600.0
sh600130,3.4,179520.0
sh600131,15.5,2123500.0
sh600132,108.18,1601064.0000000002
sh600133,5.77,328889.99999999994
sh600135,6.0,40800.0
sh600136,6.2,83700.0
sh600137,13.44,21504.0
sh600138,11.55,2856315.0
sh600139,3.14,136904.0
sh600141,14.12,3280000.0
sh600143,25.0,15482500.0
sh600145,1.37,1304103.0
sh600146,1.67,608214.0
sh600148,13.06,6530.0
sh600149,4.56,0.0
sh600150,15.5,790500.0
sh600151,9.64,721072.0
sh600152,6.72,81983.99999999999
sh600153,8.25,641850.0
sh600155,10.77,446955.0
sh600156,3.88,13579.999999999998
sh600157,1.4,6220760.0
sh600158,11.66,798710.0
sh600159,2.41,49164.00000000001
sh600160,8.43,1446588.0
sh600161,34.5,1721550.0
sh600162,1.85,392200.0
sh600163,4.5,852300.0
sh600165,6.15,31365.000000000004
sh600166,3.59,5092774.0
sh600167,10.71,490000.0
sh600168,6.73,419952.00000000006
sh600169,2.35,370595.0
sh600170,2.99,110331.00000000001
sh600171,14.81,1252926.0
sh600172,3.21,4355970.0
sh600173,4.48,1792.0000000000002
sh600176,21.1,8684760.0
sh600177,8.19,475838.99999999994
sh600178,7.8,11204700.0
sh600179,3.93,15720.000000000002
sh600180,5.24,26724.0
sh600182,14.49,52164.0
sh600183,25.22,3916665.9999999995
sh600184,10.86,296478.0
sh600185,6.07,863761.0
sh600186,2.7,369360.00000000006
sh600187,2.38,732325.9999999999
sh600188,12.28,15502272.0
sh600189,11.05,2319395.0
sh600190,2.91,16878.0
sh600191,3.8,2017420.0
sh600192,3.98,7562.0
sh600193,5.92,87024.0
sh600195,14.13,1243440.0000000002
sh600196,42.0,12062400.0
sh600197,19.2,1121280.0
sh600198,6.26,1187522.0
sh600199,11.79,1439558.9999999998
sh600200,4.95,86130.0
sh600201,21.2,3290240.0
sh600202,3.72,0.0
sh600203,8.04,24120.0
sh600206,12.81,4370772.0
sh600207,6.06,79992.0
sh600208,3.11,1558109.9999999998
sh600209,3.98,398.0
sh600210,4.79,316140.0
sh600211,50.0,705000.0
sh600212,4.08,177072.0
sh600213,6.45,130935.00000000001
sh600215,5.15,0.0
sh600216,14.92,1207028.0
sh600217,5.84,2068528.0
sh600218,9.3,545910.0
sh600219,3.62,12754346.0
sh600220,2.43,34263.0
sh600221,1.44,2923487.9999999995
sh600222,5.34,74226.0
sh600223,12.2,5076420.0
sh600225,1.85,162800.0
sh600226,2.18,212332.00000000003
sh600227,2.99,2396186.0
sh600228,11.22,74052.00000000001
sh600229,6.2,6820.0
sh600230,13.5,4522500.0
sh600231,2.51,1670000.0
sh600232,4.99,998.0
sh600233,11.4,1118340.0
sh600234,9.48,0.0
sh600235,5.63,432384.0
sh600236,4.72,132160.0
sh600237,5.43,920927.9999999999
sh600238,8.06,117676.0
sh600239,2.33,123490.00000000001
sh600241,2.89,3179.0000000000005
sh600242,2.82,2307606.0
sh600243,2.97,0.0
sh600246,6.63,122655.0
sh600247,0.65,0.0
sh600248,4.07,984940.0000000001
sh600249,5.18,307691.99999999994
sh600250,4.85,266750.0
sh600251,6.65,7606270.0
sh600252,2.86,356070.0
sh600255,2.35,3286240.0
sh600256,2.83,1074834.0
sh600257,5.05,553985.0
sh600258,24.34,1784122.0
sh600259,46.3,42400000.0
sh600260,9.09,277245.0
sh600261,3.84,1723775.9999999998
sh600262,16.27,1627.0
sh600265,16.18,32360.000000000004
sh600266,4.74,452196.0
sh600267,16.42,878470.0000000001
sh600268,6.72,648480.0
sh600269,3.43,309729.0
