,kaipan_price,kaipan_money,sell_amount
sz002755,16.49,770083,0.0067203
sh600251,6.12,457164,0.01314375
sh600850,24.0,3508800,0.0065971599999999995
sh600660,24.45,2501235,0.00032305
sz300720,28.25,319225,0.00172457
sh601186,11.57,13429299,0.19171512
sz000606,8.35,2879915,1.19510781
sz002461,6.38,1959936,0.00643032
sz300033,104.57,43208324,1.92692312
sz000988,15.48,3862260,0.019536719999999997
sz000586,10.78,355740,0.0053327999999999995
sz300749,38.56,2032112,0.00438912
sh603648,13.0,200200,0.00064704
sz002614,21.09,156066,0.000572
sh600663,18.15,1153578,0.0064867200000000005
sz000558,4.78,7387968,0.07387968
sh601028,5.9,215350,0.00279465
sz000692,3.42,238716,0.0035547099999999996
sh601598,5.96,2275528,0.0433705
sh601800,12.51,4413528,0.03867556
sh600392,11.86,3310126,0.0012295799999999999
sh600345,36.88,17912616,0.019728799999999998
sz002316,9.34,268992,0.0007000400000000001
sh600491,8.2,1215240,0.030644460000000002
sz002951,33.5,19907610,0.0028898999999999995
sh600820,7.36,940608,0.014051280000000001
sz002289,6.95,713765,0.0008091900000000001
sh603117,4.5,502200,0.00519984
sh600701,2.71,1591854,0.00033676999999999996
sz300637,32.4,900720,0.00193836
sz002062,4.43,244182,0.00107852
sz002131,2.25,19463096,2.84371385
sh601890,7.05,5947895,0.0028086
sh603283,19.86,19860,0.0016272
sz000037,13.87,889067,0.0001439
sh600543,8.17,1602954,0.00096672
sz002647,14.16,205320,0.00204204
sz300630,75.55,377750,0.00024132
sh600070,9.06,335220,0.0014773700000000002
sz300589,14.9,3768210,0.00799167
sz300669,21.29,121353,0.0009801
sz002757,32.51,2142409,6.75e-05
sh603737,59.75,274850,0.017948
sh603799,38.49,25083933,0.02111368
sz002348,3.95,118105,0.03368
sh600425,4.83,971796,0.0117564
sh600705,5.99,6655489,0.045841400000000004
sz000761,4.23,435690,0.00203301
sz002807,6.33,2307285,0.0029140100000000003
sz002404,6.47,81522,0.00579697
sz002048,12.8,207360,0.031455
sh600571,11.12,3833064,0.00062487
sz000928,6.29,1955938,0.00341658
sz300335,7.44,762600,0.0274815
sh600356,9.2,1097560,0.00035335
sz000551,7.45,134845,0.0024101
sz000693,0.0,0.0,0.0
sz000428,3.31,73482,0.00803016
sz300302,11.78,683240,0.00658362
sh600323,17.28,753408,0.0026470300000000003
sh600727,6.78,25086,0.00080343
sh600831,11.05,8773700,0.30830112
sh601717,6.33,1390701,0.0288275
sz000498,6.11,413036,0.004675
sh600681,13.16,792232,0.00353962
sz002866,12.6,89460,6.519999999999999e-05
sh600525,6.69,2887544,0.02294796
sz300723,38.31,1536231,0.00362384
sh603993,4.69,8780618,0.15076063999999997
sh600079,11.5,1356207,0.05110936
sz300600,24.5,1303400,0.00552265
sz002818,26.26,1774493,0.001853
sh603288,88.82,3419570,0.034195699999999996
sz002114,8.35,421675,0.0067462
sh603659,54.25,189875,0.00027825
sz000622,6.58,1186374,0.0034046999999999997
sh600992,9.46,735988,0.0023043700000000005
sz300272,8.73,298566,0.024576900000000002
sh603890,14.25,645525,0.005261759999999999
sz002112,8.25,1045275,0.00524682
sz002900,14.66,646506,0.0009318600000000001
sh603883,62.7,50160,0.003454
sz000902,10.95,916515,0.016856
sh600318,9.15,437370,0.00365632
sh600822,11.11,592163,0.00859032
sh600721,5.91,880590,0.00011088
sz300213,8.02,2787752,0.017727049999999998
sz300084,6.4,809600,0.00830585
sz300076,5.71,234681,0.00758814
sh603002,4.23,335228,0.00067044
sh600290,6.76,1715012,0.0028341600000000005
sh603266,20.63,323891,0.0143654
sh603990,52.0,129962,0.00048357
sh600063,3.45,365700,0.08404804
sh600960,4.2,151200,0.00046095
sz002240,9.55,834670,0.0005273499999999999
sh600416,7.33,957562,0.00274833
sz300767,30.39,6078,0.0010636500000000002
sh600130,4.45,370240,0.03218196
sz300165,5.36,882792,0.014035949999999998
sz300002,5.43,1702305,0.00645815
sz300237,4.5,2758050,0.7493450899999999
sz002036,14.0,3348800,0.018682880000000002
sh600908,6.5,1460550,0.04909036
sh600358,5.4,2140020,0.0006131999999999999
sz300702,33.59,87334,0.00285822
sh600257,5.48,64664,0.01071996
sz002234,26.01,4106979,0.02555712
sz002120,38.53,816836,0.01370496
sz002587,7.1,4312895,0.0006630500000000001
sz002796,32.8,508400,0.0021065999999999997
sz002776,24.11,286909,0.00029148
sz002251,9.67,273661,0.009959949999999999
sz002359,10.84,8492056,0.01047392
sh600250,9.38,209174,0.00214896
sz300265,10.0,1028000,0.00046999
sz000959,4.42,374816,0.00571417
sh603703,11.62,23240,7.403999999999999e-05
sz300395,19.41,632766,0.00099372
sh601226,5.6,1689520,0.017275280000000004
sh600830,6.71,534116,0.00171368
sz002060,3.51,471042,1.6851295800000001
sh600178,5.72,298012,0.013426640000000002
sz002594,53.54,2869744,0.01325676
sz002104,8.4,12040560,0.03442932
sh600516,22.8,3739200,0.06728425
sz002309,10.33,7344630,0.00300822
sz300584,28.88,124184,0.0014835
sz300031,15.17,253339,0.00887922
sz002024,12.65,14748635,0.00796991
sh601618,3.53,4020670,0.03127488
sz300176,47.25,132300,0.10012275
sh603790,26.12,4288904,0.0055275
sz002769,12.88,2565696,0.0154944
sz300359,7.94,4372955,0.11335144
sh600328,8.77,755097,0.00039155
sh600410,9.08,2122904,0.0250019
sz300571,60.12,360720,0.0016983
sz002369,10.22,5013932,0.009449
sh600502,5.1,797640,0.01609218
sh603701,13.4,188940,0.00042934999999999995
sz002709,31.0,1438400,0.0014793599999999999
sh601002,7.3,1126390,0.1310529
sh600658,6.59,562127,0.00121616
sh603773,48.91,293460,0.0074666
sz000593,7.26,257004,0.009425
sh600640,14.7,1118670,0.00590103
sz002261,5.6,2885120,0.57562417
sz002630,3.48,1610544,0.0034456
sz300267,5.93,36857915,0.019712860000000002
sh603589,54.39,1713285,0.00661896
sz002191,14.4,14401440,4.13090552
sz002597,18.1,7299730,0.0143336
sh603520,29.65,65230,0.00354775
sh600478,5.92,870832,0.01661
sh600566,34.61,349561,0.0060748799999999995
sz300725,99.57,2548992,0.01029
sz300261,5.84,175784,0.0116112
sh603567,13.61,149710,0.01398
sz300445,13.24,46340,0.0010605
sh600863,2.95,643690,0.02118482
sh601137,9.4,357200,0.00568816
sh603260,61.5,5020061,0.00012638
sh600691,3.11,2407762,0.00255962
sz300101,12.67,614495,0.0031128799999999997
sh600295,9.24,735504,0.00162578
sh601985,6.1,4532910,0.14044510000000002
sz000833,5.73,89961,0.001761
sz000560,7.4,1197912,0.057516120000000004
sz300718,17.01,340200,0.0024936600000000004
sh600419,16.2,792180,0.0104521
sz300077,9.57,991452,0.02003994
sh603121,27.38,276538,0.0044872
sz000599,5.25,12664050,0.7774412
sz300022,4.54,319162,0.01070727
sh603351,57.82,92512,0.0029585
sz002714,64.99,7220389,0.64744308
sz300761,70.01,4711673,0.0029311999999999997
sz300223,28.9,1407430,0.0026720999999999997
sh600998,15.71,320484,0.000256
sh600289,3.01,271502,0.01326547
sz300191,17.37,182385,0.0018018399999999999
sh600997,6.71,1797609,0.00021421
sh603876,19.87,184791,0.00026715
sz300360,9.25,118724,0.001954
sz000401,18.09,13542174,0.00325596
sz002848,15.4,779240,0.00731187
sz300409,18.9,3392550,0.00777621
sh601139,6.14,561442,0.00213278
sh600203,6.63,1434732,0.0037387
sz000416,5.24,638756,0.008818300000000001
sh600804,10.66,684372,0.02839428
sh600977,17.92,1379840,0.0112785
sz002872,10.49,2053879,0.0073389300000000005
sz300308,56.8,1766480,0.00133906
sz002506,5.34,1703994,0.16251488
sz000031,6.77,10945059,0.027349
sz002568,15.68,1707552,0.57875424
sz002204,4.27,1723372,0.00027145
sz000708,13.0,3469700,0.0014641
sh601808,10.22,1633156,0.01697611
sz002194,13.65,1775865,0.00584924
sh600696,5.94,249480,0.026302320000000004
sh603607,22.66,3825008,0.0099484
sz002180,31.48,1470116,0.008244989999999999
sz002167,7.29,379080,0.0349596
sz300697,12.67,173579,0.0003132
sz000540,4.66,3586802,0.07413118
sz300065,17.79,5032791,0.0037540800000000004
sz002450,5.63,23598708,0.017185310000000002
sh600307,2.37,446034,0.02905506
sh600550,5.01,373245,0.006549780000000001
sz300560,20.88,87696,0.0017936299999999998
sz002105,5.03,1019581,0.00275621
sz002589,9.08,621980,0.08414640000000001
sh600197,21.28,8001280,0.11090352
sz000826,15.42,5945952,0.01445976
sz000572,2.63,569132,0.05083806
sh600099,7.14,99246,0.0013708
sz002476,5.93,113263,0.000123
sz002628,5.8,359020,0.01603525
sh603706,25.99,231311,0.00341122
sz002595,20.99,403008,0.0034511999999999998
sh603725,13.09,1551165,0.0295282
sz300061,8.52,466044,0.010538460000000001
sh600712,4.73,156563,0.00020008
sh603718,12.99,246810,0.00015947999999999998
sh600072,16.05,68616960,1.3899856499999999
sz002078,7.26,5537202,0.00959628
sh600125,8.66,2152876,0.07674096000000001
sh600340,31.3,8065165,0.03784581
sz300446,27.32,336036,0.14328870000000002
sz002559,8.54,381738,0.0019404000000000001
sz000407,4.76,358428,0.013237049999999998
sh600008,4.23,1978794,0.044629699999999994
sh603299,6.56,62320,0.011117960000000001
sz002790,11.73,89148,0.00081673
sz002936,6.0,2286000,0.04467975
sh600886,8.32,2380352,0.01014
sz300402,10.21,254229,0.0077035
sz002247,4.79,608330,0.004738879999999999
sz002554,3.56,4037396,0.024984
sz002101,9.19,9190,0.0038582000000000004
sh600724,4.25,284325,8.66e-06
sz000909,8.7,101790,0.005363839999999999
sh600501,9.52,2740808,0.62156328
sz002588,5.01,534066,0.026291099999999998
sh600737,9.03,1392426,0.02502125
sh603629,40.59,884862,0.00062775
sh600981,5.44,1602080,0.40189188
sh600337,5.38,1812522,0.009094399999999999
sh603708,25.0,1020000,0.00108704
sz002051,15.22,1648326,0.0014009600000000001
sh600279,6.26,22118151,0.0175784
sz002518,12.7,665480,0.01838447
sz002338,15.9,470640,0.0005260800000000001
sz002216,8.0,138400,0.0007826
sz002166,8.66,435598,0.00301785
sz300389,17.37,65920,0.0101616
sz300566,17.35,565610,0.009198280000000001
sh600859,19.2,6338054,0.02523675
sh603728,13.68,201096,0.00152164
sh600255,2.5,700250,0.0050566000000000005
sz002528,4.97,102879,0.0022982399999999996
sz300130,17.9,2284040,0.012257800000000001
sz002192,29.7,2420550,0.00194805
sh603879,13.1,4590240,0.2606638
sh603033,25.85,62040,0.00074004
sz002705,13.65,1902810,0.00362966
sz002927,34.49,565636,0.0030073
sh600238,9.5,9500,0.09755496000000001
sz000655,5.33,1374074,0.16269561000000002
sh600119,6.71,511973,0.00222376
sz000678,8.86,230360,0.012350400000000001
sz000099,7.79,521930,0.003264
sz300164,7.3,537280,0.00025806
sh601369,6.69,189327,0.00434928
sz002034,18.25,116800,0.0007728500000000001
sz002943,37.61,872552,0.00486125
sz000700,3.88,124548,0.00081
sh600495,5.38,1102362,0.030146319999999997
sz300567,80.8,1349360,0.0017541999999999998
sz002627,7.98,207480,0.0098778
sh600785,17.68,47754,0.0001809
sz002389,14.48,1301984,0.00107784
sh603617,19.65,37335,0.00258645
sz002129,10.1,7806290,0.029821740000000003
sz000056,5.86,323472,0.0101035
sz300207,11.89,609957,0.01253615
sh600315,31.84,604960,0.0068575
sh603318,18.0,23400,0.00042064000000000007
sz300606,22.0,61600,0.000616
sz000707,3.92,557032,0.04354176
sz000950,6.32,479688,0.00353384
sz000418,57.15,1165860,0.14602984
sz300757,64.4,1333080,0.014650090000000003
sh603179,17.85,506940,0.00254683
sz000793,4.73,1395823,0.05968672
sz002937,34.81,4772451,0.0016422000000000001
sz300694,23.55,2585790,0.00184908
sz300768,0.0,0.0,0.0
sz300501,22.21,57746,0.001371
sz000875,3.11,1703658,0.013131160000000001
sz002049,47.05,108713730,0.018885100000000002
sz002433,5.9,1734600,0.054146190000000004
sh600300,3.49,652679,0.00011814
sz002254,11.45,1758720,0.00241536
sz002165,4.93,81838,0.0008789399999999999
sh601009,7.97,4683172,0.08599527
sz000657,6.73,74703,0.00526008
sz001696,6.98,8876466,0.01573751
sz000611,4.21,97672,0.0009200799999999999
sz300149,17.91,755802,0.0063266400000000006
sz002643,12.7,957580,0.0021924
sz300623,35.04,2025312,0.00631722
sz000939,1.21,267289,0.060543
sh600635,7.45,10692985,0.03274375
sz300268,15.41,70886,0.00140624
sz002549,7.31,848691,0.00367952
sh601818,4.1,5126230,0.42119919
sz002631,8.71,4607590,0.00903617
sh603839,12.91,1320693,0.0034056
sz002625,11.78,454708,0.008674199999999998
sz002350,7.41,355384,0.0010550099999999999
sz000672,11.51,3035187,0.0117612
sh600548,10.61,229176,0.0071832
sz002612,10.28,140836,0.0033728
sz300685,55.58,372386,0.00442572
sh600575,2.79,550188,0.14202038
sh603877,20.81,647191,0.0008884000000000001
sz000561,7.54,306878,0.012954770000000001
sh601001,5.0,2306500,0.02820972
sh603226,20.0,68000,0.0003075
sh601098,12.92,593028,0.0045401999999999994
sz300769,0.0,0.0,0.0
sz002428,7.5,3393000,0.004823999999999999
sz000778,5.15,2409170,0.02862816
sh600010,1.84,7510328,0.13486891999999998
sh603616,13.06,1921126,0.01018578
sz002527,6.66,230436,0.0072210500000000006
sh603389,10.9,261600,0.003091
sh603696,14.87,249816,0.002176
sz300167,6.02,1000524,0.0036691200000000005
sh600455,28.38,102168,0.00155376
sz002893,16.17,206976,0.00248871
sz002851,36.8,5025040,0.00046788
sz002629,0.0,0.0,0.0
sz300715,25.15,40240,0.00488257
sh600368,3.9,549959,0.00352236
sz002779,18.59,107822,0.01365412
sh603386,18.32,1326368,0.06450675
sz002809,24.0,4802400,0.0032984
sz000922,9.28,4083200,0.029783599999999997
sz002127,11.48,676172,0.00155445
sz300509,15.77,324862,0.012047200000000001
sh601019,8.72,565056,0.01586856
sh600743,3.06,695232,0.027693119999999998
sh603192,34.65,492030,0.055136239999999996
sh603289,11.91,50022,0.00278756
sz002141,4.74,129402,0.00143172
sh603496,31.8,1367400,0.03500879999999999
sz300140,10.76,547684,0.019667
sz002922,17.23,84427,0.0014784000000000002
sh600148,18.52,533395,0.00041937
sz002457,10.93,4825595,0.00981265
sh603895,26.66,309256,0.00043648
sh603579,40.58,1537982,0.0017934000000000001
sz300006,6.73,8142627,0.9073491
sz002693,4.92,166788,0.00759486
sh603612,14.95,583050,0.00313632
sh601988,3.79,17155056,0.0121044
sz002135,6.28,557664,0.00120204
sh600280,4.46,214080,0.0010044000000000001
sz300287,5.27,1412887,0.09773679
sz300266,4.8,1934640,0.108936
sz002522,5.75,198950,0.0056024
sh603657,32.76,219492,0.0031584
sz002164,3.9,244140,0.03898596
sh600146,15.02,107879648,3.2711757599999998
sh601258,1.7,1223150,0.02429166
sz002063,10.94,6489138,0.0354085
sz300330,9.44,155760,0.00024525
sz002512,5.89,897047,0.00373312
sz300013,16.3,487370,0.00057052
sz002148,7.07,1152551,0.013592880000000002
sz300072,10.49,1215791,0.006655100000000001
sz300547,24.35,487000,0.00060072
sh600200,7.58,957354,0.0007004800000000001
sh600644,6.39,191700,0.00557326
sz002516,3.39,373917,0.0531825
sh601228,5.09,803711,0.01489664
sz300533,37.09,237376,0.0009216
sh600312,8.37,641979,0.01089576
sz300309,7.62,551688,0.0118137
sz300505,24.8,267840,0.024552079999999997
sz300631,17.59,416883,0.0004784
sh603655,16.9,84500,0.00024933999999999997
sz002064,0.0,0.0,0.0
sz300202,9.88,34436740,1.35512104
sh603060,26.96,288472,0.0065277600000000005
sz002462,18.04,930864,0.0075222
sh601138,15.2,17253322,0.02574869
sh600810,13.85,1898835,0.01136142
sz002831,56.88,1330992,0.00264555
sh603712,18.61,874670,0.0018451199999999998
sz002246,9.73,2821700,1.33007528
sz002531,6.7,349740,0.00174194
sh603527,12.5,102500,0.0014858
sz002879,17.35,88485,0.021091840000000004
sz002671,5.31,190098,0.0029232
sz002177,6.14,16584140,0.5791555
sh600256,4.36,2264035,0.10024296
sh600406,21.35,2762925,0.0022078600000000003
sz002210,3.44,5072968,0.55784496
sz300264,6.92,73352,0.0112665
sh600864,8.01,14061555,0.007622
sz002162,4.23,1719495,0.2196224
sz300181,7.09,2017105,5.131e-05
sz002442,7.95,124020,0.00031746000000000004
sh600084,3.26,610924,0.02512016
sh601162,10.97,9203830,0.0083085
sh603103,24.68,111060,0.00643126
sz000756,7.65,358020,0.00025664
sh600898,9.34,263388,0.66175772
sz300434,10.15,227360,0.00043847999999999994
sh603313,31.0,7679072,1.1211486
sz002282,11.17,997481,0.00112326
sz300152,2.56,1594112,0.022958460000000003
sh601989,5.99,50732209,18.922359359999998
sz002005,2.75,1431100,0.0162159
sz002178,4.71,931638,0.0025544
sh601975,3.16,7235638,1.4384755
sh603200,39.45,78900,0.0031551000000000005
sz002223,25.46,3187592,0.05020192
sh601952,7.63,141155,0.027372949999999997
sh603538,19.78,181976,0.00018414
sz002935,46.21,591488,0.001491
sh603878,14.16,205320,0.00332555
sh601566,14.27,1202961,0.012981870000000001
sh600782,6.16,7802509,0.04643055
sz002659,8.71,668928,0.02769819
sz300617,26.5,164300,0.0005436
sh600928,12.0,58735200,0.242004
sz300661,93.8,140700,0.00162231
sh603958,9.51,277692,0.0015518399999999999
sz300756,93.9,676080,9.674e-05
sh600303,4.54,80812,0.00041474000000000003
sh600903,21.29,521605,0.00777568
sh600988,4.37,591261,0.017062
sz300462,18.28,584960,0.00135216
sh600870,3.6,240480,0.00717408
sz300027,5.52,1693536,0.04916039999999999
sz002242,23.42,2042224,0.0013303000000000002
sh600158,12.46,5661824,0.0050068199999999995
sh603699,12.4,187240,0.0048336
sz300577,33.78,138498,0.0012075
sh600521,15.6,995280,0.0016411800000000001
sz002296,6.94,204036,0.00289163
sh600865,7.1,266250,0.02204097
sz300376,5.62,463088,0.017793689999999997
sz300479,17.28,514944,0.0218828
sh600993,16.1,1043280,0.0129696
sh603811,19.04,186211,0.0011694
sz300752,65.6,511680,0.001084
sh600529,25.5,1445850,0.0036529600000000002
sh600824,4.27,140910,0.01030333
sh600798,4.45,1372380,0.00872356
sz002100,8.97,5105921,0.07362079999999999
sz000900,5.11,425152,0.005277070000000001
sh603908,27.65,290325,0.00290325
sh601318,78.0,178507602,0.011643869999999999
sz300488,26.15,104600,0.00421032
sh603161,17.1,675450,0.00034979999999999994
sz002565,19.38,85417350,5.643685850000001
sz300322,14.42,4832142,0.01663324
sz002514,7.08,408516,0.00135575
sz000059,7.05,1469925,0.02289804
sz300592,11.41,109536,0.00428778
sh603229,15.33,59787,0.0005030400000000001
sz300192,10.64,112784,0.005735
sz000732,19.3,8850652,0.026017369999999998
sh600129,11.26,157640,0.00800415
sz000524,8.15,57865,0.0007014
sz000061,6.2,2068618,0.6172589399999999
sz300696,25.15,236410,0.00023238
sz002142,21.1,5393160,0.0121986
sh600885,27.38,484626,0.0026931
sz300108,8.43,74184,0.014430799999999999
sz300168,15.43,1706558,0.030221099999999997
sz300442,14.95,80730,0.001085
sz002611,4.21,1986699,0.03734458
sz300437,15.71,2164838,1.6309999999999998e-05
sz300674,34.4,1204000,0.0223839
sz300554,18.88,279424,0.015104810000000001
sh600801,23.8,24859100,0.1451627
sz300073,27.56,1700452,0.0408542
sz300703,16.4,22140,0.00183883
sz300222,17.63,1061326,0.013712219999999999
sh600389,18.23,439343,0.00242944
sz300425,5.59,462852,0.0015471
sz300575,63.0,390600,0.0339192
sz300738,52.5,1275750,0.00171833
sz300057,8.0,1922400,0.00618543
sh600248,4.66,10252,0.009646040000000002
sh603081,15.03,547092,0.0006347999999999999
sz002130,5.39,2870175,0.77434302
sh600549,15.21,883701,0.07847860000000001
sz002397,5.36,60568,0.00491361
sh600369,5.5,5127650,0.01513721
sz002917,26.49,354966,0.006183360000000001
sz300105,4.91,44190,0.007680330000000001
sh603041,16.68,111756,0.0010053599999999998
sh600159,3.19,323147,0.01081094
sz002144,12.14,48560,0.00040953
sh600523,12.48,6620640,0.01424056
sh600199,7.74,4661802,0.00380325
sz300220,24.92,6160224,0.00266656
sh603897,25.44,508800,0.0006252
sh600996,10.38,1513404,0.22120079999999998
sz002592,26.14,2878014,0.0023392799999999996
sz300512,16.19,273611,0.0018636899999999999
sz002133,4.12,326716,0.01960152
sh600285,8.83,198675,0.00449046
sh603776,25.15,158445,0.000519
sz300023,7.17,87474,0.00723213
sz002897,22.78,1658384,7.149e-05
sz000521,3.9,632845,0.00336532
sz300527,13.88,28481760,0.5539188400000001
sh601012,26.0,6279000,0.08607
sh603286,16.57,236951,0.00163872
sz002448,6.39,327807,0.00281052
sz002474,10.03,631890,0.003591
sh600218,11.36,4142992,0.00860882
sz300063,3.61,756476,5.278e-05
sz000585,2.86,277134,0.0017908
sz000010,3.55,73840,0.00822112
sh603005,21.34,510026,0.00015526
sh603380,17.68,367744,0.00101976
sz002080,14.09,1100429,0.0017130799999999999
sz300576,16.88,195808,0.00246512
sz000919,7.85,696295,0.01308962
sz002773,51.3,102600,0.00306375
sz300300,12.44,462768,0.00354108
sz000554,6.56,876416,0.01615
sh603665,26.97,358701,0.015466770000000001
sh600226,4.23,3938045,0.0493675
sz300655,17.28,501120,0.0019924499999999998
sh603168,8.08,75144,0.00499395
sz000096,10.94,59076,0.011109
sz300193,8.3,78850,0.0088765
sz000610,14.7,12108390,0.03959903
sz300051,7.32,1553304,0.0023117100000000002
sz300604,37.68,282600,0.02441537
sh603838,9.69,17442,0.00889918
sz300542,22.09,21619483,0.95238483
sz300170,17.07,4305054,0.01065648
sh600150,0.0,0.0,0.0
sz002837,19.99,917541,0.0500405
sh603199,22.83,105018,0.0008669099999999999
sh603507,26.9,131810,2.806e-05
sz002124,17.81,12116731,0.8352358200000001
sh601058,3.07,537250,0.02524725
sh600895,22.87,10705447,0.01535534
sh601608,5.2,4070040,0.00787878
sh600511,26.73,152361,0.0011213500000000001
sz300224,6.97,126157,0.01189276
sz300507,21.9,3518016,0.34579206
sh603899,37.02,273948,0.00015219999999999999
sz300619,25.9,152810,0.00271589
sh600770,7.26,1149258,0.00623475
sh603758,6.93,189189,0.0015774
sh603533,21.13,359210,4.376e-05
sz300008,4.01,2438882,0.09197562
sz300390,10.58,512072,0.00711158
sh600309,46.66,16604661,0.044853479999999994
sh603321,8.59,146889,0.00102896
sh600888,5.58,936994,0.00098527
sz000603,11.0,997700,0.0005994300000000001
sz002293,12.52,808792,0.00075864
sh600573,8.62,52582,0.0036
sz002097,7.16,917912,0.01520576
sz002638,2.98,712518,0.00997282
sz300502,28.1,103970,0.00375906
sz300239,4.92,55104,0.00231336
sz000590,18.94,142621022,4.8757242000000005
sz000018,2.72,196112,0.04800039999999999
sz300010,10.44,3090919,0.0062363
sz002175,5.67,5371191,0.00569366
sh603077,1.98,2372436,0.021471699999999996
sz002772,7.9,756820,0.0044658
sh603586,15.82,79100,0.00029214
sz000815,8.68,61628,0.00052923
sz300326,11.21,840750,0.01247424
sh600629,13.18,44812,0.0008041700000000001
sh603868,44.12,1054468,0.002299
sh600825,6.74,1052114,0.00871794
sh601616,4.56,305064,0.029675800000000002
sz002949,28.4,1792040,0.004403
sz002013,8.27,6151226,0.04674435
sz300256,4.08,355776,0.02810942
sz002880,48.72,550536,0.00495
sh600588,34.2,3026700,0.03799
sh601288,3.73,37159752,1.04367312
sz000888,7.52,1881504,0.0046428400000000005
sz002214,8.53,863236,0.00879
sz002849,16.1,120750,0.00249514
sh600260,22.88,6296576,0.00494624
sz300691,30.99,77475,0.0027438000000000002
sz002663,4.09,24157798,0.61352045
sh600528,12.12,690416,0.013402710000000002
sz300088,6.02,1045072,0.0116625
sz300621,10.9,651820,5.6550000000000006e-05
sz000501,12.11,3501001,0.010489
sz300349,21.0,779100,0.0068847
sh600875,10.63,1377648,0.02204449
sh600754,27.77,680365,0.23010260000000002
sh603160,105.0,672000,0.0012019700000000001
sz300169,5.7,187530,0.0007045199999999999
sz002768,26.0,5083026,0.47662192
sz002244,4.8,3692160,0.34209760000000006
sh600268,7.58,2875852,0.0040527
sz300153,8.48,127200,0.010078799999999999
sz002600,5.63,7169805,0.00467346
sz300067,6.96,1123344,0.00237219
sz002717,9.43,827954,0.018942210000000004
sz002077,6.81,3249732,0.03249347
sz002379,3.5,33600,0.00341275
sz300448,12.83,427239,0.0005869600000000001
sh603517,49.48,331516,0.0029982000000000003
sz000690,8.27,1306660,0.00157828
sz002315,15.0,129000,0.048707049999999995
sh603356,13.96,71196,0.0011745
sh603698,18.75,986250,0.012415000000000002
sh603858,29.09,3763868,0.01643706
sz000002,31.02,77017945,0.0357149
sz002639,11.7,14094990,0.08669040000000001
sz300503,10.13,229951,0.0031693800000000003
sz300385,18.98,51246,0.0009702000000000001
sh600609,4.04,88258,0.012808830000000002
sh601636,4.51,740317,0.04801032
sh603037,21.44,128640,0.00028522000000000004
sz300029,5.92,220224,0.0055205
sz000609,6.36,165996,0.01630366
sz000750,6.1,12207320,0.04644367
sz002483,4.61,87590,0.006529480000000001
sh601229,12.02,4963286,0.01917464
sz300263,6.43,871908,0.026254559999999996
sz002581,7.96,933708,0.00491928
sz002896,34.65,173250,0.0024411999999999997
sz002580,6.29,101269,0.02065118
sz300537,12.28,614000,0.0009249099999999999
sz002869,21.53,607146,0.155365
sz002015,6.04,290524,0.0190402
sh603855,9.29,83610,0.00028829999999999996
sh600371,8.03,121253,0.0045444000000000005
sz000712,14.28,4679556,0.007537799999999999
sh603167,10.45,283195,0.004065999999999999
sh600506,12.45,125745,0.0192736
sz002584,7.49,441910,0.009504180000000001
sz300688,42.9,356070,0.0037632
sz002871,23.77,970054,0.00101
sz002054,7.21,1020215,0.0013445999999999998
sh601106,3.93,953025,0.0024192000000000003
sh600120,17.8,3963170,0.00089817
sh600082,5.38,278146,0.06807815999999998
sh600729,37.18,680394,0.01657524
sz300759,42.3,10300050,0.00438396
sz300134,15.35,683075,0.0092336
sh600476,16.03,1001875,6.716e-05
sz300275,9.45,177660,0.00035459999999999995
sz002675,12.65,1969605,0.0029808
sz000999,29.0,736600,0.00861108
sh600278,16.73,30334836,0.01098349
sz000783,7.61,5763456,0.00154252
sh600486,55.52,2115312,0.00041566000000000004
sz000758,4.9,943740,0.006555559999999999
sh600879,7.28,2722720,0.153225
sz300387,7.53,85089,0.00416806
sz002203,9.2,1235560,0.0012754700000000001
sz300004,4.52,462848,0.01668698
sh600301,6.9,1380,0.004371
sz002903,20.31,1232817,0.07187136
sz002828,12.65,220742,0.00051363
sh601155,45.15,23529381,0.0032979500000000004
sh600107,8.15,443963,0.00866932
sh603516,28.11,503169,0.02474835
sz300570,24.37,1562117,0.00708435
sz002634,6.09,468930,0.00040635000000000004
sz300406,17.0,4783800,0.0110075
sz000652,4.54,1868664,0.020241
sh603568,24.9,171810,0.001296
sh600652,4.27,1020103,0.002466
sh600686,9.73,379470,0.0020941799999999997
sh600714,7.31,166668,0.01530849
sh600933,9.48,234156,0.00055746
sz002158,10.78,597212,0.025488900000000002
sz000695,10.8,56160,0.00019908000000000003
sz300467,27.7,1606600,0.0126876
sh603628,9.26,170384,0.0009655600000000001
sh600531,5.13,2112021,0.00139635
sz000402,8.69,5159792,0.0086278
sz002367,8.17,2022892,0.00482495
sz000505,6.43,769671,0.00269027
sz000813,13.82,23934167,0.0172405
sz002117,21.0,17327100,0.8629416000000001
sh600823,5.32,1228601,0.006782799999999999
sh600812,5.07,791427,0.007231479999999999
sh601929,2.91,672210,0.012195
sz000004,0.0,0.0,0.0
sz002418,5.03,6086803,0.01682958
sz002550,5.14,1099960,0.016885610000000002
sz300672,48.8,180560,0.03275
sz002493,12.75,1281375,0.0076693
sz300585,10.63,419885,0.00491904
sz002771,16.48,69216,0.01411
sz002846,13.78,108862,0.00235996
sh600175,2.64,1021416,0.006545
sz300086,6.83,97669,0.00237276
sh601865,14.5,3317600,0.034578
sz000915,23.47,3004160,0.00187036
