,kaipan_price,kaipan_money,sell_amount
sh601579,9.95,315415,6.042e-05
sh603032,33.75,1300725,0.00998541
sz300208,7.94,1935772,0.0026368000000000003
sh600456,24.09,2560767,0.0227814
sz002041,6.64,460816,0.018407629999999998
sh600769,5.34,107334,0.00121434
sh600172,4.34,1174135,0.00060116
sz002876,44.75,62650,0.00018332
sz300634,27.81,659097,0.0017273999999999998
sz300622,20.42,159276,0.0013728
sh600429,5.86,110754,0.00513282
sz002376,17.64,650916,0.055218399999999994
sz002676,3.63,304194,0.00017055
sz300423,27.83,1079804,0.00942688
sz300290,10.55,289070,0.00213312
sz002168,11.38,2344280,0.07464775
sh603458,34.55,770465,0.0008785
sh600671,25.7,1881240,0.39847424000000004
sz002582,10.27,422097,0.00926976
sz300597,16.32,367200,1.45073795
sh603186,30.51,2620809,0.00023016000000000003
sh603100,10.8,309960,0.006839070000000001
sz000918,7.76,351528,0.00483172
sz300018,5.7,2563290,0.48859226
sh601086,6.21,97497,0.00067946
sz002302,14.76,2362412,0.03805308
sz002624,32.26,1112970,0.00572982
sh603009,7.62,436626,0.0051136
sh603788,16.2,887760,0.00584575
sh600692,8.26,471646,0.00098095
sz000063,29.7,33015500,0.019240200000000002
sz002050,15.88,1165592,0.007026490000000001
sh600467,2.9,458780,0.025695
sz300698,17.1,186390,0.0033539200000000003
sh600379,8.38,254752,0.009384
sh600624,12.01,16012933,0.05236511
sz000673,5.24,410816,0.00689767
sz000545,3.92,654640,0.050192
sz300519,15.61,221662,0.00051648
sh600675,6.6,133980,0.01272908
sz300209,14.41,250734,0.00011864
sz002598,8.23,171184,0.0020374
sz300496,33.01,16924227,0.027859650000000003
sz000799,26.1,5627160,0.015036840000000001
sz002552,7.47,374994,0.00280528
sh600563,46.4,129920,0.00069412
sz002912,115.2,11627021,0.00292825
sh600683,5.67,653751,0.00128402
sh603985,27.74,91542,0.00462186
sz002384,19.26,6480085,0.0015618
sz000571,3.47,830371,0.008913299999999999
sz300652,22.2,139860,0.01204448
sh600726,2.32,226664,0.0199992
sh600385,9.72,199260,0.12195718000000001
sz002718,31.85,168805,0.0010969600000000001
sh600236,5.84,56648,0.030898660000000005
sh600261,3.9,254280,0.0038230199999999995
sz300388,10.51,81978,0.0149364
sz300538,34.39,5048452,0.0076687000000000005
sh600333,5.8,306820,0.01231929
sh600848,29.0,2215600,0.00303416
sh600112,4.82,815062,0.008585
sh600984,6.73,117775,0.0077175
sz000768,17.23,1368234,0.007686450000000001
sh600730,6.71,2068693,0.01953457
sz300461,22.92,1374283,0.00249184
sz300080,6.6,1100880,0.009514739999999999
sh603059,34.77,125172,0.0007862800000000001
sz002313,27.14,2621724,0.00824566
sh600985,11.85,222780,0.0130125
sz002510,4.85,686760,0.03669381
sh600841,9.33,122223,0.02449606
sh603603,18.18,398142,0.0003564400000000001
sz300561,15.84,2141568,0.2977262
sz000519,8.84,1863472,0.08763315
sz300158,5.13,265734,0.000312
sz002734,14.5,738050,0.007905
sz300252,13.5,1016550,0.00123888
sh600604,14.45,12940336,0.015380699999999999
sz000656,7.31,5288778,0.0246519
sz002241,10.51,4752622,0.014543900000000002
sz000050,15.62,3061520,0.021261659999999995
sz002155,8.41,1752644,0.00692445
sz000723,10.1,91415100,5.25949655
sz002883,26.75,1292025,0.00398878
sz002411,20.31,1045965,0.0365248
sh603978,21.9,593490,0.0060395
sh603398,15.01,519346,0.0034495999999999997
sz002252,9.61,4408491,0.00968484
sz002202,14.48,2218336,0.0014501499999999999
sh603920,13.91,556400,0.00093275
sz000596,106.7,917620,0.00066528
sz300766,30.34,218448,0.00949642
sz002205,0.0,0.0,0.0
sz300371,15.61,157661,0.0004821
sh603016,20.08,54216,0.00215579
sz300043,6.73,5119511,0.0025382799999999995
sz002712,9.09,2049795,0.00705744
sh603986,102.6,2359800,0.0043583
sh603297,55.54,655372,0.015602
sz300352,6.45,9933645,0.089342
sz002405,23.71,36727193,0.030047360000000002
sz002284,5.53,357791,0.0071295
sz002220,3.15,2279970,0.010768110000000001
sz002294,27.4,2805760,0.0036230999999999998
sz002517,4.42,42357620,0.03422899
sh600745,30.07,3584344,1.4302468799999999
sz000548,5.26,144650,0.00356636
sh600359,5.4,1409400,0.014209020000000001
sz300276,13.57,160126,0.00571373
sh600086,5.57,1258263,0.03390704
sh601900,9.49,13296,0.00045034
sz300184,12.39,1602027,0.01464125
sh601005,2.21,818142,0.03170963
sz000701,7.9,1674800,0.0346896
sh600716,5.49,5157855,0.00426198
sh603823,20.0,1390000,0.0009243
sz002830,17.44,2061408,0.00764346
sh600522,9.99,4417578,0.016319939999999998
sz000568,66.0,9438990,0.061695
sz002825,16.78,82222,0.0001892
sh600468,6.1,63440,0.03949296
sh601901,7.68,3825408,0.0021883000000000002
sz300242,4.87,288304,0.00244398
sz000710,44.35,354800,0.00195005
sz002250,10.34,3376010,0.021450880000000002
sz300624,60.35,501146,0.025074
sh600706,13.43,490195,0.0032363999999999995
sh601860,9.0,9783000,0.02380455
sh603345,40.66,370006,0.00056095
sh600846,10.13,3756204,0.0045795
sh600056,15.49,2874944,0.006933600000000001
sh600616,6.16,217448,0.00274244
sh601866,3.08,558712,0.02754834
sz002020,11.32,426764,0.0003438
sh600329,16.01,4293882,0.0080801
sz000681,26.45,399395,0.00685188
sz000631,3.68,383088,0.00019533000000000002
sz000995,4.51,135751,0.009883199999999998
sz000547,11.18,2015720,0.02281686
sh600881,3.9,2389920,0.08974004000000001
sh600319,5.9,1121590,0.00556388
sh600874,10.29,1208046,0.03225964
sh600489,8.52,2163978,0.00090896
sz002556,6.28,298300,0.008281
sz300291,7.32,16965564,0.01955184
sz000983,6.26,4108807,0.01223477
sh600277,7.3,574510,0.0419931
sz002176,6.07,843123,0.01100944
sh603331,17.27,139887,0.0024112
sz300541,18.66,5826380,0.7427313099999999
sh601011,6.65,1110550,0.02391866
sh600500,8.0,2189952,0.0413236
sh600069,3.58,472560,0.0172864
sh603166,6.66,182484,0.00407199
sh603680,16.98,135840,0.0062843199999999995
sh600190,4.11,762816,0.017104199999999996
sz300382,7.6,189240,0.0022785300000000004
sz002449,14.58,3548189,0.00926805
sz300758,46.88,1135059,0.00014427
sz002860,21.7,240870,0.00052233
sz002690,27.91,1255950,0.00672438
sh603311,11.66,107272,0.0060996
sh603825,15.85,79250,0.021242399999999998
sh600731,5.8,182700,0.0027132000000000002
sh603022,9.41,220194,0.00273776
sz300735,25.11,1742634,0.0022041599999999997
sh600247,5.83,6413,5.96e-06
sz002199,14.08,104192,0.0030114
sz000040,9.3,6063600,3.55898093
sz300412,7.48,115940,0.009257040000000001
sz002237,9.67,821950,2.9910000000000003e-05
sh600802,9.05,1681264,0.00374371
sz000026,8.95,109190,0.00051296
sz002068,6.49,4510550,0.01970745
sz002336,7.03,361342,0.0168995
sh603036,13.79,275800,0.0139802
sz002420,4.14,760104,0.00201345
sz000800,0.0,0.0,0.0
sz000953,4.32,50976,0.0035201600000000005
sh603029,16.25,245375,0.0021463
sz002533,6.0,210600,0.0140368
sz300102,7.0,578900,0.00995995
sz002372,20.16,808416,0.00039798000000000004
sh600545,8.31,417162,0.027754999999999995
sz002947,43.0,625693,0.00362522
sz300514,15.6,480480,0.01621593
sz002266,5.1,2062950,0.00569768
sz002012,5.4,12817440,0.9679143
sz002747,10.98,486414,0.01413237
sh603078,32.11,93119,0.00063099
sh600892,6.56,156784,0.01274976
sh600078,4.23,215307,0.01563606
sz000629,3.59,1583190,0.06219369
sz300286,10.95,93075,0.0044748
sh600388,12.69,341361,0.0224523
sz300119,14.38,1189226,1.1488755
sz002043,7.1,3224820,0.01062102
sz000506,3.62,450690,0.012086620000000001
sz000520,3.92,4732224,0.01525436
sh600637,12.41,1245790,0.0281554
sh600684,5.12,912896,0.00568178
sz002820,14.5,192850,0.00285163
sh603011,6.08,121600,0.0020932800000000003
sz300112,8.59,110811,0.00102465
sz300424,20.6,953780,0.00023628
sz300301,4.26,40896,8.82e-06
sh600697,22.25,55625,0.00013607999999999998
sz300515,10.78,178948,0.00224808
sh600372,16.8,994560,0.00071012
sh600322,3.64,509964,0.00078358
sz300074,4.71,276948,0.00810693
sh600355,4.54,413140,0.0019665
sz002183,5.72,1278420,0.017677329999999998
sz300440,7.9,349180,0.00815211
sh601908,4.16,603616,0.05626835
sz300234,9.27,133488,0.0002805
sh600401,0.0,0.0,0.0
sz300050,6.62,366086,0.0024652199999999997
sz300284,12.7,525780,0.00055063
sh601991,3.42,641934,0.033968
sh603019,61.99,50577641,0.023133599999999997
sz000976,5.68,1101352,0.00170526
sz000039,15.24,7792227,0.04857125
sh603069,7.85,252770,0.00487827
sz002422,28.9,1603950,0.00358523
sh603088,14.13,73193,0.00253344
sz300171,10.68,2926320,0.01786078
sz002085,8.12,122774,0.00100182
sz300562,13.8,1422780,0.035405
sh600828,5.7,395010,0.00071043
sz002023,13.11,5670075,0.00408444
sz000796,8.76,1884276,0.02298345
sz002885,24.2,304920,0.007021950000000001
sz300449,20.37,1211771,0.01491
sz002174,24.0,2253600,0.22258235999999998
sh600742,13.98,3189775,0.00440706
sz002706,6.67,338836,0.001269
sz000049,35.35,286335,0.004380200000000001
sz000897,2.5,1011500,0.00974617
sz000958,0.0,0.0,0.0
sz002146,11.51,14336856,0.00118372
sz300197,4.62,4680984,0.026798660000000002
sh603956,25.23,11652097,0.0041762
sz300430,9.45,125685,0.0019579999999999997
sh600803,11.9,1024590,0.04377697999999999
sz300609,44.29,305601,0.1941672
sz000671,8.29,7679823,0.043435
sz002072,6.07,473460,0.01001086
sz002748,8.36,62700,0.0031718799999999998
sh600744,3.49,529782,0.0006117200000000001
sz300299,5.93,1482500,0.0738668
sz002083,6.2,1472500,0.0031296
sh603000,25.0,13257500,0.0373119
sh600775,12.26,7120608,0.01651454
sz002009,10.95,211335,0.00014716
sz002188,4.26,26412,0.01854156
sh603259,94.58,3414338,0.01890504
sh601996,3.63,753951,0.00461625
sz300397,24.25,2238275,0.0155226
sh601018,4.33,1004560,0.00319564
sh600556,8.3,736210,0.0025542
sz000682,6.14,2312938,0.006340350000000001
sh600090,6.29,935952,0.004160240000000001
sz002416,6.28,517974,0.00861325
sz000691,5.14,122846,0.00122436
sz000852,9.3,828630,0.0037053999999999998
sh603590,38.1,929640,0.0034893000000000003
sz300737,10.6,96460,0.001111
sh601218,3.03,275124,0.00036424
sz000931,9.28,605056,1.5991738400000002
sz002933,54.45,179685,0.018684950000000002
sh601111,11.05,17828070,0.1746045
sh600030,24.77,141245971,0.279336
sz300024,19.38,2368236,0.05258736
sz002269,3.21,172056,0.01498768
sz300341,6.44,57316,0.0063248
sz300185,2.27,1261439,0.04450138
sz300212,28.99,3220789,0.00137264
sh600508,10.67,371316,0.00402579
sh601179,4.25,453900,0.019786800000000004
sh603387,37.16,1043453,0.0005923500000000001
sz002800,20.56,516056,0.0008056000000000001
sh600959,5.53,499359,0.001863
sh603656,17.63,104017,0.0036118499999999998
sz002817,20.38,75406,0.00034208
sz300582,15.08,764556,0.032257440000000005
sz002354,5.71,1085014,0.012949200000000001
sz300677,19.01,24713,0.0012418600000000002
sh601858,11.68,356240,0.00353065
sh601799,60.12,595188,0.006359
sh601208,5.2,124280,0.06327776
sz000790,5.41,1427764,0.00911083
sh600114,8.03,910602,0.0166488
sh600582,3.89,2072386,0.10446618
sz300235,10.26,138510,0.00319631
sz002662,5.06,551034,0.01197
sz000860,59.21,12078840,0.0010324099999999999
sz002545,7.69,599820,0.00231264
sz002052,4.75,520125,0.00886032
sz300602,43.0,765400,0.010074360000000001
sz000036,7.52,1927384,0.02336779
sz000886,4.69,945035,0.0399072
sh601118,5.58,1049598,0.015992430000000002
sz300732,37.93,2328902,0.00069498
sz002882,11.88,1269972,0.0034477600000000002
sh601198,13.86,4413024,0.042341479999999994
sz002765,7.77,754467,0.00519135
sh600894,7.2,328320,0.00297817
sz300403,6.03,77787,0.00407921
sz002383,13.1,13639720,0.00185003
sz002375,6.7,15410,0.00711018
sz300298,12.58,432362,0.046300350000000004
sh601689,20.3,1325590,0.00400491
sh600805,6.34,3176974,0.04268856
sz002139,5.86,342810,0.015636320000000002
sh603976,21.0,302400,0.00135936
sh603138,24.8,848160,0.00425744
sz000831,13.14,3355956,0.00497215
sz000975,10.79,344201,0.030126550000000002
sh600118,25.59,3856413,0.06529413
sz300318,5.08,71120,0.00387872
sh600325,9.6,7717440,0.03535362
sz002307,8.5,3672017,0.01424688
sh600777,2.56,1351424,0.00960399
sh603393,40.36,734552,0.7794864
sz000151,13.42,569008,0.0028355999999999998
sh600269,4.53,2520945,0.00817935
sh603968,15.5,130200,0.02713404
sh600273,13.0,6568900,0.00904292
sh603730,27.02,294518,0.00036088
sh600399,4.25,668950,0.00190087
sz002835,10.8,6941160,0.41034223999999997
sz002621,23.89,186342,0.00257474
sh600089,8.3,2416802,0.16137906999999999
sh600297,5.41,1917845,0.01542895
sz000819,11.27,138621,0.0063365
sh603896,42.49,1810074,0.002552
sz300369,13.82,1937854,0.005073
sh600361,4.61,136456,0.00528933
sz002319,12.3,114390,8.889999999999999e-05
sz000937,4.37,604808,0.0004455
sh601166,18.36,34295103,0.06350985999999999
sz002605,10.61,515646,0.0017728
sh600298,27.34,3644422,0.0024123
sz002306,4.35,117450,0.0029725999999999997
sz300709,44.41,612147,0.44832501999999996
sz300332,5.7,1345770,0.00143815
sz000538,85.8,3903900,0.007902900000000001
sh600570,96.32,236077045,4.89536768
sz002392,4.08,646272,0.03377475
sh601128,7.57,2225580,0.00707454
sh600527,2.57,200203,0.0516645
sz300356,9.57,3529416,0.004317939999999999
sh603768,13.59,187542,0.00068355
sh601919,5.32,950684,0.0233214
sh600869,5.48,513476,0.009709200000000001
sz300099,7.34,2546246,0.10121126
sz000869,31.95,2671020,0.0013935599999999999
sh600211,40.97,483446,0.0026964
sh600599,14.06,764864,0.00600915
sz300093,7.58,614738,0.006358740000000001
sz002615,6.25,1875,0.30819648
sz000759,7.98,18099438,1.1887726200000002
sz300460,9.91,60451,0.00181125
sz300712,17.0,85000,0.0021514
sz002806,20.2,371680,0.0009012800000000001
sh601877,26.9,1296580,0.07989081999999999
sh600623,9.5,372533,0.05721408
sz300342,9.3,469185,0.00014325
sz300579,52.48,4445056,0.00645172
sh603866,58.0,359600,0.0002964
sh600784,5.98,49634,0.0230379
sh600207,5.24,194404,0.01377952
sh601727,5.99,1271677,0.0315381
sz300675,27.76,952168,0.0243388
sz300345,5.07,5070,0.00822624
sz002586,5.48,187416,0.00693053
sz002169,5.58,613242,0.00012138
sz300306,9.5,148200,0.00653346
sz002913,53.99,782855,0.0011076
sh601038,5.23,117152,0.012425400000000001
sz000598,4.66,948310,0.014973029999999998
sz300422,11.72,161736,0.00252304
sz300215,7.04,349888,0.01525797
sz002824,15.15,11444310,0.00527404
sh603365,19.28,507064,0.005901000000000001
sh600880,4.47,266859,0.00025355
sh603055,12.05,87965,0.00338479
sh603856,12.08,165496,0.024949739999999998
sz002436,5.5,542300,0.0338523
sz300066,4.73,138116,0.06455835
sh600316,16.6,4807360,0.00499708
sz000818,12.3,1207860,0.0040894
sz000650,6.69,808821,0.00108173
sz300572,76.72,352912,0.00198
sh603159,22.62,447876,0.0006722200000000001
sz002426,3.44,4439664,0.0483444
sz002536,10.88,208896,0.00453195
sz300678,25.7,1225890,0.0018823
sz000662,7.17,236610,0.13298685000000002
sz000573,3.67,7340,0.0017475
sh603700,29.55,555540,0.0011052
sh601872,4.87,759233,0.0075800500000000005
sh600505,8.06,122512,0.0019828800000000002
sh603939,58.9,235600,0.00352698
sh600485,0.0,0.0,0.0
sh600395,5.68,1112712,0.02941818
sh603089,20.59,109127,0.0021572999999999996
sz002044,18.5,919450,0.04280003999999999
sz300003,27.23,13647676,0.00262262
sh603308,10.96,157824,0.0013334
sz002728,16.35,313920,0.01917418
sh600807,5.91,83331,0.004203940000000001
sh600189,4.79,404276,0.006396
sh600400,4.25,203150,0.0049155
sh600469,4.69,28140,0.00098252
sz002692,4.61,100037,0.00064284
sh603027,24.0,1008000,0.00017163999999999998
sh600929,9.45,729540,0.01808224
sz002090,22.02,160746,0.014065649999999999
sh600077,3.8,12693140,0.00847106
sh600735,7.8,1427400,0.00251835
sh603668,10.25,1515975,0.03193944
sz300020,9.23,1582022,0.010985880000000002
sz002279,8.76,4152240,0.008864219999999999
sh600258,22.6,5580392,0.3026127
sz300536,20.95,11009225,0.051527399999999994
sz000680,4.12,547136,0.06071319000000001
sz300147,7.96,642372,0.011611680000000001
sz002283,4.4,524480,0.0011557
sh603018,20.72,87024,0.0026375
sz300042,20.2,466620,0.00155268
sh603335,6.84,502056,0.0049561499999999994
sh603058,11.16,118296,0.00126222
sz002371,71.14,5925962,0.00892619
sz000526,27.01,483479,0.0057072
sz000607,5.51,1219914,0.009139119999999999
sz300517,16.19,4857,0.0016572599999999998
sz300381,11.02,164198,0.00060314
sh600366,6.68,209752,0.00495472
sz000546,10.0,67000,0.0218051
sz300739,24.0,578400,0.000616
sz002672,12.71,714302,0.0047450899999999996
sh603663,19.81,225834,0.00028994
sh601390,7.31,8997879,0.08389602
sh603298,15.03,365229,0.0004641
sh603928,15.98,787814,0.003402
sh603105,15.67,432492,0.01021761
sh600038,47.02,1514044,0.0036359999999999995
sh601006,8.37,3602883,0.15694141999999997
sh600122,4.65,2996925,0.029203
sz000963,32.77,2169374,0.0018408600000000002
sh600060,10.55,2886480,0.018785
sh603963,16.7,1399460,0.004482
sh601789,4.7,1834410,0.00861672
sz300510,11.19,501312,0.0050199
sh603881,41.3,1829590,0.0009113999999999999
sh603717,12.0,2208000,0.01334232
sh600330,8.72,1286898,0.00112875
sh600113,8.37,436077,0.00190944
sz300477,9.39,307992,0.001224
sz002665,4.0,5185600,0.03237613
sz000729,6.43,476463,0.041644980000000005
sh601375,6.35,4650740,0.03259716
sz000411,13.6,220320,0.014521949999999999
sh600662,5.37,1006875,0.0051245
sz002958,8.35,6375818,0.2333157
sz002740,7.55,243865,0.016443740000000002
sz000935,19.1,4866680,0.0090131
sz300679,36.0,1558800,0.30216815999999996
sh600167,13.63,275326,0.0032915
sh603819,17.88,140113,0.0034473599999999996
sh600605,11.86,971334,0.00471366
sz300472,23.8,397460,0.013371899999999999
sh601555,10.2,36740165,0.04394196
sz000715,9.02,1348490,0.0005628
sz002189,26.0,12030200,0.019923
sz300483,34.77,716262,0.00373014
sz000858,95.0,85647915,0.05982816
sz300157,5.48,1555224,0.0049456000000000005
sh600626,6.3,381150,0.00234135
sz300722,37.5,832500,0.00275125
sz300653,56.33,1351920,0.015504
sz300690,26.85,459135,0.00346075
sz000851,7.0,2499700,0.85292625
sz300244,21.78,2021184,0.00024419999999999997
sh603309,14.4,380160,0.0015555
sh601108,13.26,33157956,0.04270629
sh603080,22.23,782496,0.00270164
sz002637,8.57,297379,0.0006756400000000001
sh600917,7.35,81585,0.009096
sz002657,19.84,5269504,0.018752579999999998
sz002421,4.94,1507194,0.02678684
sz000989,13.12,1785632,0.01792928
sh600031,13.02,40063386,0.16060325
sh600050,6.9,20579857,0.13843524
sz300548,45.86,114650,0.0009912
sh600239,4.24,2750556,0.00651915
sh603987,7.71,918569,0.0561578
sz002017,16.8,5102496,0.04936471
sh600674,9.37,476933,0.015372500000000002
sh600028,5.75,12339500,0.27549616
sh600779,44.8,6724570,0.00978892
sz000711,7.34,781710,0.0005844299999999999
sh603988,12.25,187621,0.00418384
sz000570,5.59,794898,0.01024794
sz300760,135.8,3791536,0.0013902
sh600483,9.64,293056,0.0037923600000000003
sz000978,6.83,290275,0.01781052
sh603050,14.8,395160,0.00024336
sh603486,61.3,324890,0.0009349499999999999
sz002333,8.2,439520,0.00165816
sh600958,12.05,7825270,0.00623392
sz002945,15.01,7242325,0.0032822399999999996
sh603068,0.0,0.0,0.0
sz002264,6.55,330775,0.01136016
sz000100,4.08,11578224,0.047572579999999996
sz002346,16.3,2852500,0.028525
sh603843,10.61,3831271,0.00551936
sz002867,36.2,2526760,0.0005396999999999999
sz002329,4.25,101150,0.0099666
sz300682,22.26,1028412,0.00568519
sz000713,5.88,135828,0.00194271
sh600970,7.78,3320893,0.0030399500000000005
sz300556,21.4,793940,0.00137144
sh603126,7.32,794952,0.00762032
sz002653,14.6,1077480,0.0006052799999999999
sz300478,15.24,54864,0.00819316
sh601368,6.65,194180,0.0028937999999999998
sz300303,3.77,1943435,0.0001209
sz000883,4.2,407761,0.0055986
sz000885,9.18,67014,0.0181259
sz300311,8.82,3215772,0.00241564
sh600321,2.6,4319640,8.4e-06
sh600559,18.63,1982232,0.00286676
sz300338,10.06,25150,0.007982500000000002
sz300104,2.87,2275307,0.033939159999999996
sz002822,6.11,230347,0.0002
sh603038,19.98,439560,0.03728736
sz300117,4.76,772072,0.00227273
sh603337,41.28,123840,0.003654
sz002816,22.51,103546,0.040419989999999996
sh603733,19.54,2006758,0.020806440000000002
sz002330,5.94,146718,0.0026491500000000003
sz300640,12.22,224848,0.00123156
sz000786,20.45,1511255,0.0057187
sh603007,10.84,1315976,0.0009492000000000001
sh603609,10.7,227910,0.00294728
sz300656,24.9,318720,0.0002545
sz000410,8.0,803200,0.02687025
sh601615,13.52,2353832,0.009752799999999999
sh600100,12.26,4363334,0.0012553199999999999
sz000088,6.74,566160,0.0047595599999999995
sz000779,12.9,579210,0.00101255
sz002519,4.65,668205,0.007585200000000001
sh603689,11.86,300058,0.033428
sz002089,5.48,3683108,0.00395928
sz002923,27.5,2040500,0.0135568
sh600651,4.96,4011648,0.01838025
sz000659,3.51,71955,0.00608958
sz002032,74.83,1616328,0.007250219999999999
sh600676,5.38,1206734,0.00587917
sh600967,12.14,1149403,0.0421245
sh603357,21.01,645007,0.001118
sz002368,37.38,10470138,0.03213168
sz002255,4.7,760460,0.00354858
sz300151,6.72,25536,0.00406608
sh603332,36.51,109530,0.00082214
sz002691,9.35,2510475,0.0042228
sz002123,12.82,2246064,1.14340776
sz002742,7.35,1852200,0.00076512
sz300663,41.88,59553360,1.10328672
sz002585,6.66,960372,0.03612476
sz300452,16.65,259740,0.0006936
sh600602,9.57,1417317,0.00117936
sz002099,6.8,4203080,0.00506919
sz002840,19.03,477653,0.0014555800000000002
sh600187,3.37,1092554,0.0114928
sz000597,13.14,1156320,0.00543244
sz300520,20.7,993600,0.00326502
sz002353,24.1,6056330,0.04748084
sh603809,17.25,215625,0.006110879999999999
sh601311,13.65,3815175,0.023232
sh603066,7.8,280800,0.031348070000000006
sz002086,5.31,1381662,0.03996708
sh600053,27.37,1418122,0.0044082
sh603305,31.21,845791,0.00056491
sh600459,16.0,1666880,0.05290077000000001
sh601718,4.89,1048416,0.019524959999999997
sh600035,3.75,589875,0.0092323
sz001872,17.98,1441996,0.0007468
sz000623,18.28,1995445,0.013841879999999999
sz002215,6.53,247487,0.04590614
sh603859,26.25,748125,0.00272
sz000150,12.4,730112,0.027008640000000004
sz300279,6.71,226798,0.0019182000000000001
sz000666,14.0,1365000,0.042355050000000005
sz300367,11.79,2045565,0.00866799
sh600093,16.07,12327538,1.84930346
sz002661,17.48,473708,0.0005249000000000001
sh603813,21.51,445257,0.0139446
sh600438,12.16,1406997,1.77955338
sh603816,59.0,1504500,0.0026943799999999997
sh603739,31.3,1809140,0.0052352
sz002695,12.84,100152,0.00393658
sz300357,47.86,789690,0.008967
sh603090,17.26,148436,0.00012579
sz300580,17.9,365160,0.0014025
sz000767,2.93,256668,0.04394901
sz300114,10.46,274052,0.00134375
sz300089,6.82,820310,0.0073512
sh603690,23.02,267032,0.0026269
sh601968,5.05,75245,0.00492336
sh601881,12.43,63905116,0.09126768
sh600062,13.9,1266290,0.00770416
sh600377,9.9,513810,4.0079999999999996e-05
sz002394,11.59,105469,0.00840402
sh603598,10.83,415872,0.0161007
sh600335,7.73,1483387,0.016713830000000002
sh603006,15.43,1271432,0.02970397
sz000023,15.75,212625,0.00103872
sz300034,13.55,574520,0.00408574
sz300131,6.48,868968,0.037160839999999994
sz300394,32.4,508680,0.0013817
sz300271,21.3,637381,0.0069672399999999995
sz002725,10.75,1841475,0.00582569
sz002407,15.32,1262506,0.00349743
sz002408,8.38,842517,0.01203916
sz000595,3.6,635400,0.30554571
sz002942,31.0,1004400,0.018112
sz002300,8.9,10310650,0.03213414
sh603729,22.03,125571,0.0004313
sz002200,6.85,610335,0.00375061
sh600176,10.86,7018818,0.1107274
sz300525,35.46,42552,0.003552
sz002206,4.72,333232,0.00371952
sh600783,23.0,13457300,0.0037888400000000003
sh603661,36.98,650848,0.00071174
sh600532,6.06,13218072,0.02648164
sz300433,8.6,2113106,0.0295573
sz000070,14.8,3834680,0.02357604
sz002290,9.7,1284280,0.0062216
sz000961,9.72,2394250,0.00419016
sh603901,8.07,165435,0.0033943800000000002
sh600267,11.3,619240,0.00658041
sh600768,11.54,3511299,0.0016146
sz300522,20.0,386000,0.00052175
sz000616,3.55,1117895,0.00738167
sz002644,8.76,40296,0.03559672
sh600719,5.48,58636,0.0017639
sh603798,11.7,113490,0.00016856
sz002853,22.0,1832600,0.19219545
sz002374,3.5,114800,0.02306772
sh600710,5.35,475080,0.007145920000000001
sz300021,6.55,346495,0.010447150000000002
sh601811,14.58,1958094,0.01709697
sh600568,2.73,752388,0.042085950000000004
sh600792,3.93,804471,0.01719828
sz300334,10.19,3682666,0.03682666
sh600382,10.03,1473407,0.00022572
sh600882,9.54,20034,0.0018518
sh603926,17.0,49300,0.00090636
sh600386,4.93,275587,0.00012925
sz002542,5.74,1411466,0.015628140000000002
sz002285,6.09,788168,0.0207612
sz300451,25.36,1124107,0.011457900000000002
sh600844,4.02,188940,0.013764150000000001
sz000717,5.73,3655740,0.08103344999999999
sz000917,9.04,3379432,0.00073086
sh601158,6.16,279048,0.01469034
sz002172,4.84,752620,0.0008550399999999999
sz300241,6.98,1844116,0.02410618
sh603367,17.96,404100,0.019578199999999997
sz002826,12.0,358800,0.00611388
sz000951,18.35,407370,0.00013447
sz002431,4.6,5242620,0.019215949999999996
sh600405,5.52,197174,0.04770171
sz002007,44.93,4987230,0.00512598
sz002126,8.81,1395504,0.038173799999999994
sz002095,30.01,2760920,0.021245399999999998
sz002258,16.7,10865020,0.00506562
sz002486,4.23,253377,0.007568999999999999
sh601360,25.9,1706810,0.012032400000000002
sh600699,27.0,1355400,0.004960860000000001
sz300314,10.03,123369,0.01585675
sz002855,10.68,93984,0.0010829000000000001
sh600180,10.53,71604,0.02391916
sz300156,4.2,258720,0.00096356
sz300258,13.27,187107,0.0027371000000000006
sh600149,7.03,364154,0.00174948
sz300172,6.18,93318,0.0017608799999999998
sh603633,13.36,61456,4.0650000000000006e-05
sz002004,5.95,2144380,0.01152228
sz002403,9.42,166734,0.00411942
sh600555,3.1,918840,0.0239274
sz002340,5.04,3279024,0.08015445
sz000400,10.6,896760,0.0123525
sh603178,11.41,136920,0.00210683
sz000421,5.36,196712,0.03091419
sh601099,4.21,17275314,0.22763124
sz300493,11.19,412911,0.0233795
sz000977,25.5,25469400,0.06231225
sh600877,5.58,466488,0.01091415
sz300500,28.53,2248164,0.002949
sz000550,22.62,165126,0.0031282799999999998
sz002674,14.57,622139,0.00163558
sz300648,20.49,557328,0.00017775999999999998
sz000933,5.01,3002217,0.01721934
sh600765,11.02,1563738,0.00563085
sz300464,9.17,385140,0.01897115
sz000911,7.1,1124640,0.00629042
sh600884,15.0,1783500,0.027763649999999997
sz002270,5.42,142817,0.00793825
sz300763,66.0,4230600,0.01263066
sh600064,11.6,4363920,0.021814379999999998
sz000735,12.31,3363092,0.009738450000000001
sh600860,8.75,6428625,1.04414443
sh603322,36.2,2262500,0.0049387
sh603501,49.91,1137948,0.40541046
sh600068,7.27,6893414,0.009486
sz002038,27.67,1253451,0.00136032
sh603040,29.66,56354,0.0008946500000000001
