,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell
sh603076,26.63,26630.0,0.0,0.0,0.0
sz300240,9.47,3854309.0,0.0,0.0,0.0
sz000893,7.73,321568.0,0.0,0.0,0.0
sh600185,5.78,150280.0,0.0,0.0,0.0
sz002468,24.07,1412909.0,0.0,0.0,0.0
sh601225,9.15,1147410.0,0.0,0.0,0.0
sz000966,5.34,9491316.0,0.0,0.0,0.0
sz002424,11.9,668780.0,0.0,0.0,0.0
sz002305,3.79,4490392.0,0.0,0.0,0.0
sh600157,2.19,2697423.0,0.0,0.0,0.0
sh603918,15.22,162854.0,0.0,0.0,0.0
sz300701,37.33,433028.0,0.0,0.0,0.0
sz000403,0,0,0,0,0
sz300717,18.3,561810.0,0.0,0.0,0.0
sh600536,52.8,13448160.0,0.0,0.0,0.0
sh603477,9.2,138920.0,0.0,0.0,0.0
sz000996,15.64,7399487.0,0.0,0.0,0.0
sz002524,5.61,64515.0,0.0,0.0,0.0
sh600896,6.36,2297868.0,0.0,0.0,0.0
sz002606,7.38,353502.0,0.0,0.0,0.0
sh600487,20.99,3054045.0,0.0,0.0,0.0
sz300094,6.28,114924.0,0.0,0.0,0.0
sz000766,10.21,2719944.0,0.0,0.0,0.0
sz002791,14.28,37128.0,0.0,0.0,0.0
sh600313,3.04,138624.0,0.0,0.0,0.0
sh600186,2.07,211140.0,0.0,0.0,0.0
sh600196,29.01,5030363.0,0.0,0.0,0.0
sh600137,17.08,143643.0,0.0,0.0,0.0
sz000528,7.82,2670530.0,0.0,0.0,0.0
sh600612,46.85,131180.0,0.0,0.0,0.0
sh600814,6.2,19220.0,0.0,0.0,0.0
sz000639,9.71,127201.0,0.0,0.0,0.0
sz002845,20.5,108650.0,0.0,0.0,0.0
sh603818,8.78,19316.0,0.0,0.0,0.0
sh600520,0,0,0,0,0
sz002680,0,0,0,0,0
sz000564,3.69,1629504.0,0.0,0.0,0.0
sh601969,5.79,75849.0,0.0,0.0,0.0
sh603518,17.43,64491.0,0.0,0.0,0.0
sz002877,16.07,191233.0,0.0,0.0,0.0
sz002299,26.6,5684420.0,0.0,0.0,0.0
sz000998,15.2,218880.0,0.0,0.0,0.0
sz300347,65.01,91794.0,0.0,0.0,0.0
sh600826,13.01,257598.0,0.0,0.0,0.0
sh601633,9.62,1130350.0,0.0,0.0,0.0
sh603900,16.2,265680.0,0.0,0.0,0.0
sz300508,28.85,248110.0,0.0,0.0,0.0
sz300384,17.91,334917.0,0.0,0.0,0.0
sz002640,13.37,14431578.0,0.0,0.0,0.0
sz002415,33.9,13014210.0,0.0,0.0,0.0
sh600645,20.9,823460.0,0.0,0.0,0.0
sz002469,4.89,178485.0,0.0,0.0,0.0
sz002827,17.55,356265.0,0.0,0.0,0.0
sz300636,20.94,50256.0,0.0,0.0,0.0
sz000890,6.84,456912.0,0.0,0.0,0.0
sh603026,37.88,1083368.0,0.0,0.0,0.0
sh600539,7.96,73232.0,0.0,0.0,0.0
sz000925,7.92,49896.0,0.0,0.0,0.0
sz002459,12.5,1595000.0,0.0,0.0,0.0
sh603388,12.78,17892.0,0.0,0.0,0.0
sz300221,8.25,284625.0,0.0,0.0,0.0
sz000970,10.9,707410.0,0.0,0.0,0.0
sz002775,7.93,1518405.0,119.61666666666666,0.00694295,0.68986719
sz300463,20.59,14413.0,0.0,0.0,0.0
sh603110,15.23,229973.0,0.0,0.0,0.0
sz000089,9.11,511982.0,0.0,0.0,0.0
sh603116,8.9,90780.0,0.0,0.0,0.0
sh603500,13.53,54120.0,0.0,0.0,0.0
sh600854,4.78,97990.0,0.0,0.0,0.0
sh600009,60.6,1630928.0,0.0,0.0,0.0
sz000936,9.78,1163820.0,0.0,0.0,0.0
sz300243,10.08,25200.0,0.0,0.0,0.0
sh600962,11.5,1260400.0,0.0,0.0,0.0
sh600893,26.0,2420600.0,0.0,0.0,0.0
sh603556,15.42,61680.0,0.0,0.0,0.0
sz300545,29.97,383616.0,0.0,0.0,0.0
