,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell,inst_sell
sh603076,23.62,18896.0,0.0,0.0,0.0,0.0
sz300240,6.9,80730.0,0.0,0.0,0.0,0.0
sz000893,4.2,2100.0,0.0,0.0,0.0,0.0
sh600185,0,0,0,0,0,0
sz002468,19.55,95795.0,0.0,0.0,0.0,0.0
sh601225,8.25,1325775.0,0.0,0.0,0.0,0.0
sz000966,3.61,68590.0,0.0,0.0,0.0,0.0
sz002424,8.5,25500.0,0.0,0.0,0.0,0.0
sz002305,2.89,110976.0,0.0,0.0,0.0,0.0
sh600157,1.67,2461079.0,0.0,0.0,0.0,0.0
sh603918,0,0,0,0,0,0
sz300701,31.6,262280.0,0.0,0.0,0.0,0.0
sz000403,26.25,5738618.0,0.0,0.0,0.0,0.0
sz300717,14.08,21120.0,0.0,0.0,0.0,0.0
sh600536,22.03,687336.0,0.0,0.0,0.0,0.0
sh603477,7.23,4013.0,0.0,0.0,0.0,0.0
sz000996,9.84,5547792.0,0.0,0.0,0.0,0.0
sz002524,4.74,6162.0,0.0,0.0,0.0,0.0
sh600896,4.1,54120.0,0.0,0.0,0.0,0.0
sz002606,7.01,2997476.0,0.0,0.0,0.0,0.0
sh600487,18.17,758779.0,0.0,0.0,0.0,0.0
sz300094,5.62,14612.0,0.0,0.0,0.0,0.0
sz000766,6.43,76517.0,0.0,0.0,0.0,0.0
sz002791,10.88,20672.0,0.0,0.0,0.0,0.0
sh600313,2.4,159840.0,0.0,0.0,0.0,0.0
sh600186,1.92,40704.0,0.0,0.0,0.0,0.0
sh600196,23.58,2185866.0,0.0,0.0,0.0,0.0
sh600137,0,0,0,0,0,0
sz000528,6.2,486700.0,0.0,0.0,0.0,0.0
sh600612,0,0,0,0,0,0
sh600814,5.5,313500.0,0.0,0.0,0.0,0.0
sz000639,7.56,22680.0,0.0,0.0,0.0,0.0
sz002845,0,0,0,0,0,0
sh603818,6.7,107200.0,0.0,0.0,0.0,0.0
sh600520,13.02,20832.0,0.0,0.0,0.0,0.0
sz002680,2.36,314116.0,0.0,0.0,0.0,0.0
sz000564,2.74,917864.0,0.0,0.0,0.0,0.0
sh601969,4.43,162581.0,0.0,0.0,0.0,0.0
sh603518,0,0,0,0,0,0
sz002877,0,0,0,0,0,0
sz002299,20.54,807222.0,0.0,0.0,0.0,0.0
sz000998,13.31,13310.0,0.0,0.0,0.0,0.0
sz300347,42.6,340800.0,0.0,0.0,0.0,0.0
sh600826,9.41,26348.0,0.0,0.0,0.0,0.0
sh601633,6.66,844488.0,0.0,0.0,0.0,0.0
sh603900,0,0,0,0,0,0
sz300508,21.5,1079300.0,0.0,0.0,0.0,0.0
sz300384,0,0,0,0,0,0
sz002640,10.93,347574.0,0.0,0.0,0.0,0.0
sz002415,29.46,1761708.0,0.0,0.0,0.0,0.0
sh600645,16.35,408750.0,0.0,0.0,0.0,0.0
sz002469,3.97,4367.0,0.0,0.0,0.0,0.0
sz002827,14.04,26676.0,0.0,0.0,0.0,0.0
sz300636,17.86,10716.0,0.0,0.0,0.0,0.0
sz000890,5.25,5250.0,0.0,0.0,0.0,0.0
sh603026,19.68,112176.0,0.0,0.0,0.0,0.0
sh600539,0,0,0,0,0,0
sz000925,6.76,537420.0,0.0,0.0,0.0,0.0
sz002459,11.9,9606870.0,0.0,0.0,0.0,0.0
sh603388,0,0,0,0,0,0
sz300221,5.2,43680.0,0.0,0.0,0.0,0.0
sz000970,7.85,48670.0,0.0,0.0,0.0,0.0
