,kaipan_price,kaipan_money
sz300877,66.14,2083409.9999999998
sz300867,39.19,677987.0
sh605123,78.75,1378125.0
sh605255,17.32,438196.0
sz300873,51.88,300904.0
sz300876,51.26,2035021.9999999998
sz300865,56.32,1644543.9999999998
sz300871,51.0,1269900.0
sz300878,66.45,584760.0
sz300862,56.0,1780800.0
sz300106,13.91,1172613.0
sz300857,37.57,383214.0
sz300446,7.67,390403.0
sz300176,8.49,242814.0
sz300368,22.5,18252000.0
sz300313,20.6,6037860.000000001
sz300116,3.56,2687444.0
sz300269,5.2,641160.0
sz300152,4.58,867910.0
sz300064,6.0,11850600.0
sz300801,31.09,1868509.0
sz300261,8.28,1446515.9999999998
sz300869,134.81,23403016.0
sz300870,87.88,1107288.0
sz300135,3.49,200326.00000000003
sz300386,28.58,5344460.0
sz300131,7.79,2136797.0
sz300868,52.89,1713636.0
sz300240,7.57,1249050.0
sz300185,5.01,12463878.0
sz300051,7.16,190456.0
sz300343,3.64,790972.0
sz300350,5.61,1964061.0
sz300798,15.15,253005.00000000003
sz300875,120.0,1848000.0
sz300861,58.0,4065800.0
sz300071,3.59,830367.0
sz300526,97.7,0.0
sz300866,142.78,2484372.0
sz300248,14.31,1690011.0
sz300475,12.16,104576.0
sz300301,4.98,7100982.000000001
sz300791,95.2,1190000.0
sz300588,13.92,992495.9999999999
sh600823,6.4,409600.0
sz002537,7.5,4250000.0
sh600321,2.15,26014.999999999996
sh600189,6.0,119400.0
sh603683,15.08,358904.0
sh603161,16.6,147740.0
sh605333,17.0,2952900.0
sz002885,17.75,5560000.0
sh603663,15.92,372528.0
sh600976,26.43,79290.0
sh603688,22.7,79450.0
sh603709,25.14,32682.0
sz002903,14.58,160000.0
sz300654,10.68,81168.0
sz000881,10.04,1290000.0
sh603826,31.1,124400.0
sh603931,52.51,504096.0
sh603226,10.96,295920.0
sh603595,27.72,188496.0
sh605008,19.99,1767116.0
sz002855,11.05,60000.0
sz002677,18.73,330000.0
