,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell,inst_sell
sh603076,0.0,0.0,0.0,0.0,0.0,0.0
sz300240,7.55,24915.0,0.0,0.0,0.0,0.0
sz000893,0.0,0.0,0.0,0.0,0.0,0.0
sh600185,4.59,91800.0,0.0,0.0,0.0,0.0
sz002468,24.51,519612.0,0.0,0.0,0.0,0.0
sh601225,8.71,108004.0,0.0,0.0,0.0,0.0
sz000966,5.44,420512.0,0.0,0.0,0.0,0.0
sz002424,10.34,140624.0,0.0,0.0,0.0,0.0
sz002305,2.52,38304.0,0.0,0.0,0.0,0.0
sh600157,1.64,447884.0,0.0,0.0,0.0,0.0
sh603918,13.33,17329.0,0.0,0.0,0.0,0.0
sz300701,35.0,17500.0,0.0,0.0,0.0,0.0
sz000403,25.04,22536.0,0.0,0.0,0.0,0.0
sz300717,0.0,0.0,0.0,0.0,0.0,0.0
sh600536,55.65,2660070.0,0.0,0.0,0.0,0.0
sh603477,7.66,35236.0,0.0,0.0,0.0,0.0
sz000996,12.58,1459280.0,0.0,0.0,0.0,0.0
sz002524,4.96,22816.0,0.0,0.0,0.0,0.0
sh600896,4.85,80510.0,0.0,0.0,0.0,0.0
sz002606,5.26,10520.0,0.0,0.0,0.0,0.0
sh600487,0.0,0.0,0.0,0.0,0.0,0.0
sz300094,4.51,80729.0,0.0,0.0,0.0,0.0
sz000766,6.42,340902.0,0.0,0.0,0.0,0.0
sz002791,14.29,37154.0,0.0,0.0,0.0,0.0
sh600313,3.93,1860069.0,0.0,0.0,0.0,0.0
sh600186,1.39,2824619.0,0.0,0.0,0.0,0.0
sh600196,22.83,1465686.0,0.0,0.0,0.0,0.0
sh600137,0.0,0.0,0.0,0.0,0.0,0.0
sz000528,6.45,367650.0,0.0,0.0,0.0,0.0
sh600612,42.3,38070.0,0.0,0.0,0.0,0.0
sh600814,0.0,0.0,0.0,0.0,0.0,0.0
sz000639,7.61,165898.0,0.0,0.0,0.0,0.0
sz002845,16.51,379730.0,0.0,0.0,0.0,0.0
sh603818,0.0,0.0,0.0,0.0,0.0,0.0
sh600520,12.77,21709.0,0.0,0.0,0.0,0.0
sz002680,0.0,0.0,0.0,0.0,0.0,0.0
sz000564,2.56,145152.0,0.0,0.0,0.0,0.0
sh601969,5.26,121506.0,79.13333333333334,0.0511636,0.52172525,0.16035545
sh603518,9.02,3608.0,0.0,0.0,0.0,0.0
sz002877,9.2,194120.0,0.0,0.0,0.0,0.0
sz002299,24.25,1850275.0,0.0,0.0,0.0,0.0
