,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell
sh603076,26.44,158640.0,0.0,0.00148152,0.00021553
sz300240,8.85,854910.0,0.0,0.00309122,0.00278976
sz000893,5.11,511.0,0.0,0.00219335,0.0001545
sh600185,4.98,720108.0,0.1,0.00407779,0.00139023
sz002468,22.48,1569126.0,0.016666666666666666,0.01162462,0.01072982
sh601225,8.75,2579500.0,0.36666666666666664,0.03478921,0.02332525
sz000966,4.38,4112119.0,0.0,0.0529294,0.00690494
sz002424,9.89,4753134.0,0.7,0.00332301,0.00722684
sz002305,3.2,2104640.0,0.31666666666666665,0.00064177,0.00734905
sh600157,2.2,3589520.0,7.35,0.07273219,0.41710009
sh603918,14.2,115020.0,1.2,0.0028775,0.00765174
sz300701,37.3,966070.0,0.0,0.01064416,0.010417
sz000403,27.2,84266.0,0.0,0.00388106,0.00041643
sz300717,16.46,54318.0,0.0,0.00166621,0.00166621
sh600536,44.09,49552751.0,0.0,0.01564326,0.00716228
sh603477,8.6,139320.0,0.0,0.01252837,0.00140326
sz000996,13.76,1000352.0,0.0,0.01869715,0.00839132
sz002524,5.33,226525.0,115.8,0.17471172,0.63918237
sh600896,5.01,17535.0,1.1666666666666667,0.00761063,0.02570712
sz002606,8.32,3525184.0,0.05,0.02517937,0.00822358
sh600487,21.61,7402289.0,0.26666666666666666,0.00862283,0.0467744
sz300094,6.51,152985.0,0.0,0.00306752,0.00185606
sz000766,7.58,410836.0,0.55,0.00668741,0.05002429
sz002791,13.02,96348.0,0.0,0.00040659,0.00021024
sh600313,2.83,360825.0,1.25,0.0063673,0.01360123
sh600186,2.27,696663.0,5.266666666666667,0.0,0.0306851
sh600196,29.51,4022243.0,0.03333333333333333,0.0045486,0.03766247
sh600137,15.47,222768.0,0.0,0.00063156,0.00040593
sz000528,7.76,3664505.0,0.0,0.00085718,0.00359917
sh600612,41.3,1247260.0,0.0,0.00115566,0.00115566
sh600814,6.0,420600.0,0.1,0.00099325,0.00877044
sz000639,8.97,354315.0,0.16666666666666666,0.00457588,0.00746315
sz002845,19.61,929514.0,0.03333333333333333,0.02286829,0.0041681
sh603818,7.98,7980.0,0.11666666666666667,0.00062525,0.00258434
sh600520,14.68,38168.0,0.0,0.00145797,0.0011457
sz002680,0,0,0,0,0
sz000564,3.5,706650.0,3.566666666666667,0.03619444,0.03431444
sh601969,5.8,912920.0,0.0,0.01153606,0.00266861
sh603518,16.39,88506.0,0.0,0.0003703,0.00087523
sz002877,16.8,76776.0,0.0,0.01402598,0.00029876
sz002299,26.88,8795136.0,0.0,0.02848816,0.02741065
sz000998,15.1,243110.0,53.983333333333334,0.03133133,0.97523347
sz300347,63.6,839520.0,0.05,0.01287673,0.00365319
sh600826,12.0,2455200.0,0.0,0.0,0.024552
sh601633,7.62,1056894.0,0.0,0.00761892,0.00865535
sh603900,13.98,437854.0,3.2,0.0101167,0.01218999
sz300508,27.76,424728.0,0.0,0.00402414,0.00331998
sz300384,17.05,545600.0,0.2,0.03727423,0.06302796
sz002640,12.15,739935.0,0.23333333333333334,0.01143556,0.01448848
sz002415,35.45,8776534.0,0.0,0.43023185,0.42636378
sh600645,23.3,2171560.0,0.0,0.0,0.0217156
sz002469,4.61,581321.0,3.1,0.00223264,0.0072991
sz002827,15.97,292251.0,131.11666666666667,0.05909217,0.39428285
sz300636,20.34,136278.0,0.0,0.04797913,0.04531664
sz000890,6.23,343273.0,2.1,0.00597505,0.032526389999999995
sh603026,25.38,233496.0,0.0,0.00044782,0.00044782
sh600539,6.89,94393.0,0.65,0.00923823,0.0013348
sz000925,8.75,772625.0,0.2,0.00851651,0.00814095
sz002459,12.7,519430.0,0.0,0.00079955,0.00202609
sh603388,11.79,180387.0,0.0,0.00904596,3.762e-05
sz300221,7.25,367575.0,0.0,0.02812603,0.02794898
sz000970,10.54,6759302.0,0.05,0.01577781,0.03072981
sz002775,6.93,59598.0,0.05,0.01035555,0.0005558
sz300463,19.74,47376.0,0.0,0.00304376,0.00159296
sh603110,13.18,374312.0,0.15,0.0010168,0.01489383
sz000089,9.37,1297745.0,1.3166666666666667,0.00761845,0.04329401
sh603116,8.55,54720.0,0.0,0.00175374,0.00353325
sh603500,12.78,34506.0,0.0,0.00132258,0.00035237
sh600854,4.52,273460.0,0.0,0.0031722,0.0001395
sh600009,57.86,1009831.0,0.2,0.01791895,0.02922679
sz000936,10.26,8667648.0,0.0,0.0,0.08667648
sz300243,9.89,101867.0,0.5,0.00067704,0.01320663
sh600962,9.8,455906.0,0.03333333333333333,0.00032849,0.00323884
sh600893,25.65,1131165.0,0.3833333333333333,0.01735122,0.02055047
sh603556,16.03,458458.0,0.0,0.00632922,0.00662595
sz300545,31.2,945360.0,0.0,0.00543295,0.00242146
sz002037,9.78,48900.0,0.0,0.01295825,0.00377591
sh603021,0.0,0.0,6.383333333333333,0.008086949999999999,0.012123869999999998
sh600619,9.99,808191.0,0.0,0.0,0.00808191
sh600096,6.54,260292.0,0.35,0.0253845,0.00477012
sz002537,12.33,244134.0,0.0,0.0063658,0.0063658
sh600059,7.85,213520.0,0.0,0.00720951,0.00269263
sz000957,8.48,5287280.0,0.0,0.04965577,0.04862039
