,kaipan_price,kaipan_money
sh600000,10.74,1313502.0
sh600004,13.97,741807.0000000001
sh600006,6.47,1754664.0
sh600007,12.42,53405.99999999999
sh600008,3.17,3298385.0
sh600009,60.27,3519768.0
sh600010,1.67,17628687.0
sh600011,4.77,6993773.999999999
sh600012,6.4,24960.000000000004
sh600015,6.52,1022987.9999999999
sh600016,5.22,1879200.0
sh600017,2.88,352224.0
sh600018,4.94,255398.0
sh600019,8.88,19499592.0
sh600020,3.3,111870.0
sh600021,8.5,4740000.0
sh600022,1.6,2551520.0
sh600023,3.88,3048516.0
sh600025,5.75,15465775.0
sh600026,6.65,349790.0
sh600027,3.57,2201262.0
sh600028,4.29,3503643.0
sh600029,7.11,2398203.0000000005
sh600030,24.1,6895010.000000001
sh600031,36.83,9350000.0
sh600033,2.69,33087.0
sh600035,2.83,33677.0
sh600036,53.85,26332650.0
sh600037,8.62,300837.99999999994
sh600038,47.1,664110.0
sh600039,7.3,10493020.0
sh600048,14.68,2589552.0
sh600050,4.4,847000.0
sh600051,8.48,26288.0
sh600052,2.8,93799.99999999999
sh600053,15.94,109985.99999999999
sh600054,11.56,1644988.0
sh600055,13.71,3428871.0
sh600056,13.93,268849.0
sh600057,6.54,785454.0
sh600058,8.22,297564.00000000006
sh600059,11.24,783428.0
sh600060,11.57,273052.0
sh600061,12.21,533577.0
sh600062,11.92,89400.0
sh600063,4.81,1102451.9999999998
sh600064,10.2,81600.0
sh600066,14.75,920000.0
sh600067,3.46,22144.0
sh600068,7.34,6411490.0
sh600070,6.77,178051.0
sh600071,14.06,43586.0
sh600072,11.59,82289.0
sh600073,8.9,194910.0
sh600075,8.48,2643216.0
sh600076,4.32,3851712.0000000005
sh600077,2.69,71016.0
sh600078,3.74,87890.00000000001
sh600079,31.89,4046841.0000000005
sh600080,6.1,260000.0
sh600081,12.0,194400.0
sh600082,2.98,0.0
sh600083,6.63,20553.0
sh600084,2.49,39591.0
sh600085,26.5,3070000.0
sh600086,0.16,0.0
sh600088,10.83,5735568.0
sh600089,11.79,6093071.999999999
sh600090,1.76,469216.0
sh600091,1.87,0.0
sh600093,7.69,157645.0
sh600094,4.01,71779.0
sh600095,8.6,1530800.0
sh600096,7.83,963873.0
sh600097,9.56,10516.000000000002
sh600098,6.47,516953.0
sh600099,6.29,198135.0
sh600100,5.93,184423.0
sh600101,6.0,940800.0
sh600103,2.34,4444830.0
sh600104,20.59,6980000.0
sh600105,3.26,105950.0
sh600106,2.72,153952.00000000003
sh600107,8.02,1604.0
sh600108,2.79,121086.00000000001
sh600109,12.61,5501743.0
sh600110,8.02,133934.0
sh600111,19.77,11154234.0
sh600112,1.38,349968.0
sh600113,6.21,32913.0
sh600114,8.11,118406.0
sh600115,5.53,1781766.0
sh600116,9.88,1390000.0
sh600117,3.76,990384.0
sh600118,29.32,331316.0
sh600119,6.49,0.0
sh600120,5.62,98350.0
sh600121,6.17,4190000.0
sh600122,1.16,29232.0
sh600123,5.37,538074.0
sh600125,5.5,1623600.0
sh600126,5.89,1484868.9999999998
sh600127,9.36,935064.0
sh600128,6.8,1632000.0
sh600129,13.54,44682.0
sh600130,3.41,243815.0
sh600131,16.69,1568860.0
sh600132,102.34,1207612.0
sh600133,6.05,223244.99999999997
sh600135,6.08,6080.0
sh600136,6.5,264550.0
sh600137,13.81,102194.0
sh600138,13.1,2272850.0
sh600139,2.99,97474.00000000001
sh600141,15.22,7477586.0
sh600143,22.81,2947051.9999999995
sh600145,1.5,299400.0
sh600146,1.46,177974.0
sh600148,13.1,26200.0
sh600149,4.91,60393.00000000001
sh600150,15.12,84671.99999999999
sh600151,10.02,1608209.9999999998
sh600152,6.73,42399.0
sh600153,8.38,290786.0
sh600155,10.26,288306.0
sh600156,3.95,1580.0
sh600157,1.47,2303637.0
sh600158,10.94,389464.0
sh600159,2.44,36112.0
sh600160,8.86,1182809.9999999998
sh600161,32.7,117720.0
sh600162,1.85,12950.0
sh600163,5.2,2758080.0
sh600165,5.82,30846.000000000004
sh600166,4.41,8715483.0
sh600167,11.16,587016.0
sh600168,7.13,67022.0
sh600169,2.66,1329734.0
sh600170,3.02,430048.00000000006
sh600171,14.36,432235.99999999994
sh600172,3.2,90240.00000000001
sh600173,4.48,0.0
sh600176,22.37,5440384.0
sh600177,8.38,745820.0000000001
sh600178,7.12,359560.0
