,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell
sh603076,26.91,13455.0,0.0,0.0,0.0
sz300240,8.98,65554.0,0.0,0.0,0.0
sz000893,8.54,60634.0,0.0,0.0,0.0
sh600185,5.35,58315.0,0.0,0.0,0.0
sz002468,23.99,369446.0,0.0,0.0,0.0
sh601225,9.14,787868.0,0.0,0.0,0.0
sz000966,5.87,1575508.0,0.0,0.0,0.0
sz002424,11.9,2783410.0,0.0,0.0,0.0
sz002305,3.46,1481918.0,0.0,0.0,0.0
sh600157,2.42,4706658.0,0.0,0.0,0.0
sh603918,14.5,11600.0,0.0,0.0,0.0
sz300701,37.88,113640.0,0.0,0.0,0.0
sz000403,29.3,336950.0,0.0,0.0,0.0
sz300717,17.08,148596.0,0.0,0.0,0.0
sh600536,56.9,8995890.0,0.0,0.0,0.0
sh603477,8.82,72324.0,0.0,0.0,0.0
sz000996,17.1,2975400.0,0.0,0.0,0.0
sz002524,5.91,680832.0,0.0,0.0,0.0
sh600896,5.94,297594.0,0.0,0.0,0.0
sz002606,7.08,70800.0,0.0,0.0,0.0
sh600487,22.44,2769096.0,0.0,0.0,0.0
sz300094,6.52,458356.0,0.0,0.0,0.0
sz000766,10.15,9668890.0,0.0,0.0,0.0
sz002791,17.46,256662.0,0.0,0.0,0.0
sh600313,3.05,141215.0,0.0,0.0,0.0
sh600186,2.23,2454784.0,0.0,0.0,0.0
sh600196,29.08,1288244.0,0.0,0.0,0.0
sh600137,16.23,99003.0,0.0,0.0,0.0
sz000528,8.23,344014.0,0.0,0.0,0.0
sh600612,44.2,39780.0,0.0,0.0,0.0
sh600814,6.04,29596.0,0.0,0.0,0.0
sz000639,9.68,31944.0,0.0,0.0,0.0
sz002845,19.71,622836.0,0.0,0.0,0.0
sh603818,8.4,10920.0,0.0,0.0,0.0
sh600520,13.93,62685.0,0.0,0.0,0.0
sz002680,0,0,0,0,0
sz000564,3.59,236222.0,0.0,0.0,0.0
sh601969,5.84,77672.0,0.0,0.0,0.0
sh603518,17.37,222336.0,0.0,0.0,0.0
sz002877,16.98,81504.0,0.0,0.0,0.0
sz002299,28.02,4792261.0,0.0,0.0,0.0
sz000998,14.8,555000.0,0.0,0.0,0.0
sz300347,64.3,475820.0,0.0,0.0,0.0
sh600826,13.05,193140.0,0.0,0.0,0.0
sh601633,9.91,840527.0,0.0,0.0,0.0
sh603900,14.95,116610.0,0.0,0.0,0.0
sz300508,35.0,3340400.0,0.0,0.0,0.0
sz300384,18.45,295200.0,0.0,0.0,0.0
sz002640,12.48,1607424.0,0.0,0.0,0.0
sz002415,32.81,13054279.0,0.0,0.0,0.0
sh600645,21.14,228312.0,0.0,0.0,0.0
sz002469,5.26,1596936.0,0.0,0.0,0.0
sz002827,16.95,181365.0,0.0,0.0,0.0
sz300636,0,0,0,0,0
sz000890,7.36,2790912.0,1.0,0.23432869,0.6686667
sh603026,36.81,2300625.0,0.0,0.0,0.0
sh600539,0,0,0,0,0
sz000925,7.83,135459.0,0.0,0.0,0.0
sz002459,13.25,836075.0,0.0,0.0,0.0
sh603388,13.6,983280.0,0.0,0.0,0.0
sz300221,8.85,233640.0,0.0,0.0,0.0
sz000970,11.2,859040.0,0.0,0.0,0.0
sz002775,8.1,715230.0,0.0,0.0,0.0
sz300463,21.06,44226.0,0.0,0.0,0.0
sh603110,15.64,101660.0,0.0,0.0,0.0
sz000089,9.1,303940.0,0.0,0.0,0.0
sh603116,8.72,92258.0,0.0,0.0,0.0
sh603500,13.5,37800.0,0.0,0.0,0.0
sh600854,4.89,46944.0,0.0,0.0,0.0
sh600009,67.1,1829884.0,0.0,0.0,0.0
sz000936,9.76,686128.0,0.0,0.0,0.0
sz300243,10.87,358710.0,0.0,0.0,0.0
sh600962,10.97,475001.0,0.0,0.0,0.0
sh600893,25.74,221364.0,0.0,0.0,0.0
sh603556,15.07,63294.0,0.0,0.0,0.0
sz300545,32.32,5100096.0,0.0,0.0,0.0
sz002037,9.42,5652.0,0.0,0.0,0.0
sh603021,7.08,2124.0,0.0,0.0,0.0
sh600619,10.21,74533.0,0.0,0.0,0.0
sh600096,7.85,237855.0,0.0,0.0,0.0
sz002537,11.12,379192.0,0.0,0.0,0.0
sh600059,8.34,834834.0,0.0,0.0,0.0
sz000957,11.2,39131680.0,0.0,0.0,0.0
sh600217,7.17,46605.0,0.0,0.0,0.0
sh600023,4.85,105284.0,0.0,0.0,0.0
sz300543,20.29,517395.0,0.0,0.0,0.0
sh600222,5.89,217341.0,0.0,0.0,0.0
sz300627,22.13,106224.0,0.0,0.0,0.0
sh603933,0,0,0,0,0
sh601222,5.7,31920.0,0.0,0.0,0.0
sh603028,10.45,77330.0,0.0,0.0,0.0
sh600083,17.94,102258.0,0.0,0.0,0.0
sz300392,9.56,236132.0,0.0,0.0,0.0
sz002732,18.08,28928.0,0.0,0.0,0.0
sh601330,14.16,1209264.0,0.0,0.0,0.0
sz002905,20.48,61440.0,0.0,0.0,0.0
sz002750,17.29,1606241.0,0.0,0.0,0.0
sz300641,6.2,24800.0,0.0,0.0,0.0
sz300393,20.43,77634.0,0.0,0.0,0.0
sh603977,8.39,91451.0,0.0,0.0,0.0
