,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell,inst_sell
sh603076,25.01,37515.0,0.0,0.0,0.0,0.0
sz300240,8.27,73603.0,0.0,0.0,0.0,0.0
sz000893,7.03,14060.0,0.0,0.0,0.0,0.0
sh600185,5.0,144500.0,0.0,0.0,0.0,0.0
sz002468,27.35,2427422.0,0.0,0.0,0.0,0.0
sh601225,9.53,2474941.0,0.0,0.0,0.0,0.0
sz000966,5.55,5645460.0,0.0,0.0,0.0,0.0
sz002424,9.97,78763.0,0.0,0.0,0.0,0.0
sz002305,2.63,82845.0,0.0,0.0,0.0,0.0
sh600157,1.72,1594440.0,0.0,0.0,0.0,0.0
sh603918,0,0,0,0,0,0
sz300701,25.52,7164740.0,0.0,0.0,0.0,0.0
sz000403,27.6,645840.0,0.0,0.0,0.0,0.0
sz300717,15.98,97478.0,0.0,0.0,0.0,0.0
sh600536,52.79,1520352.0,0.0,0.0,0.0,0.0
sh603477,7.96,32636.0,0.0,0.0,0.0,0.0
sz000996,14.03,1210789.0,0.0,0.0,0.0,0.0
sz002524,5.4,3240.0,0.0,0.0,0.0,0.0
sh600896,5.08,50800.0,0.0,0.0,0.0,0.0
sz002606,5.9,8850.0,0.0,0.0,0.0,0.0
sh600487,17.4,2502120.0,0.0,0.0,0.0,0.0
sz300094,4.82,228950.0,0.0,0.0,0.0,0.0
sz000766,7.3,2045460.0,0.0,0.0,0.0,0.0
sz002791,18.9,9752400.0,4.933333333333334,0.0,0.097524,0.0
sh600313,3.95,665970.0,0.0,0.0,0.0,0.0
sh600186,1.81,1092335.0,0.0,0.0,0.0,0.0
sh600196,26.3,2635602.0,0.0,0.0,0.0,0.0
sh600137,15.02,6008.0,0.0,0.0,0.0,0.0
sz000528,6.79,149380.0,0.0,0.0,0.0,0.0
sh600612,45.51,2084358.0,0.0,0.0,0.0,0.0
sh600814,5.34,187434.0,0.0,0.0,0.0,0.0
sz000639,9.06,276330.0,0.0,0.0,0.0,0.0
sz002845,17.0,5339700.0,0.0,0.0,0.0,0.0
sh603818,7.68,6912.0,0.0,0.0,0.0,0.0
sh600520,0,0,0,0,0,0
sz002680,0,0,0,0,0,0
sz000564,2.69,939617.0,0.0,0.0,0.0,0.0
sh601969,6.45,3103740.0,0.0,0.0,0.0,0.0
sh603518,9.51,100806.0,0.0,0.0,0.0,0.0
sz002877,9.45,18900.0,0.0,0.0,0.0,0.0
sz002299,26.5,1058728.0,0.0,0.0,0.0,0.0
sz000998,14.56,599872.0,0.0,0.0,0.0,0.0
sz300347,53.5,1880311.0,0.0,0.0,0.0,0.0
sh600826,11.18,32422.0,0.0,0.0,0.0,0.0
sh601633,9.11,4318741.0,0.0,0.0,0.0,0.0
sh603900,12.75,173400.0,0.0,0.0,0.0,0.0
sz300508,32.78,29502.0,0.0,0.0,0.0,0.0
sz300384,19.76,742976.0,0.0,0.0,0.0,0.0
sz002640,9.09,1542573.0,0.0,0.0,0.0,0.0
sz002415,29.05,8999574.0,0.0,0.0,0.0,0.0
sh600645,18.1,152040.0,0.0,0.0,0.0,0.0
sz002469,4.41,4799844.0,0.0,0.0,0.0,0.0
sz002827,16.69,412243.0,0.0,0.0,0.0,0.0
sz300636,21.15,393390.0,0.0,0.0,0.0,0.0
sz000890,5.8,93960.0,0.0,0.0,0.0,0.0
sh603026,31.49,588863.0,0.0,0.0,0.0,0.0
sh600539,0,0,0,0,0,0
sz000925,7.48,697136.0,0.0,0.0,0.0,0.0
sz002459,12.66,6330.0,0.0,0.0,0.0,0.0
sh603388,8.25,30525.0,0.0,0.0,0.0,0.0
sz300221,6.9,271860.0,0.0,0.0,0.0,0.0
sz000970,11.26,471794.0,0.0,0.0,0.0,0.0
sz002775,6.29,30192.0,0.0,0.0,0.0,0.0
sz300463,26.22,47196.0,0.0,0.0,0.0,0.0
sh603110,16.32,801312.0,0.0,0.0,0.0,0.0
sz000089,9.46,4329047.0,0.0,0.0,0.0,0.0
sh603116,7.75,775.0,0.0,0.0,0.0,0.0
sh603500,0,0,0,0,0,0
sh600854,4.03,10881.0,0.0,0.0,0.0,0.0
sh600009,84.26,10038989.0,0.0,0.0,0.0,0.0
sz000936,9.02,515944.0,0.0,0.0,0.0,0.0
sz300243,8.82,633276.0,0.0,0.0,0.0,0.0
sh600962,9.56,230396.0,0.0,0.0,0.0,0.0
sh600893,23.1,1085954.0,0.0,0.0,0.0,0.0
