,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell,inst_sell
sz000719,6.87,55647.0,0.0,0.0,0.0,0.0
sz300139,8.4,262920.0,0.0,0.0,0.0,0.0
sh600728,8.93,650818.0,0.0,0.0,0.0,0.0
sz300294,31.0,161200.0,0.0,0.0,0.0,0.0
sh601658,0,0,0,0,0,0
sz300801,38.69,2582055.0,0.0,0.0,0.0,0.0
sh600543,5.57,13368.0,0.0,0.0,0.0,0.0
sz002041,7.55,3093235.0,0.0,0.0,0.0,0.0
sh600337,3.95,62410.0,0.0,0.0,0.0,0.0
sz300236,24.12,1599156.0,0.0,0.0,0.0,0.0
sz300104,0,0,0,0,0,0
sz002473,7.87,10231.0,0.0,0.0,0.0,0.0
sz002748,0,0,0,0,0,0
sz002087,3.44,98384.0,0.0,0.0,0.0,0.0
sz002112,6.57,10512.0,0.0,0.0,0.0,0.0
sz002420,3.79,8717.0,0.0,0.0,0.0,0.0
sz002830,13.75,30250.0,0.0,0.0,0.0,0.0
sh603666,0,0,0,0,0,0
sz002236,16.94,1155308.0,0.0,0.0,0.0,0.0
sh600161,26.42,24940.0,0.0,0.0,0.0,0.0
sh600458,6.81,74910.0,0.0,0.0,0.0,0.0
sz002282,8.03,10439.0,0.0,0.0,0.0,0.0
sz002479,8.14,152218.0,0.0,0.0,0.0,0.0
sh603515,26.89,91426.0,0.0,0.0,0.0,0.0
sh600847,10.44,1777932.0,0.0,0.0,0.0,0.0
sz002059,0,0,0,0,0,0
sh600623,6.57,42048.0,0.0,0.0,0.0,0.0
sh603355,0,0,0,0,0,0
sz002128,8.2,427220.0,0.0,0.0,0.0,0.0
sh600706,0,0,0,0,0,0
sh603131,12.79,23022.0,0.0,0.0,0.0,0.0
sz002760,16.7,10020.0,0.0,0.0,0.0,0.0
sz300260,0,0,0,0,0,0
sz002522,5.72,66352.0,0.0,0.0,0.0,0.0
sh603823,22.13,84094.0,0.0,0.0,0.0,0.0
sz300130,15.92,305664.0,0.0,0.0,0.0,0.0
sz002645,8.28,610236.0,0.0,0.0,0.0,0.0
sz000633,0,0,0,0,0,0
sh603676,10.14,59826.0,0.0,0.0,0.0,0.0
sz002853,16.7,83500.0,0.0,0.0,0.0,0.0
sz002700,7.62,208788.0,0.0,0.0,0.0,0.0
sz300719,11.19,40284.0,0.0,0.0,0.0,0.0
sz300105,4.2,420.0,0.0,0.0,0.0,0.0
sz300404,13.24,219784.0,0.0,0.0,0.0,0.0
sh600081,10.59,68835.0,0.0,0.0,0.0,0.0
sz002908,11.99,334521.0,0.0,0.0,0.0,0.0
sz300632,24.4,649040.0,0.0,0.0,0.0,0.0
sh601882,0,0,0,0,0,0
sz000848,7.61,22069.0,0.0,0.0,0.0,0.0
sh603569,0,0,0,0,0,0
sz002166,7.06,120726.0,0.0,0.0,0.0,0.0
sz002017,15.01,682955.0,0.0,0.0,0.0,0.0
sz002089,1.72,388548.0,0.0,0.0,0.0,0.0
sh600152,5.46,108108.0,0.0,0.0,0.0,0.0
sz300050,5.55,78810.0,0.0,0.0,0.0,0.0
sz300367,4.25,372725.0,0.0,0.0,0.0,0.0
sh600252,2.9,227360.0,0.0,0.0,0.0,0.0
sh603256,14.68,390488.0,0.0,0.0,0.0,0.0
sz300527,11.15,217425.0,0.0,0.0,0.0,0.0
sh601038,5.98,409630.0,0.0,0.0,0.0,0.0
sz300604,21.05,1692420.0,0.0,0.0,0.0,0.0
sh600107,6.5,20800.0,0.0,0.0,0.0,0.0
sz300111,2.34,4339530.0,0.0,0.0,0.0,0.0
sh603466,13.71,910344.0,0.0,0.0,0.0,0.0
sh600188,9.28,873248.0,0.0,0.0,0.0,0.0
sz002903,13.22,122946.0,230.4,0.04601589,0.29680503,0.02987523
sz002062,3.45,21390.0,0.0,0.0,0.0,0.0
sz002012,4.95,38610.0,0.0,0.0,0.0,0.0
sz002149,7.14,10710.0,0.0,0.0,0.0,0.0
sz001896,3.46,244276.0,0.0,0.0,0.0,0.0
sz002045,12.91,4360998.0,0.0,0.0,0.0,0.0
sz002610,1.56,829452.0,0.0,0.0,0.0,0.0
sz002801,32.83,6566.0,0.0,0.0,0.0,0.0
sz000533,2.75,152075.0,0.0,0.0,0.0,0.0
sz002155,7.4,6007320.0,0.0,0.0,0.0,0.0
sh600084,0,0,0,0,0,0
sz002728,16.08,9648.0,0.0,0.0,0.0,0.0
sh603767,7.03,5624.0,0.0,0.0,0.0,0.0
sh600121,2.31,80850.0,0.0,0.0,0.0,0.0
sh600746,6.49,1298.0,0.0,0.0,0.0,0.0
sz000006,5.15,147805.0,0.0,0.0,0.0,0.0
sh600196,25.12,936976.0,0.0,0.0,0.0,0.0
sz300489,0,0,0,0,0,0
sh600808,2.71,239564.0,0.0,0.0,0.0,0.0
sz300092,0,0,0,0,0,0
sz300550,27.03,151368.0,0.0,0.0,0.0,0.0
sz300767,55.0,2480500.0,0.0,0.0,0.0,0.0
sh600829,6.41,4487.0,0.0,0.0,0.0,0.0
sh600691,2.07,133308.0,0.0,0.0,0.0,0.0
sz300278,3.89,198001.0,0.0,0.0,0.0,0.0
sz000520,0,0,0,0,0,0
sz002840,16.61,21593.0,0.0,0.0,0.0,0.0
sz002960,25.88,103520.0,0.0,0.0,0.0,0.0
sz000868,4.63,53245.0,0.0,0.0,0.0,0.0
sh600567,3.25,256610.0,0.0,0.0,0.0,0.0
sz000778,3.98,512226.0,0.0,0.0,0.0,0.0
sz000786,22.51,976934.0,0.0,0.0,0.0,0.0
sh603118,11.32,261492.0,0.0,0.0,0.0,0.0
sh600023,3.85,30030.0,0.0,0.0,0.0,0.0
sz000590,11.2,622720.0,0.0,0.0,0.0,0.0
sz002580,0,0,0,0,0,0
sz002266,4.11,1200.0,0.0,0.0,0.0,0.0
sh600880,3.66,40626.0,0.0,0.0,0.0,0.0
sh601965,7.43,267480.0,0.0,0.0,0.0,0.0
sz300175,6.01,43873.0,0.0,0.0,0.0,0.0
sz000559,5.16,37049.0,0.0,0.0,0.0,0.0
sh600517,7.01,91130.0,0.0,0.0,0.0,0.0
sh603819,14.66,35184.0,0.0,0.0,0.0,0.0
sz000612,4.09,101023.0,0.0,0.0,0.0,0.0
sz000851,5.38,106524.0,0.0,0.0,0.0,0.0
sh600926,8.67,268770.0,0.0,0.0,0.0,0.0
