,kaipan_price,kaipan_money
sh600000,10.66,2862210.0
sh600004,13.62,1272108.0
sh600006,7.11,2340000.0
sh600007,12.2,190000.0
sh600008,2.91,782790.0
sh600009,61.55,11706810.0
sh600010,1.47,53640000.0
sh600011,4.16,324896.0
sh600012,6.19,374495.0
sh600015,6.27,2712401.9999999995
sh600016,5.21,3730000.0
sh600017,2.77,398880.0
sh600018,4.8,1500000.0
sh600019,7.67,16651570.000000002
sh600020,3.26,10000.0
sh600021,6.87,26793.0
sh600022,1.43,9210000.0
sh600023,3.55,270000.0
sh600025,4.55,228410.0
sh600026,6.48,694656.0
sh600027,3.22,320000.0
sh600028,4.68,16030000.0
sh600029,6.4,9895040.0
sh600030,27.58,12130000.0
sh600031,43.14,17070498.0
sh600033,2.61,30000.0
sh600035,2.73,20000.0
sh600036,54.5,34070000.0
sh600037,8.5,193800.0
sh600038,54.5,1166300.0
sh600039,5.37,2410000.0
sh600048,15.05,17290000.0
sh600050,4.38,2188686.0
sh600051,8.25,10000.0
sh600052,2.74,50000.0
sh600053,17.66,72406.0
sh600054,10.55,708960.0
sh600055,13.1,2060000.0
sh600056,13.76,495360.00000000006
sh600057,6.09,200000.0
sh600058,8.18,3710000.0
sh600059,11.59,590000.0
sh600060,12.98,3650000.0
sh600061,12.68,588352.0
sh600062,11.65,70000.0
sh600063,4.56,1680000.0
sh600064,9.99,368631.0
sh600066,15.8,2540640.0
sh600067,3.56,34888.0
sh600068,6.78,610000.0
sh600070,7.23,10000.0
sh600071,16.35,380955.0
sh600072,11.65,150000.0
sh600073,8.83,850000.0
sh600075,7.58,3670000.0
sh600076,3.56,930000.0
sh600077,2.68,268.0
sh600078,3.82,3740000.0
sh600079,29.06,330000.0
sh600080,5.49,29646.000000000004
sh600081,12.1,320000.0
sh600082,2.88,30000.0
sh600083,5.77,5770.0
sh600084,2.4,11040.0
sh600085,26.43,1781382.0
sh600086,0.2,140000.0
sh600088,10.19,35665.0
sh600089,12.5,15882500.0
sh600090,1.73,510000.0
sh600091,1.74,337734.0
sh600093,8.01,349236.0
sh600094,3.92,190000.0
sh600095,9.65,1110000.0
sh600096,9.38,7018116.0
sh600097,9.2,170000.0
sh600098,5.71,53103.0
sh600099,5.98,77142.0
sh600100,5.7,485070.0
sh600101,5.23,220000.0
sh600103,2.12,1928988.0
sh600104,21.58,4249102.0
sh600105,3.26,831300.0
sh600106,2.59,30000.0
sh600107,7.99,100674.0
sh600108,2.84,280000.0
sh600109,13.32,1828836.0
sh600110,8.9,879320.0000000001
sh600111,20.78,69480000.0
sh600112,1.22,300000.0
sh600113,6.12,6732.000000000001
sh600114,8.73,543879.0
sh600115,4.95,5369760.0
sh600116,9.23,135681.00000000003
sh600117,3.47,113469.0
sh600118,33.39,2424114.0
sh600119,7.2,0.0
sh600120,5.73,470000.0
sh600121,4.68,3914819.9999999995
sh600122,1.12,915712.0000000001
sh600123,5.27,817377.0
sh600125,5.23,240000.0
sh600126,5.41,534508.0
sh600127,9.13,110000.0
sh600128,6.02,140000.0
sh600129,14.6,1050000.0
sh600130,3.26,171802.0
sh600131,14.53,62479.0
sh600132,139.18,1100000.0
sh600133,5.68,280000.0
sh600135,5.95,15470.000000000002
sh600136,6.17,13574.0
sh600137,12.79,2558.0
sh600138,11.65,1740000.0
sh600139,3.21,135141.0
sh600141,14.16,6002424.0
sh600143,27.01,21390000.0
sh600145,1.16,149060.0
sh600146,1.32,4220000.0
sh600148,13.19,140000.0
sh600149,4.53,80000.0
sh600150,15.98,287640.0
sh600151,9.32,565724.0
sh600152,6.6,73920.0
sh600153,8.41,2501975.0
sh600155,11.51,255521.99999999997
sh600156,3.81,40000.0
sh600157,1.39,944087.9999999999
sh600158,11.71,110000.0
sh600159,2.36,8260.0
sh600160,9.72,2340000.0
sh600161,36.47,2574782.0
sh600162,1.78,10000.0
sh600163,4.64,1320000.0
sh600165,6.11,48269.0
sh600166,3.74,3210000.0
sh600167,10.28,585960.0
sh600168,6.5,10000.0
sh600169,2.3,630000.0
sh600170,2.96,649424.0
sh600171,15.06,980000.0
sh600172,2.87,83804.00000000001
sh600173,4.33,0.0
sh600176,23.37,9086256.0
sh600177,8.23,1890000.0
sh600178,6.52,53464.0
sh600179,3.91,391.0
sh600180,5.33,3198.0
sh600182,14.57,62651.0
sh600183,25.0,3610000.0
sh600184,10.88,154496.0
sh600185,6.34,961778.0000000001
sh600186,2.7,37530.0
sh600187,2.26,46329.99999999999
sh600188,9.64,2632684.0
sh600189,11.4,1252860.0
sh600190,2.88,30239.999999999996
sh600191,3.62,2936544.0
sh600192,3.91,48875.0
sh600193,5.28,21120.0
sh600195,14.35,400365.0
sh600196,45.62,6020000.0
sh600197,20.47,600000.0
sh600198,6.63,2120000.0
sh600199,12.11,1230000.0
sh600200,5.01,179358.0
sh600201,22.05,2070000.0
sh600202,3.72,3720.0000000000005
sh600203,8.0,8000.0
sh600206,12.61,480000.0
sh600207,6.23,820491.0
sh600208,3.17,1350000.0
sh600209,4.1,409.99999999999994
sh600210,4.95,675180.0
sh600211,52.53,600000.0
sh600212,3.74,37774.0
sh600213,6.46,450000.0
sh600215,5.06,61731.99999999999
sh600216,15.83,4351667.0
sh600217,5.15,340930.0
sh600218,8.99,330000.0
sh600219,4.69,22030000.0
sh600220,2.41,34945.00000000001
sh600221,1.54,12485088.0
sh600222,5.46,43680.0
sh600223,14.14,10105858.0
sh600225,1.84,780000.0
sh600226,1.95,10000.0
sh600227,2.93,322886.0
sh600228,11.57,8964436.0
sh600229,6.08,0.0
sh600230,15.0,2803500.0
sh600231,2.41,608284.0
sh600232,4.98,3984.0000000000005
sh600233,11.85,530000.0
sh600234,9.09,18180.0
sh600235,5.56,2441951.9999999995
sh600236,4.64,234319.99999999997
sh600237,5.47,271858.99999999994
sh600238,7.56,228312.0
sh600239,2.4,430000.0
sh600241,2.9,30000.0
sh600242,2.44,275720.0
sh600243,2.99,34684.0
sh600246,6.75,13500.0
sh600247,0.65,0.0
sh600248,3.89,170000.0
sh600249,5.08,90000.0
sh600250,4.65,21855.0
sh600251,6.35,690000.0
sh600252,2.85,290000.0
sh600255,1.96,277536.0
sh600256,2.84,1010000.0
sh600257,4.73,170000.0
sh600258,25.25,6940000.0
sh600259,38.8,6758959.999999999
sh600260,9.28,232000.0
sh600261,3.72,265608.0
sh600262,16.2,4859.999999999999
sh600265,15.94,0.0
sh600266,4.87,490409.0
sh600267,17.4,430000.0
sh600268,6.06,12726.0
sh600269,3.41,280000.0
sh600271,11.53,140000.0
sh600272,7.66,90000.0
sh600273,9.29,531387.9999999999
sh600275,2.54,2540.0
sh600276,100.0,17580000.0
sh600277,3.1,1200000.0
sh600278,8.74,53314.0
sh600279,3.5,10000.0
sh600280,3.04,70000.0
sh600281,3.8,70000.0
sh600282,3.43,980000.0
sh600283,10.58,74060.0
sh600284,5.81,17430.0
sh600285,8.62,110000.0
sh600287,5.35,29425.0
sh600288,9.74,14610.0
sh600289,3.92,1568.0
sh600290,3.22,250000.0
sh600291,3.47,440000.0
sh600292,7.05,1343025.0
sh600293,2.26,81585.99999999999
sh600295,18.9,21143430.0
sh600297,2.63,671175.9999999999
sh600298,55.36,1820000.0
sh600299,14.96,406912.00000000006
sh600300,3.85,330000.0
sh600301,7.29,1530000.0
sh600302,4.3,43000.0
sh600303,3.85,26565.000000000004
sh600305,21.8,4080000.0
sh600306,4.86,0.0
sh600307,1.6,2126240.0
sh600308,6.17,2120012.0
sh600309,135.13,60580000.0
sh600310,3.98,200000.0
sh600311,1.4,118019.99999999999
sh600312,6.5,90000.0
sh600313,5.43,890000.0
sh600315,49.03,1300000.0
sh600316,47.53,18916940.0
sh600317,2.6,0.0
sh600318,8.24,600000.0
sh600319,5.26,18410.0
sh600320,3.25,250000.0
sh600321,1.95,10000.0
sh600322,2.01,401.99999999999994
sh600323,24.86,50000.0
sh600325,6.21,546480.0
sh600326,7.53,1020000.0
sh600327,3.92,48608.0
sh600328,8.6,16950000.0
sh600329,17.48,130000.0
sh600330,9.85,380000.0
sh600331,2.17,1990757.9999999998
sh600332,28.92,330000.0
sh600333,4.8,680000.0
sh600335,4.98,342624.0
sh600336,7.06,140000.0
sh600337,5.93,510000.0
sh600338,10.6,2400000.0
sh600339,2.86,2257970.0
sh600340,7.1,20190000.0
sh600343,10.97,2830000.0
sh600345,14.8,110000.0
sh600346,39.73,36030000.0
sh600348,5.05,1970000.0
sh600350,6.27,194996.99999999997
sh600351,4.86,40000.0
sh600352,18.0,14170000.0
sh600353,4.76,30000.0
sh600354,4.15,14930000.0
sh600355,2.21,180999.0
sh600356,8.06,30000.0
sh600358,3.03,18483.0
sh600359,8.06,570000.0
sh600360,6.84,420000.0
sh600361,3.81,27051.0
sh600362,29.8,140710000.0
sh600363,22.23,715806.0
sh600365,2.03,30000.0
sh600366,7.44,5200000.0
sh600367,7.48,1570000.0
sh600368,3.43,45962.0
sh600369,4.82,348486.0
sh600370,3.47,160000.0
sh600371,12.73,80000.0
sh600372,17.54,1943432.0
sh600373,10.12,353187.99999999994
sh600375,7.76,30000.0
sh600376,5.73,10887.0
sh600377,9.27,214137.0
sh600378,20.52,332424.0
sh600379,7.38,2560000.0
sh600380,12.78,764244.0
sh600381,5.54,50000.0
sh600382,6.21,1977264.0
sh600383,12.31,1120000.0
sh600385,4.4,10000.0
sh600386,3.39,90000.0
sh600387,6.06,10000.0
sh600388,8.83,181898.0
sh600389,21.35,10675.0
sh600390,6.54,535626.0
sh600391,20.9,420000.0
sh600392,24.1,92820000.0
sh600393,1.77,20000.0
sh600395,7.53,1037634.0
sh600396,2.2,20000.0
sh600397,2.51,350000.0
sh600398,6.91,179660.0
sh600399,14.68,2720000.0
sh600400,3.08,20000.0
sh600403,3.63,896246.9999999999
sh600405,5.1,370000.0
sh600406,29.12,2815904.0
sh600408,3.42,3236688.0
sh600409,14.58,2631690.0
sh600410,7.5,1612500.0
sh600415,5.3,1446900.0
sh600416,19.8,110000.0
sh600418,9.14,1560000.0
sh600419,15.82,390000.0
sh600420,8.85,194700.0
sh600421,9.94,0.0
sh600422,8.31,50000.0
sh600423,2.55,13260.0
sh600425,3.78,230000.0
sh600426,45.65,1010000.0
sh600428,4.08,636072.0
sh600429,4.39,10000.0
sh600433,5.41,270000.0
sh600435,8.14,405372.0
sh600436,324.29,25320000.0
sh600438,48.55,41762710.0
sh600439,2.58,336948.0
sh600444,8.73,4365.000000000001
