,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell
sh603076,26.18,133518.0,0.0,0.02954091,0.00492666
sz300240,8.15,57865.0,0.35,0.00101047,0.00087905
sz000893,6.02,222740.0,214.53333333333333,6.622e-05,0.0183008
sh600185,5.1,274380.0,0.0,0.02799244,0.00545718
sz002468,21.66,1401922.0,0.21666666666666667,0.01109042,0.00478388
sh601225,8.69,1202670.0,0.0,0.00258726,0.00104919
sz000966,4.18,108262.0,0.15,0.00084459,0.00222774
sz002424,10.14,640848.0,0.0,0.01633925,0.00236053
sz002305,3.21,200625.0,0.0,0.03219206,0.00215617
sh600157,2.11,2417005.0,0.0,0.05859382,0.00201653
sh603918,14.78,110850.0,4.966666666666667,0.0,0.00112328
sz300701,37.3,287210.0,0.0,0.00194555,3.75e-05
sz000403,27.89,3081455.0,0.05,0.00408417,0.00357275
sz300717,17.06,51180.0,0.0,0.00458565,0.0006067
sh600536,61.78,87140690.0,0.0,0.08501387,0.04789015
sh603477,9.18,1199826.0,186.63333333333333,0.11546339,0.73674154
sz000996,13.89,669498.0,0.15,0.00995625,0.00588855
sz002524,5.62,631688.0,0.0,0.000843,0.0001701
sh600896,5.43,68961.0,0.55,0.00233196,0.00180126
sz002606,7.82,541926.0,0.1,0.00932487,0.00437284
sh600487,20.64,1546349.0,0.0,0.11268469,0.03182403
sz300094,6.31,83923.0,0.75,0.00062753,0.00167995
sz000766,8.22,922284.0,216.91666666666666,0.09459081,1.8505187200000002
sz002791,12.94,217392.0,0.0,0.01250187,0.00045958
sh600313,2.94,76146.0,0.23333333333333334,2.36e-05,0.0041048
sh600186,2.15,460315.0,0.0,0.00020428,0.00020428
sh600196,28.39,3897947.0,0.0,0.04532627,0.01988767
sh600137,16.8,423360.0,7.3,0.01075644,0.07293945
sz000528,7.55,2241595.0,0.21666666666666667,0.02616782,0.02120382
sh600612,42.39,305208.0,4.9,0.0,0.00317925
