,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell,inst_sell
sh603076,22.59,142317.0,0.0,0.0,0.0,0.0
sz300240,7.12,17800.0,0.0,0.0,0.0,0.0
sz000893,4.22,13082.0,0.0,0.0,0.0,0.0
sh600185,4.2,42000.0,0.0,0.0,0.0,0.0
sz002468,19.41,112578.0,0.0,0.0,0.0,0.0
sh601225,8.4,186480.0,0.0,0.0,0.0,0.0
sz000966,3.65,88695.0,0.0,0.0,0.0,0.0
sz002424,8.76,241776.0,0.0,0.0,0.0,0.0
sz002305,2.97,166914.0,0.0,0.0,0.0,0.0
sh600157,1.68,2943696.0,24.066666666666666,0.59278462,1.21123707,0.21393534
sh603918,0,0,0,0,0,0
sz300701,31.15,56070.0,0.0,0.0,0.0,0.0
sz000403,0,0,0,0,0,0
sz300717,0,0,0,0,0,0
sh600536,22.28,2762720.0,0.0,0.0,0.0,0.0
sh603477,7.07,71407.0,0.0,0.0,0.0,0.0
sz000996,10.11,556050.0,0.0,0.0,0.0,0.0
sz002524,4.56,79344.0,0.0,0.0,0.0,0.0
sh600896,0,0,0,0,0,0
sz002606,6.29,1172588.0,0.0,0.0,0.0,0.0
sh600487,18.59,2795936.0,0.0,0.0,0.0,0.0
sz300094,5.81,39508.0,0.0,0.0,0.0,0.0
sz000766,6.47,30409.0,0.0,0.0,0.0,0.0
sz002791,11.05,46410.0,0.0,0.0,0.0,0.0
sh600313,2.44,556564.0,0.0,0.0,0.0,0.0
sh600186,1.78,169990.0,0.0,0.0,0.0,0.0
sh600196,24.61,2175524.0,0.0,0.0,0.0,0.0
sh600137,12.8,130560.0,0.0,0.0,0.0,0.0
sz000528,6.52,390548.0,0.0,0.0,0.0,0.0
sh600612,42.67,8534.0,0.0,0.0,0.0,0.0
sh600814,5.28,15312.0,0.0,0.0,0.0,0.0
sz000639,7.4,203500.0,0.0,0.0,0.0,0.0
sz002845,14.78,20692.0,169.55,0.08731018,0.23165226,0.01072193
sh603818,0,0,0,0,0,0
sh600520,12.52,26292.0,0.0,0.0,0.0,0.0
sz002680,1.82,223860.0,0.0,0.0,0.0,0.0
sz000564,2.7,184140.0,0.0,0.0,0.0,0.0
sh601969,4.7,4232350.0,0.0,0.0,0.0,0.0
sh603518,14.25,22800.0,0.0,0.0,0.0,0.0
sz002877,14.24,17088.0,0.0,0.0,0.0,0.0
sz002299,21.5,668650.0,0.0,0.0,0.0,0.0
sz000998,13.29,122268.0,0.0,0.0,0.0,0.0
sz300347,46.0,239200.0,0.0,0.0,0.0,0.0
sh600826,9.64,145564.0,0.0,0.0,0.0,0.0
sh601633,6.95,290510.0,0.0,0.0,0.0,0.0
sh603900,12.7,90170.0,0.0,0.0,0.0,0.0
sz300508,21.08,118048.0,0.0,0.0,0.0,0.0
sz300384,13.07,152919.0,0.0,0.0,0.0,0.0
sz002640,11.47,390726.0,0.0,0.0,0.0,0.0
sz002415,32.48,5248768.0,0.0,0.0,0.0,0.0
sh600645,16.88,295400.0,0.0,0.0,0.0,0.0
sz002469,3.98,1592.0,0.0,0.0,0.0,0.0
sz002827,14.22,46926.0,0.0,0.0,0.0,0.0
sz300636,0,0,0,0,0,0
sz000890,4.89,247923.0,0.0,0.0,0.0,0.0
sh603026,20.36,10180.0,0.0,0.0,0.0,0.0
sh600539,0,0,0,0,0,0
sz000925,6.54,355776.0,0.0,0.0,0.0,0.0
sz002459,11.0,2487100.0,0.0,0.0,0.0,0.0
