,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell,inst_sell
sh603076,23.0,89700.0,0.0,0.0,0.0,0.0
sz300240,7.24,181724.0,0.0,0.0,0.0,0.0
sz000893,6.45,3839040.0,0.0,0.0,0.0,0.0
sh600185,4.69,514962.0,0.0,0.0,0.0,0.0
sz002468,21.6,1887862.0,0.0,0.0,0.0,0.0
sh601225,8.55,1721970.0,0.0,0.0,0.0,0.0
sz000966,5.19,886971.0,0.0,0.0,0.0,0.0
sz002424,10.0,675000.0,0.0,0.0,0.0,0.0
sz002305,2.75,323400.0,0.0,0.0,0.0,0.0
sh600157,1.9,2346120.0,0.0,0.0,0.0,0.0
sh603918,12.35,32110.0,0.0,0.0,0.0,0.0
sz300701,32.22,9666.0,0.0,0.0,0.0,0.0
sz000403,28.48,148096.0,0.0,0.0,0.0,0.0
sz300717,15.56,315868.0,0.0,0.0,0.0,0.0
sh600536,42.7,16708510.0,0.0,0.0,0.0,0.0
sh603477,7.52,202288.0,0.0,0.0,0.0,0.0
sz000996,13.79,4734107.0,0.0,0.0,0.0,0.0
sz002524,4.99,219061.0,0.0,0.0,0.0,0.0
sh600896,4.8,216480.0,0.0,0.0,0.0,0.0
sz002606,6.05,316415.0,0.0,0.0,0.0,0.0
sh600487,17.44,3512416.0,0.0,0.0,0.0,0.0
sz300094,5.25,263550.0,0.0,0.0,0.0,0.0
sz000766,8.04,1994724.0,0.0,0.0,0.0,0.0
sz002791,16.07,163914.0,0.0,0.0,0.0,0.0
sh600313,2.93,2323783.0,0.0,0.0,0.0,0.0
sh600186,1.73,243584.0,0.0,0.0,0.0,0.0
sh600196,26.54,2622152.0,0.0,0.0,0.0,0.0
sh600137,14.3,52910.0,0.0,0.0,0.0,0.0
sz000528,6.75,1167075.0,0.0,0.0,0.0,0.0
sh600612,42.54,144636.0,0.0,0.0,0.0,0.0
sh600814,5.41,25941.0,0.0,0.0,0.0,0.0
sz000639,8.53,1647996.0,0.0,0.0,0.0,0.0
sz002845,16.19,487319.0,0.0,0.0,0.0,0.0
sh603818,7.7,40040.0,0.0,0.0,0.0,0.0
sh600520,12.24,119952.0,0.0,0.0,0.0,0.0
sz002680,0.0,0.0,0.0,0.0,0.0,0.0
sz000564,3.0,756000.0,0.0,0.0,0.0,0.0
sh601969,5.01,393285.0,0.0,0.0,0.0,0.0
sh603518,13.22,68744.0,0.0,0.0,0.0,0.0
sz002877,14.28,138516.0,0.0,0.0,0.0,0.0
sz002299,23.6,7080000.0,0.0,0.0,0.0,0.0
sz000998,13.17,1999206.0,0.0,0.0,0.0,0.0
sz300347,63.0,3383100.0,0.0,0.0,0.0,0.0
sh600826,10.98,489708.0,0.0,0.0,0.0,0.0
sh601633,8.16,1380672.0,0.0,0.0,0.0,0.0
sh603900,12.46,262906.0,0.0,0.0,0.0,0.0
sz300508,35.8,4492900.0,0.0,0.0,0.0,0.0
sz300384,14.4,252000.0,0.0,0.0,0.0,0.0
sz002640,9.8,1556240.0,0.0,0.0,0.0,0.0
sz002415,30.03,4777773.0,0.0,0.0,0.0,0.0
sh600645,18.17,141726.0,0.0,0.0,0.0,0.0
sz002469,4.05,85050.0,0.0,0.0,0.0,0.0
sz002827,14.15,99050.0,0.0,0.0,0.0,0.0
sz300636,18.01,59433.0,0.0,0.0,0.0,0.0
sz000890,5.5,1305150.0,0.0,0.0,0.0,0.0
sh603026,29.85,3164100.0,0.0,0.0,0.0,0.0
sh600539,6.84,1368.0,0.0,0.0,0.0,0.0
sz000925,6.64,274232.0,0.0,0.0,0.0,0.0
sz002459,11.26,341178.0,0.0,0.0,0.0,0.0
sh603388,11.18,19006.0,0.0,0.0,0.0,0.0
sz300221,6.97,2393498.0,0.0,0.0,0.0,0.0
sz000970,9.02,604340.0,0.0,0.0,0.0,0.0
sz002775,6.39,554652.0,0.0,0.0,0.0,0.0
sz300463,20.85,223095.0,0.0,0.0,0.0,0.0
sh603110,12.32,77616.0,0.0,0.0,0.0,0.0
sz000089,8.7,641190.0,0.0,0.0,0.0,0.0
sh603116,7.4,252340.0,0.0,0.0,0.0,0.0
sh603500,11.52,49536.0,0.0,0.0,0.0,0.0
sh600854,3.97,140935.0,0.0,0.0,0.0,0.0
sh600009,70.0,5698000.0,0.0,0.0,0.0,0.0
sz000936,8.59,1685358.0,0.0,0.0,0.0,0.0
sz300243,0.0,0.0,0.0,0.0,0.0,0.0
sh600962,9.01,327063.0,0.0,0.0,0.0,0.0
sh600893,23.02,750452.0,0.0,0.0,0.0,0.0
sh603556,13.82,84440.0,0.0,0.0,0.0,0.0
sz300545,23.0,616400.0,0.0,0.0,0.0,0.0
sz002037,7.6,53960.0,0.0,0.0,0.0,0.0
sh603021,5.74,133742.0,0.0,0.0,0.0,0.0
sh600619,8.91,195129.0,0.0,0.0,0.0,0.0
