,kaipan_price,kaipan_money
sh600000,10.25,2123800.0
sh600004,11.7,809640.0
sh600006,7.64,24720748.0
sh600007,19.1,3187790.0
sh600008,3.13,1239793.0
sh600009,51.2,9999360.0
sh600010,1.64,27243844.0
sh600011,4.16,435552.00000000006
sh600012,6.9,0.0
sh600015,6.35,544195.0
sh600016,4.68,1730000.0
sh600017,2.74,1466448.0000000002
sh600018,4.99,20991433.0
sh600019,7.81,3784725.9999999995
sh600020,3.39,1017.0
sh600021,6.94,703716.0000000001
sh600022,1.75,6128325.0
sh600023,3.64,2196740.0
sh600025,5.46,318318.0
sh600026,6.1,265350.0
sh600027,3.41,99231.0
sh600028,4.5,6274350.0
sh600029,6.38,397474.0
sh600030,25.06,7550578.0
sh600031,30.56,19026656.0
sh600033,2.77,125758.0
sh600035,3.02,220158.0
sh600036,56.05,29005875.0
sh600037,9.92,920576.0
sh600038,53.28,1678320.0
sh600039,7.04,614592.0
sh600048,13.38,1486518.0
sh600050,4.33,717048.0
sh600051,7.23,7230.000000000001
sh600052,3.3,0.0
sh600053,17.0,125800.0
sh600054,9.75,294450.0
sh600055,15.0,507000.0
sh600056,12.88,235704.0
sh600057,6.12,306000.0
sh600058,8.45,312649.99999999994
sh600059,14.52,5052960.0
sh600060,12.45,398400.0
sh600061,13.4,491780.0
sh600062,11.97,232218.00000000003
sh600063,4.46,650268.0
sh600064,10.2,1419840.0
sh600066,13.07,819489.0
sh600067,3.42,132354.0
sh600068,6.89,1001806.0
sh600070,7.14,160000.0
sh600071,15.25,294325.0
sh600072,11.48,130872.0
sh600073,8.82,527436.0
sh600075,7.34,637112.0
sh600076,5.03,6488700.0
sh600077,2.81,41026.0
sh600078,2.74,690000.0
sh600079,27.12,1657032.0
sh600080,6.85,372639.99999999994
sh600081,13.46,1492714.0000000002
sh600082,2.9,170000.0
sh600083,5.4,81000.0
sh600084,4.43,6633039.0
sh600085,39.81,12220000.0
sh600086,0.16,0.0
sh600088,12.19,497351.99999999994
sh600089,11.48,2496900.0
sh600090,1.44,480000.0
sh600091,2.65,392730.0
sh600093,5.93,0.0
sh600094,3.73,636338.0
sh600095,11.9,19842060.0
sh600096,10.5,5856900.0
sh600097,9.65,170000.0
sh600098,6.02,348558.0
sh600099,6.4,19840.0
sh600100,6.07,1947256.0000000002
sh600101,5.77,21926.0
sh600103,2.66,1453424.0000000002
sh600104,20.19,2012943.0
sh600105,3.53,678466.0
sh600106,2.62,108206.0
sh600107,7.14,147084.0
sh600108,2.86,2366650.0
sh600109,12.88,5700688.0
sh600110,8.58,4073784.0000000005
sh600111,22.2,33331080.0
sh600112,2.19,3881556.0
sh600113,6.19,0.0
sh600114,8.18,909616.0
sh600115,5.29,835820.0000000001
sh600116,8.51,54464.0
sh600117,3.93,359202.0
