,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell,inst_sell,cost
sz000719,7.3,145270.0,0.0,0.0,0.0,0.0,7.2544948007562535
sz300139,8.43,331299.0,0.0,0.0,0.0,0.0,8.768118265221016
sh600728,6.57,160965.0,0.0,0.0,0.0,0.0,6.4834911827227275
sz300294,0,0,0,0,0,0,0
sh601658,5.7,2340939.0,0.0,0.0,0.0,0.0,5.681589261305524
sz300801,0,0,0,0,0,0,0
sh600543,0,0,0,0,0,0,0
sz002041,16.45,1115310.0,0.0,0.0,0.0,0.0,16.42255030846575
sh600337,5.17,53768.0,0.0,0.0,0.0,0.0,5.085329329827304
sz300236,41.6,4105920.0,0.0,0.0,0.0,0.0,41.09006529374449
sz002473,5.53,1106.0,0.0,0.0,0.0,0.0,5.605702520177895
sz300873,0,0,0,0,0,0,0
sz002748,5.68,24992.0,0.0,0.0,0.0,0.0,5.729827501232134
sz002087,3.74,217294.0,0.0,0.0,0.0,0.0,3.7144055852254074
sz002112,7.45,58855.0,0.0,0.0,0.0,0.0,7.370609745032211
sz002420,4.65,96720.0,0.0,0.0,0.0,0.0,4.612957674329256
sz002830,0,0,0,0,0,0,0
sh603666,0,0,0,0,0,0,0
sz002236,25.59,3590277.0,0.0,0.0,0.0,0.0,25.52430217795015
sh600161,0,0,0,0,0,0,0
sh600458,9.06,4641438.0,0.0,0.0,0.0,0.0,8.829833867871567
sz002282,10.7,133750.0,0.0,0.0,0.0,0.0,10.619987061127432
sz002479,6.48,1063368.0,0.0,0.0,0.0,0.0,6.457632323342218
sh603515,28.2,31020.0,0.0,0.0,0.0,0.0,28.649484690452834
sh600847,0.0,0.0,0.0,0.0,0.0,0.0,8.75449279851324
sz002059,5.52,7176.0,0.0,0.0,0.0,0.0,5.52237100222619
sh600623,7.72,1031392.0,0.0,0.0,0.0,0.0,7.689837391215696
sh603355,34.6,363300.0,0.0,0.0,0.0,0.0,35.17231126498902
sz002128,10.13,1602566.0,0.0,0.0,0.0,0.0,10.27100558232318
sh600706,7.3,262800.0,0.0,0.0,0.0,0.0,7.250588005762997
sh603131,19.55,31280.0,1.65,0.09482891,0.23934607,0.05016562,20.798157743019
sz002760,0,0,0,0,0,0,0
sz300260,14.15,421670.0,0.0,0.0,0.0,0.0,13.917726345320071
sz002522,0,0,0,0,0,0,0
sh603823,17.16,17160.0,0.0,0.0,0.0,0.0,17.1405911167373
sz300130,10.04,95380.0,0.0,0.0,0.0,0.0,9.889602722651285
sz002645,12.46,1378076.0,0.0,0.0,0.0,0.0,12.539831961677955
sz000633,6.8,310080.0,0.0,0.0,0.0,0.0,6.981984791832481
sh603676,0.0,0.0,0.0,0.0,0.0,0.0,8.118284755074011
sz002853,27.0,64800.0,0.0,0.0,0.0,0.0,26.921828612776515
