,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell,inst_sell,cost
sz000719,7.09,391368.0,0.0,0.0,0.0,0.0,7.082840208079519
sz300139,9.0,1023300.0,0.0,0.0,0.0,0.0,9.034357238243441
sh600728,6.95,442020.0,0.0,0.0,0.0,0.0,6.944351384041192
sz300294,26.93,1680432.0,0.0,0.0,0.0,0.0,26.68565740991817
sh601658,6.03,26246781.0,0.0,0.0,0.0,0.0,6.0613901948754245
sz300801,21.1,443100.0,0.0,0.0,0.0,0.0,22.30588565763384
sh600543,6.9,558210.0,0.0,0.0,0.0,0.0,6.85603006833713
sz002041,18.4,1003334.0,0.0,0.0,0.0,0.0,19.07905990160998
sh600337,6.11,2668848.0,0.0,0.0,0.0,0.0,5.910551835568855
sz300236,0,0,0,0,0,0,0
sz002473,0.0,0.0,0.0,0.0,0.0,0.0,4.573429126752742
sz300873,45.39,603687.0,0.0,0.0,0.0,0.0,46.65349393762906
sz002748,0,0,0,0,0,0,0
sz002087,3.52,416416.0,0.0,0.0,0.0,0.0,3.6152167539383306
sz002112,6.84,36252.0,0.0,0.0,0.0,0.0,6.859264202745512
sz002420,0,0,0,0,0,0,0
sz002830,8.9,97010.0,0.0,0.0,0.0,0.0,9.152689278365145
sh603666,80.3,698610.0,0.0,0.0,0.0,0.0,79.78426917794782
sz002236,20.85,9672315.0,0.0,0.0,0.0,0.0,20.97653956544807
sh600161,0,0,0,0,0,0,0
sh600458,7.63,220507.0,0.0,0.0,0.0,0.0,7.787018318057808
sz002282,10.24,62464.0,0.0,0.0,0.0,0.0,10.235813924677899
sz002479,0,0,0,0,0,0,0
sh603515,31.6,448720.0,0.0,0.0,0.0,0.0,32.23797502675704
sh600847,8.35,108550.0,0.0,0.0,0.0,0.0,8.44055173748911
sz002059,5.25,295050.0,0.0,0.0,0.0,0.0,5.349758030579324
sh600623,7.78,3077768.0,0.0,0.0,0.0,0.0,7.454815023711361
sh603355,27.76,230408.0,0.0,0.0,0.0,0.0,27.0078044630587
sz002128,9.68,7341312.0,0.0,0.0,0.0,0.0,9.918588559681524
sh600706,6.57,129429.0,0.0,0.0,0.0,0.0,6.672857400180125
sh603131,0,0,0,0,0,0,0
sz002760,0,0,0,0,0,0,0
sz300260,13.71,220731.0,0.0,0.0,0.0,0.0,14.342356719083003
sz002522,6.06,198768.0,0.0,0.0,0.0,0.0,6.117265165814956
sh603823,14.62,61404.0,0.0,0.0,0.0,0.0,14.64769510883059
sz300130,9.53,139138.0,0.0,0.0,0.0,0.0,9.622909525245262
sz002645,10.7,1614630.0,0.0,0.0,0.0,0.0,10.98998023474887
sz000633,6.44,664608.0,0.0,0.0,0.0,0.0,6.340876400052708
sh603676,7.75,46500.0,0.0,0.0,0.0,0.0,7.762440286985741
sz002853,23.8,202300.0,0.0,0.0,0.0,0.0,23.935213897604655
sz002700,3.51,2106.0,0.0,0.0,0.0,0.0,3.521363119247079
sz300826,0,0,0,0,0,0,0
sz300719,15.21,727038.0,0.0,0.0,0.0,0.0,15.488229077208631
sz300105,3.83,19150.0,0.0,0.0,0.0,0.0,4.005165224073774
sz300404,0,0,0,0,0,0,0
sh600081,11.76,278712.0,0.0,0.0,0.0,0.0,11.881431032876968
sz002908,13.08,27468.0,0.0,0.0,0.0,0.0,13.313768239732365
sz300632,13.65,223860.0,0.0,0.0,0.0,0.0,13.70845118114435
sh601882,0,0,0,0,0,0,0
sz000848,6.36,268392.0,0.0,0.0,0.0,0.0,6.355373175182481
sh603569,6.84,160056.0,0.0,0.0,0.0,0.0,6.886008100445525
sz002166,7.74,162540.0,0.0,0.0,0.0,0.0,7.713582149774049
sz002017,10.46,3749910.0,206.96666666666667,0.57066759,0.4734174,0.01046052,11.490280811779645
sz002089,1.73,191338.0,0.0,0.0,0.0,0.0,1.7634533353590125
sh600152,6.63,27183.0,0.0,0.0,0.0,0.0,6.689034039615527
sz300050,0,0,0,0,0,0,0
sz300367,0,0,0,0,0,0,0
sh600252,2.81,424310.0,0.0,0.0,0.0,0.0,2.83348568624635
sz003004,0,0,0,0,0,0,0
sh603256,10.48,4613296.0,0.0,0.0,0.0,0.0,10.80613636534373
sz300527,8.2,496920.0,0.0,0.0,0.0,0.0,8.234154742225437
sh601038,9.6,8658240.0,188.25,0.04728406,0.70987818,0.1574982,10.008785774551106
sz300604,36.02,2769938.0,0.0,0.0,0.0,0.0,36.42678880238529
sh600107,7.84,8624.0,0.0,0.0,0.0,0.0,7.945940860215054
sz300111,2.78,575738.0,0.0,0.0,0.0,0.0,2.86897532157616
sh603466,21.46,184556.0,0.0,0.0,0.0,0.0,21.185753192929035
sh600188,9.61,2108434.0,0.0,0.0,0.0,0.0,9.705064293109784
sz002903,0,0,0,0,0,0,0
sz002062,3.94,433400.0,0.0,0.0,0.0,0.0,3.9400891952659802
sz002012,6.05,477950.0,0.0,0.0,0.0,0.0,6.174382451513653
sz002149,15.52,4527184.0,0.0,0.0,0.0,0.0,16.07345834580362
sz300830,10.42,20840.0,0.0,0.0,0.0,0.0,10.533906239275172
sz001896,5.69,2638453.0,0.0,0.0,0.0,0.0,5.848573864841708
sz002045,8.82,164934.0,0.0,0.0,0.0,0.0,8.904285257889319
sz002610,0,0,0,0,0,0,0
sz002801,0,0,0,0,0,0,0
sz000533,2.85,88065.0,0.0,0.0,0.0,0.0,2.878207960039411
sz002155,8.3,4256240.0,0.0,0.0,0.0,0.0,8.424091824991587
sh600084,2.39,26290.0,0.0,0.0,0.0,0.0,2.3900634219340127
sz002728,0.0,0.0,0.0,0.0,0.0,0.0,10.50924519456165
sh603767,0,0,0,0,0,0,0
sh600121,4.7,2317570.0,0.0,0.0,0.0,0.0,4.505520497099239
sh600746,11.32,23855768.0,0.0,0.0,0.0,0.0,11.675002301275786
sz000006,5.29,1407140.0,0.0,0.0,0.0,0.0,5.211416394201204
