,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell,inst_sell
sh603076,24.12,2412.0,0.0,0.0,0.0,0.0
sz300240,7.8,30420.0,0.0,0.0,0.0,0.0
sz000893,7.69,7690.0,0.0,0.0,0.0,0.0
sh600185,4.78,459315.0,0.0,0.0,0.0,0.0
sz002468,24.59,791798.0,0.0,0.0,0.0,0.0
sh601225,8.82,449820.0,0.0,0.0,0.0,0.0
sz000966,5.68,528609.0,0.0,0.0,0.0,0.0
sz002424,10.59,16944.0,0.0,0.0,0.0,0.0
sz002305,2.64,110352.0,0.0,0.0,0.0,0.0
sh600157,1.73,5265255.0,0.0,0.0,0.0,0.0
sh603918,11.08,75344.0,0.0,0.0,0.0,0.0
sz300701,36.69,102732.0,0.0,0.0,0.0,0.0
sz000403,25.73,10292.0,0.0,0.0,0.0,0.0
sz300717,15.82,33222.0,0.0,0.0,0.0,0.0
sh600536,56.47,4613599.0,0.0,0.0,0.0,0.0
sh603477,0,0,0,0,0,0
sz000996,13.14,1892160.0,0.0,0.0,0.0,0.0
sz002524,5.23,91002.0,0.0,0.0,0.0,0.0
sh600896,5.04,114912.0,0.0,0.0,0.0,0.0
sz002606,6.1,548390.0,0.0,0.0,0.0,0.0
sh600487,0,0,0,0,0,0
sz300094,4.64,142448.0,0.0,0.0,0.0,0.0
sz000766,6.83,1145391.0,0.0,0.0,0.0,0.0
sz002791,15.44,1544.0,0.0,0.0,0.0,0.0
sh600313,4.42,5409638.0,8.683333333333334,1.28325374,1.20253616,0.10002125
sh600186,1.39,110470.0,0.0,0.0,0.0,0.0
sh600196,23.55,584040.0,0.0,0.0,0.0,0.0
sh600137,0,0,0,0,0,0
sz000528,6.69,133131.0,0.0,0.0,0.0,0.0
sh600612,43.35,255765.0,0.0,0.0,0.0,0.0
sh600814,5.27,20553.0,0.0,0.0,0.0,0.0
sz000639,8.05,77280.0,0.0,0.0,0.0,0.0
sz002845,16.68,86736.0,0.0,0.0,0.0,0.0
sh603818,0,0,0,0,0,0
sh600520,13.58,1663550.0,0.0,0.0,0.0,0.0
sz002680,0,0,0,0,0,0
sz000564,2.65,476205.0,0.0,0.0,0.0,0.0
sh601969,5.92,1265104.0,0.0,0.0,0.0,0.0
sh603518,0,0,0,0,0,0
sz002877,9.45,85239.0,0.0,0.0,0.0,0.0
sz002299,25.1,542160.0,0.0,0.0,0.0,0.0
sz000998,15.8,3141040.0,0.0,0.0,0.0,0.0
sz300347,62.09,552601.0,0.0,0.0,0.0,0.0
sh600826,10.71,69615.0,0.0,0.0,0.0,0.0
sh601633,8.63,850918.0,0.0,0.0,0.0,0.0
sh603900,12.1,39930.0,0.0,0.0,0.0,0.0
sz300508,37.38,104664.0,0.0,0.0,0.0,0.0
sz300384,17.7,791190.0,0.0,0.0,0.0,0.0
sz002640,8.9,519760.0,0.0,0.0,0.0,0.0
sz002415,25.55,5324722.0,0.0,0.0,0.0,0.0
sh600645,18.09,94068.0,0.0,0.0,0.0,0.0
sz002469,4.39,24145.0,0.0,0.0,0.0,0.0
sz002827,15.74,1001064.0,0.0,0.0,0.0,0.0
sz300636,19.96,51896.0,0.0,0.0,0.0,0.0
sz000890,5.9,371700.0,0.0,0.0,0.0,0.0
sh603026,37.11,1369359.0,0.0,0.0,0.0,0.0
sh600539,0,0,0,0,0,0
sz000925,6.82,9548.0,0.0,0.0,0.0,0.0
sz002459,12.73,486286.0,0.0,0.0,0.0,0.0
sh603388,11.03,143390.0,58.85,0.07323093,0.20022221,0.0396175
sz300221,6.77,103581.0,0.0,0.0,0.0,0.0
sz000970,13.0,4896229.0,0.0,0.0,0.0,0.0
sz002775,6.15,6765.0,0.0,0.0,0.0,0.0
sz300463,23.4,11700.0,0.0,0.0,0.0,0.0
sh603110,16.24,634984.0,0.0,0.0,0.0,0.0
sz000089,8.38,202796.0,0.0,0.0,0.0,0.0
sh603116,0,0,0,0,0,0
sh603500,12.35,43225.0,0.0,0.0,0.0,0.0
sh600854,3.89,64963.0,0.0,0.0,0.0,0.0
sh600009,73.93,4351298.0,0.0,0.0,0.0,0.0
sz000936,9.35,901340.0,0.0,0.0,0.0,0.0
sz300243,7.92,17424.0,0.0,0.0,0.0,0.0
sh600962,9.25,89725.0,0.0,0.0,0.0,0.0
sh600893,22.37,255018.0,0.0,0.0,0.0,0.0
sh603556,0,0,0,0,0,0
sz300545,24.12,57888.0,0.0,0.0,0.0,0.0
sz002037,0,0,0,0,0,0
sh603021,6.34,374060.0,0.0,0.0,0.0,0.0
