,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell,inst_sell
sh603076,23.98,16786.0,0.0,0.0,0.0,0.0
sz300240,8.5,3455250.0,235.33333333333334,0.02524855,1.05615265,0.41284394
sz000893,7.71,749412.0,0.0,0.0,0.0,0.0
sh600185,4.54,177060.0,0.0,0.0,0.0,0.0
sz002468,25.42,5300070.0,0.0,0.0,0.0,0.0
sh601225,8.72,314792.0,0.0,0.0,0.0,0.0
sz000966,5.27,1199452.0,0.0,0.0,0.0,0.0
sz002424,10.55,301730.0,0.0,0.0,0.0,0.0
sz002305,2.7,42390.0,0.0,0.0,0.0,0.0
sh600157,1.84,1869992.0,0.0,0.0,0.0,0.0
sh603918,0,0,0,0,0,0
sz300701,35.1,235170.0,0.0,0.0,0.0,0.0
sz000403,26.14,211734.0,0.0,0.0,0.0,0.0
sz300717,15.84,49104.0,0.0,0.0,0.0,0.0
sh600536,58.76,9854052.0,0.0,0.0,0.0,0.0
sh603477,7.63,12208.0,0.0,0.0,0.0,0.0
sz000996,13.43,1418208.0,0.0,0.0,0.0,0.0
sz002524,5.34,33108.0,0.0,0.0,0.0,0.0
sh600896,5.51,607753.0,0.0,0.0,0.0,0.0
sz002606,5.55,203130.0,0.0,0.0,0.0,0.0
sh600487,0,0,0,0,0,0
sz300094,4.72,216648.0,0.0,0.0,0.0,0.0
sz000766,7.36,239936.0,0.0,0.0,0.0,0.0
sz002791,17.77,97735.0,0.0,0.0,0.0,0.0
sh600313,4.09,7281018.0,0.0,0.0,0.0,0.0
sh600186,1.42,29962.0,0.0,0.0,0.0,0.0
sh600196,24.8,2948720.0,0.0,0.0,0.0,0.0
sh600137,14.32,197616.0,0.0,0.0,0.0,0.0
sz000528,6.57,819936.0,0.0,0.0,0.0,0.0
sh600612,41.92,1027040.0,0.0,0.0,0.0,0.0
sh600814,5.25,163800.0,0.0,0.0,0.0,0.0
sz000639,8.15,168705.0,0.0,0.0,0.0,0.0
sz002845,16.46,85592.0,0.0,0.0,0.0,0.0
sh603818,7.18,37336.0,0.0,0.0,0.0,0.0
sh600520,15.87,5646546.0,0.0,0.0,0.0,0.0
sz002680,0,0,0,0,0,0
sz000564,2.7,391230.0,0.0,0.0,0.0,0.0
sh601969,5.5,322850.0,0.0,0.0,0.0,0.0
sh603518,9.45,38745.0,0.0,0.0,0.0,0.0
sz002877,10.03,869601.0,0.0,0.0,0.0,0.0
sz002299,27.01,22445310.0,0.0,0.0,0.0,0.0
sz000998,15.13,7958183.0,0.0,0.0,0.0,0.0
sz300347,66.53,325997.0,0.0,0.0,0.0,0.0
sh600826,10.72,49312.0,0.0,0.0,0.0,0.0
sh601633,8.54,2435053.0,0.0,0.0,0.0,0.0
sh603900,0,0,0,0,0,0
sz300508,38.02,1855376.0,0.0,0.0,0.0,0.0
sz300384,0,0,0,0,0,0
sz002640,8.49,702972.0,0.0,0.0,0.0,0.0
sz002415,24.9,10156511.0,0.0,0.0,0.0,0.0
sh600645,17.91,21492.0,0.0,0.0,0.0,0.0
sz002469,4.2,108780.0,0.0,0.0,0.0,0.0
sz002827,15.03,9018.0,0.0,0.0,0.0,0.0
sz300636,19.11,177723.0,0.0,0.0,0.0,0.0
sz000890,6.02,609224.0,0.0,0.0,0.0,0.0
sh603026,35.21,746452.0,0.0,0.0,0.0,0.0
sh600539,0,0,0,0,0,0
sz000925,6.89,32383.0,0.0,0.0,0.0,0.0
sz002459,12.0,51600.0,0.0,0.0,0.0,0.0
sh603388,10.38,13494.0,0.0,0.0,0.0,0.0
sz300221,6.92,191684.0,0.0,0.0,0.0,0.0
sz000970,12.95,51597980.0,0.0,0.0,0.0,0.0
sz002775,6.36,11448.0,0.0,0.0,0.0,0.0
sz300463,22.69,111181.0,0.0,0.0,0.0,0.0
