,kaipan_price,kaipan_money,sell_amount,zhangting_min
sz000949,3.38,43602.0,0.0,0.0
sz002030,13.55,1541990.0,0.0,0.0
sh603688,16.3,986150.0,0.0,0.0
sz000912,5.69,137129.0,0.0,0.0
sz300523,56.0,1444800.0,0.0,0.0
sh600074,1.31,323963.0,0.0,0.0
sz002295,8.32,285376.0,0.0,0.0
sh600076,5.19,712068.0,0.0,0.0
sz300590,41.95,1648635.0,0.0,0.0
sz300707,17.9,69810.0,0.0,0.0
sz300325,4.74,19503678.0,0.0,0.0
sz300150,5.73,660096.0,0.0,0.0
sh603315,15.4,463540.0,0.0,0.0
sh600738,7.93,873886.0,0.0,0.0
sz002303,5.4,358020.0,0.0,0.0
sh600787,6.26,430688.0,0.0,0.0
sz002505,2.56,3356416.0,0.0,0.0
sh600121,3.63,507111.0,0.0,0.0
sz300109,20.5,694950.0,0.0,0.0
sh600767,5.35,46010.0,0.0,0.0
sh600057,5.03,246973.0,0.0,0.0
sz002532,0.0,0.0,0.0,0.0
sz300155,6.14,789604.0,0.0,0.0
sz002452,5.4,11215800.0,0.0,0.0
sh600184,12.52,703624.0,0.0,0.0
sz300588,16.5,567600.0,0.0,0.0
sz002226,7.4,3182000.0,0.0,0.0
sh600246,4.28,44084.0,0.0,0.0
sz002438,7.17,26529.0,0.0,0.0
sh603619,18.08,213344.0,0.0,0.0
sz300540,0,0,0,0
sz002002,4.82,541768.0,0.0,0.0
sz002745,14.85,620730.0,0.0,0.0
sh603826,17.59,105540.0,0.0,0.0
sz300175,7.8,5140200.0,0.0,0.0
sz300174,14.24,156640.0,0.0,0.0
sh603001,12.13,185589.0,0.0,0.0
sh603528,8.18,489982.0,0.0,0.0
sz300686,14.61,395931.0,0.0,0.0
sz000062,21.6,153360.0,0.0,0.0
sz300070,10.02,1744482.0,0.0,0.0
sz000862,7.85,9095481.0,0.0,0.0
sz002696,9.5,45600.0,0.0,0.0
sh603869,21.29,770698.0,0.0,0.0
sz300485,12.37,682824.0,0.0,0.0
sz000752,7.9,629630.0,0.0,0.0
sh600818,15.99,20201766.0,0.54482727,244.7
sh600052,3.76,206424.0,0.0,0.0
sh600747,1.59,164883.0,0.0,0.0
sz002454,5.46,337428.0,0.0,0.0
sz300038,13.88,2277708.0,0.0,0.0
sz000780,3.77,408706.0,0.0,0.0
sh600027,4.69,990528.0,0.0,0.0
sh600857,9.97,318043.0,0.0,0.0
sh600098,6.34,71008.0,0.0,0.0
sz300642,44.91,732033.0,0.0,0.0
sz300498,45.38,59169893.0,0.0,0.0
sz000698,4.46,144950.0,0.0,0.0
sz000837,5.16,217236.0,0.0,0.0
sz300204,13.3,114380.0,0.0,0.0
sz000559,7.41,274911.0,0.0,0.0
sz300098,10.6,3763551.0,0.0,0.0
sz002891,42.8,115560.0,0.0,0.0
sz002430,12.19,377890.0,0.0,0.0
sz002341,11.87,1824419.0,0.0,0.0
sh600461,6.05,340010.0,0.0,0.0
sz002443,7.14,454818.0,0.0,0.0
sz300273,6.54,849546.0,0.0,0.0
sz300048,3.27,1800462.0,0.0,0.0
sh600022,2.01,5146525.0,0.0,0.0
sz000021,8.74,1737512.0,0.0,0.0
sz000760,3.74,427108.0,0.0,0.0
sz300039,5.08,323596.0,0.0,0.0
sz300178,10.65,673080.0,0.0,0.0
sz002414,28.99,4722210.0,0.0,0.0
sz000608,6.07,77696.0,0.0,0.0
sz002613,3.48,170172.0,0.0,0.0
sz002345,5.33,463497.0,0.0,0.0
sh600221,2.33,2617289.0,0.0,0.0
sh600694,30.65,579285.0,0.0,0.0
sh603709,29.7,196020.0,0.0,0.0
sz002928,21.26,2953014.0,0.0,0.0
sz300670,18.79,5103364.0,0.0,0.0
sz002021,3.57,555135.0,0.0,0.0
sz300432,7.27,139584.0,0.0,0.0
sz000955,5.27,939641.0,0.0,0.0
sz000531,7.73,1085292.0,0.0,0.0
sh600862,8.45,2561195.0,1.4942456,171.43333333333334
sz002755,15.92,704778.0,0.0,0.0
sh600251,5.97,41790.0,0.0,0.0
sh600850,22.8,1689480.0,0.0,0.0
sh600660,24.24,329664.0,0.0,0.0
sz300720,29.45,412300.0,0.0,0.0
sh601186,11.17,3330928.0,0.0,0.0
sz000606,8.92,1562784.0,0.0,0.0
sz002461,5.7,132240.0,0.0,0.0
sz300033,93.0,26560800.0,0.0,0.0
sz000988,17.5,11761750.0,0.0,0.0
sz000586,11.93,529692.0,0.0,0.0
sz300749,37.55,3146690.0,0.0,0.0
sh603648,13.78,1776242.0,0.0,0.0
sz002614,19.3,1096240.0,0.0,0.0
sh600663,18.0,2114946.0,0.0,0.0
sz000558,4.73,2770361.0,0.44618090000000005,7.083333333333333
sh601028,5.76,497088.0,0.0,0.0
sz000692,3.59,138574.0,0.0,0.0
sh601598,6.88,7719360.0,0.0,0.0
sh601800,12.25,1679377.0,0.0,0.0
sh600392,11.65,7083375.0,0.0,0.0
sh600345,0.0,0.0,0.0,0.0
sz002316,9.78,417606.0,0.0,0.0
sh600491,7.75,1373300.0,0.0,0.0
sh600820,7.48,566236.0,0.0,0.0
sz002289,8.15,311330.0,0.0,0.0
sh603117,4.58,531738.0,0.0,0.0
sh600701,2.69,266041.0,0.0,0.0
sz300637,34.69,1113549.0,0.0,0.0
sz002062,4.53,273159.0,0.0,0.0
sz002131,2.55,32882250.0,0.0,0.0
sh601890,7.3,5832700.0,0.0,0.0
sh603283,21.78,215622.0,0.0,0.0
sz000037,10.23,841929.0,0.02506734,0.8
sh600543,7.13,467728.0,0.0,0.0
sz002647,15.0,486000.0,0.0,0.0
sz300630,64.38,598734.0,0.0,0.0
sh600070,8.67,556614.0,0.0,0.0
sz300589,14.0,1235416.0,0.0,0.0
sz300669,20.5,377200.0,0.0,0.0
sz002757,35.36,148512.0,0.0,0.0
sh603737,0,0,0,0
sh603799,38.19,5375624.0,0.0,0.0
sz002348,4.1,528080.0,0.0,0.0
sh600425,5.15,4305400.0,0.0,0.0
sh600705,5.88,1536444.0,0.0,0.0
sz000761,4.11,554439.0,0.0,0.0
sz002807,6.48,1126872.0,0.0,0.0
sz002404,0,0,0,0
sz002048,13.0,702000.0,0.0,0.0
sh600571,11.6,2156440.0,0.0,0.0
sz000928,5.39,1026256.0,0.0,0.0
sz300335,7.64,747192.0,0.0,0.0
sh600356,9.03,1229886.0,0.0,0.0
sz000551,7.32,322080.0,0.0,0.0
sz000428,3.26,158762.0,0.0,0.0
sz300302,11.15,1055905.0,0.0,0.0
sh600323,16.23,973800.0,0.0,0.0
sh600727,7.0,3772300.0,0.0,0.0
sh600831,9.9,24125310.0,0.0,0.0
sh601717,6.22,535542.0,0.0,0.0
sz000498,5.96,694936.0,0.0,0.0
sh600681,13.87,517351.0,0.0,0.0
sz002866,14.17,327327.0,0.0,0.0
sh600525,7.33,4831203.0,0.0,0.0
sz300723,33.63,4099497.0,0.0,0.0
sh603993,4.84,2378376.0,0.0,0.0
sh600079,11.55,538230.0,0.0,0.0
sz300600,26.0,306800.0,0.0,0.0
sz002818,25.81,1331796.0,0.0,0.0
sh603288,73.55,3339391.0,0.0,0.0
sz002114,8.82,2066526.0,0.0,0.0
sh603659,54.19,1869555.0,0.0,0.0
sz000622,7.8,1629420.0,0.0,0.0
sh600992,8.78,212476.0,0.0,0.0
sz300272,8.88,249350.0,0.0,0.0
sh603890,14.39,699354.0,0.0,0.0
sz002112,8.71,3538873.0,0.0,0.0
sz002900,14.12,125668.0,0.0,0.0
sh603883,64.33,192990.0,0.0,0.0
sz000902,10.72,1032336.0,0.0,0.0
sh600318,9.4,427700.0,0.0,0.0
sh600822,11.13,203679.0,0.0,0.0
sh600721,7.29,151632.0,0.0,0.0
sz300213,9.44,8274160.0,0.7452424,1.3
sz300084,6.52,248412.0,0.0,0.0
sz300076,6.0,983400.0,0.0,0.0
sh603002,4.56,246012.0,0.0,0.0
sh600290,6.5,40812850.0,2.4655104,76.08333333333334
sh603266,20.6,35020.0,0.0,0.0
sh603990,51.4,123360.0,0.0,0.0
sh600063,3.48,2930856.0,0.0,0.0
sh600960,4.34,638848.0,0.0,0.0
sz002240,9.71,396168.0,0.0,0.0
sh600416,7.63,688226.0,0.0,0.0
sh600130,5.0,4253000.0,0.0,0.0
sz300165,5.31,311697.0,0.0,0.0
sz300002,5.39,1813492.0,0.0,0.0
sz300237,4.76,572628.0,0.0,0.0
sz002036,13.72,379578.0,0.0,0.0
sh600908,6.67,422878.0,0.0,0.0
sh600358,4.66,231602.0,0.0,0.0
sz300702,29.96,2273964.0,0.0,0.0
sh600257,6.1,1992260.0,0.0,0.0
sz002234,41.66,14406486.0,0.0,0.0
sz002120,37.9,75800.0,0.0,0.0
sz002587,7.09,336775.0,0.0,0.0
sz002796,49.65,461745.0,0.0,0.0
sz002776,23.85,922995.0,0.0,0.0
sz002251,9.56,155828.0,0.0,0.0
sz002359,12.41,3502102.0,0.0,0.0
sh600250,8.99,1735070.0,0.0,0.0
sz300265,10.12,3784880.0,0.0,0.0
sz000959,4.41,256221.0,0.0,0.0
sh603703,11.99,86328.0,0.0,0.0
sz300395,20.15,701220.0,0.0,0.0
sh601226,4.94,1060618.0,0.0,0.0
sh600830,6.42,492613.0,0.0,0.0
sz002060,3.46,379908.0,0.0,0.0
sh600178,5.67,83916.0,0.0,0.0
sz002594,51.78,4566996.0,0.0,0.0
sz002104,8.1,836730.0,0.0,0.0
sh600516,22.32,3768464.0,0.0,0.0
sz002309,9.51,601032.0,0.0,0.0
sz300584,30.28,127176.0,0.0,0.0
sz300031,16.69,5117154.0,0.0,0.0
sz002024,12.29,2944684.0,0.0,0.0
sh601618,3.66,3165534.0,0.0,0.0
sz300176,49.69,2802516.0,0.0,0.0
sh603790,23.79,806481.0,0.0,0.0
sz002769,12.17,1045403.0,0.0,0.0
sz300359,7.88,1542904.0,0.0,0.0
sh600328,8.34,381972.0,0.0,0.0
sh600410,9.3,7840830.0,0.0,0.0
sz300571,63.01,396963.0,0.0,0.0
sz002369,10.86,3080037.0,0.0,0.0
sh600502,4.43,547548.0,0.0,0.0
sh603701,13.63,325757.0,0.0,0.0
sz002709,34.13,252562.0,0.0,0.0
sh601002,7.22,429590.0,0.0,0.0
sh600658,6.36,491628.0,0.5470884399999999,169.43333333333334
sh603773,52.9,253920.0,0.0,0.0
sz000593,7.05,490680.0,0.0,0.0
sh600640,14.78,3919656.0,0.0,0.0
sz002261,6.18,1279260.0,0.0,0.0
sz002630,4.23,1677618.0,0.0,0.0
sz300267,4.32,592704.0,0.0,0.0
sh603589,45.45,199980.0,0.0,0.0
sz002191,10.43,809368.0,0.0,0.0
sz002597,18.32,4147648.0,0.0,0.0
sh603520,30.95,823270.0,0.0,0.0
sh600478,5.44,501568.0,0.0,0.0
sh600566,36.41,824796.0,0.0,0.0
sz300725,86.4,5516640.0,0.0,0.0
sz300261,5.75,315675.0,0.0,0.0
sh603567,13.56,92208.0,0.0,0.0
sz300445,12.82,73074.0,0.0,0.0
sh600863,2.96,835543.0,0.0,0.0
sh601137,9.91,855233.0,0.0,0.0
sh603260,56.34,580302.0,0.0,0.0
sh600691,2.91,541260.0,0.0,0.0
sz300101,14.18,3825764.0,0.0,0.0
sh600295,9.14,224844.0,0.0,0.0
sh601985,6.19,1326517.0,0.0,0.0
sz000833,5.8,343360.0,0.0,0.0
sz000560,5.72,312884.0,0.0,0.0
sz300718,17.5,140000.0,0.0,0.0
sh600419,16.82,40368.0,0.0,0.0
sz300077,10.8,8023320.0,0.0,0.0
sh603121,32.25,628875.0,0.0,0.0
sz000599,4.55,56875.0,0.0,0.0
sz300022,4.75,645525.0,0.0,0.0
sh603351,62.89,1880411.0,0.0,0.0
sz002714,56.0,13126400.0,0.0,0.0
sz300761,95.5,14198176.0,0.0,0.0
sz300223,31.88,3106068.0,0.0,0.0
sh600998,16.26,182112.0,0.0,0.0
sh600289,2.89,470781.0,0.0,0.0
sz300191,18.5,2871200.0,0.0,0.0
sh600997,6.64,563736.0,0.0,0.0
sh603876,21.8,307380.0,0.0,0.0
sz300360,11.03,19862339.0,0.0,0.0
sz000401,15.6,1901640.0,0.0,0.0
sz002848,16.66,1259496.0,0.0,0.0
sz300409,19.65,1941852.0,0.0,0.0
sh601139,6.12,89352.0,0.0,0.0
sh600203,6.36,499896.0,0.0,0.0
sz000416,5.38,776334.0,0.0,0.0
sh600804,12.07,2989739.0,0.0,0.0
sh600977,16.96,1107488.0,0.0,0.0
sz002872,10.7,2101480.0,0.0,0.0
sz300308,59.95,6780345.0,0.0,0.0
sz002506,5.47,2830194.0,0.0,0.0
sz000031,6.03,1432125.0,0.0,0.0
sz002568,0,0,0,0
sz002204,3.88,72556.0,0.0,0.0
sz000708,11.26,568630.0,0.0,0.0
sh601808,9.71,249547.0,0.0,0.0
sz002194,11.95,501900.0,0.0,0.0
sh600696,6.0,201600.0,0.0,0.0
sh603607,21.35,269010.0,0.0,0.0
sz002180,32.0,1849600.0,0.0,0.0
sz002167,7.7,578270.0,0.0,0.0
sz300697,13.15,96521.0,0.0,0.0
sz000540,4.83,1257008.0,0.0,0.0
sz300065,15.12,870912.0,0.0,0.0
sz002450,6.91,19435757.0,0.0,0.0
sh600307,2.43,911493.0,0.0,0.0
sh600550,5.03,4930406.0,0.0,0.0
sz300560,22.73,356861.0,0.0,0.0
sz002105,5.04,461664.0,0.0,0.0
sz002589,8.4,1596840.0,0.0,0.0
sh600197,17.29,5823272.0,0.0,0.0
sz000826,12.63,2152152.0,0.0,0.0
sz000572,2.8,776720.0,0.0,0.0
sh600099,7.07,50904.0,0.0,0.0
sz002476,6.15,324105.0,0.0,0.0
sz002628,5.54,1741222.0,1.47580363,10.666666666666666
sh603706,26.92,331116.0,0.0,0.0
sz002595,20.2,141400.0,0.0,0.0
sh603725,12.51,231435.0,0.0,0.0
sz300061,9.35,224400.0,0.1943403,3.6166666666666667
sh600712,4.72,32568.0,0.0,0.0
sh603718,13.73,738674.0,0.0,0.0
sh600072,0.0,0.0,0.0,0.0
sz002078,7.13,2256645.0,0.0,0.0
sh600125,8.24,758080.0,0.0,0.0
sh600340,29.2,2044000.0,0.0,0.0
sz300446,29.35,1165195.0,0.0,0.0
sz002559,8.62,123266.0,0.0,0.0
sz000407,4.69,1088080.0,0.0,0.0
sh600008,4.25,1757800.0,0.0,0.0
sh603299,6.76,175084.0,0.0,0.0
sz002790,12.28,3684.0,0.0,0.0
sz002936,6.42,2627706.0,0.0,0.0
sh600886,8.3,1056590.0,0.0,0.0
sz300402,10.07,33231.0,0.0,0.0
sz002247,5.56,1174828.0,0.0,0.0
sz002554,3.29,1150513.0,0.0,0.0
sz002101,9.3,136710.0,0.0,0.0
sh600724,4.09,258488.0,0.0,0.0
sz000909,9.31,1295542.0,0.0,0.0
sh600501,8.53,999716.0,0.0,0.0
sz002588,5.2,283920.0,0.0,0.0
sh600737,9.31,828348.0,0.0,0.0
sh603629,46.24,4508400.0,0.0,0.0
sh600981,5.25,1109325.0,0.0,0.0
sh600337,5.15,1675295.0,0.0,0.0
sh603708,22.83,136980.0,0.0,0.0
sz002051,14.28,1219512.0,0.0,0.0
sh600279,0.0,0.0,0.0,0.0
sz002518,11.98,371380.0,0.0,0.0
sz002338,15.32,433556.0,0.0,0.0
sz002216,7.78,321314.0,0.0,0.0
sz002166,7.84,248528.0,0.0,0.0
sz300389,18.4,189520.0,0.0,0.0
sz300566,16.89,332733.0,0.0,0.0
sh600859,16.3,374900.0,0.0,0.0
sh603728,14.35,212380.0,0.0,0.0
sh600255,2.78,693888.0,0.0,0.0
sz002528,5.06,338008.0,0.0,0.0
sz300130,17.35,2364805.0,0.0,0.0
sz002192,29.44,329728.0,0.0,0.0
sh603879,11.92,47680.0,0.0,0.0
sh603033,0.0,0.0,0.11623415999999999,58.5
sz002705,10.59,181576.0,0.0,0.0
sz002927,37.68,715920.0,0.0,0.0
sh600238,8.91,92664.0,0.0,0.0
sz000655,4.84,155364.0,0.0,0.0
sh600119,7.88,1059860.0,0.0,0.0
sz000678,8.44,109517.0,0.0,0.0
sz000099,7.93,446459.0,0.0,0.0
sz300164,7.33,809232.0,0.0,0.0
sh601369,6.79,78764.0,0.0,0.0
sz002034,17.44,1744.0,0.0,0.0
sz002943,43.43,382184.0,0.0,0.0
sz000700,3.94,89438.0,0.0,0.0
sh600495,5.47,579820.0,0.0,0.0
sz300567,75.71,174133.0,0.0,0.0
sz002627,7.71,141864.0,0.0,0.0
sh600785,18.1,95930.0,0.0,0.0
sz002389,15.46,1405314.0,0.0,0.0
sh603617,18.96,273024.0,0.0,0.0
sz002129,10.44,1228788.0,0.0,0.0
sz000056,6.15,2909565.0,0.13085232,0.36666666666666664
sz300207,13.02,438774.0,0.0,0.0
sh600315,31.94,6589222.0,0.0,0.0
sh603318,15.58,920778.0,0.0,0.0
sz300606,20.51,291242.0,0.0,0.0
sz000707,3.73,384936.0,0.0,0.0
sz000950,5.99,499566.0,0.0,0.0
sz000418,54.1,238040.0,0.0,0.0
sz300757,68.28,1017372.0,0.0,0.0
sh603179,18.38,161744.0,0.0,0.0
sz000793,4.65,8984158.0,0.0,0.0
sz002937,35.66,5356132.0,0.0,0.0
sz300694,22.8,984960.0,0.0,0.0
sz300501,21.32,292084.0,0.0,0.0
sz000875,3.25,7551375.0,0.0,0.0
sz002049,44.0,13371600.0,0.0,0.0
sz002433,6.08,280896.0,0.0,0.0
sh600300,3.49,820150.0,0.0,0.0
sz002254,11.63,1119969.0,0.0,0.0
sz002165,4.82,4820.0,0.0,0.0
sh601009,7.84,1567216.0,0.0,0.0
sz000657,6.76,1243840.0,0.0,0.0
sz001696,5.92,420628.0,0.0,0.0
sz000611,4.94,2395925.0,0.0,0.0
sz300149,18.18,778104.0,0.0,0.0
sz002643,11.73,3110796.0,0.0,0.0
sz300623,37.14,512532.0,0.0,0.0
sz000939,1.36,3743400.0,0.0,0.0
sh600635,7.96,43669754.0,0.0,0.0
sz300268,15.78,260370.0,0.0,0.0
sz002549,6.56,1574400.0,0.0,0.0
sh601818,4.18,3843928.0,0.0,0.0
sz002631,8.24,200232.0,0.0,0.0
sh603839,12.22,617110.0,0.0,0.0
sz002625,12.95,968725.0,0.0,0.0
sz002350,7.74,2390576.0,0.0,0.0
sz000672,10.07,429989.0,0.0,0.0
sh600548,9.49,103441.0,0.0,0.0
sz002612,10.43,627886.0,0.0,0.0
sz300685,55.5,66600.0,0.0,0.0
sh600575,2.87,213528.0,0.0,0.0
sh603877,20.11,74407.0,0.0,0.0
sz000561,7.62,472440.0,0.0,0.0
sh601001,4.88,589016.0,0.0,0.0
sh603226,19.3,204580.0,0.0,0.0
sh601098,13.71,1061154.0,0.0,0.0
sz002428,8.05,1693720.0,0.0,0.0
sz000778,5.02,1121247.0,0.0,0.0
sh600010,1.94,13580621.0,0.0,0.0
sh603616,12.23,708117.0,0.0,0.0
sz002527,7.48,1236444.0,0.0,0.0
sh603389,12.48,546624.0,0.0,0.0
sh603696,13.95,78120.0,0.0,0.0
sz300167,6.72,763392.0,0.0,0.0
sh600455,26.61,210219.0,0.0,0.0
sz002893,16.3,521600.0,0.0,0.0
sz002851,32.5,474500.0,0.0,0.0
sz002629,4.49,816282.0,0.0,0.0
sz300715,0,0,0,0
sh600368,3.64,578760.0,0.0,0.0
sz002779,19.3,1032550.0,0.0,0.0
sh603386,19.42,324314.0,0.0,0.0
sz002809,18.72,106704.0,0.0,0.0
sz000922,9.57,399069.0,0.0,0.0
sz002127,10.6,877680.0,0.0,0.0
sz300509,13.26,1379040.0,0.0,0.0
sh601019,9.16,601812.0,0.0,0.0
sh600743,2.99,310362.0,0.0,0.0
sh603192,34.65,287595.0,0.0,0.0
sh603289,12.06,1008457.0,0.0,0.0
sz002141,5.27,763096.0,0.0,0.0
sh603496,37.57,2281964.0,0.0,0.0
sz300140,10.49,1377337.0,0.0,0.0
sz002922,18.91,1085434.0,0.0,0.0
sh600148,19.75,128375.0,0.0,0.0
sz002457,9.5,2289500.0,0.0,0.0
sh603895,31.4,27449880.0,0.0,0.0
sh603579,35.12,10536.0,0.0,0.0
sz300006,4.73,304139.0,0.0,0.0
sz002693,5.27,338861.0,0.0,0.0
sh603612,15.75,656775.0,0.0,0.0
sh601988,3.83,5522860.0,0.0,0.0
sz002135,6.03,615663.0,0.0,0.0
sh600280,4.93,425952.0,0.0,0.0
sz300287,6.16,4408096.0,0.0,0.0
sz300266,4.54,1090508.0,0.0,0.0
sz002522,6.01,748245.0,0.0,0.0
sh603657,35.57,668716.0,0.0,0.0
sz002164,4.31,646069.0,0.0,0.0
sh600146,8.61,1517082.0,0.0,0.0
sh601258,1.98,5550336.0,0.0,0.0
sz002063,12.3,14391197.0,7.1021799,31.85
sz300330,10.01,1199198.0,0.0,0.0
sz002512,7.12,6812416.0,0.0,0.0
sz300013,14.52,107448.0,0.0,0.0
sz002148,7.93,1021384.0,0.0,0.0
sz300072,11.44,863148.0,0.0,0.0
sz300547,25.99,1322891.0,0.0,0.0
sh600200,8.75,875875.0,0.0,0.0
sh600644,6.15,348705.0,0.0,0.0
sz002516,3.51,413478.0,0.0,0.0
sh601228,4.99,206586.0,0.0,0.0
sz300533,39.35,570575.0,0.0,0.0
sh600312,9.68,8549376.0,0.0,0.0
sz300309,8.32,533312.0,0.0,0.0
sz300505,25.8,425700.0,0.0,0.0
sz300631,18.2,5460.0,0.0,0.0
sh603655,16.5,141323.0,0.0,0.0
sz002064,5.45,820225.0,0.0,0.0
sz300202,9.01,865861.0,0.0,0.0
sh603060,23.94,136458.0,0.0,0.0
sz002462,18.59,641355.0,0.0,0.0
sh601138,16.0,5788800.0,0.0,0.0
sh600810,13.19,1027501.0,0.0,0.0
sz002831,56.65,42425185.0,1.6189437,244.86666666666667
sh603712,19.8,3522420.0,0.0,0.0
sz002246,8.46,332478.0,0.0,0.0
sz002531,5.96,172840.0,0.0,0.0
sh603527,0,0,0,0
sz002879,17.19,2267361.0,0.0,0.0
sz002671,5.12,334336.0,0.0,0.0
sz002177,4.51,923648.0,0.0,0.0
sh600256,4.29,1136421.0,0.0,0.0
sh600406,23.0,243188200.0,0.0,0.0
sz002210,4.45,775635.0,0.0,0.0
sz300264,6.99,1837671.0,0.0,0.0
sh600864,8.8,20332400.0,0.0,0.0
sz002162,3.82,83135.0,0.0,0.0
sz300181,7.22,4122216.0,0.0,0.0
sz002442,8.21,258615.0,0.0,0.0
sh600084,3.55,631900.0,0.0,0.0
sh601162,11.75,4402725.0,0.0,0.0
sh603103,24.9,480570.0,0.0,0.0
sz000756,7.42,155078.0,0.0,0.0
sh600898,9.8,790860.0,0.0,0.0
sz300434,10.54,378386.0,0.0,0.0
sh603313,24.29,194320.0,0.0,0.0
sz002282,10.13,200574.0,0.0,0.0
sz300152,2.88,2451744.0,0.0,0.0
sh601989,5.35,7908905.0,0.0,0.0
sz002005,3.21,2083611.0,0.0,0.0
sz002178,5.79,18358353.0,1.07449083,10.216666666666667
sh601975,2.9,7356720.0,0.0,0.0
sh603200,39.28,145336.0,0.0,0.0
sz002223,23.86,200424.0,0.0,0.0
sh601952,7.69,962019.0,0.0,0.0
sh603538,20.85,193905.0,0.0,0.0
sz002935,52.25,1196525.0,0.0,0.0
sh603878,13.93,327355.0,0.0,0.0
sh601566,13.83,347133.0,0.0,0.0
sh600782,6.06,2135544.0,0.0,0.0
sz002659,9.69,3400221.0,0.0,0.0
sz300617,31.8,12297060.0,0.0,0.0
sh600928,11.85,22903680.0,0.0,0.0
sz300661,105.74,306646.0,0.0,0.0
sh603958,9.2,288880.0,0.0,0.0
sz300756,100.69,1419729.0,0.0,0.0
sh600303,4.64,192096.0,0.0,0.0
sh600903,22.45,1315570.0,0.0,0.0
sh600988,4.55,2710435.0,0.0,0.0
sz300462,21.06,5408208.0,0.0,0.0
sh600870,3.59,10770.0,0.0,0.0
sz300027,5.97,2671575.0,0.0,0.0
sz002242,20.44,793072.0,0.0,0.0
sh600158,10.98,1827072.0,0.0,0.0
sh603699,12.36,179220.0,0.0,0.0
sz300577,33.45,177285.0,0.0,0.0
sh600521,14.6,3044100.0,0.0,0.0
sz002296,7.03,565915.0,0.0,0.0
sh600865,7.14,14280.0,0.0,0.0
sz300376,6.23,1266559.0,0.0,0.0
sz300479,19.48,1648008.0,0.0,0.0
sh600993,15.38,313752.0,0.0,0.0
sh603811,18.52,62968.0,0.0,0.0
sz300752,74.52,536544.0,0.0,0.0
sh600529,21.95,655954.0,0.0,0.0
sh600824,4.29,1483053.0,0.0,0.0
sh600798,3.99,426391.0,0.0,0.0
sz002100,10.34,10424788.0,0.0,0.0
sz000900,5.06,331430.0,0.0,0.0
sh603908,25.9,59570.0,0.0,0.0
sh601318,71.38,463862930.0,0.0,0.0
sz300488,27.95,2118610.0,0.0,0.0
sh603161,16.1,1281560.0,0.0,0.0
sz002565,13.08,14585508.0,5.69866533,146.1
sz300322,14.9,6217770.0,0.0,0.0
sz002514,7.1,4915330.0,0.0,0.0
sz000059,7.17,838173.0,0.0,0.0
sz300592,11.52,308736.0,0.0,0.0
sh603229,13.57,3976.0,0.0,0.0
sz300192,11.08,137392.0,0.0,0.0
sz000732,15.39,1492830.0,0.0,0.0
sh600129,11.24,133756.0,0.0,0.0
sz000524,8.08,762720.0,0.0,0.0
sz000061,6.06,621150.0,0.0,0.0
sz300696,26.87,2238271.0,0.0,0.0
sz002142,19.5,2191800.0,0.0,0.0
sh600885,28.61,320432.0,0.0,0.0
sz300108,8.15,262430.0,0.0,0.0
sz300168,16.9,1539590.0,0.0,0.0
sz300442,15.23,48736.0,0.0,0.0
sz002611,4.54,1291176.0,0.0,0.0
sz300437,16.75,67000.0,0.0,0.0
sz300674,38.5,3133900.0,0.0,0.0
sz300554,20.31,79209.0,0.0,0.0
sh600801,19.25,737275.0,0.0,0.0
sz300073,30.89,1529055.0,0.0,0.0
sz300703,16.93,365688.0,0.0,0.0
sz300222,18.8,1421280.0,0.0,0.0
sh600389,18.35,110100.0,0.0,0.0
sz300425,5.92,121863.0,0.0,0.0
sz300575,60.75,285525.0,0.0,0.0
sz300738,49.1,245500.0,0.0,0.0
sz300057,7.88,761996.0,0.0,0.0
sh600248,4.72,169920.0,0.0,0.0
sh603081,17.01,267057.0,0.0,0.0
sz002130,4.7,663640.0,0.0,0.0
sh600549,15.29,420689.0,0.0,0.0
sz002397,5.1,255510.0,0.0,0.0
sh600369,5.56,1530112.0,0.0,0.0
sz002917,28.01,1263251.0,0.0,0.0
sz300105,5.16,822504.0,0.0,0.0
sh603041,16.12,167648.0,0.0,0.0
sh600159,3.14,90118.0,0.0,0.0
sz002144,11.7,531180.0,0.0,0.0
sh600523,11.53,631152.0,0.0,0.0
sh600199,5.88,381118.0,0.0,0.0
sz300220,15.01,1161774.0,0.0,0.0
sh603897,26.36,268872.0,0.0,0.0
sh600996,11.06,2674308.0,0.0,0.0
sz002592,23.0,17167200.0,0.30281795999999994,181.2
sz300512,15.91,297517.0,0.0,0.0
sz002133,4.17,308997.0,0.0,0.0
sh600285,8.8,362560.0,0.0,0.0
sh603776,27.0,974700.0,0.0,0.0
sz300023,7.95,1688580.0,0.0,0.0
sz002897,23.8,966280.0,0.0,0.0
sz000521,4.02,313560.0,0.0,0.0
sz300527,9.15,953595.0,0.0,0.0
sh601012,28.0,2951200.0,0.0,0.0
sh603286,17.18,116824.0,0.0,0.0
sz002448,6.84,448020.0,0.0,0.0
sz002474,11.48,78780352.0,0.0,0.0
sh600218,12.2,2917020.0,0.0,0.0
sz300063,4.06,295568.0,0.0,0.0
sz000585,2.7,248940.0,0.0,0.0
sz000010,3.91,415633.0,0.0,0.0
sh603005,23.67,4061772.0,0.0,0.0
sh603380,18.09,37989.0,0.0,0.0
sz002080,13.94,733244.0,0.0,0.0
sz300576,18.84,1897188.0,0.0,0.0
