,kaipan_price,kaipan_money
sh600000,10.75,2936900.0
sh600004,13.17,1556694.0
sh600006,6.51,3723069.0
sh600007,12.19,4876.0
sh600008,2.93,748615.0
sh600009,58.23,6504291.0
sh600010,1.87,49940220.0
sh600011,4.26,991301.9999999999
sh600012,6.37,763126.0
sh600015,6.39,1685682.0
sh600016,5.19,2430477.0
sh600017,2.82,694848.0
sh600018,4.85,2880000.0
sh600019,8.32,24544832.0
sh600020,3.29,60536.0
sh600021,7.25,324075.0
sh600022,1.55,5239310.0
sh600023,3.52,872256.0
sh600025,4.63,422255.99999999994
sh600026,6.62,2311704.0
sh600027,3.32,320380.0
sh600028,4.49,6298572.0
sh600029,6.19,4723589.0
sh600030,23.98,11470000.0
sh600031,38.02,48000000.0
sh600033,2.62,52400.0
sh600035,2.76,4416.0
sh600036,49.01,32520000.0
sh600037,8.76,413472.0
sh600038,46.94,2046584.0
sh600039,5.76,1130688.0
sh600048,15.17,2933878.0
sh600050,4.49,12620000.0
sh600051,8.35,13360.0
sh600052,2.85,55290.0
sh600053,16.83,38709.0
sh600054,10.61,2126244.0
sh600055,12.17,629189.0
sh600056,13.73,372083.0
sh600057,6.1,168969.99999999997
sh600058,7.66,323252.0
sh600059,11.35,1428965.0
sh600060,12.26,1660004.0
sh600061,12.08,886671.9999999999
sh600062,11.69,84168.0
sh600063,4.45,1684325.0
sh600064,10.1,428239.99999999994
sh600066,16.4,928240.0
sh600067,3.37,63356.00000000001
sh600068,6.86,605052.0
sh600070,7.14,53550.0
sh600071,14.0,243600.0
sh600072,11.26,410989.99999999994
sh600073,8.74,175674.0
sh600075,6.96,1203384.0
sh600076,3.84,209279.99999999997
sh600077,2.62,64452.0
sh600078,3.56,29548.0
sh600079,26.2,495180.0
sh600080,5.35,21400.0
sh600081,11.72,359804.00000000006
sh600082,2.93,0.0
sh600083,5.75,1150.0
sh600084,2.43,8262.0
sh600085,26.39,1060000.0
sh600086,0.17,260933.00000000003
sh600088,9.8,95060.0
sh600089,11.14,18815460.0
