,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell,inst_sell,cost
sz000719,7.79,189297.0,0.0,0.0,0.0,0.0,8.111790150885803
sz300139,9.76,7757277.0,0.0,0.0,0.0,0.0,10.44185506050605
sh600728,9.79,525723.0,0.0,0.0,0.0,0.0,9.756855540952298
sz300294,43.32,849072.0,0.0,0.0,0.0,0.0,44.168615540184064
sh601658,4.63,553285.0,0.0,0.0,0.0,0.0,4.65587704937744
sz300801,32.0,3697280.0,0.0,0.0,0.0,0.0,31.964226402428352
sh600543,9.6,4071360.0,0.0,0.0,0.0,0.0,9.22555157706746
sz002041,20.1,3607950.0,0.0,0.0,0.0,0.0,20.24347851277077
sh600337,5.64,174276.0,0.0,0.0,0.0,0.0,5.615466300362701
sz300236,58.57,1994308.0,0.0,0.0,0.0,0.0,59.410997567918635
sz002473,0.0,0.0,0.0,0.0,0.0,0.0,6.928252751996546
sz300873,58.0,2958000.0,0.0,0.0,0.0,0.0,55.21590677612356
sz002748,0.0,0.0,0.0,0.0,0.0,0.0,7.222401014092909
sz002087,3.89,565995.0,0.0,0.0,0.0,0.0,3.907467006523234
sz002112,9.02,32472.0,0.0,0.0,0.0,0.0,9.04043331747542
sz002420,0.0,0.0,0.0,0.0,0.0,0.0,4.017842161940413
sz002830,13.78,472654.0,0.0,0.0,0.0,0.0,14.022691951590502
sh603666,95.4,19080.0,0.0,0.0,0.0,0.0,96.08909922113105
sz002236,22.82,2444022.0,0.0,0.0,0.0,0.0,22.570773974913873
sh600161,43.2,3300480.0,0.0,0.0,0.0,0.0,43.04105911967441
sh600458,7.38,10332.0,0.0,0.0,0.0,0.0,7.339642911207172
sz002282,11.48,140056.0,0.0,0.0,0.0,0.0,11.406756704122769
sz002479,7.03,253080.0,0.0,0.0,0.0,0.0,6.949353768806977
sh603515,29.1,608190.0,0.0,0.0,0.0,0.0,29.706443707825265
sh600847,12.44,72152.0,0.0,0.0,0.0,0.0,12.444792766726945
sz002059,5.98,801320.0,0.0,0.0,0.0,0.0,5.890426201921074
sh600623,5.59,38012.0,0.0,0.0,0.0,0.0,5.615607478208192
sh603355,28.6,163020.0,0.0,0.0,0.0,0.0,28.687808995737992
sz002128,10.2,2082840.0,0.0,0.0,0.0,0.0,10.347671266845815
sh600706,8.48,39856.0,0.0,0.0,0.0,0.0,8.519478829470414
sh603131,20.62,272184.0,0.0,0.0,0.0,0.0,20.849058941058942
sz002760,22.5,105750.0,0.0,0.0,0.0,0.0,22.478713780918724
sz300260,19.15,1164320.0,0.0,0.0,0.0,0.0,19.438279674838512
sz002522,6.85,195910.0,0.0,0.0,0.0,0.0,6.756457419555914
sh603823,17.26,56958.0,0.0,0.0,0.0,0.0,17.054749766989506
sz300130,15.5,2063050.0,0.0,0.0,0.0,0.0,15.413081721138974
sz002645,9.89,203734.0,0.0,0.0,0.0,0.0,9.800017518065506
sz000633,4.35,46110.0,0.0,0.0,0.0,0.0,4.210025389434004
sh603676,11.31,31668.0,0.0,0.0,0.0,0.0,11.328400322469193
sz002853,25.15,45270.0,0.0,0.0,0.0,0.0,25.164939314314314
sz002700,4.16,43264.0,0.0,0.0,0.0,0.0,4.19787283282341
sz300826,38.48,688792.0,0.0,0.0,0.0,0.0,38.713740116365805
sz300719,15.65,1076720.0,0.0,0.0,0.0,0.0,17.018777175693725
sz300105,5.02,1241948.0,0.0,0.0,0.0,0.0,4.98537518760765
sz300404,13.76,1026496.0,0.0,0.0,0.0,0.0,13.81057384533223
sh600081,11.34,303912.0,0.0,0.0,0.0,0.0,11.322469676128549
sz002908,15.16,262268.0,0.0,0.0,0.0,0.0,14.894348184489381
sz300632,17.72,2284108.0,0.0,0.0,0.0,0.0,17.822770210922037
sh601882,12.77,897731.0,0.0,0.0,0.0,0.0,12.304563193743693
sz000848,8.2,739230.0,0.0,0.0,0.0,0.0,8.372609227434587
sh603569,9.9,12870.0,0.0,0.0,0.0,0.0,9.95058785529716
sz002166,9.2,494960.0,0.0,0.0,0.0,0.0,9.205891499026606
sz002017,12.8,282880.0,0.0,0.0,0.0,0.0,12.788809827595294
sz002089,2.61,90306.0,0.0,0.0,0.0,0.0,2.5846471772733195
sh600152,6.48,47952.0,0.0,0.0,0.0,0.0,6.6182676936816245
sz300050,6.14,1993044.0,0.0,0.0,0.0,0.0,6.04819813754368
sz300367,4.25,5408975.0,0.0,0.0,0.0,0.0,4.463387923559627
sh600252,3.53,103076.0,0.0,0.0,0.0,0.0,3.5999368200876782
sh603256,12.55,156875.0,0.0,0.0,0.0,0.0,12.608001187883588
sz300527,9.62,1240980.0,0.0,0.0,0.0,0.0,10.786501635294888
sh601038,12.68,1610360.0,0.0,0.0,0.0,0.0,12.397716810193039
sz300604,28.95,2457855.0,0.0,0.0,0.0,0.0,28.77528441765399
sh600107,9.9,1167210.0,0.0,0.0,0.0,0.0,10.125452532776771
sz300111,3.66,6393654.0,0.0,0.0,0.0,0.0,3.8257623985062517
sh603466,19.69,450901.0,0.0,0.0,0.0,0.0,20.446845985409492
sh600188,9.12,156864.0,0.0,0.0,0.0,0.0,9.142862850713609
sz002903,15.31,604745.0,0.0,0.0,0.0,0.0,15.30375699132112
sz002062,4.72,143016.0,0.0,0.0,0.0,0.0,4.91350740957941
sz002012,6.55,1018525.0,0.0,0.0,0.0,0.0,6.464665288094761
sz002149,7.62,163830.0,0.0,0.0,0.0,0.0,7.706594237620049
sz300830,15.57,316071.0,0.0,0.0,0.0,0.0,15.769175003603863
sz001896,4.19,390089.0,0.0,0.0,0.0,0.0,4.114610538088729
sz002045,8.86,74424.0,0.0,0.0,0.0,0.0,8.740746432491767
sz002610,2.13,2541729.0,0.0,0.0,0.0,0.0,2.1137217818648386
sz002801,30.99,58881.0,0.0,0.0,0.0,0.0,30.88252288611084
sz000533,3.06,263160.0,0.0,0.0,0.0,0.0,3.072653168452459
sz002155,9.4,1634660.0,0.0,0.0,0.0,0.0,9.428088222352008
sh600084,2.55,87210.0,0.0,0.0,0.0,0.0,2.5960176125244616
sz002728,14.34,47322.0,0.0,0.0,0.0,0.0,14.437092511013216
sh603767,8.12,15428.0,0.0,0.0,0.0,0.0,8.108738438210766
sh600121,2.01,67737.0,0.0,0.0,0.0,0.0,2.0138426318715075
sh600746,6.62,152922.0,0.0,0.0,0.0,0.0,6.542713933471492
sz000006,6.46,1568488.0,0.0,0.0,0.0,0.0,6.431246117319703
sh600196,53.88,63637668.0,0.0,0.0,0.0,0.0,55.0974793993896
sz300489,41.51,1112468.0,0.0,0.0,0.0,0.0,41.65498545923771
sh600808,2.82,284256.0,0.0,0.0,0.0,0.0,2.844157213761003
sz300092,10.19,844751.0,0.0,0.0,0.0,0.0,10.94652884917772
sz300550,24.8,86800.0,0.0,0.0,0.0,0.0,24.29521862578081
sz300767,90.5,208150.0,0.0,0.0,0.0,0.0,96.31620899678065
sh600829,7.8,74100.0,0.0,0.0,0.0,0.0,7.868386562266481
sh600691,2.13,4686.0,0.0,0.0,0.0,0.0,2.1167141188335763
sz300278,5.83,7770807.0,0.0,0.0,0.0,0.0,6.104334645058865
sz000520,3.66,38796.0,0.0,0.0,0.0,0.0,3.6696512310930536
sz002840,11.96,182988.0,0.0,0.0,0.0,0.0,11.81203354660211
sz002960,44.35,758385.0,0.0,0.0,0.0,0.0,46.68328430924062
sz000868,3.64,15652.0,0.0,0.0,0.0,0.0,3.6755214224380426
sh600567,3.2,1659520.0,0.0,0.0,0.0,0.0,3.1895752562044697
sz000778,3.79,70494.0,0.0,0.0,0.0,0.0,3.830911218921026
sz000786,32.8,987280.0,0.0,0.0,0.0,0.0,32.96835673352435
sh603118,13.3,539980.0,0.0,0.0,0.0,0.0,13.126675536785855
sh600023,3.72,555024.0,0.0,0.0,0.0,0.0,3.814967764455751
sz000590,13.83,3953997.0,16.666666666666668,0.0,0.81173229,0.40469401,12.576720970353664
sz002580,6.17,244949.0,0.0,0.0,0.0,0.0,6.069507145382013
sz002266,5.38,800544.0,0.0,0.0,0.0,0.0,5.349878292112644
