,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell,inst_sell,cost
sz000719,7.83,300672.0,0.0,0.0,0.0,0.0,7.754781043270796
sz300139,9.28,19156890.0,240.0,0.22714462,0.66875327,0.23955037,9.38684104697222
sh600728,10.15,11243155.0,0.0,0.0,0.0,0.0,9.997611399677083
sz300294,54.58,8563111.0,0.0,0.0,0.0,0.0,55.992203925562265
sh601658,4.72,3241224.0,0.0,0.0,0.0,0.0,4.678742311721637
sz300801,23.32,457072.0,0.0,0.0,0.0,0.0,23.26445295729996
sh600543,8.35,2111840.0,244.96666666666667,0.0,0.09454313,0.0211184,8.35
sz002041,15.99,10049715.0,0.0,0.0,0.0,0.0,16.75211699981319
sh600337,5.21,530899.0,0.0,0.0,0.0,0.0,5.235339844699624
sz300236,69.99,31243536.0,0.0,0.0,0.0,0.0,67.25221583455954
sz002473,6.73,168923.0,0.0,0.0,0.0,0.0,6.713466406059125
sz002748,7.73,49472.0,0.0,0.0,0.0,0.0,7.873533831581471
sz002087,3.83,347381.0,2.3333333333333335,0.18496884,0.56594954,0.06465462,4.078899888861314
sz002112,9.57,148335.0,0.0,0.0,0.0,0.0,9.642410116443685
sz002420,3.83,54003.0,0.0,0.0,0.0,0.0,3.844161521827697
sz002830,13.51,455287.0,0.0,0.0,0.0,0.0,13.46941724087377
sh603666,111.11,775548.0,0.0,0.0,0.0,0.0,114.34005561212501
sz002236,21.0,5140800.0,0.0,0.0,0.0,0.0,20.76082222662151
sh600161,47.31,27977478.0,0.0,0.0,0.0,0.0,49.87654374637643
sh600458,7.54,60320.0,0.0,0.0,0.0,0.0,7.48078426527082
sz002282,9.6,151680.0,0.0,0.0,0.0,0.0,9.615753889390746
sz002479,6.68,345356.0,0.0,0.0,0.0,0.0,6.651582550720482
sh603515,30.41,114707.0,0.0,0.0,0.0,0.0,30.715448774255364
sh600847,0.0,0.0,0.0,0.0,0.0,0.0,12.049253762324858
sz002059,5.9,328040.0,0.0,0.0,0.0,0.0,5.890930943814006
sh600623,5.89,269173.0,0.0,0.0,0.0,0.0,5.865426289638112
