,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell,inst_sell,cost
sz000719,6.65,16625.0,0.0,0.0,0.0,0.0,6.672372011661808
sz300139,8.17,686280.0,0.0,0.0,0.0,0.0,7.960959871168287
sh600728,9.53,4210354.0,0.0,0.0,0.0,0.0,9.373533383077458
sz300294,32.49,1962396.0,0.0,0.0,0.0,0.0,32.23487404143396
sh601658,5.09,574152.0,0.0,0.0,0.0,0.0,5.066418564657522
sz300801,20.2,903748.0,0.0,0.0,0.0,0.0,20.01732822283998
sh600543,0.0,0.0,0.0,0.0,0.0,0.0,5.447775186686036
sz002041,12.63,837369.0,0.0,0.0,0.0,0.0,12.885096924024836
sh600337,4.04,91708.0,0.0,0.0,0.0,0.0,4.191954359451925
sz300236,51.71,3800892.0,0.0,0.0,0.0,0.0,52.60697717370377
sz300104,0,0,0,0,0,0,0
sz002473,7.96,52536.0,0.0,0.0,0.0,0.0,7.921638747268754
sz002748,6.94,34700.0,0.0,0.0,0.0,0.0,6.934506047308145
sz002087,3.51,138750.0,0.0,0.0,0.0,0.0,3.486553525510894
sz002112,6.53,75748.0,0.0,0.0,0.0,0.0,6.638575768406004
sz002420,0.0,0.0,0.0,0.0,0.0,0.0,3.7465578772189354
sz002830,11.7,14040.0,0.0,0.0,0.0,0.0,11.766186658363821
sh603666,110.0,264000.0,0.0,0.0,0.0,0.0,110.07895503746877
sz002236,15.5,1615100.0,0.0,0.0,0.0,0.0,15.195845012445185
sh600161,37.63,1128900.0,0.0,0.0,0.0,0.0,37.75384114127773
sh600458,6.42,51360.0,0.0,0.0,0.0,0.0,6.358506214372489
sz002282,7.1,9940.0,0.0,0.0,0.0,0.0,7.106677850301958
sz002479,6.11,151528.0,0.0,0.0,0.0,0.0,6.033675001403154
sh603515,24.97,284658.0,0.0,0.0,0.0,0.0,25.36976798557146
sh600847,11.18,27950.0,0.0,0.0,0.0,0.0,11.242665109536082
sz002059,4.49,116740.0,0.0,0.0,0.0,0.0,4.433214741085016
sh600623,5.23,14121.0,0.0,0.0,0.0,0.0,5.187512463081061
