,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell
sh603076,27.43,109720.0,0.0,0.0,0.0
sz300240,10.21,14421625.0,2.8,0.04096718,0.67275136
sz000893,7.53,1015044.0,0.0,0.0,0.0
sh600185,5.81,45550.0,0.0,0.0,0.0
sz002468,25.57,3449393.0,0.0,0.0,0.0
sh601225,9.58,10418250.0,0.0,0.0,0.0
sz000966,4.73,1199528.0,0.0,0.0,0.0
sz002424,11.67,764385.0,0.0,0.0,0.0
sz002305,3.58,1081160.0,0.0,0.0,0.0
sh600157,2.24,5271392.0,0.0,0.0,0.0
sh603918,15.4,44660.0,0.0,0.0,0.0
sz300701,38.38,191900.0,0.0,0.0,0.0
sz000403,28.2,107160.0,0.0,0.0,0.0
sz300717,18.63,985527.0,0.0,0.0,0.0
sh600536,58.0,26366800.0,0.0,0.0,0.0
sh603477,9.5,242250.0,0.0,0.0,0.0
sz000996,16.09,1983897.0,0.0,0.0,0.0
sz002524,5.82,396342.0,0.0,0.0,0.0
sh600896,6.25,458125.0,0.0,0.0,0.0
sz002606,8.04,1823472.0,0.0,0.0,0.0
sh600487,22.76,14386596.0,0.0,0.0,0.0
sz300094,6.4,234880.0,0.0,0.0,0.0
sz000766,11.62,3451140.0,0.0,0.0,0.0
sz002791,14.67,117360.0,0.0,0.0,0.0
sh600313,3.13,880000.0,0.0,0.0,0.0
sh600186,2.18,879194.0,0.0,0.0,0.0
sh600196,31.7,11171080.0,0.0,0.0,0.0
sh600137,17.25,193200.0,0.0,0.0,0.0
sz000528,8.13,2635990.0,0.0,0.0,0.0
sh600612,48.34,101514.0,0.0,0.0,0.0
sh600814,6.38,12122.0,0.0,0.0,0.0
sz000639,10.2,200940.0,0.0,0.0,0.0
sz002845,21.67,279543.0,0.0,0.0,0.0
sh603818,9.03,29799.0,0.0,0.0,0.0
sh600520,15.3,32130.0,0.0,0.0,0.0
sz002680,0,0,0,0,0
sz000564,4.04,657308.0,0.0,0.0,0.0
sh601969,6.09,168084.0,0.0,0.0,0.0
sh603518,18.22,481008.0,0.0,0.0,0.0
sz002877,17.2,225320.0,0.0,0.0,0.0
