,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell,inst_sell
sz000719,0.0,0.0,0.0,0.0,0.0,0.0
sz300139,8.42,165874.0,0.0,0.0,0.0,0.0
sh600728,9.15,255285.0,0.0,0.0,0.0,0.0
sz300294,30.22,81594.0,0.0,0.0,0.0,0.0
sh601658,5.6,538244000.0,0.0,0.0,0.0,0.0
sz300801,37.54,457988.0,0.0,0.0,0.0,0.0
sh600543,5.63,563.0,0.0,0.0,0.0,0.0
sz002041,7.83,172260.0,0.0,0.0,0.0,0.0
sh600337,3.97,21041.0,0.0,0.0,0.0,0.0
sz300236,24.5,514500.0,0.0,0.0,0.0,0.0
sz300104,0.0,0.0,0.0,0.0,0.0,0.0
sz002473,8.11,107863.0,0.0,0.0,0.0,0.0
sz002748,0.0,0.0,0.0,0.0,0.0,0.0
sz002087,3.47,34006.0,0.0,0.0,0.0,0.0
sz002112,6.68,668.0,0.0,0.0,0.0,0.0
sz002420,3.83,32938.0,0.0,0.0,0.0,0.0
sz002830,13.62,49032.0,0.0,0.0,0.0,0.0
sh603666,59.67,35802.0,0.0,0.0,0.0,0.0
sz002236,17.21,1789840.0,0.0,0.0,0.0,0.0
sh600161,26.41,39615.0,0.0,0.0,0.0,0.0
sh600458,0.0,0.0,0.0,0.0,0.0,0.0
sz002282,8.07,29859.0,0.0,0.0,0.0,0.0
sz002479,8.4,142800.0,0.0,0.0,0.0,0.0
sh603515,26.89,83359.0,0.0,0.0,0.0,0.0
sh600847,10.27,73944.0,0.0,0.0,0.0,0.0
sz002059,4.97,9940.0,0.0,0.0,0.0,0.0
sh600623,6.62,70172.0,0.0,0.0,0.0,0.0
sh603355,0.0,0.0,0.0,0.0,0.0,0.0
sz002128,8.23,1208987.0,0.0,0.0,0.0,0.0
sh600706,8.36,5852.0,0.0,0.0,0.0,0.0
sh603131,13.13,77467.0,0.0,0.0,0.0,0.0
sz002760,0.0,0.0,0.0,0.0,0.0,0.0
sz300260,10.74,31146.0,0.0,0.0,0.0,0.0
sz002522,6.14,16578.0,0.0,0.0,0.0,0.0
sh603823,22.62,11310.0,0.0,0.0,0.0,0.0
sz300130,16.27,810246.0,0.0,0.0,0.0,0.0
sz002645,8.23,23867.0,0.0,0.0,0.0,0.0
sz000633,4.0,51200.0,0.0,0.0,0.0,0.0
sh603676,0.0,0.0,0.0,0.0,0.0,0.0
sz002853,17.13,3426.0,0.0,0.0,0.0,0.0
sz002700,7.58,5306.0,0.0,0.0,0.0,0.0
sz300719,11.28,2256.0,0.0,0.0,0.0,0.0
sz300105,4.25,133450.0,0.0,0.0,0.0,0.0
sz300404,13.68,2736.0,0.0,0.0,0.0,0.0
