,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell,inst_sell
sh603076,25.0,105000.0,0.0,0.0,0.0,0.0
sz300240,7.6,555560.0,0.0,0.0,0.0,0.0
sz000893,4.81,17316.0,0.0,0.0,0.0,0.0
sh600185,4.78,513850.0,0.0,0.0,0.0,0.0
sz002468,22.83,2271585.0,0.0,0.0,0.0,0.0
sh601225,8.81,3162790.0,0.0,0.0,0.0,0.0
sz000966,4.01,730221.0,0.0,0.0,0.0,0.0
sz002424,9.7,910830.0,175.18333333333334,0.0856922,0.80307544,0.11036529
sz002305,3.24,933444.0,0.0,0.0,0.0,0.0
sh600157,2.16,6122736.0,0.0,0.0,0.0,0.0
sh603918,13.6,141440.0,0.0,0.0,0.0,0.0
sz300701,34.9,806190.0,0.0,0.0,0.0,0.0
sz000403,27.4,249340.0,0.0,0.0,0.0,0.0
sz300717,15.5,227850.0,0.0,0.0,0.0,0.0
sh600536,28.81,9671517.0,0.0,0.0,0.0,0.0
sh603477,8.66,555972.0,0.0,0.0,0.0,0.0
sz000996,12.8,4669440.0,0.0,0.0,0.0,0.0
sz002524,4.99,191117.0,0.0,0.0,0.0,0.0
sh600896,4.72,59000.0,0.0,0.0,0.0,0.0
sz002606,7.03,931475.0,0.0,0.0,0.0,0.0
sh600487,22.2,11139960.0,0.0,0.0,0.0,0.0
sz300094,7.01,747266.0,0.0,0.0,0.0,0.0
sz000766,7.18,216836.0,0.0,0.0,0.0,0.0
sz002791,12.88,234416.0,0.0,0.0,0.0,0.0
sh600313,2.73,939666.0,0.0,0.0,0.0,0.0
sh600186,2.02,1138876.0,0.2833333333333333,0.15975609,0.0,0.0
sh600196,27.71,64109884.0,2.183333333333333,0.55346037,1.60983612,0.72421632
sh600137,14.57,724129.0,0.0,0.0,0.0,0.0
sz000528,7.34,2023271.0,0.0,0.0,0.0,0.0
sh600612,42.79,479248.0,0.0,0.0,0.0,0.0
sh600814,5.83,986722.0,0.0,0.0,0.0,0.0
sz000639,8.51,379035.0,0.0,0.0,0.0,0.0
sz002845,20.25,1767825.0,0.0,0.0,0.0,0.0
sh603818,7.9,67150.0,0.0,0.0,0.0,0.0
sh600520,14.06,179968.0,0.0,0.0,0.0,0.0
sz002680,1.54,2029258.0,0.0,0.0,0.0,0.0
sz000564,3.32,11749480.0,0.0,0.0,0.0,0.0
sh601969,5.09,1485262.0,0.0,0.0,0.0,0.0
sh603518,15.6,349440.0,0.0,0.0,0.0,0.0
sz002877,15.9,232140.0,0.0,0.0,0.0,0.0
sz002299,25.56,2868854.0,24.666666666666668,0.43394332,0.71770961,0.37723914
sz000998,16.12,1544296.0,0.0,0.0,0.0,0.0
sz300347,52.98,863574.0,0.0,0.0,0.0,0.0
sh600826,11.36,1329120.0,0.0,0.0,0.0,0.0
sh601633,8.33,1894242.0,0.0,0.0,0.0,0.0
sh603900,13.2,1356960.0,0.0,0.0,0.0,0.0
sz300508,25.98,2629176.0,0.0,0.0,0.0,0.0
sz300384,15.29,932690.0,121.43333333333334,0.13839369,0.43341992,0.12815658
sz002640,12.34,1540032.0,0.0,0.0,0.0,0.0
sz002415,36.0,47348352.0,0.0,0.0,0.0,0.0
sh600645,18.87,2405925.0,117.63333333333334,0.10089102,1.3389985,0.32698668
sz002469,4.44,292596.0,0.0,0.0,0.0,0.0
