,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell,inst_sell
sz000719,7.14,49980.0,0.0,0.0,0.0,0.0
sz300139,8.82,64386.0,0.0,0.0,0.0,0.0
sh600728,9.4,133480.0,0.0,0.0,0.0,0.0
sz300294,30.74,95294.0,0.0,0.0,0.0,0.0
sh601658,5.8,3845980.0,0.0,0.0,0.0,0.0
sz300801,37.58,477266.0,0.0,0.0,0.0,0.0
sh600543,5.74,207788.0,0.0,0.0,0.0,0.0
sz002041,9.62,18752709.0,1.4166666666666667,0.05384133,0.32540146,0.30106019
sh600337,4.39,68484.0,0.0,0.0,0.0,0.0
sz300236,27.74,2846290.0,0.0,0.0,0.0,0.0
sz300104,0,0,0,0,0,0
sz002473,0,0,0,0,0,0
sz002748,0,0,0,0,0,0
sz002087,3.55,99400.0,0.0,0.0,0.0,0.0
sz002112,6.78,7458.0,0.0,0.0,0.0,0.0
sz002420,3.91,391.0,0.0,0.0,0.0,0.0
sz002830,14.22,14220.0,0.0,0.0,0.0,0.0
sh603666,69.14,961046.0,0.0,0.0,0.0,0.0
sz002236,19.98,1750068.0,0.0,0.0,0.0,0.0
sh600161,27.18,549036.0,0.0,0.0,0.0,0.0
sh600458,7.04,262592.0,0.0,0.0,0.0,0.0
sz002282,0,0,0,0,0,0
sz002479,6.83,100401.0,0.0,0.0,0.0,0.0
sh603515,27.8,305800.0,0.0,0.0,0.0,0.0
sh600847,11.33,459998.0,0.0,0.0,0.0,0.0
sz002059,4.96,24800.0,0.0,0.0,0.0,0.0
sh600623,6.62,158880.0,0.0,0.0,0.0,0.0
sh603355,23.61,21249.0,0.0,0.0,0.0,0.0
sz002128,8.63,806042.0,0.0,0.0,0.0,0.0
sh600706,0,0,0,0,0,0
sh603131,0,0,0,0,0,0
sz002760,0,0,0,0,0,0
sz300260,11.68,18688.0,0.0,0.0,0.0,0.0
sz002522,6.18,51294.0,0.0,0.0,0.0,0.0
sh603823,26.32,2289840.0,0.0,0.0,0.0,0.0
sz300130,17.58,279522.0,0.0,0.0,0.0,0.0
sz002645,8.37,242730.0,0.0,0.0,0.0,0.0
sz000633,0,0,0,0,0,0
sh603676,10.42,27092.0,0.0,0.0,0.0,0.0
sz002853,18.5,107300.0,0.0,0.0,0.0,0.0
sz002700,7.14,539070.0,0.0,0.0,0.0,0.0
sz300719,11.78,49676.0,0.0,0.0,0.0,0.0
sz300105,4.31,4310.0,0.0,0.0,0.0,0.0
sz300404,14.45,128605.0,0.0,0.0,0.0,0.0
sh600081,11.63,103507.0,0.0,0.0,0.0,0.0
sz002908,12.87,88803.0,0.0,0.0,0.0,0.0
sz300632,23.96,1056636.0,0.0,0.0,0.0,0.0
sh601882,0,0,0,0,0,0
sz000848,7.83,87696.0,0.0,0.0,0.0,0.0
sh603569,10.35,13455.0,0.0,0.0,0.0,0.0
sz002166,7.6,2150800.0,155.11666666666667,0.41891953,0.78868331,0.24605953
sz002017,14.89,525617.0,0.0,0.0,0.0,0.0
sz002089,1.76,248160.0,0.0,0.0,0.0,0.0
sh600152,6.69,1368105.0,0.0,0.0,0.0,0.0
sz300050,5.8,76560.0,0.0,0.0,0.0,0.0
sz300367,4.37,302404.0,0.0,0.0,0.0,0.0
sh600252,3.22,165508.0,0.0,0.0,0.0,0.0
sh603256,14.75,305325.0,0.0,0.0,0.0,0.0
sz300527,10.91,57823.0,0.0,0.0,0.0,0.0
sh601038,7.06,1263740.0,0.0,0.0,0.0,0.0
sz300604,24.1,281970.0,0.0,0.0,0.0,0.0
sh600107,6.93,602910.0,0.0,0.0,0.0,0.0
sz300111,2.36,32568.0,0.0,0.0,0.0,0.0
sh603466,14.59,4377.0,0.0,0.0,0.0,0.0
sh600188,10.38,2874222.0,0.0,0.0,0.0,0.0
sz002903,14.57,87420.0,0.0,0.0,0.0,0.0
sz002062,3.47,62113.0,0.0,0.0,0.0,0.0
sz002012,5.68,2158400.0,0.0,0.0,0.0,0.0
sz002149,7.79,207214.0,0.0,0.0,0.0,0.0
sz001896,3.53,634694.0,0.0,0.0,0.0,0.0
sz002045,12.26,2453226.0,0.0,0.0,0.0,0.0
sz002610,1.6,3033760.0,0.0,0.0,0.0,0.0
sz002801,35.68,21408.0,0.0,0.0,0.0,0.0
sz000533,2.74,38360.0,0.0,0.0,0.0,0.0
sz002155,7.83,1514345.0,0.0,0.0,0.0,0.0
sh600084,0,0,0,0,0,0
sz002728,16.67,11669.0,0.0,0.0,0.0,0.0
sh603767,7.33,25655.0,0.0,0.0,0.0,0.0
sh600121,2.34,143676.0,0.0,0.0,0.0,0.0
sh600746,6.92,60896.0,0.0,0.0,0.0,0.0
sz000006,5.34,181026.0,0.0,0.0,0.0,0.0
sh600196,26.2,2438958.0,0.0,0.0,0.0,0.0
sz300489,0,0,0,0,0,0
sh600808,3.02,220460.0,0.0,0.0,0.0,0.0
sz300092,7.16,716.0,0.0,0.0,0.0,0.0
sz300550,28.0,95200.0,0.0,0.0,0.0,0.0
sz300767,59.69,250698.0,0.0,0.0,0.0,0.0
sh600829,6.7,6700.0,0.0,0.0,0.0,0.0
sh600691,2.11,402377.0,0.0,0.0,0.0,0.0
sz300278,4.35,356265.0,0.0,0.0,0.0,0.0
sz000520,4.18,50578.0,0.0,0.0,0.0,0.0
sz002840,16.29,151497.0,0.0,0.0,0.0,0.0
sz002960,27.18,655038.0,0.0,0.0,0.0,0.0
sz000868,5.43,3170577.0,0.0,0.0,0.0,0.0
sh600567,3.78,2003400.0,0.0,0.0,0.0,0.0
sz000778,4.14,505080.0,0.0,0.0,0.0,0.0
sz000786,25.63,428021.0,0.0,0.0,0.0,0.0
sh603118,11.2,334869.0,0.0,0.0,0.0,0.0
sh600023,3.93,174885.0,0.0,0.0,0.0,0.0
sz000590,11.65,239990.0,0.0,0.0,0.0,0.0
sz002580,5.35,182970.0,0.0,0.0,0.0,0.0
sz002266,4.14,44298.0,0.0,0.0,0.0,0.0
sh600880,4.01,42907.0,0.0,0.0,0.0,0.0
sh601965,8.31,150411.0,0.0,0.0,0.0,0.0
sz300175,6.07,607.0,0.0,0.0,0.0,0.0
sz000559,5.37,44571.0,0.0,0.0,0.0,0.0
sh600517,8.27,1954201.0,0.0,0.0,0.0,0.0
sh603819,14.0,84000.0,0.0,0.0,0.0,0.0
sz000612,4.32,64800.0,0.0,0.0,0.0,0.0
sz000851,5.85,339300.0,0.0,0.0,0.0,0.0
sh600926,9.11,613103.0,0.0,0.0,0.0,0.0
sh603662,54.89,702592.0,0.0,0.0,0.0,0.0
sz002797,8.29,4607582.0,0.0,0.0,0.0,0.0
sz000688,13.82,1382.0,0.0,0.0,0.0,0.0
sz000982,1.89,461160.0,0.0,0.0,0.0,0.0
sh603871,30.86,444384.0,0.0,0.0,0.0,0.0
sz002538,4.69,28140.0,0.0,0.0,0.0,0.0
sz300667,30.36,245916.0,0.0,0.0,0.0,0.0
sh600421,8.21,14778.0,0.0,0.0,0.0,0.0
sh601163,14.9,712220.0,0.0,0.0,0.0,0.0
sz300097,9.5,3153050.0,0.0,0.0,0.0,0.0
sh600168,6.67,38019.0,0.0,0.0,0.0,0.0
sh600153,8.81,45812.0,0.0,0.0,0.0,0.0
sz300044,6.53,109704.0,0.0,0.0,0.0,0.0
sh600331,2.62,735961.0,0.0,0.0,0.0,0.0
sh603868,37.18,52052.0,0.0,0.0,0.0,0.0
sz002409,23.86,1510338.0,0.0,0.0,0.0,0.0
sz002328,4.03,124737.0,0.0,0.0,0.0,0.0
sz002146,9.71,458312.0,0.0,0.0,0.0,0.0
sh603703,15.2,107920.0,0.0,0.0,0.0,0.0
sh603718,0,0,0,0,0,0
sz300024,14.03,465796.0,0.0,0.0,0.0,0.0
sh600978,2.95,548995.0,0.0,0.0,0.0,0.0
sh600757,6.12,130570.0,0.0,0.0,0.0,0.0
sz002501,1.66,57104.0,0.0,0.0,0.0,0.0
sz300048,2.37,85320.0,0.0,0.0,0.0,0.0
sz000068,4.15,780200.0,0.0,0.0,0.0,0.0
sh603429,34.75,24325.0,0.0,0.0,0.0,0.0
sz300135,2.63,43921.0,0.0,0.0,0.0,0.0
sz002512,6.36,3857340.0,0.0,0.0,0.0,0.0
sh600016,6.3,2516220.0,0.0,0.0,0.0,0.0
sh603489,102.26,1196442.0,0.0,0.0,0.0,0.0
sz002121,4.26,130995.0,0.0,0.0,0.0,0.0
sh603963,11.03,102888.0,0.0,0.0,0.0,0.0
sz300409,12.98,495836.0,0.0,0.0,0.0,0.0
sz002799,17.42,57486.0,0.0,0.0,0.0,0.0
sz000639,4.45,654239.0,0.0,0.0,0.0,0.0
sh601003,5.6,98560.0,0.0,0.0,0.0,0.0
sh603579,30.47,24376.0,0.0,0.0,0.0,0.0
sh600615,11.77,275418.0,0.0,0.0,0.0,0.0
sz300203,16.54,810460.0,0.0,0.0,0.0,0.0
sh600242,7.48,26348300.0,0.0,0.0,0.0,0.0
sz002099,6.98,284784.0,0.0,0.0,0.0,0.0
sz002889,26.36,34268.0,0.0,0.0,0.0,0.0
sz000558,3.28,99056.0,0.0,0.0,0.0,0.0
