,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell,inst_sell
sh603076,0.0,0.0,0.0,0.0,0.0,0.0
sz300240,8.09,502389.0,0.0,0.0,0.0,0.0
sz000893,0.0,0.0,0.0,0.0,0.0,0.0
sh600185,4.5,3150.0,0.0,0.0,0.0,0.0
sz002468,24.46,80718.0,0.0,0.0,0.0,0.0
sh601225,8.66,3276944.0,0.0,0.0,0.0,0.0
sz000966,5.27,899062.0,0.0,0.0,0.0,0.0
sz002424,10.35,58995.0,0.0,0.0,0.0,0.0
sz002305,2.6,15340.0,0.0,0.0,0.0,0.0
sh600157,1.71,390051.0,0.0,0.0,0.0,0.0
sh603918,13.39,4017.0,0.0,0.0,0.0,0.0
sz300701,34.76,93852.0,0.0,0.0,0.0,0.0
sz000403,24.83,1762930.0,0.0,0.0,0.0,0.0
sz300717,15.6,179400.0,0.0,0.0,0.0,0.0
sh600536,56.45,10211805.0,0.0,0.0,0.0,0.0
sh603477,7.6,23560.0,0.0,0.0,0.0,0.0
sz000996,12.31,493631.0,0.0,0.0,0.0,0.0
sz002524,5.07,15210.0,0.0,0.0,0.0,0.0
sh600896,5.11,13286.0,0.0,0.0,0.0,0.0
sz002606,5.4,292140.0,0.0,0.0,0.0,0.0
sh600487,0.0,0.0,0.0,0.0,0.0,0.0
sz300094,4.58,69616.0,0.0,0.0,0.0,0.0
sz000766,6.7,580220.0,0.0,0.0,0.0,0.0
sz002791,15.63,23445.0,0.0,0.0,0.0,0.0
sh600313,4.08,5576136.0,0.0,0.0,0.0,0.0
sh600186,1.31,97726.0,0.0,0.0,0.0,0.0
sh600196,22.63,4308752.0,0.0,0.0,0.0,0.0
sh600137,14.25,55575.0,0.0,0.0,0.0,0.0
sz000528,6.46,58786.0,0.0,0.0,0.0,0.0
sh600612,41.14,61710.0,0.0,0.0,0.0,0.0
sh600814,5.19,63318.0,0.0,0.0,0.0,0.0
sz000639,7.8,117780.0,0.0,0.0,0.0,0.0
sz002845,16.81,79007.0,0.0,0.0,0.0,0.0
