,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell,inst_sell,cost
sz000719,7.92,76824.0,0.0,0.0,0.0,0.0,7.883901613015851
sz300139,14.06,10279266.0,0.0,0.0,0.0,0.0,14.403774004699386
sh600728,9.29,968947.0,0.0,0.0,0.0,0.0,9.233408450874824
sz300294,38.2,1344640.0,0.0,0.0,0.0,0.0,38.404615456812635
sh601658,4.58,1716126.0,0.0,0.0,0.0,0.0,4.579147541462276
sz300801,30.7,1608680.0,0.0,0.0,0.0,0.0,31.09622712224374
sh600543,7.48,699380.0,0.0,0.0,0.0,0.0,7.44816759281047
sz002041,18.55,2760240.0,0.0,0.0,0.0,0.0,18.229552824796233
sh600337,6.02,703738.0,0.0,0.0,0.0,0.0,5.8448393808365475
sz300236,53.0,826800.0,0.0,0.0,0.0,0.0,53.26038634695375
sz002473,0.0,0.0,0.0,0.0,0.0,0.0,6.311096837944664
sz300873,50.26,995148.0,0.0,0.0,0.0,0.0,50.15373590396508
sz002748,7.37,128975.0,0.0,0.0,0.0,0.0,7.312111892434897
sz002087,3.92,562250.0,0.0,0.0,0.0,0.0,3.984806328227414
sz002112,8.73,873.0,0.0,0.0,0.0,0.0,8.53816059123853
sz002420,4.03,183365.0,0.0,0.0,0.0,0.0,4.051160626836435
sz002830,14.2,313820.0,0.0,0.0,0.0,0.0,14.424705633026745
sh603666,83.0,381800.0,0.0,0.0,0.0,0.0,81.73260059171598
sz002236,20.7,4407030.0,0.0,0.0,0.0,0.0,20.565339009149138
sh600161,40.8,1505275.0,0.0,0.0,0.0,0.0,41.19658454990163
sh600458,7.05,60630.0,0.0,0.0,0.0,0.0,6.993339880090966
sz002282,10.9,137340.0,0.0,0.0,0.0,0.0,10.863280722652373
sz002479,6.76,273780.0,0.0,0.0,0.0,0.0,6.789599018449515
sh603515,25.76,569296.0,0.0,0.0,0.0,0.0,25.768834507632953
sh600847,10.85,659680.0,0.0,0.0,0.0,0.0,10.720696154812769
sz002059,5.97,257307.0,0.0,0.0,0.0,0.0,5.949138386992203
sh600623,5.85,94185.0,0.0,0.0,0.0,0.0,5.803103388206601
sh603355,31.65,522225.0,0.0,0.0,0.0,0.0,32.4116352365416
sz002128,10.08,1260000.0,0.0,0.0,0.0,0.0,9.95401980180949
sh600706,8.05,82110.0,0.0,0.0,0.0,0.0,7.910015057406363
sh603131,20.04,50100.0,0.0,0.0,0.0,0.0,19.99041082105014
sz002760,20.75,64325.0,0.0,0.0,0.0,0.0,20.324338047239355
sz300260,21.0,856800.0,0.0,0.0,0.0,0.0,20.78043291117077
sz002522,6.35,356870.0,0.0,0.0,0.0,0.0,6.330976606069385
sh603823,15.55,1555.0,0.0,0.0,0.0,0.0,15.407578516624042
sz300130,15.47,2274090.0,0.0,0.0,0.0,0.0,15.324252610178837
sz002645,9.0,108000.0,0.0,0.0,0.0,0.0,8.989814492538972
sz000633,4.38,194034.0,0.0,0.0,0.0,0.0,4.430095879232966
sh603676,10.83,68229.0,0.0,0.0,0.0,0.0,10.882019595928906
sz002853,23.32,55968.0,0.0,0.0,0.0,0.0,23.090284154535272
sz002700,3.77,27898.0,0.0,0.0,0.0,0.0,3.744019744058501
sz300826,38.45,265305.0,0.0,0.0,0.0,0.0,38.317456686518675
sz300719,20.51,25551358.0,0.0,0.0,0.0,0.0,22.47605836559031
sz300105,5.1,278970.0,0.0,0.0,0.0,0.0,5.054315313673313
sz300404,12.69,493641.0,0.0,0.0,0.0,0.0,12.868496646982283
sh600081,11.4,90060.0,0.0,0.0,0.0,0.0,11.212457577731307
sz002908,13.4,294800.0,0.0,0.0,0.0,0.0,13.304608460538025
sz300632,18.8,973840.0,0.0,0.0,0.0,0.0,18.982456007458335
sh601882,12.7,204470.0,0.0,0.0,0.0,0.0,12.628150776341915
sz000848,7.5,441750.0,0.0,0.0,0.0,0.0,7.539558518387709
sh603569,10.39,318973.0,0.0,0.0,0.0,0.0,10.40906438458446
sz002166,8.65,493915.0,0.0,0.0,0.0,0.0,8.837187984272354
sz002017,11.9,387940.0,0.0,0.0,0.0,0.0,11.839373991935485
sz002089,2.74,351542.0,0.0,0.0,0.0,0.0,2.713230570810451
sh600152,6.81,410643.0,0.0,0.0,0.0,0.0,6.907097607028631
sz300050,6.72,2228352.0,0.0,0.0,0.0,0.0,6.774075607672114
sz300367,3.27,2643468.0,0.0,0.0,0.0,0.0,3.3669380368708755
sh600252,3.37,41451.0,0.0,0.0,0.0,0.0,3.3986373949985516
sh603256,11.39,102510.0,0.0,0.0,0.0,0.0,11.259036720672205
sz300527,10.94,12845748.0,0.0,0.0,0.0,0.0,11.357308178946703
sh601038,11.06,118342.0,0.0,0.0,0.0,0.0,11.278783134991572
sz300604,28.01,1005559.0,0.0,0.0,0.0,0.0,27.699798367403893
sh600107,10.39,254555.0,0.0,0.0,0.0,0.0,10.13309408499755
sz300111,4.02,2185272.0,0.0,0.0,0.0,0.0,4.169854158088595
sh603466,20.69,331040.0,0.0,0.0,0.0,0.0,20.475650249476903
sh600188,10.07,4614074.0,0.0,0.0,0.0,0.0,9.920441664493499
sz002903,14.6,103660.0,0.0,0.0,0.0,0.0,14.420862333810051
sz002062,4.68,173160.0,0.0,0.0,0.0,0.0,4.67752918537524
sz002012,6.0,1126800.0,0.0,0.0,0.0,0.0,5.965425319548312
sz002149,8.22,570468.0,0.0,0.0,0.0,0.0,8.084773521505378
sz300830,15.34,895856.0,0.0,0.0,0.0,0.0,15.45095725529599
sz001896,3.82,116128.0,0.0,0.0,0.0,0.0,3.8154625107253644
sz002045,9.07,145120.0,0.0,0.0,0.0,0.0,9.078479871175523
sz002610,2.78,37040673.0,0.0,0.0,0.0,0.0,2.6482779821392537
sz002801,30.38,39494.0,0.0,0.0,0.0,0.0,30.52520872985662
sz000533,3.16,163056.0,0.0,0.0,0.0,0.0,3.1318182715074983
sz002155,8.95,5231275.0,0.0,0.0,0.0,0.0,8.8424414354517
sh600084,0.0,0.0,0.0,0.0,0.0,0.0,2.395862022043816
sz002728,0.0,0.0,0.0,0.0,0.0,0.0,13.847054111245466
sh603767,8.18,59714.0,0.0,0.0,0.0,0.0,8.287434837488167
