,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell
sh603076,26.98,223934.0,0.0,0.00235597,0.00019201
sz300240,9.09,2535201.0,11.45,0.10520072,0.96589406
sz000893,7.98,1172262.0,0.05,0.00057526,0.00237734
sh600185,5.83,217459.0,0.8666666666666667,0.01435474,0.01083082
sz002468,24.97,494406.0,0.0,0.00288495,0.00017567
sh601225,9.35,11791285.0,0.0,0.00467061,0.06518801
sz000966,5.88,36912876.0,0.0,0.46363791,0.00449523
sz002424,12.23,1248683.0,0.0,0.01867756,0.00164073
sz002305,3.72,1365612.0,0.0,0.00728363,0.00728363
sh600157,2.28,2695416.0,0.7333333333333333,0.02405085,0.0717796
sh603918,15.98,2996250.0,0.0,0.01522565,0.00345413
sz300701,37.66,512176.0,0.05,0.00290397,0.00053536
sz000403,0.0,0.0,1.5833333333333333,0.00014022,0.00392427
sz300717,19.75,1202775.0,5.0,0.0,0.01345105
sh600536,57.0,6840000.0,0.0,0.00580855,0.00580855
sh603477,9.29,46450.0,0.7833333333333333,3.776e-05,0.00138768
sz000996,17.5,11159750.0,0.0,0.05175883,0.03506946
sz002524,5.78,873358.0,0.0,0.01405824,0.00244755
sh600896,6.73,2722958.0,0.0,0.00586144,0.0039892
sz002606,7.53,1585818.0,0.0,0.00894934,0.00036632
sh600487,21.55,5838800.0,0.0,0.01268184,0.00927774
sz300094,6.44,194488.0,1.3,0.00559303,0.00583294
sz000766,10.28,7819996.0,0.0,0.01499011,0.01177764
sz002791,14.61,62823.0,0.05,0.00065222,0.00026753
sh600313,3.15,383985.0,0.0,0.00345188,0.00150415
sh600186,2.11,364186.0,2.65,0.00126041,0.02337722
sh600196,30.45,6939555.0,0.0,0.04595379,0.00241294
sh600137,18.15,1695210.0,0.0,0.0,0.0169521
sz000528,8.23,5552674.0,0.0,0.07846526,0.07846526
sh600612,46.47,283467.0,0.1,0.00760948,0.00422156
sh600814,6.28,606020.0,0.1,0.00192944,0.00033688
sz000639,10.07,166155.0,0.0,0.00872458,0.00177296
sz002845,20.82,151986.0,0.0,0.00065721,0.00012726
sh603818,8.7,27840.0,0.15,0.00753864,0.00022399
sh600520,14.96,164560.0,0.1,0.01378471,0.00059225
sz002680,0,0,0,0,0
sz000564,3.85,8223600.0,1.2666666666666666,0.01687099,0.0290665
sh601969,6.06,319362.0,0.8,0.00551331,0.01039427
sh603518,17.92,163072.0,0.25,0.00061416,0.0027282
sz002877,16.66,128282.0,0.0,0.00347603,0.00347603
sz002299,29.01,14859154.0,0.0,0.26144806,0.03578299
sz000998,15.39,427842.0,0.0,0.00919578,0.00391042
sz300347,65.63,577544.0,0.0,0.00189005,0.00182256
sh600826,13.34,492246.0,0.0,0.00964738,0.00783192
sh601633,9.95,1329320.0,0.0,0.01387964,0.00492293
sh603900,17.13,411120.0,0.0,0.00169601,0.00095942
sz300508,28.65,355260.0,0.0,0.00259389,0.00083527
sz300384,18.7,426360.0,0.0,0.00168394,0.00262432
sz002640,12.69,8850006.0,14.783333333333333,0.91524992,3.14967834
sz002415,35.0,20237000.0,0.0,0.01255469,0.02224923
sh600645,21.73,706225.0,0.05,0.01013594,0.00160033
sz002469,4.98,180774.0,0.05,0.00957697,0.006822
sz002827,17.96,2164180.0,0.0,0.00095085,0.01033081
sz300636,0.0,0.0,0.1,0.0058246,0.00060565
sz000890,7.06,1034996.0,0.0,0.01149031,0.00400635
sh603026,38.55,2632965.0,0.0,0.02810736,0.00907506
sh600539,7.92,7920.0,0.0,0.0004853,0.00059047
sz000925,8.04,195372.0,0.0,0.00672318,0.00034372
sz002459,13.18,4829152.0,0.05,0.00376104,0.01390572
sh603388,13.08,65400.0,0.55,0.00169809,0.00153448
sz300221,8.66,46764.0,0.0,0.00760687,0.0005226
sz000970,11.33,1108074.0,0.05,0.0373519,0.0106814
sz002775,7.59,511566.0,0.9,0.03298035,0.15117355
sz300463,21.2,161120.0,0.0,0.00092641,0.00092641
sh603110,16.08,525816.0,0.05,0.0,0.00778001
sz000089,9.29,1065563.0,0.05,0.0019869,0.01299637
sh603116,9.1,160160.0,0.25,0.00235858,0.0008008
sh603500,13.85,137115.0,0.0,0.0026937,0.00019466
sh600854,4.84,70664.0,0.25,0.02868272,0.00123908
sh600009,61.4,1940240.0,0.0,0.00081472,0.00062676
sz000936,9.88,1461262.0,0.0,0.0422059,0.00461613
sz300243,10.3,47380.0,0.0,0.0018313,0.0009221
sh600962,11.95,2411510.0,0.0,0.00559093,0.00559093
sh600893,26.44,3191308.0,0.0,0.0112391,0.00056083
sh603556,15.66,56376.0,0.0,0.00042813,0.0006977
sz300545,30.96,842112.0,0.0,0.003384,0.003384
sz002037,9.94,236572.0,0.0,0.01675852,9.027e-05
sh603021,0.0,0.0,0.21666666666666667,0.00536751,0.00324814
sh600619,10.85,506695.0,0.0,0.00734684,0.00068357
sh600096,7.39,1422575.0,0.0,0.00087491,0.00087491
sz002537,12.48,1074528.0,0.0,0.01310149,0.02650846
sh600059,8.67,508929.0,0.5666666666666667,0.00333319,0.00423681
sz000957,9.2,4321240.0,0.0,0.02838065,0.00283763
sh600217,6.38,394922.0,0.0,0.02064722,0.01532909
sh600023,5.09,2634447.0,0.6333333333333333,0.00163941,0.04152269
sz300543,20.82,49968.0,0.0,0.00548642,0.0005271
sh600222,6.65,4269307.0,0.2,0.01797969,0.02029804
sz300627,23.0,213900.0,0.0,0.00280458,0.00346669
sh603933,20.5,24600.0,0.45,0.00769515,0.00202351
sh601222,5.9,1294460.0,0.5166666666666667,0.0001192,0.01263686
sh603028,9.37,67464.0,0.016666666666666666,0.00029363,0.00206547
sh600083,18.14,154190.0,0.0,0.00199261,0.00102621
sz300392,9.17,3484600.0,0.1,0.00173528,0.01216277
sz002732,19.05,104775.0,0.0,0.00378646,0.00051668
sh601330,13.39,593177.0,0.016666666666666666,0.00866325,0.0019999
sz002905,20.74,577816.0,0.03333333333333333,0.00034843,0.00604111
sz002750,18.61,14439499.0,0.05,0.01607769,0.01902856
sz300641,6.36,221964.0,0.1,0.00652754,0.00079544
sz300393,21.24,106200.0,0.0,0.00089951,0.00070716
sh603977,8.77,65775.0,0.13333333333333333,0.00238054,0.00389372
sz300521,12.35,28405.0,0.25,0.00242819,0.00264364
sh601966,18.86,179170.0,0.25,0.00120322,0.00237214
sh600668,15.53,1486221.0,0.0,0.01574466,0.02973135
sh601015,6.49,605842.0,0.0,0.0131898,0.0015774
sz300012,9.29,3326749.0,0.0,0.00226587,0.00769113
