,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell,inst_sell
sz000719,7.2,123120.0,0.0,0.0,0.0,0.0
sz300139,8.68,815920.0,0.0,0.0,0.0,0.0
sh600728,9.49,2425644.0,0.0,0.0,0.0,0.0
sz300294,31.31,288052.0,0.0,0.0,0.0,0.0
sh601658,5.9,17608892.0,0.0,0.0,0.0,0.0
sz300801,37.8,672840.0,0.0,0.0,0.0,0.0
sh600543,5.84,146584.0,0.0,0.0,0.0,0.0
sz002041,9.95,26403410.0,0.0,0.0,0.0,0.0
sh600337,4.44,368538.0,0.0,0.0,0.0,0.0
sz300236,27.79,2328802.0,97.05,0.44049539,2.08308651,0.5758487
sz300104,0,0,0,0,0,0
sz002473,8.8,43120.0,0.0,0.0,0.0,0.0
sz002748,0,0,0,0,0,0
sz002087,3.6,831600.0,0.0,0.0,0.0,0.0
sz002112,6.84,138852.0,0.0,0.0,0.0,0.0
sz002420,3.88,1125200.0,0.0,0.0,0.0,0.0
sz002830,14.2,44020.0,0.0,0.0,0.0,0.0
sh603666,70.41,380214.0,0.0,0.0,0.0,0.0
sz002236,20.11,4923169.0,2.783333333333333,2.00766736,0.9969204,0.06055803
sh600161,27.95,1721720.0,0.0,0.0,0.0,0.0
sh600458,7.16,375184.0,0.0,0.0,0.0,0.0
sz002282,8.48,27984.0,0.0,0.0,0.0,0.0
sz002479,7.06,367120.0,0.0,0.0,0.0,0.0
sh603515,28.18,208532.0,0.0,0.0,0.0,0.0
sh600847,11.26,132868.0,0.0,0.0,0.0,0.0
sz002059,5.0,125500.0,0.0,0.0,0.0,0.0
sh600623,6.68,454908.0,0.0,0.0,0.0,0.0
sh603355,23.93,287160.0,0.0,0.0,0.0,0.0
sz002128,8.69,2162072.0,0.0,0.0,0.0,0.0
sh600706,8.83,59161.0,0.0,0.0,0.0,0.0
sh603131,14.01,106476.0,0.0,0.0,0.0,0.0
sz002760,18.06,18060.0,0.0,0.0,0.0,0.0
sz300260,11.82,68556.0,0.0,0.0,0.0,0.0
sz002522,6.2,295740.0,0.0,0.0,0.0,0.0
sh603823,25.1,8147460.0,0.0,0.0,0.0,0.0
sz300130,17.79,905511.0,0.0,0.0,0.0,0.0
sz002645,8.48,217936.0,0.0,0.0,0.0,0.0
sz000633,4.14,39330.0,0.0,0.0,0.0,0.0
sh603676,10.62,273996.0,0.0,0.0,0.0,0.0
sz002853,18.31,29296.0,0.0,0.0,0.0,0.0
sz002700,7.1,47570.0,0.0,0.0,0.0,0.0
sz300719,11.86,383078.0,0.0,0.0,0.0,0.0
sz300105,4.4,231880.0,0.0,0.0,0.0,0.0
sz300404,15.1,185730.0,0.0,0.0,0.0,0.0
sh600081,11.72,175800.0,0.0,0.0,0.0,0.0
sz002908,12.92,328168.0,0.0,0.0,0.0,0.0
sz300632,24.27,288813.0,0.0,0.0,0.0,0.0
sh601882,7.28,27664.0,0.0,0.0,0.0,0.0
sz000848,7.91,282387.0,0.0,0.0,0.0,0.0
sh603569,10.44,68904.0,0.0,0.0,0.0,0.0
sz002166,8.1,12802860.0,0.0,0.0,0.0,0.0
sz002017,15.06,739853.0,0.0,0.0,0.0,0.0
sz002089,1.89,2767338.0,0.0,0.0,0.0,0.0
sh600152,6.8,1044480.0,0.0,0.0,0.0,0.0
sz300050,5.72,364936.0,0.0,0.0,0.0,0.0
sz300367,4.35,1312830.0,0.0,0.0,0.0,0.0
sh600252,3.29,866326.0,0.0,0.0,0.0,0.0
sh603256,14.87,275095.0,0.0,0.0,0.0,0.0
sz300527,11.02,128273.0,0.0,0.0,0.0,0.0
sh601038,6.98,886460.0,0.0,0.0,0.0,0.0
sz300604,24.0,504000.0,0.0,0.0,0.0,0.0
sh600107,6.88,549712.0,0.0,0.0,0.0,0.0
sz300111,2.36,99828.0,0.0,0.0,0.0,0.0
sh603466,14.93,344883.0,0.0,0.0,0.0,0.0
sh600188,10.63,2902107.0,0.0,0.0,0.0,0.0
sz002903,14.72,41216.0,0.0,0.0,0.0,0.0
sz002062,3.54,80358.0,0.0,0.0,0.0,0.0
sz002012,5.72,787072.0,0.0,0.0,0.0,0.0
sz002149,7.78,698644.0,0.0,0.0,0.0,0.0
sz001896,3.6,561960.0,0.0,0.0,0.0,0.0
sz002045,12.39,1248912.0,0.0,0.0,0.0,0.0
sz002610,1.62,445014.0,0.0,0.0,0.0,0.0
sz002801,37.16,880692.0,0.0,0.0,0.0,0.0
sz000533,2.77,239882.0,0.0,0.0,0.0,0.0
sz002155,7.84,1395520.0,0.0,0.0,0.0,0.0
sh600084,2.6,392860.0,0.0,0.0,0.0,0.0
sz002728,17.05,656425.0,0.0,0.0,0.0,0.0
sh603767,0,0,0,0,0,0
sh600121,2.39,177577.0,0.0,0.0,0.0,0.0
