,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell
sh603076,28.8,2194560.0,0.0,0.0,0.03052321
sz300240,7.85,187615.0,0.26666666666666666,0.00286363,0.00241476
sz000893,5.31,189036.0,0.85,0.00687982,0.0030853
sh600185,4.71,730050.0,0.05,0.00976906,0.01005569
sz002468,22.48,13748768.0,244.38333333333333,0.00323712,2.0706029
sh601225,8.65,2041400.0,0.18333333333333332,0.01806159,0.01372551
sz000966,3.94,598486.0,0.36666666666666664,0.01634189,0.01721403
sz002424,10.19,812143.0,0.15,0.00593586,0.00477091
sz002305,3.16,704364.0,0.0,0.01953092,0.00075213
sh600157,2.39,37055755.0,0.0,0.11334632,0.05682821
sh603918,14.5,92815.0,0.13333333333333333,0.00226623,0.00453604
sz300701,37.3,2969080.0,0.0,0.00787579,0.00775969
sz000403,26.8,77720.0,0.4,0.00169461,0.00038332
sz300717,15.99,95940.0,0.1,0.0006626,0.00397548
sh600536,48.98,19182821.0,30.666666666666668,0.0,7.68102015
sh603477,8.44,585736.0,5.05,0.000839,0.02468821
sz000996,14.73,18080338.0,0.0,0.02747123,0.00781085
sz002524,5.04,152712.0,0.5666666666666667,0.00820807,0.00526585
sh600896,5.04,480816.0,37.233333333333334,0.00311365,0.02719386
sz002606,6.58,1194928.0,33.45,0.00916893,0.32710138
sh600487,22.42,8515116.0,0.26666666666666666,0.0329709,0.16028132
sz300094,6.34,85590.0,0.9,0.00876548,0.00448731
sz000766,7.5,207000.0,0.0,0.01486414,0.01147704
sz002791,12.45,251490.0,0.31666666666666665,0.00193554,0.00602842
sh600313,2.81,517883.0,4.233333333333333,0.02592475,0.04828761
sh600186,2.2,1301080.0,213.14999999999998,0.11722584999999999,0.9549369499999999
sh600196,28.35,15133230.0,0.0,0.03172282,0.04205171
sh600137,14.43,196248.0,0.0,0.00380471,0.00491807
sz000528,7.17,1694343.0,0.0,0.02826664,0.06876253
sh600612,40.45,529895.0,0.05,0.00242009,0.00291343
sh600814,5.76,156672.0,0.13333333333333333,0.00480165,0.00476264
sz000639,8.55,189810.0,3.05,0.00847171,0.01648561
sz002845,19.07,406191.0,0.05,0.00131788,0.0028963
sh603818,8.08,57368.0,0.03333333333333333,0.00950894,0.00037664
sh600520,16.8,5344080.0,0.0,0.01010078,0.00536289
sz002680,0,0,0,0,0
sz000564,3.62,1988828.0,0.0,0.04796864,0.04774484
sh601969,5.2,146120.0,0.0,0.01843112,0.01745752
sh603518,15.64,51612.0,0.0,0.00071098,0.00583737
sz002877,15.9,224190.0,0.1,0.00651915,0.00851073
sz002299,29.6,8471520.0,0.0,0.00983031,0.00709948
sz000998,15.18,426558.0,0.15,0.02876055,0.03110478
sz300347,60.0,2197320.0,0.0,0.01756669,0.00221954
sh600826,11.6,1184360.0,0.0,0.00231936,0.00227164
sh601633,7.38,1303308.0,0.2833333333333333,0.00828785,0.01055413
sh603900,13.8,615480.0,3.1666666666666665,0.01372061,0.02203154
sz300508,28.69,1141862.0,0.0,0.01085308,0.00409647
sz300384,15.88,751124.0,0.15,0.00248766,0.00636143
sz002640,12.81,1607463.0,0.0,0.0879468,0.08366055
sz002415,34.1,8510405.0,0.0,0.03416872,0.08861753
sh600645,21.45,2951520.0,0.06666666666666667,0.00323039,0.00092306
sz002469,4.46,307294.0,0.15,0.00288524,0.00922546
sz002827,15.39,309339.0,1.3,0.00732915,0.02069606
sz300636,0.0,0.0,3.65,0.00044089,0.00252614
sz000890,6.01,554122.0,0.75,0.00177175,0.03696412
sh603026,22.08,335616.0,0.7,0.00044291,0.00643583
sh600539,6.98,69800.0,1.6166666666666667,0.00339843,0.00067053
sz000925,8.35,3382585.0,0.03333333333333333,0.01041841,0.00510638
sz002459,12.39,1054389.0,0.05,0.00739426,0.02086454
sh603388,11.39,296140.0,1.0833333333333333,0.00077161,0.00311922
sz300221,7.38,490770.0,0.4,0.00522662,0.01551222
sz000970,9.59,861182.0,0.0,0.05620055,0.05620055
sz002775,6.93,144255.0,0.5666666666666667,0.00103153,0.0038634
sz300463,18.86,1086336.0,0.5,0.0049593,0.01128423
sh603110,12.84,353100.0,0.0,0.00024023,0.00020021
sz000089,9.14,401246.0,0.35,0.00566149,0.01801475
sh603116,8.53,434177.0,0.55,0.00445733,0.01018132
sh603500,12.42,77252.0,0.21666666666666667,0.01385543,0.00309977
sh600854,4.24,410432.0,3.816666666666667,0.0059129,0.01567444
sh600009,56.18,1293545.0,0.05,0.00011498,0.00942908
sz000936,9.7,10590460.0,130.61666666666667,0.41320171,3.4225073999999998
sz300243,9.53,109595.0,0.9,0.0010383,0.00581353
sh600962,9.85,1105170.0,0.0,0.00442734,0.0045395
sh600893,24.95,3485515.0,0.0,0.00865775,0.00889183
sh603556,17.73,5493073.0,244.8,5.319e-05,0.73661554
sz300545,32.67,3041577.0,0.0,0.00685937,0.00034175
sz002037,9.4,493500.0,1.0666666666666667,0.00472572,0.01649079
sh603021,6.58,80276.0,0.5333333333333333,0.00892313,0.00558113
sh600619,9.13,276639.0,0.2,0.00726084,0.02071745
sh600096,6.55,576400.0,0.0,0.00849749,0.00488376
sz002537,12.65,799480.0,0.16666666666666666,0.01153143,0.0470122
sh600059,7.51,270360.0,0.0,0.00256386,0.00771103
sz000957,7.55,554925.0,0.0,0.00655313,0.00649547
sh600217,5.44,295392.0,0.0,0.00317239,0.00318997
sh600023,4.74,1758066.0,5.95,0.01196451,0.08393668
sz300543,18.52,503744.0,0.0,0.00052439,0.00104892
sh600222,4.6,331660.0,0.2,0.0008617,0.00123536
sz300627,20.44,866656.0,0.0,0.00152268,0.00108768
sh603933,20.96,178160.0,0.0,0.00331939,0.00100684
sh601222,6.04,23603716.0,94.0,0.03142968,1.50245566
sh603028,8.69,140778.0,0.3,0.00597061,0.00259763
sh600083,17.63,33497.0,0.0,0.00898888,0.00898888
sz300392,8.28,2038536.0,0.05,0.00231782,0.02737606
sz002732,19.01,1718504.0,0.0,0.00014152,0.0001011
sh601330,13.2,3253800.0,0.0,0.04486572,0.0002792
sz002905,15.01,271981.0,0.55,0.00769896,0.00126639
sz002750,15.52,8519409.0,170.13333333333333,0.01812736,5.1883465
sz300641,5.75,148925.0,0.0,0.00364174,0.01676402
sz300393,23.09,909746.0,23.6,0.01559117,0.10493383
sh603977,7.9,88480.0,0.35,0.00153073,0.00192664
sz300521,11.3,277980.0,0.0,0.00023578,0.00023578
sh601966,15.85,356625.0,0.05,0.00060278,0.00096128
sh600668,13.49,379069.0,0.18333333333333332,0.01035315,0.00499815
sh601015,5.91,352827.0,2.2,0.01398631,0.01868026
sz300012,8.1,779576.0,3.0,0.01407681,0.02900499
sh601398,5.58,10381032.0,0.05,0.0093388,0.03007732
sz300583,36.0,558000.0,3.0,0.00041253,0.00866475
sz002056,7.26,1634952.0,0.0,0.00214114,0.00214114
sz002499,8.51,159988.0,0.0,0.00290896,0.00112334
sz000628,10.58,819950.0,0.0,0.00454233,0.00454233
