,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell,inst_sell
sh603076,0.0,0.0,0.0,0.0,0.0,0.0
sz300240,7.79,90364.0,0.0,0.0,0.0,0.0
sz000893,7.69,769.0,0.0,0.0,0.0,0.0
sh600185,4.72,120360.0,0.0,0.0,0.0,0.0
sz002468,24.78,59472.0,0.0,0.0,0.0,0.0
sh601225,8.84,137904.0,0.0,0.0,0.0,0.0
sz000966,5.52,116472.0,0.0,0.0,0.0,0.0
sz002424,10.51,146089.0,0.0,0.0,0.0,0.0
sz002305,2.62,36418.0,0.0,0.0,0.0,0.0
sh600157,1.69,560573.0,0.0,0.0,0.0,0.0
sh603918,10.72,152974.0,0.0,0.0,0.0,0.0
sz300701,36.0,97200.0,0.0,0.0,0.0,0.0
sz000403,25.7,7710.0,0.0,0.0,0.0,0.0
sz300717,0.0,0.0,0.0,0.0,0.0,0.0
sh600536,55.59,17249577.0,0.0,0.0,0.0,0.0
sh603477,7.7,287210.0,0.0,0.0,0.0,0.0
sz000996,13.1,235800.0,0.0,0.0,0.0,0.0
sz002524,5.19,151029.0,0.0,0.0,0.0,0.0
sh600896,4.98,24900.0,0.0,0.0,0.0,0.0
sz002606,5.78,1292986.0,0.0,0.0,0.0,0.0
sh600487,0.0,0.0,0.0,0.0,0.0,0.0
sz300094,4.64,115072.0,0.0,0.0,0.0,0.0
sz000766,6.78,2048238.0,0.0,0.0,0.0,0.0
sz002791,14.52,29040.0,0.0,0.0,0.0,0.0
sh600313,4.43,9448304.0,0.0,0.0,0.0,0.0
sh600186,1.39,118845.0,0.0,0.0,0.0,0.0
sh600196,23.26,186080.0,0.0,0.0,0.0,0.0
sh600137,0.0,0.0,0.0,0.0,0.0,0.0
sz000528,6.63,167739.0,0.0,0.0,0.0,0.0
sh600612,43.8,446760.0,0.0,0.0,0.0,0.0
sh600814,5.26,45762.0,0.0,0.0,0.0,0.0
sz000639,7.97,19128.0,0.0,0.0,0.0,0.0
sz002845,16.75,46900.0,0.0,0.0,0.0,0.0
sh603818,7.2,54720.0,0.0,0.0,0.0,0.0
sh600520,13.29,31896.0,0.7,0.00841944,0.13864422,0.0239447
sz002680,0.0,0.0,0.0,0.0,0.0,0.0
sz000564,2.61,164430.0,0.0,0.0,0.0,0.0
sh601969,5.66,382050.0,0.0,0.0,0.0,0.0
sh603518,9.17,378904.0,0.0,0.0,0.0,0.0
sz002877,9.3,103230.0,0.0,0.0,0.0,0.0
sz002299,24.81,1436499.0,0.0,0.0,0.0,0.0
sz000998,16.01,11701709.0,0.0,0.0,0.0,0.0
sz300347,62.5,675000.0,0.0,0.0,0.0,0.0
sh600826,10.73,4292.0,0.0,0.0,0.0,0.0
sh601633,8.72,693240.0,0.0,0.0,0.0,0.0
sh603900,11.88,106920.0,0.0,0.0,0.0,0.0
sz300508,37.94,508396.0,0.0,0.0,0.0,0.0
sz300384,16.29,127062.0,0.0,0.0,0.0,0.0
sz002640,8.96,1620864.0,0.0,0.0,0.0,0.0
sz002415,25.62,4391268.0,0.0,0.0,0.0,0.0
sh600645,17.7,47790.0,0.0,0.0,0.0,0.0
sz002469,4.37,64676.0,0.0,0.0,0.0,0.0
