,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell,inst_sell
sh603076,24.87,77097.0,0.0,0.0,0.0,0.0
sz300240,7.72,149768.0,0.0,0.0,0.0,0.0
sz000893,0,0,0,0,0,0
sh600185,4.7,169670.0,0.0,0.0,0.0,0.0
sz002468,21.5,1171750.0,0.0,0.0,0.0,0.0
sh601225,9.01,933436.0,0.0,0.0,0.0,0.0
sz000966,4.34,963914.0,0.0,0.0,0.0,0.0
sz002424,10.11,810822.0,0.0,0.0,0.0,0.0
sz002305,3.3,2167110.0,0.0,0.0,0.0,0.0
sh600157,2.11,8566220.0,0.0,0.0,0.0,0.0
sh603918,13.34,106720.0,0.0,0.0,0.0,0.0
sz300701,35.47,113504.0,0.0,0.0,0.0,0.0
sz000403,27.81,44496.0,0.0,0.0,0.0,0.0
sz300717,17.08,1299788.0,0.0,0.0,0.0,0.0
sh600536,29.46,6837695.0,0.0,0.0,0.0,0.0
sh603477,8.37,295461.0,0.0,0.0,0.0,0.0
sz000996,13.38,17652234.0,0.0,0.0,0.0,0.0
sz002524,4.91,129133.0,0.0,0.0,0.0,0.0
sh600896,0,0,0,0,0,0
sz002606,6.96,3360984.0,0.0,0.0,0.0,0.0
sh600487,21.74,4515942.0,0.0,0.0,0.0,0.0
sz300094,6.73,80760.0,0.0,0.0,0.0,0.0
sz000766,7.6,276640.0,0.0,0.0,0.0,0.0
sz002791,13.04,79544.0,0.0,0.0,0.0,0.0
sh600313,2.76,378672.0,0.0,0.0,0.0,0.0
sh600186,2.12,828496.0,0.0,0.0,0.0,0.0
sh600196,28.6,4767620.0,0.0,0.0,0.0,0.0
sh600137,14.69,994513.0,0.0,0.0,0.0,0.0
sz000528,7.33,249953.0,0.0,0.0,0.0,0.0
sh600612,41.93,230615.0,0.0,0.0,0.0,0.0
sh600814,5.8,78880.0,0.0,0.0,0.0,0.0
sz000639,8.5,74800.0,0.0,0.0,0.0,0.0
sz002845,19.21,474487.0,0.0,0.0,0.0,0.0
sh603818,0,0,0,0,0,0
sh600520,13.97,252857.0,0.0,0.0,0.0,0.0
sz002680,1.5,978150.0,0.0,0.0,0.0,0.0
sz000564,3.55,2936915.0,0.0,0.0,0.0,0.0
sh601969,5.34,296370.0,0.0,0.0,0.0,0.0
sh603518,15.53,191019.0,0.0,0.0,0.0,0.0
sz002877,15.77,70965.0,0.0,0.0,0.0,0.0
sz002299,25.55,3027675.0,0.0,0.0,0.0,0.0
sz000998,15.65,256660.0,0.0,0.0,0.0,0.0
sz300347,54.33,538139.0,0.0,0.0,0.0,0.0
sh600826,11.03,188613.0,0.0,0.0,0.0,0.0
sh601633,7.9,417910.0,0.0,0.0,0.0,0.0
sh603900,13.15,700895.0,0.0,0.0,0.0,0.0
sz300508,25.36,90282.0,0.0,0.0,0.0,0.0
sz300384,15.95,3824092.0,0.0,0.0,0.0,0.0
sz002640,11.25,22753744.0,0.0,0.0,0.0,0.0
sz002415,34.08,5725440.0,0.0,0.0,0.0,0.0
sh600645,19.97,1869192.0,0.0,0.0,0.0,0.0
sz002469,4.4,30800.0,0.0,0.0,0.0,0.0
sz002827,15.33,625464.0,0.0,0.0,0.0,0.0
sz300636,19.0,43700.0,0.0,0.0,0.0,0.0
sz000890,6.04,374480.0,0.0,0.0,0.0,0.0
sh603026,23.82,30513.0,0.0,0.0,0.0,0.0
sh600539,6.74,6740.0,0.0,0.0,0.0,0.0
sz000925,7.23,174243.0,0.0,0.0,0.0,0.0
sz002459,12.04,379260.0,0.0,0.0,0.0,0.0
sh603388,11.5,3450.0,0.0,0.0,0.0,0.0
sz300221,6.68,432196.0,0.0,0.0,0.0,0.0
sz000970,9.25,219142.0,0.0,0.0,0.0,0.0
sz002775,7.0,787500.0,0.0,0.0,0.0,0.0
sz300463,18.89,45336.0,0.0,0.0,0.0,0.0
sh603110,12.77,63850.0,0.0,0.0,0.0,0.0
sz000089,9.4,799000.0,0.0,0.0,0.0,0.0
sh603116,8.31,65981.0,0.0,0.0,0.0,0.0
sh603500,12.69,290601.0,0.0,0.0,0.0,0.0
sh600854,4.21,257652.0,0.0,0.0,0.0,0.0
sh600009,56.02,868310.0,0.0,0.0,0.0,0.0
sz000936,7.95,13652535.0,0.0,0.0,0.0,0.0
sz300243,9.48,23700.0,0.0,0.0,0.0,0.0
sh600962,8.87,478980.0,0.0,0.0,0.0,0.0
sh600893,25.5,4564500.0,0.0,0.0,0.0,0.0
sh603556,0,0,0,0,0,0
sz300545,31.01,3705695.0,0.0,0.0,0.0,0.0
sz002037,9.36,54288.0,0.0,0.0,0.0,0.0
sh603021,6.49,112926.0,0.0,0.0,0.0,0.0
sh600619,9.22,65462.0,0.0,0.0,0.0,0.0
sh600096,6.3,47250.0,0.0,0.0,0.0,0.0
sz002537,10.95,48180.0,0.0,0.0,0.0,0.0
sh600059,7.43,591428.0,0.0,0.0,0.0,0.0
sz000957,8.08,4333304.0,0.0,0.0,0.0,0.0
sh600217,4.88,49288.0,0.0,0.0,0.0,0.0
sh600023,4.79,312308.0,0.0,0.0,0.0,0.0
sz300543,18.28,166348.0,0.0,0.0,0.0,0.0
sh600222,4.29,68640.0,0.0,0.0,0.0,0.0
sz300627,19.02,163572.0,0.0,0.0,0.0,0.0
sh603933,19.58,92026.0,0.0,0.0,0.0,0.0
sh601222,5.55,493395.0,0.0,0.0,0.0,0.0
sh603028,8.51,192326.0,0.0,0.0,0.0,0.0
sh600083,17.82,35640.0,0.0,0.0,0.0,0.0
sz300392,8.08,457328.0,0.0,0.0,0.0,0.0
sz002732,17.12,131824.0,0.0,0.0,0.0,0.0
sh601330,13.22,505004.0,0.0,0.0,0.0,0.0
sz002905,15.0,84000.0,0.0,0.0,0.0,0.0
sz002750,7.2,174240.0,149.85,0.04319713,0.23702105,0.05078989
sz300641,5.73,95118.0,0.0,0.0,0.0,0.0
sz300393,20.8,505440.0,0.0,0.0,0.0,0.0
sh603977,7.9,8690.0,0.0,0.0,0.0,0.0
sz300521,11.29,127577.0,0.0,0.0,0.0,0.0
