,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell,inst_sell,cost
sz000719,7.15,702130.0,0.0,0.0,0.0,0.0,7.244094911780717
sz300139,7.19,56801.0,0.0,0.0,0.0,0.0,7.331898649566044
sh600728,8.41,965132.0,0.0,0.0,0.0,0.0,8.58773544790746
sz300294,31.0,3024918.0,17.616666666666667,0.44373973,0.4310593,0.06581289,32.26980518106203
sh601658,5.51,2346715.0,0.0,0.0,0.0,0.0,5.4993829755888815
sz300801,38.55,15439275.0,138.06666666666666,0.20789279,0.58214169,0.13197604,38.3601566874313
sh600543,4.77,3339.0,0.0,0.0,0.0,0.0,4.874717352724755
sz002041,8.8,1872640.0,0.0,0.0,0.0,0.0,9.184117123250786
sh600337,4.03,693160.0,0.0,0.0,0.0,0.0,4.085523308924283
sz300236,38.0,18274200.0,0.0,0.0,0.0,0.0,39.36619437025635
sz300104,0,0,0,0,0,0,0
sz002473,6.78,77970.0,0.0,0.0,0.0,0.0,6.845149050095249
sz002748,6.47,8411.0,0.0,0.0,0.0,0.0,6.59461610731249
sz002087,3.08,243813.0,0.0,0.0,0.0,0.0,3.139989171360115
sz002112,5.71,5710.0,0.0,0.0,0.0,0.0,5.798017915574017
sz002420,3.47,548607.0,0.0,0.0,0.0,0.0,3.521370382609445
sz002830,11.03,41914.0,0.0,0.0,0.0,0.0,11.185471024443833
sh603666,83.85,201240.0,0.0,0.0,0.0,0.0,83.36733608608608
sz002236,19.25,5798100.0,0.0,0.0,0.0,0.0,19.730585880712276
sh600161,31.81,11206663.0,4.0,0.71358296,0.25509265,0.0500338,32.329008246098404
sh600458,5.75,278300.0,0.0,0.0,0.0,0.0,5.873723577736069
sz002282,6.88,7568.0,0.0,0.0,0.0,0.0,7.008195181490129
sz002479,5.55,187590.0,0.0,0.0,0.0,0.0,5.724030901483671
sh603515,24.73,321490.0,0.0,0.0,0.0,0.0,24.935404261565182
sh600847,9.5,19000.0,0.0,0.0,0.0,0.0,9.853077585279241
sz002059,3.92,275576.0,0.0,0.0,0.0,0.0,4.035172536022544
sh600623,5.7,161880.0,0.0,0.0,0.0,0.0,5.769057563139502
sh603355,0.0,0.0,0.0,0.0,0.0,0.0,22.45051335294457
sz002128,7.24,386616.0,0.0,0.0,0.0,0.0,7.394559387496077
sh600706,6.75,130545.0,0.0,0.0,0.0,0.0,6.874772874118606
sh603131,14.08,156288.0,0.25,0.12159574,0.00332424,0.0,14.580133948285166
sz002760,17.32,60620.0,0.0,0.0,0.0,0.0,16.873810739922693
sz300260,10.85,61845.0,0.0,0.0,0.0,0.0,11.130809146341464
sz002522,5.14,379332.0,0.0,0.0,0.0,0.0,5.241606955304003
sh603823,21.34,29876.0,0.0,0.0,0.0,0.0,21.407709634483464
sz300130,15.17,3945414.0,0.0,0.0,0.0,0.0,15.498525509860995
sz002645,7.2,249840.0,0.0,0.0,0.0,0.0,7.419121325556425
sz000633,3.32,86652.0,0.0,0.0,0.0,0.0,3.35651163597267
sh603676,10.5,315000.0,0.0,0.0,0.0,0.0,10.748506070891215
sz002853,14.91,107352.0,0.0,0.0,0.0,0.0,15.21501837416481
sz002700,5.67,182574.0,0.0,0.0,0.0,0.0,5.831174695643074
sz300719,9.79,123354.0,0.0,0.0,0.0,0.0,9.88370634284831
sz300105,3.95,63595.0,0.0,0.0,0.0,0.0,4.0058919887381625
sz300404,18.7,891279.0,245.01666666666668,0.0,0.18982594,0.1311244,18.700000000000003
sh600081,10.07,181260.0,0.0,0.0,0.0,0.0,10.168488899768391
sz002908,11.2,325920.0,0.0,0.0,0.0,0.0,11.443596901880186
sz300632,22.13,1068879.0,0.0,0.0,0.0,0.0,22.489715659523494
sh601882,6.59,40858.0,0.0,0.0,0.0,0.0,6.538268528464018
sz000848,6.67,511589.0,0.0,0.0,0.0,0.0,6.651798897969062
sh603569,8.8,103840.0,0.0,0.0,0.0,0.0,8.816638121078514
sz002166,11.06,10972438.0,0.0,0.0,0.0,0.0,11.464132408294894
sz002017,11.9,747320.0,0.0,0.0,0.0,0.0,12.337520026223599
sz002089,1.77,2173737.0,0.0,0.0,0.0,0.0,1.8069014979032105
sh600152,6.3,427140.0,0.0,0.0,0.0,0.0,6.398053773512977
sz300050,4.58,532196.0,0.0,0.0,0.0,0.0,4.746590690485509
sz300367,3.37,581325.0,0.0,0.0,0.0,0.0,3.4965885071922496
sh600252,3.16,538780.0,0.0,0.0,0.0,0.0,3.2609052327458055
sh603256,11.32,292056.0,0.0,0.0,0.0,0.0,11.557776779068298
sz300527,9.7,1387100.0,0.0,0.0,0.0,0.0,9.753383798686064
sh601038,5.28,332640.0,0.0,0.0,0.0,0.0,5.535482182704916
sz300604,28.51,2078379.0,0.0,0.0,0.0,0.0,29.54619444775408
sh600107,5.64,740532.0,0.0,0.0,0.0,0.0,5.666686319322536
sz300111,2.01,29145.0,0.0,0.0,0.0,0.0,2.0491464580958745
sh603466,12.84,134820.0,0.0,0.0,0.0,0.0,13.13425512364668
sh600188,8.8,936320.0,0.0,0.0,0.0,0.0,8.928497641733836
sz002903,11.72,96104.0,0.0,0.0,0.0,0.0,12.12491104986219
sz002062,3.23,20995.0,0.0,0.0,0.0,0.0,3.2484508143322484
sz002012,5.01,511521.0,0.0,0.0,0.0,0.0,5.135601844951227
sz002149,6.3,234360.0,0.0,0.0,0.0,0.0,6.387249552772808
sz001896,3.03,124836.0,0.0,0.0,0.0,0.0,3.093035084926897
sz002045,10.96,1021472.0,0.0,0.0,0.0,0.0,11.157096086321546
sz002610,1.32,870408.0,0.0,0.0,0.0,0.0,1.3507312902884254
sz002801,34.12,501564.0,0.0,0.0,0.0,0.0,34.1885540417802
sz000533,2.35,103400.0,0.0,0.0,0.0,0.0,2.3912540184722157
sz002155,7.01,3612954.0,0.0,0.0,0.0,0.0,7.240218695935969
sh600084,2.3,35190.0,0.0,0.0,0.0,0.0,2.3276598062426466
