,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell
sh603076,28.2,332760.0,0.0,0.00039513,0.00039513
sz300240,8.3,624990.0,0.0,0.00441548,0.00018357999999999997
sz000893,6.14,144904.0,0.75,0.00318603,0.00274018
sh600185,6.16,19136040.0,4.933333333333334,0.0,0.19761486
sz002468,24.85,1391600.0,0.0,0.0,0.013916
sh601225,9.49,6112509.0,4.983333333333333,0.0,0.06575465
sz000966,4.28,840164.0,0.15,0.00468054,0.0053971
sz002424,11.1,1628370.0,0.0,0.05026907,0.00359928
sz002305,3.63,4102263.0,0.0,0.00214157,0.00481097
sh600157,2.28,5809212.0,0.0,0.13276639,0.08743591
sh603918,15.51,651420.0,0.0,0.0058755,0.00271752
sz300701,38.89,509459.0,0.75,0.00433369,0.00925936
sz000403,29.01,55119.0,0.26666666666666666,0.0105601,0.00763053
sz300717,18.61,348007.0,0.0,0.00044841,7.481e-05
sh600536,61.8,32889960.0,0.0,0.03190631,0.0128784
sh603477,9.8,723240.0,0.0,0.0,0.0072324
sz000996,14.77,1986565.0,0.0,0.00407618,0.01013858
sz002524,5.59,185588.0,0.0,0.00184449,0.00315998
sh600896,6.0,1204800.0,209.1,0.0096762,0.16075798
sz002606,7.48,411400.0,0.0,0.01918169,0.0017263
sh600487,22.01,5703759.0,0.1,0.01203995,0.03754202
sz300094,6.65,181545.0,0.95,0.00132254,0.00554931
sz000766,10.5,59805900.0,224.51666666666665,0.07170846,1.9995644300000002
sz002791,15.33,323862.0,0.0,0.00186063,0.00034432
sh600313,3.05,587735.0,0.1,0.0,0.01609979
sh600186,2.16,539352.0,0.2833333333333333,0.00133161,0.0018559
sh600196,30.35,6634874.0,0.0,0.01085611,0.00057848
sh600137,18.02,77486.0,0.0,0.0,0.00253988
sz000528,8.0,7234400.0,0.0,0.0,0.072344
sh600612,44.97,899400.0,0.4166666666666667,0.00546448,0.00483659
sh600814,6.28,364868.0,0.0,0.01998698,0.00453485
sz000639,10.71,921060.0,0.0,0.0,0.0092106
sz002845,24.06,1917582.0,0.0,0.00243813,0.00243813
sh603818,9.38,274834.0,0.0,0.00010305,2.817e-05
sh600520,16.0,310400.0,0.0,0.02477316,0.00322448
sz002680,0,0,0,0,0
sz000564,3.85,985215.0,0.0,0.04158,0.00097373
sh601969,5.5,451550.0,0.05,0.01769273,0.00812485
sh603518,17.85,237405.0,0.0,0.0,0.00237405
sz002877,16.5,257400.0,0.5,0.0001661,0.00372005
sz002299,26.57,6435440.0,0.0,0.01215027,0.00647646
sz000998,16.67,563446.0,0.1,0.0,0.01451756
sz300347,66.0,1108800.0,0.0,0.0,0.011088
sh600826,12.07,933011.0,0.05,0.03206691,0.02166019
sh601633,8.07,1480845.0,0.3,0.01361013,0.0187246
sh603900,15.88,498632.0,0.0,0.01044002,0.00127566
sz300508,30.47,97504.0,0.15,6.226e-05,0.00021791
sz300384,16.28,30932.0,0.0,0.000876,0.000876
sz002640,11.72,5190788.0,0.16666666666666666,0.002312,0.01569945
sz002415,37.2,15586800.0,0.0,0.0,0.28590309
sh600645,22.62,1343628.0,0.0,0.01136276,0.00023006
sz002469,4.94,185744.0,0.03333333333333333,0.00362278,0.00244647
sz002827,17.42,1351792.0,0.0,0.0591397,0.05523093
sz300636,21.25,14875.0,0.0,0.00055554,0.00149706
sz000890,6.63,216138.0,0.5333333333333333,0.01871038,0.00925485
sh603026,32.95,4372465.0,0.0,0.00089052,0.00089052
sh600539,0.0,0.0,0.45,7.84e-05,0.000196
sz000925,8.34,385308.0,0.0,0.07121972,0.05523026
sz002459,12.11,226457.0,0.0,0.00500679,0.00147994
sh603388,12.99,268893.0,0.0,0.00089687,0.00085676
sz300221,8.4,5639760.0,0.0,0.04441357,0.00166505
sz000970,10.3,540091.0,0.03333333333333333,0.20712981,0.00825616
sz002775,7.39,101982.0,0.2,0.00212074,0.00134895
sz300463,20.49,264321.0,0.0,0.01257867,0.01240539
sh603110,16.51,6065774.0,0.0,0.00379114,0.00253361
sz000089,9.89,1168009.0,5.0,0.0,0.02626757
sh603116,9.2,417680.0,0.36666666666666664,0.02012601,0.00563025
sh603500,14.55,173145.0,0.0,0.00046007,0.00194331
sh600854,4.68,279396.0,1.9166666666666667,0.00172491,0.00380546
sh600009,61.8,2845643.0,0.0,0.00131023,0.00249565
sz000936,11.7,98497620.0,0.0,0.03685783,0.03685783
sz300243,10.44,354960.0,0.0,0.00070284,1.05e-05
sh600962,9.98,1024946.0,227.39999999999998,0.06540212,0.40559164
sh600893,27.06,4600200.0,0.1,0.00603001,0.02282108
sh603556,16.11,130491.0,0.0,9.785e-05,9.785e-05
sz300545,31.6,916400.0,0.0,0.00205664,0.00205664
sz002037,9.87,321762.0,0.1,0.00202155,0.00689371
sh603021,7.29,45927.0,0.0,0.00089082,0.00037142
sh600619,10.56,5817504.0,0.0,0.00357539,0.00664085
sh600096,7.09,1128161.0,0.0,0.00451583,0.00042823
sz002537,14.1,48822660.0,0.35,0.08037016,0.0805816
sh600059,8.21,867797.0,5.766666666666667,0.0,0.01258563
sz000957,8.01,2836341.0,0.05,0.01075322,0.00448352
sh600217,6.31,42277.0,0.21666666666666667,0.00407797,0.0043552
sh600023,4.98,1347075.0,4.816666666666666,0.0325614,0.09435576
sz300543,19.79,158320.0,0.1,0.00069086,0.00044748
sh600222,5.96,1299876.0,0.05,0.02198477,0.01233012
sz300627,23.27,16903328.0,243.8,0.00146601,0.65829899
sh603933,21.14,46085.0,0.0,0.0044599,0.00116834
sh601222,6.04,250056.0,0.3333333333333333,0.00533554,0.00869857
sh603028,9.1,345800.0,0.0,0.0,0.003458
sh600083,18.92,688688.0,0.0,0.00196058,0.00196058
sz300392,8.63,535060.0,0.1,0.01729313,0.010130670000000001
