,kaipan_price,kaipan_money
sh600000,10.1,2018989.9999999998
sh600004,12.01,550058.0
sh600006,7.28,3104192.0
sh600007,22.15,6590000.0
sh600008,2.98,896682.0
sh600009,47.31,2531085.0
sh600010,1.6,64300000.0
sh600011,4.22,489520.0
sh600012,6.9,92460.0
sh600015,6.4,1029120.0000000001
sh600016,4.69,2605295.0
sh600017,2.75,257950.0
sh600018,4.77,430000.0
sh600019,7.59,80260455.0
sh600020,3.4,540000.0
sh600021,7.24,1312612.0
sh600022,1.8,10506600.0
sh600023,3.62,1057040.0
sh600025,5.57,1010955.0000000001
sh600026,6.24,136656.0
sh600027,3.43,1060000.0
sh600028,4.38,13910000.0
sh600029,6.57,465156.00000000006
sh600030,24.77,6500000.0
sh600031,29.92,29378448.000000004
sh600033,2.75,50000.0
sh600035,3.04,198208.0
sh600036,55.1,20610000.0
sh600037,11.15,6080095.0
sh600038,52.38,309042.0
sh600039,7.69,2090000.0
sh600048,13.5,1788750.0
sh600050,4.37,3186167.0
sh600051,6.86,64484.0
sh600052,3.47,0.0
sh600053,16.71,60156.00000000001
sh600054,9.57,25839.0
sh600055,13.41,620000.0
sh600056,12.92,370804.0
sh600057,6.71,350262.0
sh600058,8.88,2931288.0
sh600059,11.91,1500000.0
sh600060,11.89,844190.0
sh600061,13.19,450000.0
sh600062,12.15,1290000.0
sh600063,4.11,1870000.0
sh600064,9.86,120291.99999999999
sh600066,14.08,1468544.0
sh600067,3.35,14740.0
sh600068,7.23,618165.0
sh600070,7.07,72114.0
sh600071,13.47,12123.0
sh600072,11.39,430000.0
sh600073,8.28,560000.0
sh600075,7.6,3624440.0
sh600076,3.56,580000.0
sh600077,2.98,200852.0
sh600078,1.99,1490000.0
sh600079,29.4,1160000.0
sh600080,6.48,201528.00000000003
sh600081,13.6,1317840.0
sh600082,2.86,2288.0
sh600083,5.59,21242.0
sh600084,3.46,277838.0
sh600085,36.13,6821344.0
sh600086,0.16,0.0
sh600088,14.65,1152955.0
sh600089,11.84,2269728.0
sh600090,1.34,270000.0
sh600091,2.55,1611855.0
sh600093,5.93,0.0
sh600094,3.59,79339.0
sh600095,10.6,62933260.0
sh600096,8.7,5648910.0
sh600097,9.15,27450.0
sh600098,6.0,54000.0
sh600099,6.15,13530.000000000002
sh600100,5.98,432952.00000000006
sh600101,5.65,46330.0
sh600103,2.27,365470.0
sh600104,20.57,9678185.0
sh600105,3.42,272916.0
sh600106,2.62,67858.0
sh600107,6.89,213590.0
sh600108,2.81,300000.0
sh600109,12.25,3291575.0
sh600110,7.4,1464460.0
sh600111,20.5,18180000.0
sh600112,1.64,500528.0
sh600113,6.14,11052.0
sh600114,7.67,119652.0
sh600115,5.49,1832562.0
sh600116,8.75,258125.0
sh600117,3.94,2183942.0
sh600118,29.3,386760.0
sh600119,7.98,350322.0
sh600120,5.64,117876.0
sh600121,5.5,4254250.0
sh600122,1.47,923453.9999999999
sh600123,6.25,5948125.0
sh600125,5.06,270000.0
sh600126,5.61,3770000.0
sh600127,9.37,808631.0
sh600128,6.71,149633.0
sh600129,15.25,773175.0
sh600130,3.38,29068.0
sh600131,13.66,482198.00000000006
sh600132,168.98,3480987.9999999995
sh600133,5.86,185762.0
sh600135,6.34,72910.0
sh600136,7.18,1394356.0
sh600137,16.34,11222312.0
sh600138,11.19,1148093.9999999998
sh600139,1.75,333550.0
sh600141,14.91,8002197.0
sh600143,20.59,2872305.0
sh600145,1.15,229310.0
sh600146,1.62,977346.0000000001
sh600148,12.83,24377.0
sh600149,5.38,160862.0
sh600150,17.2,5435200.0
sh600151,9.41,441329.0
sh600152,8.39,1455665.0000000002
sh600153,8.04,217079.99999999997
sh600155,10.85,10028655.0
sh600156,3.52,422048.00000000006
sh600157,1.64,6766148.0
sh600158,12.61,2707367.0
sh600159,2.51,60992.99999999999
sh600160,9.69,428297.99999999994
sh600161,33.99,1240635.0
sh600162,1.92,176064.0
sh600163,4.68,352404.0
sh600165,6.56,2176608.0
sh600166,3.93,3528354.0
sh600167,9.5,4170500.0
sh600168,6.75,413100.0
sh600169,2.39,749982.0000000001
sh600170,2.91,349200.0
sh600171,17.62,7462070.0
sh600172,6.5,12275900.0
sh600173,4.95,72765.0
sh600176,18.41,3593632.0
sh600177,7.39,231306.99999999997
sh600178,8.46,9498042.000000002
sh600179,4.36,57116.00000000001
sh600180,5.77,51353.0
sh600182,13.07,2614.0
sh600183,22.88,220000.0
sh600184,10.81,150259.0
sh600185,7.59,2021975.9999999998
sh600186,2.87,57974.0
sh600187,2.3,48529.99999999999
sh600188,12.96,7090416.0
sh600189,10.73,271469.0
sh600190,2.89,63869.00000000001
sh600191,2.62,118424.0
sh600192,4.2,51240.0
sh600193,6.8,54400.0
sh600195,11.25,151875.0
sh600196,63.5,48971200.0
sh600197,25.6,3064320.0
sh600198,5.68,255031.99999999997
sh600199,13.69,328560.0
sh600200,7.68,11321087.999999998
sh600201,21.18,1420000.0
sh600202,3.86,183736.0
sh600203,7.58,1516.0
sh600206,12.49,3970000.0
sh600207,6.36,424848.00000000006
sh600208,3.18,210000.0
sh600209,4.18,0.0
sh600210,4.8,202080.0
sh600211,70.0,10507000.0
sh600212,3.97,1558225.0
sh600213,6.56,429680.0
sh600215,6.44,40000.0
sh600216,16.76,3429096.0000000005
sh600217,5.3,176490.0
sh600218,9.01,624393.0
sh600219,3.96,14516568.0
sh600220,2.23,30774.0
sh600221,1.81,21690135.0
sh600222,5.95,161245.0
sh600223,17.67,37281933.0
sh600225,2.02,740000.0
sh600226,2.79,2089989.0
sh600227,3.53,3556475.0
sh600228,9.17,11921.0
sh600229,6.54,19620.0
sh600230,11.0,943800.0
sh600231,2.97,2239677.0
sh600232,5.11,20951.000000000004
sh600233,11.06,840000.0
sh600234,11.01,144231.0
sh600235,5.34,122285.99999999999
sh600236,5.21,60957.00000000001
sh600237,5.46,410046.0
sh600238,12.95,5091939.999999999
sh600239,1.75,33775.0
sh600241,4.45,0.0
sh600242,2.71,400809.0
sh600243,4.21,1854925.9999999998
sh600246,7.15,105820.0
sh600247,0.65,0.0
sh600248,4.55,337155.0
sh600249,4.82,310408.00000000006
sh600250,5.0,260000.0
sh600251,7.52,1097920.0
sh600252,3.03,160287.0
sh600255,2.22,127872.0
sh600256,3.14,3376128.0
sh600257,6.73,2669791.0000000005
sh600258,24.75,630000.0
sh600259,35.33,3232694.9999999995
sh600260,8.08,162408.0
sh600261,4.28,134820.0
sh600262,15.2,7600.0
sh600265,16.08,0.0
sh600266,5.05,513584.99999999994
sh600267,13.9,280000.0
sh600268,6.44,164864.0
sh600269,3.42,10000.0
sh600271,12.9,485040.00000000006
sh600272,7.15,343200.0
sh600273,9.07,43536.0
sh600275,2.93,16408.0
sh600276,85.06,9696840.0
sh600277,3.18,350000.0
sh600278,8.44,37979.99999999999
sh600279,3.68,24288.000000000004
sh600280,4.08,651984.0
sh600281,4.09,106339.99999999999
sh600282,3.81,4030000.0
sh600283,11.1,82140.0
sh600284,6.44,500000.0
sh600285,10.32,320000.0
sh600287,5.09,70000.0
sh600288,12.02,60000.0
sh600289,3.6,590000.0
sh600290,2.17,48650966.0
sh600291,2.2,3132140.0
sh600292,11.0,27630000.0
sh600293,2.88,385056.0
sh600295,19.4,13127979.999999998
sh600297,2.99,713115.0
sh600298,61.55,812460.0
sh600299,12.25,493675.0
sh600300,3.63,470000.0
sh600301,6.43,19933.0
sh600302,4.19,4190.000000000001
sh600303,3.79,510000.0
sh600305,20.83,2150000.0
sh600306,7.21,0.0
sh600307,2.25,29310000.0
sh600308,6.04,814796.0
sh600309,107.0,12860000.0
sh600310,4.4,62920.00000000001
sh600311,1.81,5465476.0
sh600312,5.99,11381.0
sh600313,4.67,228830.00000000003
sh600315,56.47,3111497.0
sh600316,35.33,3734381.0
sh600317,2.6,0.0
sh600318,7.7,1330000.0
sh600319,4.81,0.0
sh600320,3.19,120000.0
sh600321,2.05,657640.0
sh600322,2.03,77343.0
sh600323,24.71,333585.0
sh600325,6.73,648099.0000000001
sh600326,7.5,1260000.0
sh600327,5.02,9454165.999999998
sh600328,9.53,2253844.9999999995
sh600329,24.88,77128.0
sh600330,8.51,240833.0
sh600331,2.26,3675211.9999999995
sh600332,31.3,820000.0
sh600333,4.77,200000.0
sh600335,5.23,139641.0
sh600336,6.4,300000.0
sh600337,5.54,1450000.0
sh600338,18.0,81290000.0
sh600339,2.86,1568709.9999999998
sh600340,5.13,1760103.0
sh600343,9.5,356250.0
sh600345,14.09,91585.0
sh600346,28.57,4836901.0
sh600348,5.56,20400000.0
sh600350,6.82,223014.0
sh600351,5.6,525840.0
sh600352,14.14,729624.0000000001
sh600353,4.9,40000.0
sh600354,4.61,3680000.0
sh600355,2.32,13223.999999999998
sh600356,7.58,30000.0
sh600358,3.83,4979.0
sh600359,7.62,36576.0
sh600360,7.43,878969.0
sh600361,3.66,7320.0
sh600362,25.02,36820000.0
sh600363,22.9,178619.99999999997
sh600365,2.81,30000.0
sh600366,6.35,572135.0
sh600367,8.07,489849.0
sh600368,3.76,163560.0
sh600369,4.7,249100.0
sh600370,3.17,60000.0
sh600371,10.93,56836.0
sh600372,15.44,2802360.0
sh600373,10.74,78402.0
sh600375,7.08,40000.0
sh600376,5.62,112400.0
sh600377,10.04,913640.0
sh600378,21.05,871470.0000000001
sh600379,7.48,250580.00000000003
sh600380,15.59,1980000.0
sh600381,6.09,270000.0
sh600382,4.1,801140.0
sh600383,10.99,340000.0
sh600385,5.01,6513.0
sh600386,3.55,35500.0
sh600387,4.21,47152.0
sh600388,8.64,365472.0
sh600389,31.07,5117229.0
sh600390,6.21,382536.0
sh600391,17.9,100000.0
sh600392,16.2,12998879.999999998
sh600393,1.45,4284895.0
sh600395,6.95,2815445.0
sh600396,2.64,718872.0
sh600397,2.59,1851073.0
sh600398,7.24,153488.0
sh600399,14.37,807594.0
sh600400,2.96,239760.0
sh600403,3.35,770000.0
sh600405,6.45,1311930.0
sh600406,30.05,8032365.000000001
sh600408,3.55,18402134.999999996
sh600409,10.82,9631964.0
sh600410,6.33,417780.0
sh600415,5.16,372552.0
sh600416,15.88,220000.0
