,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell
sh603076,27.0,62100.0,0.13333333333333333,0.00702141,0.00342225
sz300240,8.0,1036000.0,0.0,0.00332172,0.01751744
sz000893,6.06,223008.0,0.1,0.01004855,0.00436861
sh600185,5.18,127428.0,0.0,0.05424443,0.05426439
sz002468,22.47,226947.0,0.05,0.003724,0.00242112
sh601225,8.7,1637105.0,0.2,0.00863417,0.04931819
sz000966,4.06,69020.0,9.616666666666667,0.00611245,0.02534749
sz002424,10.39,352221.0,0.26666666666666666,0.02541756,0.00947345
sz002305,3.37,1101990.0,0.4,0.04858236,0.01433321
sh600157,2.11,4332674.0,0.31666666666666665,0.05692441,0.04133818
sh603918,14.96,210936.0,0.0,0.0,0.00210936
sz300701,37.3,67140.0,0.55,0.00060608,0.00231068
sz000403,27.71,249390.0,0.13333333333333333,0.00642606,0.00497423
sz300717,18.55,923790.0,0.0,0.0,0.0092379
sh600536,53.1,90163216.0,0.0,0.03509063,0.03509063
sh603477,9.57,1820214.0,0.0,0.0020347,0.00021246
sz000996,13.68,1028736.0,0.0,0.00349718,0.00235113
sz002524,5.3,155290.0,0.65,0.00326353,0.00202253
sh600896,5.4,359640.0,3.6166666666666667,0.00663985,0.01295991
sz002606,7.17,278913.0,0.0,0.00599467,0.00637953
sh600487,20.69,3322669.0,0.0,0.0751403,0.02657278
sz300094,6.2,188480.0,0.0,0.00882461,0.0041535
sz000766,8.59,4827580.0,0.05,0.00603752,0.00573475
sz002791,13.85,193900.0,0.05,0.0051895,0.00123244
sh600313,2.81,143872.0,6.416666666666667,0.01475434,0.04164832
sh600186,2.06,125042.0,0.9,0.00065422,0.00219503
sh600196,28.79,2121823.0,0.0,0.01715752,0.01632465
sh600137,17.88,638316.0,0.05,0.00359939,0.00168997
sz000528,7.46,362444.0,0.3,0.04770124,0.07928409
sh600612,43.31,294508.0,0.0,0.00250086,0.00031262
sh600814,5.96,16688.0,3.7666666666666666,0.01300138,0.01164827
sz000639,10.1,2745180.0,0.1,0.02065334,0.00867479
