,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell
sh603076,0.0,0.0,0.0,0.00013735,0.00013735
sz300240,8.96,181888.0,0.0,0.04676352,0.0116011
sz000893,8.5,242250.0,0.0,0.00498002,0.00324719
sh600185,5.4,247320.0,0.0,3.811e-05,3.811e-05
sz002468,24.56,294720.0,0.0,0.0,0.0029472
sh601225,9.17,662991.0,0.1,0.01003184,0.02410417
sz000966,5.99,1481327.0,0.2,0.02162485,0.00654053
sz002424,12.34,1143918.0,0.0,0.00041958,0.00041958
sz002305,3.45,28980.0,11.7,0.01359475,0.03712981
sh600157,2.39,10155110.0,0.0,0.14485174,0.00764052
sh603918,15.02,37550.0,0.0,0.00037902,1.518e-05
sz300701,38.62,1371010.0,0.1,0.00630246,0.00574256
sz000403,29.03,55157.0,0.0,0.0,0.00055157
sz300717,0.0,0.0,0.0,0.00137324,0.00099083
sh600536,57.8,4219400.0,0.05,0.04339945,0.00618984
sh603477,8.93,60724.0,0.0,0.00025984,0.00025984
sz000996,18.44,27442463.0,0.0,0.00654581,0.00236647
sz002524,6.3,4122720.0,0.0,0.0009096,0.0009096
sh600896,6.11,95927.0,4.966666666666667,0.0,0.00107516
sz002606,7.36,660928.0,0.15,0.00045413,0.00824118
sh600487,22.6,8908920.0,0.0,0.00358912,0.00358912
sz300094,6.39,159750.0,0.0,0.02197098,0.00922738
sz000766,10.05,596970.0,0.0,0.02796953,0.00195948
sz002791,15.15,15150.0,0.0,0.00551326,0.00158586
sh600313,3.11,74951.0,0.13333333333333333,0.00074613,0.00057286
sh600186,2.2,967780.0,0.0,0.0,0.0096778
sh600196,29.19,642180.0,0.1,0.00977624,0.00536074
sh600137,16.66,16660.0,0.0,0.0,0.0001666
sz000528,8.33,1961049.0,0.15,0.01127115,0.02402368
sh600612,45.19,58747.0,5.016666666666667,0.0,0.00094899
sh600814,6.25,51250.0,0.0,0.00643121,0.00715314
sz000639,9.64,24100.0,0.06666666666666667,0.00192609,0.00227118
sz002845,19.94,33898.0,0.0,0.00305796,0.00145851
sh603818,8.38,50280.0,0.0,0.00067112,7.623e-05
sh600520,14.56,334880.0,0.0,0.00027739,0.00027739
sz002680,0,0,0,0,0
sz000564,3.68,395968.0,0.0,0.00784513,0.0003692
sh601969,5.83,139920.0,0.4,0.00063703,0.00200975
sh603518,17.41,212402.0,0.0,0.00431131,1.751e-05
sz002877,17.29,714077.0,0.0,0.00639798,0.0016455
sz002299,27.2,2921280.0,0.03333333333333333,0.00854464,0.01236897
sz000998,15.25,187575.0,0.0,0.00132762,0.00132762
sz300347,63.78,261498.0,0.05,0.00546762,0.01317047
sh600826,12.85,56540.0,0.0,0.00074249,0.0006616
sh601633,10.07,571976.0,1.05,0.00154578,0.01937326
sh603900,14.78,124152.0,0.0,0.00579242,0.0001493
sz300508,33.6,1068480.0,0.7,0.05882129,0.12580288
sz300384,17.67,37107.0,0.0,0.01096593,0.00014733
sz002640,12.58,1543566.0,0.0,0.01493498,0.00459328
sz002415,34.4,17746960.0,4.95,0.0,0.22480501
sh600645,21.33,95985.0,0.5166666666666667,0.00171454,0.00315192
sz002469,5.28,1473648.0,0.1,0.02346124,0.02635317
sz002827,17.6,302720.0,0.05,3.527e-05,0.00042339
sz300636,21.33,31995.0,0.0,0.00062168,0.00019323
sz000890,7.98,13066452.0,0.0,0.0,0.13066452
sh603026,40.65,2130060.0,0.0,0.0,0.0213006
sh600539,8.13,130080.0,7.6,0.0,0.00321055
sz000925,8.01,52065.0,0.0,0.0,0.00052065
sz002459,12.8,167680.0,0.0,0.0148363,0.00614863
sh603388,13.21,38309.0,5.233333333333333,0.0,0.00070009
sz300221,8.72,254624.0,0.0,0.00362424,0.00036034
