,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell
sh603076,27.05,135250.0,0.15,0.00296977,0.0001369
sz300240,9.45,12300120.0,0.0,0.00976508,0.00976508
sz000893,5.22,144594.0,0.0,0.0,0.00144594
sh600185,4.87,205027.0,0.26666666666666666,0.00125428,0.01155084
sz002468,23.78,5631104.0,0.0,0.0,0.05631104
sh601225,8.65,398765.0,0.7166666666666667,0.01115696,0.02657948
sz000966,4.23,505485.0,0.0,0.01050355,0.00900801
sz002424,10.44,376884.0,0.0,0.00615554,0.00596564
sz002305,3.38,4098250.0,0.05,0.02305835,0.03495299
sh600157,2.32,5118384.0,0.2,0.01567532,0.06038966
sh603918,14.6,4380.0,0.0,0.00068657,0.00032813
sz300701,37.79,1122363.0,0.1,0.00011631,0.00058154
sz000403,27.97,148241.0,0.0,0.0005638,0.00126824
sz300717,16.56,207000.0,0.0,0.00303628,0.00220228
sh600536,48.2,52091668.0,0.0,0.05289695,0.05027669
sh603477,8.61,177366.0,0.0,0.00084446,0.00063583
sz000996,14.1,1401540.0,0.05,0.00505284,0.00657084
sz002524,5.32,331968.0,0.11666666666666667,0.00249855,0.00280697
sh600896,5.18,60088.0,0.2,0.00604174,0.002793
sz002606,7.4,914640.0,0.05,0.03882381,0.00665212
sh600487,21.8,7470860.0,0.0,0.01829181,0.01285377
sz300094,6.74,237248.0,0.25,0.00113847,0.0043403
sz000766,7.75,116250.0,0.18333333333333332,0.00427081,0.00445281
sz002791,12.78,194256.0,0.0,0.00060925,0.00011745
sh600313,2.89,789837.0,1.3333333333333333,0.00404615,0.01097031
sh600186,2.3,751410.0,0.18333333333333332,0.00163343,0.00832522
sh600196,29.9,6276010.0,0.0,0.00236695,0.00236695
sh600137,15.59,807562.0,0.0,0.00053183,0.0013439
sz000528,7.33,2070652.0,0.03333333333333333,0.0131876,0.01456023
sh600612,40.29,124899.0,0.0,0.0,0.00124899
sh600814,5.88,181104.0,0.0,0.00057717,5.97e-06
sz000639,8.83,521853.0,0.0,0.00086733,0.00086733
sz002845,19.72,631040.0,1.15,0.16359706,0.37706646
sh603818,8.1,8910.0,0.11666666666666667,0.00099695,0.00130611
sh600520,15.15,894077.0,0.0,0.00171591,0.0006129
sz002680,0,0,0,0,0
sz000564,3.56,909580.0,0.05,0.00862759,0.0044573
sh601969,5.5,438350.0,0.05,0.0018473,0.00762666
sh603518,16.05,227910.0,0.0,0.00170044,1.625e-05
sz002877,16.51,282321.0,0.05,0.00115529,0.00214101
sz002299,28.1,24221947.0,0.06666666666666667,0.01973317,0.02408495
sz000998,15.46,190158.0,0.0,0.0,0.00474407
sz300347,59.88,736524.0,0.0,0.02059946,0.00079963
sh600826,11.75,1820075.0,0.0,0.00112498,0.0007122
sh601633,7.49,256158.0,0.0,0.02258128,0.00042059
sh603900,14.48,118736.0,0.0,0.01754635,0.00282738
sz300508,27.05,811500.0,0.0,0.06414887,0.00449314
sz300384,16.69,829493.0,0.0,0.00408384,0.00296758
sz002640,12.4,1517971.0,0.0,0.00634965,0.00041378
sz002415,34.68,5385804.0,0.26666666666666666,0.0163424,0.01708445
sh600645,22.87,493992.0,0.0,0.00221642,0.00161043
sz002469,4.7,34780.0,0.0,0.00010972,4.78e-06
sz002827,15.8,425020.0,0.0,0.00957544,0.00032179
sz300636,19.94,47856.0,0.0,4.016e-05,6.024e-05
sz000890,6.56,421152.0,0.0,0.00290962,0.00021017
sh603026,25.14,746658.0,0.0,0.00199744,0.00046709
sh600539,6.98,9074.0,0.5,0.00044844,0.0003177
sz000925,8.17,784320.0,0.0,0.04573093,0.04143328
sz002459,12.69,185274.0,0.15,0.01680936,0.01025509
sh603388,12.17,14604.0,0.4166666666666667,0.00104795,0.0007332
sz300221,7.55,280105.0,5.0,0.0,0.0032163
sz000970,9.8,622300.0,0.05,0.00117219,0.0026974
sz002775,7.06,41654.0,0.4,0.00308306,0.00128148
sz300463,19.99,27986.0,0.05,0.00184782,0.00063
sh603110,13.02,75516.0,0.0,0.00137506,0.00066782
sz000089,9.25,254375.0,0.25,0.01861109,0.00939767
sh603116,8.55,77805.0,0.0,9.505e-05,9.505e-05
sh603500,12.9,744330.0,0.38333333333333336,0.0010309,0.00048571
sh600854,4.44,264624.0,0.0,0.00076949,2.235e-05
sh600009,56.1,830280.0,0.16666666666666666,0.00512559,0.01502715
sz000936,11.1,10051050.0,0.05,0.03892652,0.05480254
sz300243,10.01,458458.0,5.05,0.0,0.00614154
sh600962,9.64,118572.0,0.0,0.00534692,0.0049427
sh600893,26.64,2293704.0,0.05,0.01184838,0.0053815
sh603556,16.75,2422050.0,0.0,0.00051594,0.00051594
