,kaipan_price,kaipan_money,sell_amount,zhangting_min
sh603577,10.64,15960,0.00366912,1.2
sz300740,17.11,537425,0.00145416,0.05
sh601298,7.85,3559975,0.04946714000000001,0.6333333333333333
sz300497,18.39,349410,0.0101518,0.0
sh600378,10.34,75482,0.00296736,1.5166666666666666
sz000028,45.87,986205,0.0007107000000000001,0.0
sz000812,4.65,1788855,1.28243918,7.083333333333333
sz300404,13.4,80400,0.002216,0.0
sz300643,9.53,151527,0.00449936,0.4
sz002602,20.27,1366198,0.0012566,0.18333333333333332
sh600415,4.65,2348715,0.015318940000000001,0.9333333333333333
sh603889,10.23,253704,0.0003922,0.05
sz300506,16.62,46536,0.028731600000000003,0.0
sz002361,4.37,165623,0.014578200000000001,0.2
sh600510,6.52,110188,0.00043494,0.30000000000000004
sz002447,3.14,937918,0.00744399,0.18333333333333332
sh600936,4.81,8866273,0.4508413,8.883333333333333
sz300569,19.05,323850,0.00195921,0.0
sh600688,5.52,1013472,0.0204849,3.433333333333333
sh601088,20.99,5132055,0.0009539199999999999,0.0
sh600126,5.06,261248,0.00841936,1.25
sh600773,7.2,583920,0.00693962,0.48333333333333334
sz300605,16.8,127680,0.00230472,0.6
sz002423,12.4,15814960,0.0064218,0.0
sh603605,51.0,739500,0.00080475,0.0
sh603030,6.9,365700,0.000423,0.6666666666666666
sh603967,0.0,0.0,0.0,0.0
sz002197,8.63,995902,0.0014074,0.15
sz002181,5.25,4990125,0.7772046,169.05
sz002225,5.2,233464,0.034002040000000004,5.699999999999999
sh603421,23.65,307450,0.00068824,0.15000000000000002
sz000676,10.51,891248,0.002604,0.0
sz300293,8.87,432856,0.00902638,0.0
sz002484,7.48,701624,0.00031201,0.15
sz002331,10.29,169991,0.0012923999999999998,0.36666666666666664
sz000157,4.24,571552,0.19802640000000002,2.1666666666666665
sz300526,12.32,117040,0.00132808,0.15
sz000589,3.91,38709,0.00103341,0.26666666666666666
sz300246,13.8,310500,0.00150335,0.0
sh600728,11.31,45583145,5.08170741,22.416666666666668
sz300415,7.1,74550,0.00051957,0.0
sh600169,2.93,1721522,0.0054824,0.03333333333333333
sz002437,3.5,1282050,0.0003816,1.45
sh600939,5.4,262980,0.0008254600000000001,1.15
sh600305,12.25,1365875,0.00578608,0.16666666666666669
sz002926,11.23,7871107,0.01912746,0.0
sh603833,95.51,448897,0.06567624000000001,1.2666666666666666
sz002812,59.0,666700,0.06604784,0.0
sh600809,52.89,3533052,0.0022624,0.0
sh600109,10.27,7168460,0.04019364,0.21666666666666667
sz002479,5.2,410800,0.01591668,1.9000000000000001
sh600228,8.22,59184,9.163e-05,0.4
sz002207,6.1,488610,0.18815407,48.16666666666667
sz000932,8.01,7893054,0.0065848999999999994,0.0
sh600790,4.13,167418,0.0444234,3.0166666666666666
sz002427,15.0,1669500,0.00031689,0.1
sz002472,7.06,609278,0.00176656,0.0
sz002103,4.81,700336,0.00449288,2.15
sh600272,8.31,393063,0.0003825,0.4666666666666667
sz300075,11.82,981060,0.0120295,0.45
sz002815,16.6,551120,0.0033254400000000003,0.15000000000000002
sh600397,2.59,173789,7.074e-05,0.65
sh600598,9.32,2135212,0.018116350000000003,0.6333333333333334
sh600682,11.59,1112640,0.99253165,225.15
sh601016,2.93,815126,0.021405,1.7833333333333332
sh600643,12.45,7641810,0.00392156,0.11666666666666667
sh600165,5.14,526850,0.013706389999999999,0.05
sz002224,6.9,22232849,0.12654486,0.5666666666666667
sh600794,3.08,71764,0.018905940000000003,7.550000000000001
sz000797,5.97,1710823,0.008767200000000001,0.25
sz002910,12.82,470494,0.0042575,0.6666666666666667
sh600276,72.41,13461019,0.06592508999999999,0.0
sz000949,3.22,124936,0.004661279999999999,1.0666666666666667
sz002030,11.86,1367268,0.14781088,0.3
sh603688,14.98,124334,0.00698599,0.05
sz000912,5.61,1225897,0.0019538999999999997,1.0333333333333334
sz300523,50.85,813600,0.00015507,0.6
sh600074,1.21,325611,0.00974888,21.216666666666665
sz002295,7.99,280449,0.00405055,0.15000000000000002
sh600076,4.74,1764702,0.0128428,0.06666666666666667
sz300590,34.79,636657,0.00064764,0.0
sz300707,17.11,270338,0.0036379199999999998,0.2
sz300325,4.01,595485,0.012414090000000001,1.2999999999999998
sz300150,5.1,176970,0.0021945,0.2
sh603315,12.9,25800,0.1388115,111.46666666666667
sh600738,9.46,18152794,0.18152794,0.26666666666666666
sz002303,5.28,119328,0.0159786,5.216666666666667
sh600787,6.18,323832,0.018584939999999998,1.8333333333333333
sz002505,2.0,3528200,0.00575564,22.900000000000002
sh600121,3.53,303580,0.007517729999999999,2.783333333333333
sz300109,17.2,1909200,0.012252500000000001,0.30000000000000004
sh600767,5.13,205713,0.00536,0.0
sh600057,4.78,240912,0.0023863,0.9166666666666666
sz002532,5.76,67392,0.00033208,0.18333333333333332
sz300155,5.13,140824,0.0081832,3.933333333333333
sz002452,4.13,90447,0.010447360000000001,2.916666666666667
sh600184,11.23,240322,0.00044733,0.2833333333333333
sz300588,14.25,1643880,0.0050421,0.0
sz002226,6.25,6689375,0.02751875,0.11666666666666667
sh600246,4.01,96240,0.00295708,3.0
sz002438,6.78,54918,0.01102165,1.4833333333333334
sh603619,16.13,372603,0.00328596,0.15
sz300540,12.89,128900,0.00721935,0.5
sz002002,4.79,3511549,0.022464499999999995,0.05
sz002745,14.84,1169392,0.0029546,0.05
sh603826,16.55,635520,0.00667656,0.6833333333333333
sz300175,5.65,6426310,0.17224590000000004,244.48333333333335
sz300174,12.79,203361,0.0039602100000000005,3.75
sh603001,11.17,97179,0.00118872,1.0
sh603528,6.92,238048,0.006260399999999999,2.6999999999999997
sz300686,11.34,258552,0.0016974099999999999,1.25
sz000062,20.2,183820,0.0041078,0.21666666666666667
sz300070,9.62,5691192,2.50916352,72.9
sz000862,6.79,9914758,0.046752720000000005,0.2833333333333333
sz002696,8.86,258712,0.00465817,0.7
sh603869,19.56,322740,0.00098544,0.5833333333333334
sz300485,11.44,453024,0.00218603,0.25
sz000752,7.53,1313985,0.0044382,0.2
sh600818,11.79,66107,1.213e-05,1.0166666666666666
sz300771,0.0,0.0,0.0,0.0
sh600052,3.41,177661,9.8e-05,2.816666666666667
sh600747,1.45,269845,0.006852,7.766666666666667
sz002454,4.92,247476,0.01439064,0.43333333333333335
sz300038,11.14,1514817,0.00854284,1.5333333333333334
sz000780,3.67,498753,0.00201355,0.0
sh600027,4.45,1623204,0.0012628600000000002,1.25
sh600857,9.55,344755,0.005591200000000001,1.0166666666666666
sh600098,6.25,147500,0.0007492999999999999,0.55
sz300642,42.33,97359,0.0033371800000000004,0.1
sz300498,34.2,44140196,1.2898842,4.116666666666666
sz000698,4.19,243858,0.0020800799999999998,5.833333333333334
sz000837,5.06,2503688,0.008134559999999999,0.0
sz300204,12.95,2590,0.00164934,0.5
sz000559,6.25,1091875,0.00719026,0.65
sz300098,9.56,5589732,0.01116696,0.0
sz002891,40.69,284830,0.00261954,0.8
sz002430,11.4,767220,0.0093765,0.5666666666666667
sz002341,11.86,2092104,0.004586600000000001,0.0
sh600461,5.9,335710,0.028668139999999998,6.7666666666666675
sz002443,6.36,642996,0.00295608,0.0
sz300273,5.74,1298388,0.00131202,0.5
sz300048,2.85,224010,0.00851472,1.2000000000000002
sh600022,1.91,5336979,0.10167696,7.0
sz000021,7.49,336301,0.00324591,0.95
sz000760,3.61,4167023,0.0132249,0.1
sz300039,4.67,141501,0.012010859999999998,0.8833333333333333
sz300178,9.65,636900,0.005481839999999999,0.05
sz002414,26.23,915427,0.00013835000000000003,0.0
sz000608,5.79,215967,0.002676,0.25
sz002613,3.28,170232,0.0109344,2.1666666666666665
sz002345,4.95,387090,0.0040198,0.95
sh600221,2.16,2303856,0.03682560000000001,2.25
sh600694,28.88,1507536,0.0006279,0.08333333333333334
sh603709,27.9,440820,0.0030528,0.65
sz002928,19.98,1426572,0.007717370000000001,0.1
sz300670,17.04,178920,0.01908516,0.1
sz002021,3.19,352495,0.0005177,1.1833333333333333
sz300432,6.38,119306,0.0002628,0.15
sz000955,4.58,567462,0.0042872,0.3
sz000531,7.62,1471422,0.00308502,0.15
sh600862,8.02,280700,0.007166799999999999,0.3333333333333333
sz002755,16.62,463698,0.0007449199999999999,0.7666666666666667
sh600251,5.65,464430,0.00085973,0.65
sh600850,19.34,276562,0.0032272000000000004,0.2
sh600660,24.78,4799886,0.0077398400000000004,0.1
sz300720,29.04,6298776,0.7251287999999999,24.43333333333333
sh601186,11.81,22506896,0.14745919,0.33333333333333337
sz000606,6.98,1161472,0.0026369099999999997,0.21666666666666667
sz002461,5.63,1847203,0.00795462,1.2666666666666668
sz300033,82.0,25567600,0.004760100000000001,0.18333333333333332
sz000988,15.25,6061875,0.0320229,0.15
sz000586,11.7,569790,0.0017582400000000003,0.3
sz300749,36.63,4520142,0.01239875,0.1
sh603648,11.55,396165,0.0068243999999999996,0.0
sz002614,17.33,284212,0.00021804000000000002,0.06666666666666667
sh600663,15.97,356770,0.011888239999999998,0.25
sz000558,3.43,54880,0.004048,0.75
sh601028,5.18,267806,0.00540408,0.31666666666666665
sz000692,3.18,35934,0.01054284,12.45
sh601598,5.33,12930580,2.4001912800000005,109.4
sh601800,12.62,1923288,0.0504792,0.5833333333333334
sh600392,10.25,4053055,0.017990279999999997,0.06666666666666667
sh600345,24.66,562248,0.005022759999999999,0.3666666666666667
sz002316,8.09,192542,0.0037273600000000003,2.4166666666666665
sh600491,7.37,1115081,0.00062648,1.1666666666666667
sz002951,0.0,0.0,0.0,0.0
sh600820,7.26,640332,0.01760167,0.55
sz002289,7.28,417144,0.009773790000000001,0.23333333333333334
sh603117,4.14,613134,0.0006594299999999999,1.7
sh600701,2.6,973960,0.0063335,3.533333333333333
sz300637,33.5,2994900,0.00027160000000000004,0.05
sz002062,4.26,159324,0.0021364,1.0666666666666667
sz002131,1.85,11256325,0.004393,4.15
sh601890,5.4,11450700,0.28343856,11.083333333333334
sh603283,19.48,814264,0.0012232599999999999,0.0
sz000037,8.9,3794070,0.5413716000000001,46.43333333333334
sh600543,6.71,1074271,0.0039437000000000005,0.0
sz002647,14.93,134370,0.00012256,0.05
sz300630,60.94,48752,0.0003139,0.0
sh600070,7.92,850608,0.01229061,0.3
sz300589,13.16,1810816,0.002055,0.5166666666666667
sz300669,19.72,33524,0.0028714399999999994,0.0
sz002757,31.54,126160,0.00864,1.15
sh603737,48.24,14472,0.0043413,0.5
sh603799,38.92,9161768,0.011700440000000001,0.1
sz002348,4.06,1801016,0.00302168,0.75
sh600425,4.47,70558950,3.6715194299999996,243.88333333333333
sh600705,6.05,4696615,0.027827099999999997,0.26666666666666666
sz000761,3.83,422832,0.009114,2.783333333333333
sz002807,6.56,3525344,0.01736377,0.6833333333333333
sz002404,6.3,58590,0.02914735,0.0
sz002048,12.97,1119311,0.0009352799999999999,0.05
sh600571,10.35,6711975,0.57470292,13.3
sz000928,5.0,176500,0.0021964800000000002,1.6833333333333333
sz300335,7.33,2020148,0.00559423,0.0
sh600356,7.13,47058,0.003277,1.5
sz000551,6.85,19180,0.0025159,2.1666666666666665
sz000693,0.0,0.0,0.0,0.0
sz000428,3.0,87300,0.0059688499999999995,5.183333333333333
sz300302,8.98,682480,0.00590928,0.6833333333333333
sh600323,15.9,930150,0.007495860000000001,0.3833333333333333
sh600727,6.37,164983,0.00372126,3.9000000000000004
sh600831,9.52,45338048,0.47984607999999995,5.0
sh601717,6.16,1343496,0.01337232,0.65
sz000498,5.98,1372410,0.00473891,0.7
sh600681,14.35,1798055,0.01030647,0.05
sz002866,12.18,682080,0.00038688,0.0
sh600525,6.95,5730970,0.00325076,0.0
sz300723,33.38,377194,0.0034794500000000003,0.0
sh603993,4.8,4145352,0.00120292,0.0
sh600079,10.98,758718,0.01121952,0.8833333333333333
sz300600,24.08,1052296,0.0014803099999999999,0.35
sz002818,23.82,129343,0.0018179999999999997,0.5499999999999999
sh603288,78.0,1427400,0.00413972,0.25
sz002114,8.34,325260,0.011753699999999999,0.0
sh603659,50.25,432150,0.0005134000000000001,0.0
sz000622,7.11,1609704,0.017723549999999998,1.05
sh600992,8.63,165696,0.00039732,0.05
sz300272,8.56,1681184,0.0038774100000000004,0.2
sh603890,13.46,1039112,0.0010895999999999998,0.7333333333333333
sz002112,7.46,5607689,0.8341772,241.48333333333335
sz002900,13.31,61226,0.0011968,0.38333333333333336
sh603883,57.42,155034,0.004355179999999999,1.1166666666666667
sz000902,9.59,708701,0.00118459,0.3
sh600318,9.09,5603076,0.0055676400000000004,0.06666666666666667
sh600822,9.8,763420,0.0062651700000000005,0.03333333333333333
sh600721,5.95,70805,0.00016094,0.0
sz300213,7.58,2481692,0.027721100000000002,0.2
sz300084,5.95,490875,0.01020224,0.8333333333333334
sz300076,5.04,4155480,0.00895275,0.1
sh603002,4.15,95865,0.0183005,5.45
sh600290,5.19,1264284,0.02180514,0.05
sh603266,16.22,285472,0.00236572,0.05
sh603990,41.88,58632,0.0092644,0.9166666666666666
sh600063,3.16,1009620,0.00033128,1.6
sh600960,4.1,529720,0.006545219999999999,0.35
sz002240,9.13,243771,0.013739139999999999,0.7
sh600416,7.06,576096,0.004785,1.1666666666666667
sz300767,0.0,0.0,0.0,0.0
sh600130,4.2,319200,0.021684639999999998,0.41666666666666663
sz300165,4.8,464160,0.00862544,0.3
sz300002,4.47,3622488,0.0033407999999999997,0.05
sz300237,4.54,190226,0.00112574,0.0
sz002036,12.25,4505550,0.01595,0.25
sh600908,6.72,3653664,0.00885885,0.15
sh600358,4.17,234771,0.0013621299999999998,1.25
sz300702,27.88,697000,0.00697,0.0
sh600257,5.16,280704,0.04050816,2.6166666666666667
sz002234,25.89,4321041,0.27732735,1.2666666666666666
sz002120,37.28,313152,0.0081485,0.6499999999999999
sz002587,6.6,912780,0.014558799999999998,1.0
sz002796,49.89,453999,0.0014112,0.9166666666666666
sz002776,23.8,1170960,0.012648,1.1
sz002251,9.47,1305913,0.00010681,0.1
sz002359,9.55,1608220,0.00746504,0.26666666666666666
sh600250,8.53,359966,0.0027777999999999995,0.0
sz300265,9.55,1319810,0.00496353,0.55
sz000959,4.34,191828,0.00288393,0.15
sh603703,10.99,235186,0.00246415,0.8666666666666667
sz300395,18.26,383460,0.012508080000000001,0.75
sh601226,4.7,1574030,0.00218943,0.36666666666666664
sh600830,6.46,543932,0.00034736,0.0
sz002060,3.41,439208,0.00786646,6.2
sh600178,5.31,676494,0.00300279,0.3
sz002594,54.0,11259000,0.005694,0.1
sz002104,7.08,803580,0.011931520000000001,0.8833333333333333
sh600516,22.71,10396638,0.059262300000000004,0.5
sz002309,8.93,1188583,0.01976091,3.2333333333333334
sz300584,27.68,700304,0.00196926,0.0
sz300031,14.3,188760,0.00012897,0.2
sz002024,12.4,7821796,0.0090464,0.05
sh601618,3.54,5894659,0.15769936,1.0666666666666667
sz300176,41.0,2000800,0.5792343200000001,67.75
sh603790,23.0,602600,0.00544791,0.0
sz002769,11.84,748276,0.00784641,0.03333333333333333
sz300359,6.69,431170,0.0021603200000000003,2.8666666666666667
sh600328,7.95,790230,0.004019399999999999,0.45
sh600410,7.16,5133004,0.03280077,0.35
sz300571,52.97,434354,0.00134675,0.0
sz002369,8.8,4050640,0.00116078,0.0
sh600502,4.23,433998,0.0131956,0.6499999999999999
sh603701,12.98,190806,0.0052536,0.0
sz002709,34.2,677160,0.0029895600000000005,0.31666666666666665
sh601002,7.19,1205763,0.03551504,0.95
sh600658,5.68,143136,0.00285344,0.2833333333333333
sh603773,51.1,1016890,0.006363519999999999,0.13333333333333333
sz000593,6.81,706878,0.00398601,7.783333333333333
sh600640,12.15,903960,0.0016531900000000001,0.0
sz002261,5.54,961190,0.02275275,0.23333333333333334
sz002630,3.44,779160,0.058276470000000004,1.9833333333333334
sz300267,4.0,1120000,0.02070899,0.7
sh603589,46.62,1594404,0.0571725,0.8166666666666667
sz002191,9.62,596440,0.0045362399999999995,0.08333333333333333
sz002597,16.81,1257388,0.0086,2.1
sh603520,28.19,487687,0.029829,0.85
sh600478,5.11,488005,0.011266,0.18333333333333332
sh600566,34.97,1286896,0.011910439999999998,0.1
sz300725,82.49,2350965,0.0004325,0.05
sz300261,5.38,637530,0.00376992,2.4
sh603567,12.75,197625,0.0019515,0.6166666666666667
sz300445,12.18,253344,0.004911690000000001,0.4
sh600863,2.98,193998,0.0020532600000000003,8.966666666666667
sh601137,8.22,20550,0.00033360000000000003,0.0
sh603260,56.66,1195526,0.0019044300000000001,0.05
sh600691,2.76,748126,0.0042579,5.233333333333333
sz300101,11.38,515514,0.01054325,0.15
sh600295,9.09,589032,0.0030619,0.05
sh601985,6.1,3055954,0.0036455999999999997,0.95
sz000833,5.45,597865,0.00173922,0.65
sz000560,5.6,243040,0.0007224,0.05
sz300718,16.76,82124,0.0193375,0.3
sh600419,15.85,607055,0.00021125,0.9
sz300077,8.61,3847826,0.03595755,0.45
sh603121,31.8,1182960,0.00304612,0.0
sz000599,4.25,216750,0.0031465,1.85
sz300022,4.42,186966,0.00277236,1.4833333333333334
sh603351,61.95,1437240,0.008717460000000002,0.15000000000000002
sz002714,48.87,32537646,2.862189,153.46666666666667
sz300761,90.98,38184306,0.0062698599999999995,0.05
sz300223,27.24,8384472,0.00571168,0.0
sh600998,15.56,1047188,0.00641376,0.33333333333333337
sh600289,2.76,168912,0.00508329,0.6833333333333333
sz300191,17.0,426700,0.008990719999999999,0.45
sh600997,6.77,1591627,0.003059,0.39999999999999997
sh603876,19.15,350445,0.00048775000000000007,0.15
sz300360,8.44,16880,0.00041175,0.0
sz000401,16.53,15698541,0.0256636,0.05
sz002848,15.45,10906928,1.75949163,200.26666666666665
sz300409,16.76,886604,0.01328958,0.3
sh601139,6.05,294212,0.010739650000000002,0.5166666666666667
sh600203,5.45,590235,0.00571896,1.6666666666666667
sz000416,5.45,2312435,0.0080342,0.75
sh600804,9.82,4754844,0.01802127,0.0
sh600977,15.93,855441,0.0195,0.1
sz002872,10.54,1802340,0.0103935,0.1
sz300308,54.8,1342600,0.019663039999999996,0.0
sz002506,5.21,750240,0.035101349999999996,0.06666666666666667
sz000031,5.82,1070880,0.0235862,0.45
sz002568,13.22,273654,0.22422947999999998,14.616666666666667
sz002204,3.81,845058,0.01257508,2.1666666666666665
sz000708,11.39,400928,0.00780975,0.39999999999999997
sh601808,9.83,555395,0.00019,0.5
sz002194,11.16,2323512,0.76048308,159.71666666666667
sh600696,5.78,323680,0.007823400000000001,4.35
sh603607,19.42,143708,0.0031648,0.0
sz002180,25.9,310800,0.00575094,0.55
sz002167,6.96,7156968,0.6373626600000001,135.25
sz300697,12.05,181955,0.00032344,0.0
sz000540,4.95,5470988,0.07807146,0.7666666666666667
sz300065,13.68,1941192,0.0031688300000000005,1.9
sz002450,6.88,1929152,0.17092672,244.38333333333333
sh600307,2.38,1640058,0.09412605,2.45
sh600550,4.39,183941,0.01965824,2.466666666666667
sz300560,20.53,172452,0.00135424,0.0
sz002105,4.65,66960,0.00070432,0.05
sz002589,7.33,944104,0.0059055,0.16666666666666666
sh600197,17.19,3303918,0.0030156,0.06666666666666667
sz000826,11.9,3294146,0.00869304,0.2
sz000572,2.54,1530096,0.00076585,0.3
sh600099,6.57,43362,6.7699999999999996e-06,1.3333333333333333
sz002476,5.34,472590,0.00806278,1.3
sz002628,5.74,2040570,0.038576400000000004,0.15000000000000002
sh603706,26.49,741720,0.0038322599999999997,0.05
sz002595,20.19,684441,0.009099,0.0
sh603725,12.3,25808,0.0035642000000000004,0.9833333333333333
sz300061,8.77,178470,0.000909,0.0
sh600712,4.33,219098,0.006631709999999999,0.8
sh603718,12.8,340480,0.62201598,54.71666666666667
sh600072,9.8,6448400,0.32644946999999996,8.083333333333334
sz002078,7.14,1788570,0.01983285,0.2
sh600125,8.1,1201230,0.026601519999999997,0.06666666666666667
sh600340,31.0,4163300,0.03576256,0.3833333333333333
sz300446,19.22,367102,0.00033235000000000003,0.55
sz002559,7.8,193440,0.007032,1.2166666666666668
sz000407,4.25,542300,0.026757320000000005,0.7166666666666667
sh600008,4.01,1375831,0.02695071,0.5833333333333334
sh603299,6.35,268605,0.0045955,0.5333333333333333
sz002790,12.28,194024,0.008715,1.3333333333333333
sz002936,5.93,9189816,4.9857275,87.25
sh600886,8.14,4089536,0.09616380000000001,1.1333333333333333
sz300402,9.29,2787,9.53e-05,0.9
sz002247,4.67,363793,0.04673252000000001,1.7166666666666668
sz002554,3.01,200466,0.02708047,3.55
sz002101,9.1,121030,0.00626225,1.3333333333333335
sh600724,3.96,33264,0.004412940000000001,3.4833333333333334
sz000909,8.0,3125600,0.0009523600000000001,0.6
sh600501,7.48,542300,0.0009467200000000001,0.15
sz002588,4.85,501005,0.00120032,0.95
sh600737,8.52,1996236,0.00662013,0.1
sh603629,39.98,8531732,0.08531731999999999,0.06666666666666667
sh600981,4.74,174432,0.01285713,2.5
sh600337,4.56,268584,0.00397212,1.3
sh603708,23.2,422240,0.00011865000000000001,0.16666666666666666
sz002051,13.65,763035,0.01601041,0.7666666666666667
sh600279,4.47,235122,0.0028602,3.45
sz002518,10.42,2031900,0.86642416,40.03333333333334
sz002338,13.36,1958576,0.01084288,0.26666666666666666
sz002216,7.88,412912,0.00151011,0.18333333333333332
sz002166,7.4,93980,0.0021996,0.21666666666666667
sz300389,17.34,383214,0.0045812,0.95
sz300566,15.34,292994,0.0035234,0.0
sh600859,15.95,1772045,0.01042848,0.1
sh603728,14.2,697220,0.00018499,0.0
sh600255,2.35,1633955,0.016833599999999997,2.25
sz002528,4.38,572028,0.01303926,0.3
sz300130,16.68,9264556,0.72656256,237.05
sz002192,29.66,2266024,0.0037807599999999998,0.1
sh603879,10.74,64440,0.0001091,0.0
sh603033,21.9,90666,0.0001133,0.25
sz002705,10.66,284622,0.0014365,0.15
sz002927,37.0,4754500,0.00318388,0.0
sh600238,8.35,14195,0.20377502,73.13333333333333
sz000655,4.61,991150,0.00349874,0.39999999999999997
sh600119,7.24,374308,0.010590440000000001,0.0
sz000678,7.18,361872,0.00347636,0.08333333333333334
sz000099,7.71,1040850,0.02537908,0.15
sz300164,7.05,1001805,0.00519825,0.1
sh601369,6.67,144072,0.00339636,0.5333333333333333
sz002034,17.05,499565,0.00614916,0.19999999999999998
sz002943,42.96,1688328,0.010564819999999999,0.06666666666666667
sz000700,3.64,522704,0.005814400000000001,1.8666666666666667
sh600495,5.27,655799,0.00938952,0.9166666666666666
sz300567,66.33,994950,0.00121992,0.05
sz002627,7.23,151107,0.00021286,1.8166666666666667
sh600785,17.98,34162,0.0075623999999999995,0.0
sz002389,14.18,2080206,0.0031988,0.05
sh603617,18.39,178383,5.6189999999999996e-05,0.11666666666666667
sz002129,9.93,2315368,0.02002896,0.15
sz000056,5.5,214500,0.0018104399999999997,0.2833333333333333
sz300207,11.6,1044000,0.0120695,0.1
sh600315,31.38,784500,0.00051376,0.15
sh603318,13.63,249429,0.00189474,0.03333333333333333
sz300606,19.37,497809,0.0028878800000000002,0.25
sz000707,3.55,154425,0.00445113,9.25
sz000950,5.71,218693,0.00470774,1.85
sz000418,56.1,614688,0.03333906,0.13333333333333333
sz300757,68.0,3257200,0.013191360000000001,0.0
sh603179,17.5,329000,0.014600019999999998,1.5833333333333333
sz000793,3.86,5593526,0.00377174,0.7
sz002937,29.99,3442852,0.008598539999999998,0.0
sz300694,21.9,1138800,0.0017893499999999999,0.1
sz300768,0.0,0.0,0.0,0.0
sz300501,19.83,196129,0.000812,0.25
sz000875,2.88,377280,0.00253134,0.3
sz002049,38.29,7298074,0.01516032,0.4
sz002433,5.6,466480,0.00097682,0.4
sh600300,3.21,725139,0.04544429999999999,3.833333333333333
sz002254,11.5,439300,0.0414987,0.3
sz002165,4.5,81450,0.0028612,1.0666666666666667
sh601009,7.8,24472500,0.13941124,0.65
sz000657,6.39,182115,0.00064746,0.55
sz001696,5.83,393525,0.01405964,0.45
sz000611,4.72,219008,0.00293627,0.75
sz300149,17.85,4344690,0.006793260000000001,0.1
sz002643,11.26,865894,0.01664324,0.65
sz300623,30.74,697798,0.00509754,0.55
sz000939,1.15,1662210,0.01963638,22.433333333333334
sh600635,6.18,37848174,0.20659725,0.2
sz300268,14.6,1324220,0.00501134,0.0
sz002549,6.12,105264,0.01458872,0.9333333333333333
sh601818,4.43,21846988,0.00357588,0.15
sz002631,7.81,363946,0.0020987400000000004,0.15000000000000002
sh603839,11.58,392562,0.005194979999999999,2.466666666666667
sz002625,11.65,689796,0.00527916,0.7166666666666667
sz002350,7.06,176253,8.03e-05,0.0
sz000672,10.2,4209540,0.03561894,0.7333333333333334
sh600548,9.48,290088,0.012873400000000002,3.5166666666666666
sz002612,10.01,255826,0.00032832,0.26666666666666666
sz300685,50.6,146740,0.0005478,0.05
sh600575,2.61,375579,0.0058725,4.3
sh603877,18.84,116808,0.00524385,0.8166666666666667
sz000561,6.8,350200,0.00013960000000000003,0.0
sh601001,4.83,979041,0.0075392,0.0
sh603226,18.65,230141,9.6e-05,0.0
sh601098,13.44,1231104,0.00811224,0.4333333333333333
sz300769,0.0,0.0,0.0,0.0
sz002428,7.6,4747469,0.0044802,0.23333333333333334
sz000778,4.95,1716214,0.0007589999999999999,0.26666666666666666
sh600010,1.81,8676380,0.06064971000000001,2.9
sh603616,11.85,978810,0.0033155999999999997,0.2
sz002527,6.35,1290955,0.000195,0.55
sh603389,10.7,480430,0.0008877600000000001,0.48333333333333334
sh603696,12.13,59922,0.00077082,0.25
sz300167,5.6,1106560,0.00446707,0.0
sh600455,24.27,14562,0.00047196,3.0999999999999996
sz002893,15.42,214338,0.00245365,0.9333333333333333
sz002851,29.05,3391588,0.00012168,0.08333333333333333
sz002629,3.91,366758,0.00044799,0.0
sz300715,25.39,172652,0.0005086,0.15
sh600368,3.48,179568,0.0026482999999999997,4.433333333333334
sz002779,18.5,179450,0.0006006399999999999,0.0
sh603386,17.51,786199,0.016130400000000003,0.0
sz002809,16.99,137619,0.00113425,0.05
sz000922,7.8,1596660,0.0012654200000000002,0.7166666666666667
sz002127,10.45,636405,0.0036512,0.43333333333333335
sz300509,12.4,337280,0.00040672,0.2
sh601019,8.73,151902,0.0003564,0.21666666666666667
sh600743,3.0,968400,0.01924384,0.75
sh603192,33.05,432955,0.0071127,0.41666666666666663
sh603289,10.5,10502100,0.45086387,16.883333333333333
sz002141,4.9,1972740,0.00694375,0.8166666666666667
sh603496,27.68,642204,0.00533769,0.0
sz300140,9.87,353346,0.011562,0.2833333333333333
sz002922,17.4,139200,0.0034750799999999997,0.11666666666666667
sh600148,16.45,69090,0.00273056,0.1
sz002457,8.92,1792028,0.0060756000000000004,0.08333333333333334
sh603895,25.2,559440,0.0070675,0.5666666666666667
sh603579,33.2,421640,0.00038829999999999995,0.15
sz300006,4.42,400894,0.03382951,3.8166666666666664
sz002693,4.58,240450,0.00362024,0.95
sh603612,15.51,1377009,0.0012704,0.05
sh601988,3.92,29695960,0.025784,1.7833333333333332
sz002135,5.63,194235,0.0052839,0.75
sh600280,4.57,706979,0.01529424,1.8666666666666667
sz300287,4.41,1364013,0.0279652,0.9
sz300266,3.91,1956681,0.00447441,0.0
sz002522,5.45,308470,0.016074,0.2
sh603657,31.76,730480,0.0002596,0.0
sz002164,3.62,583182,0.0317275,7.883333333333333
sh600146,7.88,3354516,0.011475200000000001,0.48333333333333334
sh601258,1.89,23981677,0.01268388,1.8833333333333333
sz002063,8.16,358387,0.005371580000000001,0.5
sz300330,7.88,131596,0.0013628999999999998,0.0
sz002512,5.25,1999200,0.0159558,0.2833333333333333
sz300013,14.06,67488,0.00012915,0.0
sz002148,6.95,1031519,1.49055548,17.150000000000002
sz300072,10.1,4045050,2.6392886399999997,213.35
sz300547,25.1,798180,0.00188404,0.0
sh600200,7.11,339147,0.00057252,2.4833333333333334
