,kaipan_price,kaipan_money,sell_amount,zhangting_min
sz000993,5.6,1620640,0.0007500800000000001,1.6833333333333333
sh601339,5.27,71672,0.00528276,2.5
sz000158,5.9,497960,0.00597,2.1666666666666665
sz002751,25.35,1437345,0.00108654,0.2833333333333333
sz300162,5.72,646932,0.010188639999999999,0.8833333333333333
sh600016,6.73,29078385,0.0950116,0.1
sh600449,8.97,2559141,0.00922226,0.2833333333333333
sz002819,22.85,134815,0.00045201,0.0
sh603336,17.25,803850,0.00852978,0.36666666666666664
sh600393,2.95,601800,0.039680879999999995,1.3
sz000507,7.9,1192900,0.06821570000000002,4.25
sz300516,33.0,217800,0.0022692899999999998,0.35
sz000881,8.34,377802,0.0005999,0.0
sz300183,14.33,1676610,0.0018811000000000001,0.0
sh603822,32.01,313698,0.00023401,0.26666666666666666
sz000738,14.75,688825,0.0016221599999999999,0.16666666666666666
sh603010,15.98,7222960,0.0722296,0.0
sz300339,12.66,3216400,0.7967424000000001,9.75
sz002619,4.17,221761,0.00697004,0.0
sh600817,8.15,50530,0.00198825,0.8833333333333333
sz002902,25.0,1030000,0.016925700000000002,0.35
sz300470,24.39,156096,0.00105714,0.0
sh603959,22.38,944436,0.01185284,0.0
sz002498,2.88,1232064,0.02914716,3.6833333333333336
sz000930,8.22,1911150,0.0155918,0.36666666666666664
sz300399,11.3,840720,0.0009464200000000001,0.05
sh603023,5.58,22320,8.519999999999998e-05,0.0
sh603225,18.58,445920,0.00978656,1.0
sz002243,19.9,20047260,0.49936528999999996,11.666666666666666
sz002201,7.53,400596,0.00099822,0.2
sz002494,5.95,390915,0.004249,0.0
sz000523,4.84,60984,0.00029951,0.2
sh601066,22.95,88713225,7.06648616,115.53333333333333
sh600620,6.6,565620,0.00041973999999999994,0.6
sh603338,71.0,1909900,0.00036829999999999995,0.5166666666666667
sz002708,9.46,3646830,0.015021300000000001,0.1
sz300015,33.4,2700390,0.0583758,0.15000000000000002
sh603456,7.96,110644,0.000409,0.05
sz002673,10.74,9614448,0.00476016,0.05
sh603969,5.12,862208,0.00989179,2.6666666666666665
sh603922,17.83,110546,0.00012775,0.1
sz300587,23.53,1235325,0.00509535,0.35
sh600540,4.57,63523,0.00412533,0.4666666666666667
sh600037,11.4,7811280,1.04277528,114.66666666666666
sh600179,7.05,1255605,0.01093425,0.55
sz300285,19.8,1423620,0.00527583,0.0
sh600513,7.05,154536,0.008857199999999999,0.55
sz300699,46.41,1099917,0.0004771,0.05
sh600797,9.16,4007766,0.0114982,0.21666666666666667
sz300201,4.95,330165,0.013241820000000001,1.2
sh603128,6.09,440764,0.013216,0.0
sz002349,6.58,148050,0.0037721,1.8166666666666667
sh600127,3.32,96280,0.00012691000000000002,1.4333333333333333
sz002432,6.4,2160000,0.02011986,1.85
sz000667,2.77,291681,7.410000000000001e-05,7.366666666666666
sz002230,37.3,63773787,0.09151128,0.1
sz002182,7.8,273000,0.0051198,0.23333333333333334
sz000420,2.36,286032,0.00126148,0.0
sh601519,8.27,70302311,4.72265466,209.01666666666665
sz000731,6.13,187578,0.007781280000000001,0.55
sz000785,11.59,4046069,0.028285120000000004,0.06666666666666667
sh600986,5.25,1669500,0.0020147999999999998,0.0
sz300420,6.39,800667,0.0027677999999999995,0.45
sz300036,16.91,480244,0.00544767,0.11666666666666667
sz000877,10.45,30009265,0.05217675,0.35
sh600975,6.92,2377020,0.5051979,10.85
sz002118,6.75,2607984,0.00748704,0.3
sh603639,30.59,55062,0.0012352,0.05
sz000861,2.97,874962,0.01706193,2.4833333333333334
sh603360,17.72,297696,0.00584548,0.2833333333333333
sz000757,5.55,29976,0.0008588000000000001,0.4666666666666667
sh600708,4.25,1372750,0.0198772,1.7833333333333334
sz002219,3.79,411594,0.05192604,2.4499999999999997
sz002355,8.26,816088,0.00200925,0.4
sz000552,3.06,526932,0.00380568,1.4
sz300484,12.29,286357,0.00117024,0.05
sz002656,7.46,5277950,0.01389654,0.31666666666666665
sh601899,3.62,7789154,0.0048007399999999995,0.8333333333333334
sz000030,4.71,300969,0.005723999999999999,6.583333333333333
sz300317,5.95,1830815,0.010135120000000001,1.85
sh600452,20.99,211999,0.00038079999999999993,0.0
sz000737,4.16,700140,0.0025253100000000002,0.43333333333333335
sz300011,7.0,355600,0.016812,0.21666666666666667
sz002562,4.61,1212905,0.00046452000000000006,0.0
sz002102,1.88,1140596,0.0005184,18.366666666666667
sh603618,6.51,1283772,0.00605821,0.5333333333333333
sz000702,6.35,220345,0.0040375,0.4
sh600054,10.58,588248,0.00035673000000000004,0.0
sz300280,39.0,3178500,0.18793479999999999,62.65
sh603223,11.21,113221,0.00286893,3.916666666666667
sz000972,3.2,684160,0.010969350000000001,0.5166666666666667
sz002028,11.65,1189698,0.01035125,0.05
sz300045,9.28,577420,0.0066945500000000005,1.3666666666666667
sz300610,13.46,165558,0.00115584,0.3
sh603416,31.0,378200,0.00028017,0.3
sz002026,6.32,462624,0.00170562,0.31666666666666665
sz002799,14.5,2061900,0.020619,3.3
sz300765,0.0,0.0,0.0,0.0
sh600654,2.07,115320,0.007439040000000001,1.5833333333333333
sz002082,8.67,613836,0.0015518100000000003,0.5
sz300708,11.29,609660,0.0036392599999999996,0.1
sh600370,3.23,60078,0.00934164,0.06666666666666667
sh600512,2.71,1387520,0.013846770000000001,0.9833333333333333
sh600019,7.66,4079716,0.03582342,0.4833333333333333
sz000899,5.58,544050,0.0005139,1.4666666666666668
sh603885,13.53,834801,0.0037098,1.2833333333333332
sz002344,5.21,811718,0.0009666000000000001,0.6166666666666667
sz002171,5.85,920790,0.0032627000000000003,1.8333333333333333
sz300693,18.8,547080,0.0143541,0.25
sh600331,3.19,10388873,1.8775197399999999,99.73333333333333
sh603861,11.93,71580,0.006534,0.6666666666666667
sz002785,10.51,929084,0.00160284,0.21666666666666667
sh600759,3.1,1608900,0.001008,0.39999999999999997
sz002738,16.38,34398,0.00247548,0.05
sh600123,7.72,3412240,0.03997596,3.583333333333333
sz000719,8.7,278400,0.0026372999999999995,6.1
sz002756,15.6,441480,0.006045050000000001,0.15
sz002351,5.93,118600,0.0008671500000000001,0.0
sz300673,44.98,1605786,0.000517,0.0
sz300225,5.74,1833356,0.0125375,0.05
sh600587,14.21,71618,0.00098872,0.25
sz300396,15.19,41013,0.00123556,0.15
sz000903,2.94,721476,0.02157267,3.066666666666667
sz000426,6.5,4879550,0.01866229,0.2833333333333333
sh603108,9.05,221725,0.00116424,1.2333333333333334
sh600249,4.35,181830,0.01020075,1.1833333333333333
sh600776,27.82,66349198,6.34056228,200.88333333333333
sz002793,11.66,100276,0.0035105,1.4166666666666665
sz300489,13.38,93660,0.001368,0.45
sh603808,17.5,238000,7.08e-05,0.0
sh600834,7.43,49038,0.0038779500000000002,2.9166666666666665
sh603025,11.51,105892,0.00254232,0.08333333333333333
sh603067,8.89,256921,0.00151803,0.25
sz300173,5.5,989450,8.7e-05,0.0
sz000035,5.47,203484,0.00487633,0.4166666666666667
sz300551,12.86,129886,0.61602924,99.96666666666667
sh600757,7.14,1020306,0.0039676,0.7
sz002684,6.84,541728,0.0014671799999999998,0.0
sz000850,4.08,335376,0.009385379999999999,1.0
sz002390,5.11,761390,0.00295911,0.8333333333333334
sh601068,7.0,12431300,4.4254958,167.08333333333331
sh600103,3.21,742922,0.00271395,0.0
sz000938,39.76,4170824,0.0090222,0.3
sz002137,7.31,2049724,0.0238553,1.8833333333333333
sz002357,6.19,202289,0.00031584,0.0
sh603602,29.56,951832,0.0034890999999999998,0.21666666666666667
sz300200,8.31,40719,0.00212346,0.55
sz002520,7.99,433058,0.0020859,0.2833333333333333
sh603828,9.6,380698,0.0396053,3.1333333333333333
sh600695,6.12,1314576,0.026888399999999996,0.6166666666666667
sh601211,20.11,15261519,0.09417408000000001,0.1
sz002278,7.22,420926,0.0122988,1.15
sz300041,7.21,288400,0.005933519999999999,0.5666666666666667
sh600225,3.3,628650,0.0018703500000000002,3.8833333333333333
sz002455,5.69,175252,0.00438165,0.75
sh600233,12.99,822293,0.0008304,0.0
sz300629,19.91,242902,0.004469,0.2
sh600796,5.71,306056,0.0018252,0.05
sz002543,14.23,516549,0.003538,0.05
sh600561,6.23,28035,0.000957,1.9
sh600995,7.71,132612,0.019161849999999998,4.516666666666667
sz300595,48.32,1256320,0.005555,0.05
sz002878,28.2,384366,0.01803648,0.35
sh600789,9.38,790734,0.01923588,0.6666666666666666
sz300453,13.8,4642320,0.00141806,0.15000000000000002
sz000612,4.69,317982,0.02153352,0.05
sh600693,5.62,41026,0.011861700000000001,0.9166666666666667
sz002544,13.3,832580,0.0031188,0.0
sh603083,27.06,4998794,0.0383625,0.15
sh601515,9.23,402428,0.00119375,0.2
sh603506,25.2,869400,0.00193536,0.1
sh600242,12.58,7256144,0.00316914,0.0
sh603559,23.95,225130,0.00149755,0.38333333333333336
sz300281,6.66,517482,0.010329199999999998,0.1
sz002310,8.49,7682601,0.04037136,0.0
sz000906,5.64,62237,0.0030770999999999997,0.55
sz002156,9.03,2537430,0.00752608,0.1
sh601611,8.11,1635787,0.01416525,0.55
sh601918,3.42,890021,0.0497595,6.566666666666666
sh600223,3.51,140400,0.000288,17.849999999999998
sz002011,5.6,887040,0.00716954,0.0
sz300009,15.23,511469,0.0057633499999999995,1.7
sz300331,14.65,351600,0.00783351,0.0
sz300492,24.92,313992,0.0033396,0.1
sz300683,29.69,240489,0.011339199999999999,0.6
sz300417,16.84,222288,0.0009548000000000001,0.1
sz000709,3.44,2507416,0.11352970000000001,6.533333333333333
sz300532,13.78,396864,0.0037444500000000003,0.5
sh600381,6.6,694327,0.0035203999999999995,1.8166666666666667
sz300116,1.98,4610232,0.039200700000000005,1.7833333333333332
sh600162,2.83,2538227,0.03585681,0.95
sz000985,13.75,55000,0.0012171600000000001,0.05
sh603600,9.62,82732,0.00116736,0.05
sz002557,22.47,1900962,0.001144,0.35
sh603937,12.67,125433,0.00229332,0.2833333333333333
sz300405,8.42,10946,9.493e-05,4.1
sh600664,4.16,1121952,0.00933075,0.5
sh601168,6.43,1397239,0.0363321,0.2833333333333333
sz002555,14.14,757904,0.00470351,0.30000000000000004
sh601678,5.13,388341,0.016822200000000002,2.1666666666666665
sz002635,14.52,4641579,0.01188234,0.5
sz002122,2.05,374535,0.013815179999999998,8.483333333333334
sz300295,14.45,848215,0.00182352,0.4
sz300115,11.55,1881495,0.00864864,0.05
sh603499,22.22,248864,0.0030602,0.25
sh600339,4.32,1289088,0.014275600000000001,2.8833333333333333
sz300245,10.15,449645,0.0023967999999999997,1.15
sh603169,5.46,374010,0.0025844,0.05
sz002140,7.35,305025,0.0009386800000000001,0.4
sz002067,3.94,689894,0.0048111,0.3333333333333333
sh600636,13.92,2864736,0.0037925999999999997,0.4
sz002297,7.25,170375,0.010612799999999999,0.8166666666666667
sz300047,14.85,2653695,0.0100848,0.1
sz002608,9.7,1807110,0.006150299999999999,0.6
sz000529,6.29,531505,0.012530789999999998,2.3
sz300770,0.0,0.0,0.0,0.0
sz002292,6.88,3034768,0.012019,0.08333333333333334
sz002573,8.8,742720,0.00520608,0.13333333333333333
sz300218,7.31,154241,0.00021,7.9
sz300078,10.2,3541440,0.017520300000000003,0.4
sz300196,10.28,117192,0.0009653400000000001,0.0
sz300599,11.59,44042,0.0029269499999999998,1.8
sh600980,11.65,151450,0.00099624,0.06666666666666667
sh603303,13.25,13250,0.00816,0.15
sh603898,18.17,247112,0.00029872000000000004,0.05
sh603197,23.62,54326,0.00019984,0.06666666666666667
sz002113,3.81,700762,0.0013357399999999998,0.6
sh600517,4.25,326400,0.02420543,3.316666666666667
sz002503,2.8,881160,0.010479140000000001,0.35
sz300059,21.35,274505575,0.09467347999999999,0.0
sz000012,5.0,987000,0.00795116,4.066666666666666
sh603085,10.12,1401519,0.00159607,0.11666666666666667
sz300096,11.34,809676,0.010611699999999998,0.0
sz002217,7.26,5247528,0.085932,1.0
sz300665,11.03,228321,0.00248616,0.7
sz002006,5.83,286836,0.0034325200000000005,0.15
sz300598,23.7,270180,0.01821093,0.0
sz000009,5.45,5420461,0.0197811,0.05
sz300504,27.23,2170231,1.11463095,193.66666666666669
sh601113,7.75,232500,0.0183183,0.7
sz000969,6.01,423705,0.00158865,0.6333333333333333
sz000816,2.09,2176944,0.009324720000000002,6.516666666666667
sz002163,5.77,507183,0.0006289500000000001,0.0
sz002373,15.35,1531930,0.00048449999999999996,0.15
sh600007,14.47,329916,0.01834776,0.1
sz300431,10.0,10800200,1.0646258700000002,1.05
sz002758,10.2,587520,0.0006489000000000001,0.5
sz300486,14.66,186182,0.00140337,0.35
sh601668,6.28,24924692,0.17335071,0.15
sz002681,4.65,180048,0.019865599999999997,1.0333333333333334
sh603666,53.1,547992,0.0130053,0.43333333333333335
sh601101,6.77,1247711,0.01742481,1.0166666666666666
sz002325,3.59,502959,0.00675639,0.4166666666666667
sz300127,12.74,107016,0.00512775,0.15
sz000948,13.48,2402136,0.0046292,0.05
sz002762,7.33,3335883,0.00137114,0.85
sz002409,17.42,320528,0.00110856,0.2
sz300087,7.79,183065,0.02110725,0.0
sz002027,6.97,13833080,0.00525544,0.36666666666666664
sz002410,26.51,1394426,0.00794106,0.5166666666666667
sh603113,13.17,1332804,0.00113652,0.05
sz000798,6.4,126080,0.01508325,4.416666666666667
sh600408,3.61,1271803,0.27905208000000004,233.43333333333334
sz002362,17.1,1838250,0.00187215,0.08333333333333333
sh600458,8.73,116109,0.0039201,0.21666666666666667
sz000423,46.51,2159227,0.00177341,0.41666666666666663
sz001965,8.98,580108,0.00222398,0.55
sz300019,7.21,68495,0.0011792,3.0166666666666666
sz002651,5.35,1976825,0.0005803200000000001,0.21666666666666667
sz000413,5.77,6490263,0.026775449999999996,0.35
sz300260,11.19,63783,0.00112504,0.0
sh603660,24.5,3392834,0.01117947,0.08333333333333334
sz300111,2.59,673659,0.011266720000000001,3.75
sz002623,17.7,141600,1.8e-05,0.0
sh601838,9.09,6076665,0.03359769,0.9
sz300733,15.03,136773,0.00164808,0.9
sh603042,14.27,406695,0.0016860599999999999,0.3
sh600293,4.6,913100,0.0023460800000000004,0.5166666666666667
sz002911,17.62,186490,0.005262599999999999,0.6499999999999999
sz002702,4.56,269040,0.0009672000000000001,2.2666666666666666
sz000965,4.23,337977,0.04043263,21.25
sz002125,8.18,35174,0.00149465,0.0
sz300557,26.05,62535,0.003304,0.15
sh600610,3.62,922376,0.03294562,238.45
sz300363,10.25,75850,0.00040622,0.0
sz000014,10.96,1349176,0.00416874,1.65
sh600653,2.52,1435392,0.0070227,6.8500000000000005
sz002603,12.47,1132276,0.0020606400000000003,0.3333333333333333
sh603268,19.84,146816,0.0037943999999999994,0.45
sh601008,3.7,555370,0.0148332,10.766666666666666
sz002363,5.89,128402,0.010702449999999999,0.0
sz300214,6.35,690880,0.0058915799999999996,0.5166666666666667
sz002107,8.11,145169,4.1849999999999994e-05,0.55
sz002256,3.37,946296,0.00324192,0.7333333333333334
sz002515,5.14,397322,0.01324125,0.6333333333333334
sz300746,21.37,807786,0.00191312,0.4
sh600837,13.14,23383944,0.0221076,0.1
sz002386,6.27,443916,0.00468571,0.8166666666666667
sh600781,14.23,751344,0.014986800000000002,0.06666666666666667
sz300216,4.44,9721380,0.05876288,0.25
sz300482,32.2,647220,0.0011015400000000002,0.0
sh600480,9.28,316448,0.00917683,1.1333333333333333
sh600648,15.52,462496,0.0053256,0.75
sz300083,3.61,890948,0.027275360000000002,1.35
sz002236,16.38,50828057,0.034388339999999996,0.1
sh603355,24.5,90650,0.00020032,0.0
sh603098,15.0,565500,0.00276387,0.0
sh600475,9.85,573270,0.00500888,0.05
sz002906,10.82,259680,0.00224721,1.3666666666666667
sz300511,7.51,144192,0.00292588,0.1
sh603165,19.89,310284,0.00139672,0.0
sh603008,10.16,138176,0.0069412,0.19999999999999998
sz002187,9.09,352692,0.00011088,2.55
sz002856,22.28,122986,0.00022579999999999999,0.0
sh600460,11.77,19146259,0.02678688,0.6166666666666667
sz002888,19.02,108414,0.0053658,0.05
sz002862,24.13,875919,0.0014285600000000002,0.16666666666666666
sz002111,12.59,356297,0.005423,2.0666666666666664
sh600012,6.63,351390,0.01053412,0.65
sz002248,10.12,221628,0.00235718,0.7000000000000001
sz002567,8.72,5105560,0.22435322,1.15
sh600171,12.12,4406153,0.053582399999999995,0.45
sh600679,11.38,6828,0.000583,0.8833333333333334
sz002149,7.45,775545,1.2612672,47.03333333333333
sh603721,19.52,513376,0.06774767999999999,0.15
sh600259,25.75,339900,0.00220033,0.05
sz002507,26.58,1225338,0.00126945,0.15
sz300487,34.22,5047450,0.0042362,0.05
sh600161,22.94,589558,0.00194796,0.0
sh600317,2.66,123690,0.01291125,6.766666666666667
sh600711,6.04,2930952,0.01545663,0.35
sz300620,40.94,564972,0.0002109,0.0
sz002029,7.08,754728,0.00885972,0.7
sz000513,33.7,812170,0.008719980000000002,0.35
sz300616,80.3,305140,0.00017496000000000002,0.15
sz300651,50.7,863827,0.0014935,2.55
