,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell,inst_sell
sh603076,25.31,103771.0,0.0,0.0,0.0,0.0
sz300240,8.06,149110.0,0.0,0.0,0.0,0.0
sz000893,7.28,82264.0,0.0,0.0,0.0,0.0
sh600185,4.93,4930.0,0.0,0.0,0.0,0.0
sz002468,26.62,511104.0,0.0,0.0,0.0,0.0
sh601225,9.38,922607.0,0.0,0.0,0.0,0.0
sz000966,5.81,108066.0,0.0,0.0,0.0,0.0
sz002424,10.06,221320.0,0.0,0.0,0.0,0.0
sz002305,2.68,1261208.0,0.0,0.0,0.0,0.0
sh600157,1.74,2004306.0,0.0,0.0,0.0,0.0
sh603918,11.28,4512.0,0.0,0.0,0.0,0.0
sz300701,24.99,2076669.0,15.4,0.02076669,0.78532608,0.13138474
sz000403,27.06,29766.0,0.0,0.0,0.0,0.0
sz300717,15.92,65272.0,0.0,0.0,0.0,0.0
sh600536,54.35,3809935.0,0.0,0.0,0.0,0.0
sh603477,7.83,82998.0,0.0,0.0,0.0,0.0
sz000996,13.93,704858.0,0.0,0.0,0.0,0.0
sz002524,5.39,145530.0,0.0,0.0,0.0,0.0
sh600896,5.1,6630.0,0.0,0.0,0.0,0.0
sz002606,5.99,264758.0,0.0,0.0,0.0,0.0
sh600487,17.23,3204780.0,0.0,0.0,0.0,0.0
sz300094,4.7,281060.0,0.0,0.0,0.0,0.0
sz000766,6.96,478152.0,0.0,0.0,0.0,0.0
sz002791,16.46,85592.0,0.0,0.0,0.0,0.0
sh600313,3.93,1142058.0,0.0,0.0,0.0,0.0
sh600186,1.69,414219.0,0.0,0.0,0.0,0.0
sh600196,26.25,525000.0,0.0,0.0,0.0,0.0
sh600137,0,0,0,0,0,0
sz000528,6.82,589746.0,0.0,0.0,0.0,0.0
sh600612,43.98,237492.0,0.0,0.0,0.0,0.0
sh600814,5.36,11256.0,0.0,0.0,0.0,0.0
sz000639,8.95,349050.0,0.0,0.0,0.0,0.0
sz002845,18.45,9132750.0,0.0,0.0,0.0,0.0
sh603818,7.67,23777.0,0.0,0.0,0.0,0.0
sh600520,13.32,27972.0,0.0,0.0,0.0,0.0
sz002680,0,0,0,0,0,0
sz000564,2.7,898290.0,0.0,0.0,0.0,0.0
sh601969,6.17,1166747.0,0.0,0.0,0.0,0.0
sh603518,9.46,26488.0,0.0,0.0,0.0,0.0
sz002877,9.51,313830.0,0.0,0.0,0.0,0.0
sz002299,26.2,1797320.0,0.0,0.0,0.0,0.0
sz000998,14.59,579223.0,0.0,0.0,0.0,0.0
sz300347,51.9,6134580.0,0.0,0.0,0.0,0.0
sh600826,11.25,226125.0,0.0,0.0,0.0,0.0
sh601633,8.55,750177.0,0.0,0.0,0.0,0.0
sh603900,12.68,12680.0,0.0,0.0,0.0,0.0
sz300508,32.85,190530.0,0.0,0.0,0.0,0.0
sz300384,19.65,302610.0,0.0,0.0,0.0,0.0
sz002640,9.11,1840220.0,0.0,0.0,0.0,0.0
