,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell,inst_sell
sh603076,23.95,45505.0,0.0,0.0,0.0,0.0
sz300240,0,0,0,0,0,0
sz000893,0,0,0,0,0,0
sh600185,4.18,28842.0,0.0,0.0,0.0,0.0
sz002468,17.32,84868.0,0.0,0.0,0.0,0.0
sh601225,7.89,2801739.0,0.0,0.0,0.0,0.0
sz000966,3.83,278058.0,0.0,0.0,0.0,0.0
sz002424,8.7,83520.0,0.0,0.0,0.0,0.0
sz002305,3.17,430486.0,0.0,0.0,0.0,0.0
sh600157,2.22,48582702.0,59.11666666666667,0.74508535,1.95015526,1.1828029
sh603918,11.93,28632.0,0.0,0.0,0.0,0.0
sz300701,31.39,125560.0,0.0,0.0,0.0,0.0
sz000403,0,0,0,0,0,0
sz300717,14.21,7105.0,0.0,0.0,0.0,0.0
sh600536,22.46,1001716.0,0.0,0.0,0.0,0.0
sh603477,7.58,109910.0,0.0,0.0,0.0,0.0
sz000996,0,0,0,0,0,0
sz002524,4.73,17501.0,0.0,0.0,0.0,0.0
sh600896,0,0,0,0,0,0
sz002606,8.3,11409222.0,0.0,0.0,0.0,0.0
sh600487,18.37,2051562.0,0.0,0.0,0.0,0.0
sz300094,5.5,91878.0,0.0,0.0,0.0,0.0
sz000766,6.77,37912.0,0.0,0.0,0.0,0.0
sz002791,11.11,34441.0,0.0,0.0,0.0,0.0
sh600313,2.34,28782.0,0.0,0.0,0.0,0.0
sh600186,2.01,201000.0,0.0,0.0,0.0,0.0
sh600196,22.81,3191119.0,0.0,0.0,0.0,0.0
sh600137,13.38,32112.0,0.0,0.0,0.0,0.0
sz000528,6.13,140500.0,0.0,0.0,0.0,0.0
sh600612,43.0,86000.0,0.0,0.0,0.0,0.0
sh600814,5.23,13075.0,0.0,0.0,0.0,0.0
sz000639,6.76,127088.0,0.0,0.0,0.0,0.0
sz002845,15.65,214405.0,0.0,0.0,0.0,0.0
sh603818,0,0,0,0,0,0
sh600520,12.8,78080.0,0.0,0.0,0.0,0.0
