,kaipan_price,kaipan_money
sh600000,10.79,2990987.9999999995
sh600004,12.61,441350.0
sh600006,6.18,33090000.0
sh600007,12.3,70000.0
sh600008,3.11,1955257.0
sh600009,56.7,1468530.0
sh600010,1.55,14390000.0
sh600011,4.15,192975.00000000003
sh600012,7.28,1154608.0
sh600015,6.29,290000.0
sh600016,4.96,555024.0
sh600017,2.82,117030.0
sh600018,4.61,245252.0
sh600019,8.19,2920553.9999999995
sh600020,3.29,165816.0
sh600021,7.61,857647.0000000001
sh600022,1.71,14218307.999999998
sh600023,3.74,1072258.0
sh600025,6.12,13945644.0
sh600026,6.46,348840.0
sh600027,3.47,1613550.0
sh600028,4.34,2530000.0
sh600029,6.66,462870.0
sh600030,23.37,6083211.0
sh600031,31.54,12136592.0
sh600033,2.67,28034.999999999996
sh600035,2.86,4576.0
sh600036,50.58,15811307.999999998
sh600037,9.14,645284.0
sh600038,50.12,441055.99999999994
sh600039,6.6,5254260.0
sh600048,14.29,3195244.0
sh600050,4.14,978695.9999999999
sh600051,7.95,157410.0
sh600052,3.26,2340000.0
sh600053,17.55,308880.0
sh600054,10.4,367120.0
sh600055,12.45,412095.0
sh600056,13.5,3346650.0
sh600057,6.55,1220000.0
sh600058,8.25,150000.0
sh600059,11.29,677399.9999999999
sh600060,11.62,141764.0
sh600061,12.65,755205.0
sh600062,11.55,210210.0
sh600063,4.27,150731.0
sh600064,9.75,44850.0
sh600066,14.29,347247.0
sh600067,3.35,0.0
sh600068,7.34,2230000.0
sh600070,6.21,66447.0
sh600071,13.81,357679.0
sh600072,11.38,51210.0
sh600073,8.37,140000.0
sh600075,7.15,260000.0
sh600076,4.36,270000.0
sh600077,2.56,41728.0
sh600078,3.12,422760.00000000006
sh600079,32.48,526175.9999999999
sh600080,5.72,0.0
sh600081,10.72,23584.0
sh600082,2.92,0.0
sh600083,6.29,101898.0
sh600084,2.51,28614.0
sh600085,28.88,436088.0
sh600086,0.16,0.0
sh600088,11.28,1463016.0
sh600089,10.71,2148426.0
sh600090,1.79,141231.0
sh600091,1.78,0.0
sh600093,8.34,653856.0
sh600094,3.69,70000.0
sh600095,8.28,350000.0
sh600096,8.05,1143100.0000000002
sh600097,10.66,6874634.0
sh600098,6.15,26445.0
sh600099,6.27,23826.0
sh600100,5.74,167608.00000000003
sh600101,5.69,224186.0
sh600103,2.12,160908.00000000003
sh600104,19.84,1902656.0000000002
sh600105,3.12,0.0
sh600106,2.64,66528.00000000001
sh600107,7.88,9456.0
sh600108,2.78,1160000.0
sh600109,12.42,2050541.9999999998
sh600110,6.79,254625.0
sh600111,18.63,5600000.0
sh600112,1.37,2055.0
sh600113,6.3,886410.0
sh600114,7.48,3740.0000000000005
sh600115,5.45,2021950.0
sh600116,8.83,140397.0
sh600117,4.09,5732135.0
sh600118,31.16,560880.0
sh600119,6.54,0.0
sh600120,5.72,80000.0
sh600121,5.5,4673350.0
sh600122,1.24,151032.0
sh600123,5.46,303030.0
sh600125,5.19,54495.00000000001
sh600126,5.88,1464120.0
sh600127,9.15,560000.0
sh600128,6.54,160000.0
sh600129,14.54,135222.0
sh600130,3.32,16600.0
sh600131,14.48,30408.0
sh600132,118.7,1329440.0
sh600133,5.77,59430.99999999999
sh600135,5.76,53567.99999999999
sh600136,6.07,16996.0
sh600137,13.51,60795.00000000001
sh600138,12.35,2300000.0
sh600139,2.76,64583.99999999999
sh600141,13.55,2550110.0
sh600143,20.0,2524000.0
sh600145,1.42,14200.0
sh600146,1.32,250008.0
sh600148,13.02,40000.0
sh600149,5.2,50000.0
sh600150,16.21,1063376.0
sh600151,7.01,788625.0
sh600152,6.08,63840.0
sh600153,8.4,401520.0
sh600155,10.06,448676.0
sh600156,3.73,20000.0
sh600157,1.55,1419180.0
sh600158,11.66,880000.0
sh600159,2.4,719.9999999999999
sh600160,8.72,170000.0
sh600161,35.03,1282098.0
sh600162,1.9,1512209.9999999998
sh600163,4.76,433635.99999999994
sh600165,5.57,557.0
sh600166,4.07,2797718.0
sh600167,10.05,176880.00000000003
sh600168,7.05,670000.0
sh600169,2.29,372354.0
sh600170,2.97,335016.00000000006
sh600171,15.05,420000.0
sh600172,3.26,21516.0
sh600173,4.66,13980.000000000002
sh600176,17.6,4048000.0
sh600177,7.94,354124.0
sh600178,6.77,8801.0
sh600179,4.69,150080.00000000003
sh600180,5.23,77404.00000000001
sh600182,14.5,29000.0
sh600183,23.65,1194325.0
sh600184,10.0,187000.0
