,kaipan_price,kaipan_money,zhangting_min,zhangting_force,zhangting_sell
sh603076,0.0,0.0,0.0,0.01841494,0.01353066
sz300240,8.39,392652.0,0.0,0.00874781,0.00144888
sz000893,4.93,61625.0,0.55,0.0,0.00432716
sh600185,5.12,18944.0,0.05,0.01998591,0.01830271
sz002468,23.18,999058.0,0.0,0.0,0.00999058
sh601225,8.93,2603988.0,0.0,0.02562229,0.01651632
sz000966,4.33,224727.0,0.0,0.0009643,0.0003567
sz002424,10.33,56815.0,0.25,0.0,0.00296149
sz002305,3.24,198612.0,0.0,0.01330177,0.01330177
sh600157,2.27,5351071.0,0.95,0.02102951,0.10273276
sh603918,14.65,38090.0,0.05,0.00011896,0.00056566
sz300701,37.86,564114.0,0.0,0.00361041,0.00307406
sz000403,0.0,0.0,0.35,0.01452981,0.00324333
sz300717,16.5,343200.0,0.0,0.00418188,0.0019975
sh600536,53.0,55406200.0,0.0,0.0,0.554062
sh603477,8.92,137368.0,4.983333333333333,0.0,0.00229211
sz000996,14.0,463400.0,0.0,0.04897464,0.04897464
sz002524,6.01,5071250.0,0.31666666666666665,0.00912594,0.01441748
sh600896,5.4,43740.0,0.6666666666666666,0.00206805,0.0018428
sz002606,8.15,1045645.0,0.0,0.0,0.01045645
sh600487,22.15,3054485.0,0.0,0.0,0.03054485
sz300094,6.54,283980.0,0.0,0.00223623,0.00290861
sz000766,7.72,701748.0,0.0,0.00789355,0.00789355
sz002791,13.02,101556.0,0.65,0.00035398,0.00133823
sh600313,2.92,163082.0,0.1,0.01100768,0.0032342
sh600186,2.22,380952.0,0.2833333333333333,0.04584921,0.01422305
sh600196,30.03,5354349.0,0.0,0.09274757,0.00404756
sh600137,15.98,30362.0,0.0,0.00501192,0.00019388
sz000528,7.85,1088010.0,0.4166666666666667,0.01156327,0.0689101
sh600612,43.09,86180.0,0.03333333333333333,0.0053715,0.00113033
sh600814,6.06,132108.0,0.0,0.01021509,0.01020285
sz000639,9.11,112053.0,0.05,0.0168372,0.0022346
sz002845,22.27,9954690.0,0.0,0.00239762,0.00239762
sh603818,8.11,20275.0,0.16666666666666666,0.00322305,0.000413
sh600520,14.85,29700.0,0.05,0.00518393,0.00138505
sz002680,0,0,0,0,0
sz000564,3.63,547767.0,0.25,0.04749089,0.06484835
sh601969,5.71,315763.0,0.0,0.01257221,0.00278691
sh603518,17.14,1302640.0,0.0,0.00183054,0.00183054
sz002877,17.22,151536.0,0.43333333333333335,0.00323833,0.00295411
sz002299,27.0,5397300.0,0.0,0.0,0.053973
sz000998,16.9,1115400.0,0.0,0.06689411,0.03563092
sz300347,63.06,731496.0,0.0,0.00193046,0.00276729
sh600826,11.8,397660.0,1.9166666666666667,0.00012985,0.00818005
sh601633,7.64,339980.0,0.45,0.00370494,0.00756144
sh603900,14.5,46400.0,0.25,0.0,0.0007105
sz300508,28.4,19880.0,0.95,0.00523638,0.00550751
sz300384,16.72,804232.0,0.0,0.00035392,0.00032023
sz002640,12.18,373926.0,0.5666666666666667,0.01333859,0.01476902
sz002415,36.17,4514016.0,0.0,0.0,0.04514016
sh600645,22.57,110593.0,0.05,0.00510569,0.00086678
sz002469,4.77,415467.0,0.0,0.0,0.00415467
sz002827,17.05,3798740.0,0.05,0.01132843,0.00615539
sz300636,21.6,745200.0,0.0,0.0,0.007452
sz000890,6.56,705200.0,0.05,0.00819311,0.00381544
sh603026,25.7,341810.0,0.0,0.0,0.0034181
sh600539,7.23,3615.0,0.18333333333333332,0.00038353,0.00042277
sz000925,8.64,365472.0,0.0,0.00995684,0.00104679
sz002459,12.52,226612.0,0.0,0.03320152,0.03320152
sh603388,12.16,64448.0,0.0,1.235e-05,0.00148194
sz300221,7.4,518000.0,1.0,0.01397296,0.00976529
sz000970,10.2,415140.0,0.05,0.00426833,0.00911743
sz002775,7.13,97681.0,0.3,0.0101259,0.00523297
sz300463,20.33,14231.0,0.4,0.00061405,0.00135122
sh603110,13.62,119856.0,0.65,0.00035412,0.00326926
sz000089,9.62,530062.0,0.03333333333333333,0.01054237,0.00195798
sh603116,8.76,22776.0,0.0,0.00150391,0.00228414
sh603500,13.5,598050.0,0.06666666666666667,0.00069196,8.308e-05
sh600854,4.56,135888.0,1.1333333333333333,0.00046278,0.00211978
sh600009,59.01,1622775.0,0.0,0.0,0.01622775
sz000936,10.1,2041210.0,0.0,0.02436982,0.02046357
sz300243,9.98,289420.0,0.25,0.0017896499999999998,0.00327794
sh600962,9.8,143080.0,0.0,0.00235204,0.00128631
sh600893,26.24,711104.0,4.983333333333333,0.0,0.01488416
sh603556,16.45,92120.0,4.966666666666667,0.0,0.0034083
sz300545,32.52,871536.0,0.05,0.00772393,0.0060594
sz002037,10.08,112896.0,0.0,0.00067931,0.00025086
sh603021,7.07,219170.0,0.0,0.0,0.0021917
sh600619,9.87,55272.0,0.0,0.00164849,0.00036724
sh600096,6.6,82500.0,0.05,0.00410777,0.00398265
sz002537,12.45,1688220.0,0.1,0.00560304,0.00445473
sh600059,8.06,150722.0,0.7666666666666667,0.01479012,0.01676252
sz000957,8.19,676494.0,0.0,0.02019702,0.00368731
sh600217,5.63,67560.0,0.0,0.00552931,0.00309761
sh600023,4.92,818196.0,0.0,0.00502022,0.00506972
sz300543,19.97,107838.0,0.3,0.000403,0.00425181
sh600222,4.74,59250.0,0.03333333333333333,0.00311088,0.00054281
sz300627,20.54,285506.0,0.15,0.00535168,0.00080203
